Orthogroup	s_cerevisiae_proteins	k_lactis_proteins
OG0000806	rna3711	Skud_11.292
OG0000807	rna3116	Skud_10.74
OG0000808	rna3114	Skud_10.72
OG0000809	rna2508	Skud_7.619
OG0000810	rna3718	Skud_11.298
OG0000811	rna3719	Skud_11.299
OG0000812	rna3720	Skud_11.300
OG0000813	rna3721	Skud_11.301
OG0000814	rna3076	Skud_10.34
OG0000815	rna3078	Skud_10.36
OG0000816	rna3079	Skud_10.37
OG0000817	rna3476	Skud_11.47
OG0000818	rna3477	Skud_11.48
OG0000819	rna3086	Skud_10.44
OG0000820	rna3479	Skud_11.50
OG0000821	rna3482	Skud_11.53
OG0000822	rna3089	Skud_10.47
OG0000823	rna3090	Skud_10.48
OG0000824	rna3484	Skud_11.55
OG0000825	rna1291	Skud_4.606
OG0000826	rna5444	Skud_15.192
OG0000827	rna1429	Skud_4.753
OG0000828	rna5291	Skud_15.38
OG0000829	rna2562	Skud_8.39
OG0000830	rna5497	Skud_15.245
OG0000831	rna3744	Skud_11.325
OG0000832	rna5494	Skud_15.242
OG0000833	rna3743	Skud_11.324
OG0000834	rna3741	Skud_11.322
OG0000835	rna5492	Skud_15.240
OG0000836	rna5491	Skud_15.239
OG0000837	rna3739	Skud_11.320
OG0000838	rna5486	Skud_15.236
OG0000839	rna3316	Skud_10.271
OG0000840	rna1902	Skud_6.109
OG0000841	rna593	Skud_3.57
OG0000842	rna73	Skud_1.64
OG0000843	rna2199	Skud_7.281
OG0000844	rna75	Skud_1.66
OG0000845	rna2757	Skud_8.236
OG0000846	rna2760	Skud_8.239
OG0000847	rna2767	Skud_8.244
OG0000848	rna2483	Skud_7.592
OG0000849	rna2773	Skud_8.252
OG0000850	rna2774	Skud_8.253
OG0000851	rna2775	Skud_8.254
OG0000852	rna4785	Skud_13.461
OG0000853	rna2485	Skud_7.594
OG0000854	rna2486	Skud_7.595
OG0000855	rna2488	Skud_7.597
OG0000856	rna2490	Skud_7.599
OG0000857	rna2491	Skud_7.600
OG0000858	rna4791	Skud_13.468
OG0000859	rna4793	Skud_13.470
OG0000860	rna4795	Skud_13.472
OG0000861	rna4797	Skud_13.474
OG0000862	rna4811	Skud_13.488
OG0000863	rna4810	Skud_13.487
OG0000864	rna1790	Skud_5.325
OG0000865	rna1791	Skud_5.326
OG0000866	rna265	Skud_2.162
OG0000867	rna963	Skud_4.276
OG0000868	rna5396	Skud_15.142
OG0000869	rna1883	Skud_6.93
OG0000870	rna5391	Skud_15.137
OG0000871	rna1881	Skud_6.95
OG0000872	rna5389	Skud_15.135
OG0000873	rna5388	Skud_15.134
OG0000874	rna609	Skud_3.79
OG0000875	rna617	Skud_3.90
OG0000876	rna1562	Skud_5.83
OG0000877	rna1561	Skud_5.82
OG0000878	rna627	Skud_3.103
OG0000879	rna1556	Skud_5.77
OG0000880	rna623	Skud_3.98
OG0000881	rna5002	Skud_14.183
OG0000882	rna5000	Skud_14.181
OG0000883	rna5013	Skud_14.191
OG0000884	rna5015	Skud_14.193
OG0000885	rna5016	Skud_14.194
OG0000886	rna5017	Skud_14.195
OG0000887	rna2414	Skud_7.525
OG0000888	rna3273	Skud_10.231
OG0000889	rna2083	Skud_7.152
OG0000890	rna1610	Skud_5.138
OG0000891	rna1992	Skud_7.57
OG0000892	rna1380	Skud_4.701
OG0000893	rna1383	Skud_4.704
OG0000894	rna4455	Skud_13.141
OG0000895	rna1384	Skud_4.705
OG0000896	rna1385	Skud_4.706
OG0000897	rna4451	Skud_13.137
OG0000898	rna1386	Skud_4.707
OG0000899	rna4450	Skud_13.136
OG0000900	rna5266	Skud_15.13
OG0000901	rna4445	Skud_13.131
OG0000902	rna4444	Skud_13.130
OG0000903	rna4443	Skud_13.129
OG0000904	rna1399	Skud_4.724
OG0000905	rna1400	Skud_4.725
OG0000906	rna1403	Skud_4.728
OG0000907	rna4435	Skud_13.121
OG0000908	rna1405	Skud_4.730
OG0000909	rna1406	Skud_4.731
OG0000910	rna5870	Skud_16.56
OG0000911	rna5875	Skud_16.62
OG0000912	rna2071	Skud_7.140
OG0000913	rna5877	Skud_16.64
OG0000914	rna5878	Skud_16.65
OG0000915	rna5879	Skud_16.66
OG0000916	rna2072	Skud_7.141
OG0000917	rna2073	Skud_7.142
OG0000918	rna2074	Skud_7.143
OG0000919	rna5880	Skud_16.67
OG0000920	rna5881	Skud_16.68
OG0000921	rna5882	Skud_16.69
OG0000922	rna2138	Skud_7.215
OG0000923	rna5886	Skud_16.73
OG0000924	rna3465	Skud_11.37
OG0000925	rna4277	Skud_12.501
OG0000926	rna3470	Skud_11.42
OG0000927	rna3473	Skud_11.44
OG0000928	rna4272	Skud_12.496
OG0000929	rna3474	Skud_11.45
OG0000930	rna4268	Skud_12.494
OG0000931	rna4267	Skud_12.493
OG0000932	rna868	Skud_4.179
OG0000933	rna4259	Skud_12.485
OG0000934	rna874	Skud_4.184
OG0000935	rna5735	Skud_15.488
OG0000936	rna4256	Skud_12.482
OG0000937	rna4255	Skud_12.481
OG0000938	rna877	Skud_4.188
OG0000939	rna6278	Skud_16.487
OG0000940	rna6280	Skud_16.489
OG0000941	rna6284	Skud_16.493
OG0000942	rna6285	Skud_16.494
OG0000943	rna6286	Skud_16.495
OG0000944	rna2792	Skud_8.271
OG0000945	rna3412	Skud_10.368
OG0000946	rna3410	Skud_10.366
OG0000947	rna2789	Skud_8.268
OG0000948	rna3409	Skud_10.365
OG0000949	rna3408	Skud_10.364
OG0000950	rna3406	Skud_10.362
OG0000951	rna2788	Skud_8.267
OG0000952	rna3405	Skud_10.361
OG0000953	rna3404	Skud_10.360
OG0000954	rna3400	Skud_10.356
OG0000955	rna3399	Skud_10.355
OG0000956	rna2781	Skud_8.260
OG0000957	rna2780	Skud_8.259
OG0000958	rna3398	Skud_10.354
OG0000959	rna4377	Skud_13.60
OG0000960	rna3028	Skud_9.210
OG0000961	rna3396	Skud_10.352
OG0000962	rna4379	Skud_13.62
OG0000963	rna3392	Skud_10.349
OG0000964	rna4307	Skud_12.540
OG0000965	rna4390	Skud_13.74
OG0000966	rna4391	Skud_13.75
OG0000967	rna4399	Skud_13.83
OG0000968	rna4300	Skud_12.532
OG0000969	rna4299	Skud_12.531
OG0000970	rna4401	Skud_13.85
OG0000971	rna4297	Skud_12.528
OG0000972	rna4295	Skud_12.526
OG0000973	rna5566	Skud_15.315
OG0000974	rna1361	Skud_4.677
OG0000975	rna4206	Skud_12.433
OG0000976	rna2245	Skud_7.332
OG0000977	rna4204	Skud_12.431
OG0000978	rna2238	Skud_7.326
OG0000979	rna4197	Skud_12.425
OG0000980	rna4196	Skud_12.423
OG0000981	rna4194	Skud_12.421
OG0000982	rna2227	Skud_7.313
OG0000983	rna3455	Skud_11.21
OG0000984	rna3325	Skud_10.282
OG0000985	rna958	Skud_4.271
OG0000986	rna257	Skud_2.151
OG0000987	rna956	Skud_4.269
OG0000988	rna952	Skud_4.264
OG0000989	rna247	Skud_2.143
OG0000990	rna3486	Skud_11.57
OG0000991	rna3488	Skud_11.60
OG0000992	rna3102	Skud_10.61
OG0000993	rna3103	Skud_10.62
OG0000994	rna635	Skud_3.110
OG0000995	rna5312	Skud_15.56
OG0000996	rna1437	Skud_4.761
OG0000997	rna4231	Skud_12.457
OG0000998	rna2273	Skud_7.361
OG0000999	rna2271	Skud_7.359
OG0001000	rna4719	Skud_13.398
OG0001001	rna4718	Skud_13.397
OG0001002	rna4717	Skud_13.396
OG0001003	rna6149	Skud_16.347
OG0001004	rna6148	Skud_16.346
OG0001005	rna6147	Skud_16.345
OG0001006	rna6144	Skud_16.342
OG0001007	rna4753	Skud_13.430
OG0001008	rna5356	Skud_15.102
OG0001010	rna345	Skud_2.251
OG0001011	rna6167	Skud_16.371
OG0001012	rna6164	Skud_16.367
OG0001013	rna6160	Skud_16.362
OG0001014	rna336	Skud_2.240
OG0001015	rna334	Skud_2.238
OG0001016	rna6155	Skud_16.354
OG0001017	rna333	Skud_2.236
OG0001018	rna384	Skud_2.291
OG0001019	rna382	Skud_2.289
OG0001020	rna375	Skud_2.282
OG0001021	rna1432	Skud_4.756
OG0001022	rna1270	Skud_4.585
OG0001023	rna2653	Skud_8.131
OG0001024	rna1271	Skud_4.586
OG0001025	rna4685	Skud_13.364
OG0001026	rna4686	Skud_13.365
OG0001027	rna5839	Skud_16.25
OG0001028	rna474	Skud_2.382
OG0001029	rna5914	Skud_16.102
OG0001030	rna6258	Skud_16.462
OG0001031	rna4314	Skud_12.547
OG0001032	rna6261	Skud_16.465
OG0001033	rna6262	Skud_16.466
OG0001034	rna6263	Skud_16.467
OG0001035	rna6264	Skud_16.468
OG0001036	rna6232	Skud_16.438
OG0001037	rna2336	Skud_7.432
OG0001038	rna6230	Skud_16.436
OG0001039	rna6229	Skud_16.435
OG0001040	rna6227	Skud_16.433
OG0001041	rna6222	Skud_16.427
OG0001042	rna6221	Skud_16.426
OG0001043	rna6218	Skud_16.423
OG0001044	rna6216	Skud_16.420
OG0001045	rna6215	Skud_16.419
OG0001046	rna6212	Skud_16.416
OG0001047	rna2326	Skud_7.419
OG0001048	rna2325	Skud_7.418
OG0001049	rna2324	Skud_7.417
OG0001050	rna475	Skud_2.383
OG0001051	rna1595	Skud_5.120
OG0001052	rna3004	Skud_9.187
OG0001053	rna1591	Skud_5.117
OG0001054	rna1590	Skud_5.116
OG0001055	rna3003	Skud_9.186
OG0001056	rna5384	Skud_15.129
OG0001057	rna5374	Skud_15.120
OG0001058	rna322	Skud_2.225
OG0001059	rna320	Skud_2.223
OG0001060	rna6140	Skud_16.337
OG0001061	rna6139	Skud_16.336
OG0001062	rna6137	Skud_16.334
OG0001063	rna312	Skud_2.215
OG0001064	rna178	Skud_2.70
OG0001065	rna3518	Skud_11.93
OG0001066	rna4594	Skud_13.272
OG0001067	rna4586	Skud_13.264
OG0001068	rna3532	Skud_11.110
OG0001069	rna4580	Skud_13.259
OG0001070	rna5710	Skud_15.460
OG0001071	rna4722	Skud_13.400
OG0001072	rna4219	Skud_12.445
OG0001073	rna4217	Skud_12.443
OG0001074	rna3658	Skud_11.232
OG0001075	rna3657	Skud_11.231
OG0001076	rna3654	Skud_11.228
OG0001077	rna3648	Skud_11.223
OG0001078	rna2566	Skud_8.43
OG0001079	rna2564	Skud_8.41
OG0001080	rna3646	Skud_11.221
OG0001081	rna3560	Skud_11.138
OG0001082	rna2557	Skud_8.36
OG0001083	rna4558	Skud_13.235
OG0001084	rna3327	Skud_10.284
OG0001085	rna3329	Skud_10.286
OG0001086	rna3331	Skud_10.288
OG0001087	rna3332	Skud_10.289
OG0001088	rna3336	Skud_10.293
OG0001089	rna3337	Skud_10.294
OG0001090	rna3338	Skud_10.296
OG0001091	rna3448	Skud_11.14
OG0001092	rna3339	Skud_10.297
OG0001093	rna3445	Skud_11.11
OG0001094	rna3444	Skud_11.10
OG0001095	rna3341	Skud_10.299
OG0001096	rna3342	Skud_10.300
OG0001097	rna3442	Skud_11.9
OG0001098	rna3440	Skud_11.7
OG0001099	rna532, rna643	Skud_3.119
OG0001100	rna535	Skud_3.3
OG0001101	rna536	Skud_3.4
OG0001102	rna539	Skud_3.6
OG0001103	rna544	Skud_3.10
OG0001104	rna545	Skud_3.11
OG0001105	rna546	Skud_3.12
OG0001106	rna1479	Skud_4.803
OG0001107	rna1481	Skud_4.805
OG0001108	rna1476	Skud_4.801
OG0001109	rna552	Skud_3.18
OG0001110	rna558	Skud_3.24
OG0001111	rna1460	Skud_4.786
OG0001112	rna4037	Skud_12.244
OG0001113	rna4041	Skud_12.248
OG0001114	rna4044	Skud_12.251
OG0001115	rna4882	Skud_14.62
OG0001116	rna4885	Skud_14.64
OG0001117	rna647	Skud_3.123
OG0001118	rna4886	Skud_14.65
OG0001119	rna4887	Skud_14.66
OG0001120	rna5569	Skud_15.318
OG0001121	rna4888	Skud_14.67
OG0001122	rna4889	Skud_14.68
OG0001123	rna2256	Skud_7.345
OG0001124	rna2257	Skud_7.346
OG0001125	rna2258	Skud_7.347
OG0001126	rna2064	Skud_7.132
OG0001127	rna2075	Skud_7.144
OG0001128	rna4897	Skud_14.75
OG0001129	rna4898	Skud_14.76
OG0001130	rna4899	Skud_14.77
OG0001131	rna4901	Skud_14.79
OG0001132	rna2479	Skud_7.588
OG0001133	rna4904	Skud_14.82
OG0001134	rna4907	Skud_14.85
OG0001135	rna4908	Skud_14.86
OG0001136	rna4909	Skud_14.87
OG0001137	rna4910	Skud_14.88
OG0001138	rna4912	Skud_14.90
OG0001139	rna4913	Skud_14.91
OG0001140	rna4915	Skud_14.93
OG0001141	rna4916	Skud_14.94
OG0001142	rna3058	Skud_10.12
OG0001143	rna3059	Skud_10.13
OG0001144	rna3061	Skud_10.15
OG0001145	rna639	Skud_3.115
OG0001146	rna638	Skud_3.114
OG0001147	rna3066	Skud_10.24
OG0001148	rna1436	Skud_4.760
OG0001149	rna5313	Skud_15.57
OG0001150	rna1434	Skud_4.758
OG0001151	rna5316	Skud_15.60
OG0001152	rna5346	Skud_15.91
OG0001153	rna5347	Skud_15.92
OG0001154	rna5348	Skud_15.93
OG0001155	rna5350	Skud_15.95
OG0001156	rna80	Skud_1.74
OG0001157	rna79	Skud_1.75
OG0001158	rna235	Skud_2.129
OG0001159	rna924	Skud_4.238
OG0001160	rna2285	Skud_7.374
OG0001161	rna5335	Skud_15.79
OG0001162	rna4134	Skud_12.359
OG0001163	rna4135	Skud_12.360
OG0001164	rna4136	Skud_12.361
OG0001165	rna4137	Skud_12.363
OG0001166	rna4138	Skud_12.364
OG0001167	rna4140	Skud_12.366
OG0001168	rna5596	Skud_15.348
OG0001169	rna5599	Skud_15.351
OG0001170	rna4146	Skud_12.371
OG0001171	rna618	Skud_3.91
OG0001172	rna5607	Skud_15.358
OG0001173	rna2149	Skud_7.227
OG0001174	rna436	Skud_2.346
OG0001175	rna2148	Skud_7.226
OG0001176	rna440	Skud_2.350
OG0001177	rna2076	Skud_7.145
OG0001178	rna4422	Skud_13.105
OG0001179	rna5403	Skud_15.148
OG0001180	rna5404	Skud_15.149
OG0001181	rna4472	Skud_13.158
OG0001182	rna5406	Skud_15.151
OG0001183	rna4471	Skud_13.157
OG0001184	rna5407	Skud_15.152
OG0001185	rna5408	Skud_15.153
OG0001186	rna4469	Skud_13.155
OG0001187	rna5410	Skud_15.155
OG0001188	rna5411	Skud_15.157
OG0001189	rna4781	Skud_13.457
OG0001190	rna4784	Skud_13.460
OG0001191	rna4338	Skud_13.21
OG0001192	rna4337	Skud_13.20
OG0001193	rna2776	Skud_8.255
OG0001194	rna5561	Skud_15.310
OG0001195	rna5563	Skud_15.312
OG0001196	rna1351	Skud_4.667
OG0001197	rna5564	Skud_15.313
OG0001198	rna1355	Skud_4.671
OG0001199	rna1360	Skud_4.676
OG0001200	rna5701	Skud_15.450
OG0001201	rna5697	Skud_15.446
OG0001202	rna5696	Skud_15.445
OG0001203	rna5693	Skud_15.442
OG0001204	rna5689	Skud_15.440
OG0001205	rna5688	Skud_15.439
OG0001206	rna5686	Skud_15.437
OG0001207	rna5684	Skud_15.436
OG0001208	rna4698	Skud_13.377
OG0001209	rna5683	Skud_15.435
OG0001210	rna1670	Skud_5.197
OG0001211	rna1666	Skud_5.193
OG0001212	rna1663	Skud_5.190
OG0001213	rna2924	Skud_9.104
OG0001214	rna2927	Skud_9.107
OG0001215	rna2928	Skud_9.108
OG0001216	rna2930	Skud_9.110
OG0001217	rna1659	Skud_5.186
OG0001218	rna1658	Skud_5.185
OG0001219	rna2933	Skud_9.112
OG0001220	rna1654	Skud_5.180
OG0001221	rna1650	Skud_5.176
OG0001222	rna2942	Skud_9.120
OG0001223	rna2943	Skud_9.121
OG0001224	rna5192	Skud_14.365
OG0001225	rna5191	Skud_14.364
OG0001226	rna5187	Skud_14.360
OG0001227	rna666	Skud_3.142
OG0001228	rna665	Skud_3.141
OG0001229	rna664	Skud_3.140
OG0001230	rna662	Skud_3.138
OG0001231	rna660	Skud_3.136
OG0001232	rna655	Skud_3.131
OG0001233	rna5180	Skud_14.353
OG0001234	rna653	Skud_3.129
OG0001235	rna5179	Skud_14.352
OG0001236	rna2916	Skud_9.95
OG0001237	rna1676	Skud_5.201
OG0001238	rna2917	Skud_9.96
OG0001239	rna3185	Skud_10.171
OG0001240	rna5676	Skud_15.428
OG0001241	rna5675	Skud_15.427
OG0001242	rna5920	Skud_16.108
OG0001243	rna5674	Skud_15.426
OG0001244	rna5671	Skud_15.423
OG0001245	rna5922	Skud_16.112
OG0001246	rna5923	Skud_16.113
OG0001247	rna5668	Skud_15.420
OG0001248	rna5925	Skud_16.115
OG0001249	rna5665	Skud_15.417
OG0001250	rna5664	Skud_15.416
OG0001251	rna5663	Skud_15.415
OG0001252	rna1253	Skud_4.568
OG0001253	rna2639	Skud_8.116
OG0001254	rna2638	Skud_8.115
OG0001255	rna1248	Skud_4.563
OG0001256	rna1246	Skud_4.561
OG0001257	rna1245	Skud_4.560
OG0001258	rna1244	Skud_4.559
OG0001259	rna2613	Skud_8.95
OG0001260	rna2614	Skud_8.96
OG0001261	rna2615	Skud_8.97
OG0001262	rna2617	Skud_8.99
OG0001263	rna1239	Skud_4.554
OG0001264	rna1238	Skud_4.553
OG0001265	rna1237	Skud_4.552
OG0001266	rna1231	Skud_4.546
OG0001267	rna1232	Skud_4.547
OG0001268	rna3842	Skud_12.82
OG0001269	rna3843	Skud_12.83
OG0001270	rna3232	Skud_10.187
OG0001271	rna1228	Skud_4.543
OG0001272	rna2621, rna2620	Skud_8.102
OG0001273	rna5325	Skud_15.69
OG0001274	rna363	Skud_2.270
OG0001275	rna362	Skud_2.269
OG0001276	rna5071	Skud_14.249
OG0001277	rna5070	Skud_14.248
OG0001278	rna5069	Skud_14.247
OG0001279	rna2847	Skud_9.26
OG0001280	rna2182	Skud_7.265
OG0001281	rna1759	Skud_5.294
OG0001282	rna1026	Skud_4.335
OG0001283	rna1029	Skud_4.338
OG0001284	rna1763	Skud_5.298
OG0001285	rna1032	Skud_4.341
OG0001286	rna1033	Skud_4.342
OG0001287	rna2436	Skud_7.548
OG0001288	rna4881	Skud_14.61
OG0001289	rna1445	Skud_4.770
OG0001290	rna1444	Skud_4.769
OG0001291	rna5306	Skud_15.52
OG0001292	rna1442	Skud_4.767
OG0001293	rna4507	Skud_13.188
OG0001294	rna3601	Skud_11.177
OG0001295	rna3600	Skud_11.176
OG0001296	rna3598	Skud_11.174
OG0001297	rna3597	Skud_11.173
OG0001298	rna4504	Skud_13.184
OG0001299	rna3596	Skud_11.172
OG0001300	rna4503	Skud_13.183
OG0001301	rna3595	Skud_11.171
OG0001302	rna3594	Skud_11.170
OG0001303	rna5282	Skud_15.29
OG0001304	rna26	Skud_1.18
OG0001305	rna27	Skud_1.19
OG0001306	rna5770	Skud_15.524
OG0001307	rna5767	Skud_15.521
OG0001308	rna5048	Skud_14.227
OG0001309	rna5049	Skud_14.228
OG0001310	rna5518	Skud_15.267
OG0001311	rna5511	Skud_15.260
OG0001312	rna5059	Skud_14.237
OG0001313	rna5507	Skud_15.255
OG0001314	rna5506	Skud_15.254
OG0001315	rna5064	Skud_14.242
OG0001316	rna5501	Skud_15.249
OG0001317	rna5067	Skud_14.245
OG0001318	rna4799	Skud_13.476
OG0001319	rna4805	Skud_13.482
OG0001320	rna3534	Skud_11.112
OG0001321	rna4741	Skud_13.419
OG0001322	rna5359	Skud_15.105
OG0001323	rna300	Skud_2.203
OG0001324	rna1261	Skud_4.576
OG0001325	rna3320	Skud_10.276
OG0001326	rna1259	Skud_4.574
OG0001327	rna2644	Skud_8.121
OG0001328	rna2643	Skud_8.120
OG0001329	rna2642	Skud_8.119
OG0001330	rna1256	Skud_4.571
OG0001331	rna1410	Skud_4.735
OG0001332	rna1413	Skud_4.738
OG0001333	rna1177	Skud_4.492
OG0001334	rna1179	Skud_4.494
OG0001335	rna746	Skud_4.52
OG0001336	rna745	Skud_4.51
OG0001337	rna1181	Skud_4.496
OG0001338	rna744	Skud_4.50
OG0001339	rna1182	Skud_4.497
OG0001340	rna1183	Skud_4.498
OG0001341	rna743	Skud_4.48
OG0001342	rna742	Skud_4.47
OG0001343	rna1189	Skud_4.506
OG0001344	rna1190	Skud_4.507
OG0001345	rna6182	Skud_16.383
OG0001346	rna6179	Skud_16.380
OG0001347	rna6178	Skud_16.379
OG0001348	rna6174	Skud_16.378
OG0001349	rna357	Skud_2.264
OG0001350	rna356	Skud_2.263
OG0001351	rna355	Skud_2.261
OG0001352	rna6173	Skud_16.377
OG0001353	rna5857	Skud_16.43
OG0001354	rna5858	Skud_16.44
OG0001355	rna5859	Skud_16.45
OG0001356	rna5864	Skud_16.50
OG0001357	rna5865	Skud_16.51
OG0001358	rna5867	Skud_16.53
OG0001359	rna4661	Skud_13.341, Skud_13.342
OG0001360	rna4068	Skud_12.276
OG0001361	rna799	Skud_4.108
OG0001362	rna797	Skud_4.106
OG0001363	rna796	Skud_4.105
OG0001364	rna795	Skud_4.104
OG0001365	rna794	Skud_4.102
OG0001366	rna4065	Skud_12.273
OG0001367	rna4064	Skud_12.272
OG0001368	rna2654	Skud_8.132
OG0001369	rna2655	Skud_8.133
OG0001370	rna4373	Skud_13.56
OG0001371	rna4371	Skud_13.54
OG0001372	rna6257	Skud_16.461
OG0001373	rna2181	Skud_7.264
OG0001374	rna2026	Skud_7.91
OG0001375	rna4161	Skud_12.388
OG0001376	rna4160	Skud_12.387
OG0001377	rna3806	Skud_12.47
OG0001378	rna2549	Skud_8.29
OG0001379	rna6110	Skud_16.304
OG0001380	rna1771	Skud_5.304
OG0001381	rna1774	Skud_5.307
OG0001382	rna1042	Skud_4.355
OG0001383	rna1777	Skud_5.310
OG0001384	rna1778	Skud_5.311
OG0001385	rna1779	Skud_5.312
OG0001386	rna2216	Skud_7.298
OG0001387	rna2215	Skud_7.297
OG0001388	rna2211	Skud_7.293
OG0001389	rna2210	Skud_7.292
OG0001390	rna2209	Skud_7.291
OG0001391	rna4178	Skud_12.406
OG0001392	rna2206	Skud_7.288
OG0001393	rna4175	Skud_12.403
OG0001394	rna4174	Skud_12.402
OG0001395	rna69	Skud_1.60
OG0001396	rna2204	Skud_7.286
OG0001397	rna5205	Skud_14.378
OG0001398	rna687	Skud_3.166
OG0001399	rna688	Skud_3.167
OG0001400	rna1122	Skud_4.441
OG0001401	rna5209	Skud_14.382
OG0001402	rna5212	Skud_14.384
OG0001403	rna5215	Skud_14.386
OG0001404	rna3052	Skud_10.6
OG0001405	rna5825	Skud_16.11
OG0001406	rna5823	Skud_16.9
OG0001407	rna1513	Skud_5.33
OG0001408	rna5829	Skud_16.16
OG0001409	rna1507	Skud_5.27
OG0001410	rna5421	Skud_15.167
OG0001411	rna5417	Skud_15.163
OG0001412	rna5416	Skud_15.162
OG0001413	rna4779	Skud_13.455
OG0001414	rna4777	Skud_13.453
OG0001415	rna4774	Skud_13.450
OG0001416	rna4773	Skud_13.449
OG0001417	rna4770	Skud_13.446
OG0001418	rna4348	Skud_13.31
OG0001419	rna4346	Skud_13.29
OG0001420	rna4772	Skud_13.448
OG0001421	rna4353	Skud_13.36
OG0001422	rna4354	Skud_13.37
OG0001423	rna4763	Skud_13.440
OG0001424	rna6107	Skud_16.301
OG0001425	rna6109	Skud_16.303
OG0001426	rna1007	Skud_4.317
OG0001427	rna1006	Skud_4.316
OG0001428	rna1037	Skud_4.350
OG0001429	rna3673	Skud_11.250
OG0001430	rna3672	Skud_11.249
OG0001431	rna3179	Skud_10.133
OG0001432	rna5702	Skud_15.451
OG0001433	rna5565	Skud_15.314
OG0001434	rna4290	Skud_12.521
OG0001435	rna4289	Skud_12.520
OG0001436	rna4407	Skud_13.91
OG0001437	rna832	Skud_4.140
OG0001438	rna4287	Skud_12.517
OG0001439	rna3457	Skud_11.29
OG0001440	rna3458	Skud_11.30
OG0001441	rna4285	Skud_12.510
OG0001442	rna3459	Skud_11.31
OG0001443	rna3461	Skud_11.33
OG0001444	rna4281	Skud_12.506
OG0001445	rna3462	Skud_11.34
OG0001446	rna4278	Skud_12.502
OG0001447	rna2135	Skud_7.212
OG0001448	rna2134	Skud_7.211
OG0001449	rna2132	Skud_7.208
OG0001450	rna5892	Skud_16.80
OG0001451	rna256	Skud_2.150
OG0001452	rna2280	Skud_7.369
OG0001453	rna2281	Skud_7.370
OG0001454	rna2283	Skud_7.372
OG0001455	rna4158	Skud_12.384
OG0001456	rna3812	Skud_12.52
OG0001457	rna4171	Skud_12.399
OG0001458	rna3804	Skud_12.45
OG0001459	rna2224	Skud_7.305
OG0001460	rna3504	Skud_11.79
OG0001461	rna3503	Skud_11.78
OG0001462	rna3502	Skud_11.77
OG0001463	rna5163	Skud_14.335
OG0001464	rna4034	Skud_12.240
OG0001465	rna4035	Skud_12.241
OG0001466	rna580	Skud_3.44
OG0001467	rna581	Skud_3.45
OG0001468	rna582	Skud_3.46
OG0001469	rna2020	Skud_7.85
OG0001470	rna3890	Skud_12.126
OG0001471	rna1831	Skud_6.34
OG0001472	rna3898	Skud_12.134
OG0001473	rna3900	Skud_12.136
OG0001474	rna1822	Skud_6.25
OG0001475	rna3903	Skud_12.139
OG0001476	rna1821	Skud_6.24
OG0001477	rna1820	Skud_6.23
OG0001478	rna3542	Skud_11.121
OG0001479	rna5937	Skud_16.127
OG0001480	rna5936	Skud_16.126
OG0001481	rna5935	Skud_16.125
OG0001482	rna5932	Skud_16.122
OG0001483	rna5661	Skud_15.413
OG0001484	rna1409	Skud_4.734
OG0001485	rna4431	Skud_13.116
OG0001486	rna5782	Skud_15.537
OG0001487	rna3166	Skud_10.120
OG0001488	rna5779	Skud_15.534
OG0001489	rna3188	Skud_10.168
OG0001490	rna3189	Skud_10.167
OG0001491	rna5967	Skud_16.155
OG0001492	rna5966	Skud_16.154
OG0001493	rna5627	Skud_15.377
OG0001494	rna5628	Skud_15.378
OG0001495	rna5964	Skud_16.152
OG0001496	rna5633	Skud_15.383
OG0001497	rna5634	Skud_15.384
OG0001498	rna5640	Skud_15.389
OG0001499	rna5641	Skud_15.390
OG0001500	rna5955	Skud_16.143
OG0001501	rna5648	Skud_15.398
OG0001502	rna1860	Skud_6.64
OG0001503	rna1852	Skud_6.56
OG0001504	rna1851	Skud_6.55
OG0001505	rna2722	Skud_8.202
OG0001506	rna4988	Skud_14.168
OG0001507	rna2727	Skud_8.206
OG0001508	rna4983	Skud_14.163
OG0001509	rna2728	Skud_8.207
OG0001510	rna4982	Skud_14.162
OG0001511	rna4979	Skud_14.159
OG0001512	rna4977	Skud_14.157
OG0001513	rna738	Skud_4.41
OG0001514	rna4976	Skud_14.156
OG0001515	rna4974	Skud_14.153
OG0001516	rna4973	Skud_14.152
OG0001517	rna737	Skud_4.40
OG0001518	rna4970	Skud_14.149
OG0001519	rna735	Skud_4.38
OG0001520	rna734	Skud_4.37
OG0001521	rna2777	Skud_8.256
OG0001522	rna4672	Skud_13.351
OG0001523	rna5854	Skud_16.40
OG0001524	rna5855	Skud_16.41
OG0001525	rna6172	Skud_16.376
OG0001526	rna352	Skud_2.258
OG0001527	rna351	Skud_2.257
OG0001528	rna4132	Skud_12.357
OG0001529	rna3256	Skud_10.211
OG0001530	rna3237	Skud_10.192
OG0001531	rna3236	Skud_10.191
OG0001532	rna3258	Skud_10.216
OG0001533	rna3234	Skud_10.189
OG0001534	rna3279	Skud_10.237
OG0001535	rna3829	Skud_12.68
OG0001536	rna3266	Skud_10.224
OG0001537	rna3828	Skud_12.67
OG0001538	rna4649	Skud_13.330
OG0001539	rna842	Skud_4.151
OG0001540	rna841	Skud_4.150
OG0001541	rna840	Skud_4.148
OG0001542	rna4655	Skud_13.336
OG0001543	rna4362	Skud_13.44
OG0001544	rna4363	Skud_13.45
OG0001545	rna4364	Skud_13.46
