OG0000001	rna2520	rna802, rna1330, rna341
OG0000001	rna2525	rna1342, rna2128
OG0000002	rna1489, rna5257, rna2166, rna2049	rna3055
OG0000003	rna5796	rna2871
OG0000003	rna3779	rna14, rna841, rna2191
OG0000004	rna1089, rna3949, rna3950	rna4316
OG0000006	rna3233	rna4111
OG0000006	rna3803, rna66	rna5014
OG0000006	rna1699, rna138	rna1088
OG0000007	rna4562	rna2371, rna1569
OG0000007	rna5324, rna4800	rna7, rna4466
OG0000008	rna523, rna2512	rna2881
OG0000008	rna2509, rna2818, rna3044, rna5251	rna352
OG0000008	rna3048	rna4634, rna4873
OG0000009	rna5578, rna5586, rna4124	rna1248, rna144
OG0000009	rna3431	rna313
OG0000010	rna1940, rna5237, rna3434, rna705, rna3429, rna525, rna4327, rna1805, rna4824, rna2514, rna2519	rna3, rna1337, rna4638, rna638
OG0000011	rna915, rna317, rna100, rna2809, rna318	rna1332
OG0000013	rna226	rna4240
OG0000013	rna5127	rna4240
OG0000013	rna226	rna4492
OG0000013	rna5127	rna4492
OG0000013	rna3604	rna1703
OG0000014	rna3698	rna3160
OG0000014	rna5087, rna2867	rna4179
OG0000015	rna4803	rna779
OG0000015	rna2240, rna4199	rna4557
OG0000016	rna3208, rna2415, rna3274	rna425, rna4468
OG0000017	rna5405, rna4473, rna4474	rna1274
OG0000018	rna6291	rna1250, rna1249, rna2075
OG0000018	rna529, rna3762	rna346, rna790
OG0000018	rna2450	rna365
OG0000019	rna2511	rna4872
OG0000019	rna706, rna3428, rna521	rna2880
OG0000020	rna5912	rna4867
OG0000020	rna1388, rna4449	rna3951
OG0000021	rna2294, rna3960, rna3874	rna391, rna1688
OG0000023	rna2765, rna5921	rna3831, rna2476, rna2477
OG0000024	rna878	rna1965
OG0000024	rna5150, rna4033	rna5174
OG0000025	rna621	rna5339
OG0000026	rna1648, rna1643, rna1649	rna180, rna1335
OG0000027	rna5742, rna5568, rna1362	rna4633
OG0000028	rna3926	rna4353
OG0000028	rna5749	rna1399
OG0000029	rna3759	rna4333
OG0000030	rna5019, rna699, rna4320	rna590
OG0000031	rna4794	rna756
OG0000031	rna360	rna4478
OG0000032	rna3760	rna356
OG0000032	rna3782	rna5363
OG0000033	rna225, rna5128	rna4241, rna4491
OG0000034	rna6090, rna599, rna5159	rna5200
OG0000035	rna1322, rna5535	rna12, rna3596, rna2819, rna143
OG0000036	rna1458, rna572	rna2948, rna2947
OG0000037	rna4092, rna5487, rna5608	rna5373, rna3242
OG0000038	rna5646, rna5645, rna5954	rna1794
OG0000039	rna6018	rna2685
OG0000039	rna1631	rna153
OG0000040	rna2057, rna5086	rna3293, rna4175
OG0000041	rna307	rna2767
OG0000041	rna2427	rna404
OG0000042	rna2293	rna1453
OG0000042	rna6086	rna90
OG0000043	rna214, rna1171	rna4503
OG0000044	rna894	rna1930
OG0000045	rna5884	rna4816
OG0000045	rna2526	rna5367
OG0000046	rna5705	rna1901
OG0000046	rna2864	rna4174
OG0000047	rna5353, rna6209, rna5832	rna3177
OG0000048	rna5699	rna1892
OG0000048	rna5700	rna1893
OG0000049	rna2926, rna1660	rna1762, rna198
OG0000050	rna5414	rna1290
OG0000050	rna1441	rna1222
OG0000051	rna709, rna3425, rna1809, rna4828	rna453
OG0000052	rna741	rna702, rna4243, rna2173
OG0000053	rna679	rna310
OG0000053	rna3873	rna395
OG0000054	rna815, rna767	rna2698, rna4748
OG0000055	rna2871	rna4587, rna4586, rna2442, rna2585
OG0000059	rna3085	rna3072
OG0000060	rna5733, rna2985, rna4739	rna2747
OG0000061	rna1475	rna2915
OG0000061	rna3105	rna3108
OG0000062	rna4896	rna2991
OG0000062	rna4928	rna714
OG0000063	rna2797	rna5059
OG0000063	rna1781	rna4399
OG0000064	rna1825	rna4611
OG0000064	rna4537	rna533
OG0000066	rna758, rna808	rna4735
OG0000068	rna3695	rna2824
OG0000069	rna4405, rna2810, rna4293	rna2029
OG0000070	rna340, rna6165	rna3402
OG0000071	rna2624, rna3496	rna4063
OG0000072	rna1446, rna5305	rna1216
OG0000073	rna5232, rna950	rna74
OG0000074	rna4654, rna4653	rna3310, rna3311
OG0000075	rna1531, rna3312	rna943
OG0000076	rna5524, rna5046	rna1729
OG0000077	rna3432	rna3887
OG0000078	rna4575, rna1808, rna4827	rna1554
OG0000079	rna1372, rna1516	rna3923
OG0000080	rna41, rna5740	rna1411
OG0000081	rna6056, rna2196	rna2478
OG0000083	rna4309	rna2066
OG0000084	rna4302, rna4397	rna2042
OG0000085	rna4582, rna3530	rna1540
OG0000086	rna3647, rna2565	rna1593
OG0000087	rna2860	rna4170
OG0000088	rna5349, rna918	rna3172
OG0000089	rna4712	rna1887
OG0000090	rna2940	rna177
OG0000091	rna5189, rna670	rna291
OG0000092	rna5502, rna5065	rna4136
OG0000093	rna1040, rna1772	rna4407
OG0000094	rna689, rna5207	rna325
OG0000096	rna5231, rna4771, rna4347	rna973
OG0000097	rna3027, rna239	rna3915
OG0000098	rna5435	rna5212
OG0000099	rna4679, rna5844	rna4755
OG0000100	rna4004, rna4008, rna4015, rna4019, rna1273	rna5314
OG0000101	rna6252, rna2356	rna3855
OG0000102	rna3355	rna3213
OG0000103	rna2908, rna5129	rna4242
OG0000104	rna2173, rna2363	rna5053
OG0000105	rna3128	rna3139
OG0000106	rna701	rna2479, rna561
OG0000107	rna141, rna1698	rna1091
OG0000108	rna1793, rna2437	rna2381, rna754
OG0000109	rna5750, rna36	rna1398
OG0000110	rna3677, rna3175	rna5065
OG0000111	rna727	rna675
OG0000112	rna3708, rna3122	rna3132
OG0000114	rna5797, rna4814	rna2837, rna846
OG0000116	rna1365, rna5571	rna3905
OG0000117	rna5601, rna4150	rna4428
OG0000118	rna2003	rna3850
OG0000119	rna4858, rna5290	rna46
OG0000120	rna4863	rna52
OG0000121	rna5498, rna3745	rna3692
OG0000122	rna2191, rna209	rna2474
OG0000123	rna4792	rna752
OG0000124	rna3416, rna2796	rna2080
OG0000125	rna1608	rna3843
OG0000126	rna5871, rna2065	rna4796
OG0000127	rna2069, rna5872	rna4800
OG0000128	rna4294, rna4404	rna2030
OG0000129	rna2229, rna4192	rna4568
OG0000130	rna248, rna951	rna2826
OG0000131	rna3099	rna3101
OG0000132	rna2278, rna4230	rna1925
OG0000133	rna381, rna6035	rna2657
OG0000134	rna4317, rna6268	rna33
OG0000135	rna4584, rna3525	rna1533
OG0000136	rna3333, rna3452	rna905
OG0000137	rna4408	rna1321
OG0000138	rna550	rna2919
OG0000139	rna1465, rna556	rna2927
OG0000140	rna1463	rna2931
OG0000141	rna4036	rna2953
OG0000142	rna4039, rna1451	rna2956
OG0000143	rna1450	rna2959
OG0000144	rna1506, rna4891	rna2983
OG0000145	rna5317	rna1241
OG0000146	rna921, rna94	rna2847
OG0000147	rna4155, rna5606	rna4947
OG0000148	rna437, rna2147	rna4938
OG0000149	rna441, rna2141	rna4930
OG0000150	rna4782	rna955
OG0000151	rna1647, rna2941	rna179
OG0000152	rna5193, rna671	rna295
OG0000153	rna654	rna271
OG0000154	rna5178, rna651	rna266
OG0000155	rna3776, rna702	rna354
OG0000156	rna5860, rna4670	rna4779
OG0000157	rna4662	rna4788
OG0000158	rna4066, rna792	rna4712
OG0000159	rna5418, rna1509	rna1305
OG0000160	rna3675, rna3176	rna5067
OG0000161	rna3177, rna3674	rna5068
OG0000162	rna255	rna69
OG0000163	rna1725, rna2018	rna2415
OG0000164	rna5630	rna1774
OG0000164	rna5963	rna1775
OG0000165	rna5642	rna1790
OG0000166	rna4167	rna5057
OG0000167	rna1197, rna6055	rna2628
OG0000168	rna5523, rna5047	rna1728
OG0000169	rna64, rna5433	rna3426
OG0000170	rna2317, rna6206	rna2353
OG0000171	rna2345, rna6238	rna3542
OG0000172	rna3957	rna4310
OG0000173	rna3959	rna4308
OG0000174	rna1095, rna3962	rna4303
OG0000175	rna4093, rna1145	rna3246
OG0000176	rna850	rna3337
OG0000177	rna2351, rna6244	rna3862
OG0000178	rna4246, rna882	rna1955
OG0000179	rna5276, rna1816	rna3730
OG0000180	rna195, rna5227, rna2817, rna3043	rna5007
OG0000181	rna837, rna2060	rna3301
OG0000182	rna1279, rna2663	rna2290
OG0000183	rna5328, rna361	rna4475
OG0000184	rna5900, rna2122	rna4844
OG0000185	rna1682, rna1599	rna559
OG0000186	rna1692, rna150	rna1100
OG0000187	rna1694, rna146	rna1096
OG0000188	rna1708	rna1071
OG0000189	rna2688, rna1305	rna3619
OG0000190	rna860, rna4627	rna5348
OG0000191	rna5988, rna393	rna2732
OG0000192	rna5987	rna2735
OG0000193	rna3194	rna5124
OG0000194	rna1425, rna5436	rna4014
OG0000195	rna3686, rna3153	rna1458
OG0000196	rna2100, rna466	rna4888
OG0000197	rna2292, rna6186	rna3359
OG0000198	rna5731, rna4736	rna5336
OG0000199	rna1047, rna1784	rna4396
OG0000200	rna3162, rna3685	rna1470
OG0000201	rna2399, rna5789	rna508, rna1307
OG0000202	rna48	rna1420
OG0000203	rna5457, rna1221	rna3634
OG0000204	rna1526, rna3314	rna935
OG0000205	rna1533, rna3311	rna945
OG0000206	rna4603, rna3857	rna2523
OG0000207	rna1055, rna3911	rna4384
OG0000208	rna1059, rna3917	rna4374
OG0000209	rna516, rna3920	rna4366
OG0000210	rna3924	rna4357
OG0000211	rna5587, rna4127	rna4457
OG0000212	rna4116, rna5585	rna1262
OG0000213	rna5034	rna570
OG0000214	rna5342, rna906	rna1188
OG0000215	rna4520	rna518
OG0000216	rna5799, rna1946	rna2885, rna5376
OG0000217	rna3050	rna350, rna338, rna2879, rna1329, rna4647
OG0000218	rna4829, rna710, rna703, rna3424	rna2878
OG0000223	rna1807, rna4826, rna4574	rna1555
OG0000224	rna1621, rna1981	rna3820
OG0000225	rna2259, rna4214	rna4575
OG0000226	rna4086, rna1161	rna3228
OG0000227	rna2382, rna2155	rna1488
OG0000228	rna2467, rna2747	rna4677
OG0000229	rna2746, rna2466	rna542
OG0000230	rna2675, rna1293	rna2249
OG0000231	rna2203, rna72	rna2490
OG0000232	rna2759, rna2478	rna719
OG0000233	rna4438, rna1402	rna3971
OG0000234	rna1404, rna4437	rna3973
OG0000235	rna2070, rna5873	rna4801
OG0000236	rna4274, rna3467	rna1998
OG0000237	rna875, rna4258	rna1973
OG0000238	rna2785, rna2786	rna2100
OG0000239	rna3397, rna4376	rna2118
OG0000240	rna4310, rna4384	rna2067
OG0000241	rna4208, rna2247	rna4548
OG0000242	rna339, rna6161	rna3407
OG0000243	rna328	rna2810
OG0000244	rna6260	rna3711, rna3712
OG0000245	rna2338, rna6234	rna3532
OG0000246	rna2332, rna6226	rna3522
OG0000247	rna3519, rna4596	rna1529
OG0000248	rna4590, rna3522	rna1522
OG0000249	rna2265, rna4215	rna136
OG0000250	rna561, rna1462	rna2933
OG0000252	rna2739, rna4903	rna3001
OG0000253	rna2143, rna439	rna4933
OG0000254	rna1651, rna2938	rna184
OG0000255	rna5916, rna5670	rna1848
OG0000256	rna1247, rna2609	rna4031
OG0000257	rna4633	rna5358, rna5359
OG0000258	rna204, rna2183	rna2460
OG0000259	rna5058, rna5508	rna4125
OG0000260	rna1349, rna5431	rna4710
OG0000261	rna1041, rna1775	rna4410
OG0000262	rna4184, rna2214	rna2513
OG0000263	rna2208, rna4179	rna2506
OG0000264	rna3769, rna5818	rna966
OG0000265	rna4769, rna4349	rna975
OG0000266	rna4765, rna4352	rna980
OG0000267	rna5889, rna2133	rna4827
OG0000268	rna3908, rna1818	rna4626
OG0000269	rna5643, rna5956	rna1791
OG0000270	rna4980, rna2730	rna645
OG0000271	rna1937, rna1951	rna3779
OG0000272	rna5853, rna4673	rna4770
OG0000273	rna2763, rna1569	rna3449
OG0000274	rna6207, rna2318	rna2352
OG0000275	rna4025, rna1123	rna3277
OG0000276	rna1132, rna4029	rna3266
OG0000277	rna723, rna4949	rna684
OG0000278	rna2531, rna3784	rna2373
OG0000279	rna1342, rna5548	rna3557
OG0000280	rna107, rna6124	rna1038
OG0000281	rna126, rna1713	rna1063
OG0000282	rna1014	rna4979
OG0000283	rna4600, rna3511	rna1512
OG0000284	rna801	rna1326, rna11, rna2133
OG0000285	rna2462, rna2743	rna859
OG0000286	rna941, rna217	rna4500
OG0000287	rna928, rna232	rna4483
OG0000288	rna3634, rna3032	rna822
OG0000289	rna5903, rna2120	rna4848
OG0000290	rna158, rna1683	rna563
OG0000291	rna1695, rna145	rna1095
OG0000292	rna1701, rna135	rna1084
OG0000293	rna1309, rna2690	rna3614
OG0000294	rna1303, rna2685	rna3623
OG0000295	rna1538, rna3310	rna949
OG0000296	rna403, rna6006	rna2710
OG0000297	rna6001	rna2875
OG0000298	rna9, rna5787	rna1344
OG0000299	rna494, rna3201	rna5111
OG0000300	rna370, rna5320	rna1245
OG0000301	rna2873, rna5094	rna4190
OG0000302	rna2881	rna4202
OG0000303	rna5107, rna2885	rna4207
OG0000304	rna2859, rna5084	rna4169
OG0000305	rna807, rna756	rna4733
OG0000306	rna762, rna811	rna4742
OG0000307	rna2913, rna774	rna4542, rna222
OG0000308	rna4688, rna5837	rna241
OG0000309	rna895, rna4233	rna1927
OG0000310	rna4634, rna856	rna5360
OG0000311	rna5365, rna54	rna1430
OG0000312	rna5367, rna56	rna1433
OG0000313	rna1414, rna2576	rna3990
OG0000314	rna4745, rna3732	rna3667
OG0000315	rna1011, rna1741	rna4986
OG0000316	rna3161, rna3684	rna1469
OG0000317	rna902	rna1185
OG0000318	rna3817, rna3847	rna489
OG0000319	rna5465, rna1225	rna3642
OG0000320	rna5478, rna3731	rna3662
OG0000321	rna3858, rna4604	rna2524
OG0000322	rna4602, rna5151	rna2521
OG0000323	rna3691, rna3146	rna2821
OG0000324	rna1889, rna4114	rna5147
OG0000325	rna3030, rna5037	rna2562
OG0000326	rna2548, rna3614	rna1651
OG0000327	rna3577, rna4533	rna528
OG0000328	rna3584, rna4525	rna520
OG0000329	rna2947, rna1641	rna171
OG0000330	rna4995, rna2714	rna612
OG0000331	rna4775, rna4342	rna964
OG0000332	rna1947, rna5221	rna4119, rna4643
OG0000334	rna3751, rna2840	rna2169
OG0000335	rna6100, rna2043	rna4525
OG0000336	rna2225, rna4187	rna4533
OG0000337	rna3119, rna3713	rna3127
OG0000338	rna3117, rna3716	rna3124
OG0000339	rna5287	rna2728, rna41, rna1338
OG0000342	rna559	rna2930
OG0000343	rna3393	rna4304, rna2127
OG0000344	rna4225, rna3070	rna1920, rna3049
OG0000345	rna6213	rna1933
OG0000346	rna5711, rna4724	rna2310
OG0000347	rna3453, rna3328	rna911
OG0000348	rna531, rna642, rna692	rna2894
OG0000349	rna533	rna2895
OG0000350	rna1480, rna547	rna2911
OG0000351	rna3063, rna640	rna3039
OG0000352	rna919, rna5352	rna3175
OG0000353	rna5301, rna4878	rna1208
OG0000354	rna5053, rna5517	rna1718
OG0000355	rna4804	rna778
OG0000357	rna5863, rna4666	rna4781
OG0000358	rna4163, rna4165	rna5060
OG0000359	rna2212, rna4182	rna2512
OG0000360	rna3421	rna2006, rna2867
OG0000361	rna3220, rna3505	rna4097
OG0000363	rna2711	rna605
OG0000364	rna3281, rna2420	rna3752
OG0000365	rna2350, rna6242	rna3865
OG0000366	rna3370, rna172	rna2208
OG0000367	rna4360, rna4755	rna995
OG0000368	rna6071, rna1864	rna105
OG0000369	rna2454	rna869
OG0000370	rna5450, rna1215	rna2231
OG0000372	rna221, rna943	rna4495
OG0000373	rna2115, rna5905	rna4854
OG0000374	rna1684, rna156	rna1114
OG0000375	rna1697, rna144	rna1093
OG0000376	rna1543, rna3307	rna3189
OG0000377	rna1551	rna5280
OG0000378	rna5783, rna14	rna1353
OG0000379	rna5974, rna5621	rna1754
OG0000380	rna5096, rna2876	rna4194
OG0000381	rna268, rna965	rna1144
OG0000382	rna770, rna820	rna228
OG0000383	rna4697, rna5175	rna260
OG0000384	rna4734, rna5728	rna5333
OG0000385	rna462, rna2095	rna4895
OG0000386	rna1080, rna3938	rna4334
OG0000387	rna5525, rna5044	rna1731
OG0000388	rna2697, rna5038	rna2561
OG0000389	rna5716, rna4728	rna2302
OG0000390	rna6044, rna3568	rna854, rna2640
OG0000391	rna4516, rna3588	rna1715
OG0000392	rna4996, rna2715	rna613
OG0000393	rna224	rna5077, rna2146
OG0000394	rna991, rna289	rna1025
OG0000395	rna2721, rna4992	rna625
OG0000396	rna2472, rna2748	rna4676
OG0000397	rna2481, rna2769	rna726
OG0000399	rna3554	rna1574
OG0000400	rna6166, rna343	rna3399
OG0000401	rna378	rna2653
OG0000402	rna5255	rna812, rna2076, rna1336
OG0000403	rna2918, rna1675	rna214
OG0000404	rna4802, rna2501	rna780
OG0000405	rna1260, rna2646	rna3193
OG0000406	rna5861	rna4780
OG0000407	rna785, rna4062	rna4700
OG0000408	rna1043, rna1780	rna4400
OG0000409	rna3775	rna364, rna808
OG0000410	rna3438	rna786, rna2144
OG0000411	rna707, rna3427	rna4612
OG0000412	rna732	rna666, rna2074
OG0000413	rna4925	rna3769, rna4652, rna717
OG0000414	rna1346	rna3553
OG0000415	rna167	rna1343
OG0000415	rna3382	rna2202
OG0000416	rna3034, rna3035	rna816
OG0000417	rna6113	rna2263
OG0000418	rna984, rna982, rna983	rna3236
OG0000419	rna4569	rna837
OG0000420	rna949, rna238	rna75
OG0000421	rna4080, rna1168	rna2572
OG0000422	rna5470, rna3728	rna3653
OG0000423	rna729, rna4961	rna672
OG0000424	rna4336	rna3183
OG0000425	rna5827, rna4748	rna1006
OG0000426	rna3512	rna1513
OG0000427	rna695	rna2237, rna3932
OG0000428	rna5603	rna4952
OG0000429	rna3939	rna42
OG0000430	rna5158	rna5195
OG0000431	rna2826	rna941
OG0000432	rna2790	rna2088
OG0000433	rna3394, rna4378	rna2124
OG0000434	rna4298	rna2034, rna349
OG0000436	rna329	rna3358
OG0000438	rna3441	rna380
OG0000439	rna4142	rna4438
OG0000440	rna1858	rna112
OG0000441	rna510	rna5084
OG0000442	rna299, rna998	rna2756
OG0000443	rna1770	rna4412
OG0000444	rna4812	rna2864
OG0000446	rna1897	rna5211
OG0000447	rna4966	rna664
OG0000448	rna2619	rna4057
OG0000449	rna4329	rna2861
OG0000450	rna3390	rna3700
OG0000451	rna4677	rna4758
OG0000452	rna2996	rna3472
OG0000453	rna6201, rna2305	rna2369
OG0000454	rna3022	rna833
OG0000455	rna3015	rna13
OG0000456	rna1341	rna3561
OG0000457	rna2956	rna148
OG0000458	rna168	rna1940
OG0000459	rna122	rna1059
OG0000460	rna179	rna2774
OG0000461	rna6112	rna2435
OG0000462	rna864	rna5343
OG0000463	rna2883	rna4204
OG0000465	rna2009	rna342, rna2262
OG0000466	rna996	rna1011
OG0000467	rna4103	rna4574
OG0000468	rna981	rna1026
OG0000469	rna2679	rna2241, rna2242
OG0000470	rna1846	rna123
OG0000471	rna4521	rna519
OG0000476	rna3037	rna2876
OG0000477	rna1988	rna3832
OG0000478	rna1367	rna3910
OG0000479	rna1747	rna4520
OG0000480	rna19	rna335
OG0000481	rna5737	rna1419
OG0000482	rna1162	rna3227
OG0000483	rna4148	rna4430
OG0000484	rna4153	rna4953
OG0000486	rna2195	rna2468
OG0000487	rna2468	rna4678
OG0000488	rna3715	rna3125
OG0000489	rna629	rna3062
OG0000490	rna3088	rna3076
OG0000491	rna1290	rna2254
OG0000492	rna5490	rna3677
OG0000493	rna3738	rna3675
OG0000494	rna2591	rna4628
OG0000495	rna2202	rna2488
OG0000496	rna2190	rna2475
OG0000497	rna2492	rna747
OG0000498	rna2795	rna2083
OG0000499	rna607	rna5254
OG0000500	rna3272	rna427
OG0000501	rna1381	rna3936
OG0000502	rna4456	rna3939
OG0000503	rna4453	rna3943
OG0000504	rna4447	rna3954
OG0000505	rna4433	rna3979
OG0000506	rna1407	rna3980
OG0000507	rna4265	rna1984
OG0000508	rna872	rna1979
OG0000509	rna4260	rna1976
OG0000510	rna3411	rna2091
OG0000511	rna4395	rna2044
OG0000512	rna4396	rna2043
OG0000513	rna4291	rna2027
OG0000514	rna3555	rna1575
OG0000515	rna3556	rna1576
OG0000516	rna1906	rna5224
OG0000517	rna3770, rna5817	rna1156
OG0000518	rna260	rna1158
OG0000519	rna5802, rna5812	rna378
OG0000520	rna250	rna2827
OG0000521	rna3093	rna3092
OG0000522	rna3094	rna3094
OG0000523	rna2270	rna1913
OG0000524	rna5706	rna1907
OG0000525	rna338	rna3343
OG0000526	rna332	rna3353
OG0000527	rna6153	rna3356
OG0000528	rna6033	rna2661
OG0000529	rna3029	rna2916
OG0000531	rna6141	rna2789
OG0000532	rna311	rna2779
OG0000533	rna4589	rna1521
OG0000534	rna5712	rna2309
OG0000535	rna3653	rna1599
OG0000536	rna3561	rna1587
OG0000537	rna554	rna2925
OG0000538	rna570	rna2946
OG0000539	rna4890	rna2982
OG0000540	rna3055	rna3028
OG0000541	rna3064	rna3040
OG0000542	rna637	rna3043
OG0000543	rna636	rna3044
OG0000544	rna920	rna3176
OG0000545	rna923	rna2839
OG0000546	rna4154	rna4951
OG0000547	rna5412	rna1287
OG0000548	rna1357	rna3889
OG0000549	rna5188	rna288
OG0000550	rna5185	rna283
OG0000551	rna663	rna280
OG0000552	rna657	rna273
OG0000553	rna656	TCONS_novel_00000066_1-frame_1, TCONS_novel_00000066_1-frame_2
OG0000554	rna5667	rna1843
OG0000555	rna1240	rna4042
OG0000556	rna3231	rna4113
OG0000557	rna364	rna4472
OG0000558	rna3602	rna1700
OG0000559	rna3599	rna1697
OG0000560	rna4502	rna1689
OG0000561	rna5283	rna3719
OG0000562	rna28	rna1376
OG0000563	rna5515	rna4117
OG0000564	rna5509	rna4124
OG0000565	rna2289	rna3366
OG0000566	rna6180	rna3370
OG0000567	rna798	rna4717
OG0000569	rna4063	rna4703
OG0000570	rna4166	rna5058
OG0000571	rna4180	rna2507
OG0000572	rna2207	rna2504
OG0000573	rna1511	rna1310
OG0000574	rna5422	rna1297
OG0000575	rna4767	rna978
OG0000576	rna2213	rna5045
OG0000577	rna3178	rna5070
OG0000578	rna5703	rna3153, rna1897
OG0000579	rna4279	rna2004
OG0000580	rna243	rna68
OG0000581	rna5152	rna5178
OG0000582	rna1834	rna4597
OG0000584	rna3904	rna4618
OG0000585	rna1819	rna4624
OG0000586	rna5626	rna1767
OG0000587	rna5961	rna1780
OG0000588	rna5960	rna1783
OG0000589	rna1859	rna110
OG0000590	rna5010	rna623
OG0000591	rna733	rna662
OG0000592	rna5593	rna4449
OG0000593	rna2418	rna415
OG0000594	rna3386	rna3696
OG0000595	rna3383	rna2181
OG0000596	rna780	rna4692
OG0000597	rna4059	rna4696
OG0000598	rna1297	rna2245
OG0000599	rna3000	rna3479
OG0000600	rna2995	rna3462
OG0000601	rna2302	rna3412
OG0000602	rna3956	rna3283
OG0000603	rna1094	rna4305
OG0000604	rna3970	rna4279
OG0000605	rna1111	rna4268
OG0000606	rna3980	rna4264
OG0000607	rna1113	rna3289
OG0000608	rna719	rna692
OG0000609	rna717	rna697
OG0000610	rna4933	rna709
OG0000611	rna4930	rna712
OG0000612	rna3788	rna2379
OG0000613	rna1757	rna4962
OG0000614	rna3368	rna2211
OG0000615	rna892	rna1934
OG0000616	rna5260	rna3765
OG0000617	rna1334, rna5541	rna3575
OG0000618	rna1921	rna139
OG0000619	rna6276	rna25
OG0000620	rna887	rna1942
OG0000621	rna3378	rna2194
OG0000622	rna162	rna2192
OG0000623	rna3356	rna3211
OG0000624	rna108	rna1039
OG0000625	rna119	rna1052
OG0000626	rna120	rna1055
OG0000627	rna3607	rna1677
OG0000628	rna5136	rna4229
OG0000629	rna5131	rna4247
OG0000630	rna827	rna4254
OG0000631	rna1019	rna4973
OG0000632	rna1744	rna4983
OG0000633	rna4759	rna989
OG0000634	rna2604	rna4076
OG0000635	rna2599	rna4081
OG0000636	rna2651	rna5304
OG0000637	rna6042	rna2642
OG0000638	rna3746	rna2179
OG0000639	rna6093	rna4513
OG0000640	rna1874	rna81
OG0000641	rna1872	rna83
OG0000642	rna4818	rna5250
OG0000643	rna3703	rna3151
OG0000644	rna2738	rna864
OG0000645	rna3436	rna3851
OG0000646	rna5826	rna390
OG0000647	rna3875	rna393
OG0000648	rna1217	rna2234
OG0000649	rna5447	rna2229
OG0000650	rna222	rna4486
OG0000651	rna5910	rna4866
OG0000652	rna5907	rna4856
OG0000653	rna160	rna560
OG0000654	rna1696	rna1094
OG0000656	rna5268	rna3747
OG0000657	rna419	rna2687
OG0000658	rna407	rna2701
OG0000659	rna5781	rna1355
OG0000660	rna5785	rna1351
OG0000661	rna5982	rna1738
OG0000662	rna5617	rna1748
OG0000663	rna3215	rna5137
OG0000664	rna369	rna1244
OG0000665	rna2506	rna768
OG0000666	rna3362	rna4021
OG0000667	rna473	rna4874
OG0000668	rna469	rna4884
OG0000669	rna5370	rna1439
OG0000670	rna5371	rna1440
OG0000671	rna237	rna76
OG0000672	rna903	rna1187
OG0000673	rna3888	rna4590
OG0000674	rna2017	rna2414
OG0000675	rna2160	rna1505
OG0000676	rna1607	rna3847
OG0000677	rna1049	rna4391
OG0000678	rna3168	rna1475
OG0000679	rna2406	rna501
OG0000680	rna5461	rna3638
OG0000681	rna5473	rna3656
OG0000682	rna5479	rna3664
OG0000683	rna5484	rna3670
OG0000684	rna3735	rna3671
OG0000685	rna3797	rna2397
OG0000686	rna1056	rna4383
OG0000687	rna1075	rna4348
OG0000688	rna1081	rna4331
OG0000689	rna5590	rna4453
OG0000690	rna2222	rna5037
OG0000691	rna2681	rna2236
OG0000692	rna2045	rna5153
OG0000693	rna5762	rna1385
OG0000694	rna5032	rna573
OG0000695	rna5030	rna2877
OG0000696	rna3616	rna1643
OG0000697	rna3620	rna1640
OG0000698	rna3567	rna853
OG0000699	rna2944	rna174
OG0000700	rna2961	rna2322
OG0000701	rna2965	rna2319
OG0000702	rna2716	rna614
OG0000704	rna1835	rna4595
OG0000705	rna2870, rna2869	rna4180
OG0000711	rna2358	rna513
OG0000712	rna3186	rna5082
OG0000713	rna2834	rna2159
OG0000714	rna2836	rna2161
OG0000715	rna1960	rna3790
OG0000716	rna1932	rna3791
OG0000717	rna1961	rna3792
OG0000718	rna1962	rna3793
OG0000719	rna1963	rna3794
OG0000720	rna1964	rna3795
OG0000721	rna1965	rna3797
OG0000722	rna1966	rna3798
OG0000723	rna1967	rna3799
OG0000724	rna1968	rna3801
OG0000725	rna1970	rna3802
OG0000726	rna1928	rna3804
OG0000727	rna1971	rna3805
OG0000728	rna1973	rna3807
OG0000729	rna1927	rna3809
OG0000730	rna1925	rna3810
OG0000731	rna1924	rna3811
OG0000732	rna1626	rna3813
OG0000733	rna1977	rna3814
OG0000734	rna1625	rna3817
OG0000735	rna1982	rna3822
OG0000736	rna1617	rna3825
OG0000737	rna1985	rna3828
OG0000738	rna1987	rna3830
OG0000739	rna1991	rna3835
OG0000740	rna4457	rna3931
OG0000741	rna4459	rna3930
OG0000742	rna1373	rna3921
OG0000743	rna1517	rna3924
OG0000744	rna1518	rna3925
OG0000745	rna1371	rna3919
OG0000746	rna1520	rna3917
OG0000747	rna1368	rna3911
OG0000748	rna1366	rna3906
OG0000749	rna1364	rna3904
OG0000750	rna5572	rna3903
OG0000751	rna1363	rna3902
OG0000752	rna5575	rna3899
OG0000753	rna5570	rna3897
OG0000754	rna4209	rna4547
OG0000755	rna2252	rna4544
OG0000756	rna2253	rna4541
OG0000757	rna4212	rna4540
OG0000758	rna2255	rna4538
OG0000759	rna4213	rna4536
OG0000760	rna2263	rna4578
OG0000761	rna6097	rna4517
OG0000762	rna6099	rna4522
OG0000763	rna2037	rna4528
OG0000764	rna2039	rna4529
OG0000765	rna750	rna2588
OG0000766	rna749	rna2589
OG0000767	rna20	rna1359
OG0000768	rna5775	rna1362
