Orthogroup	s_cerevisiae_proteins	s_mikatae_proteins
OG0002392	rna1174	Smik_4.474
OG0002393	rna753	Smik_4.42
OG0002394	rna3550	Smik_11.141
OG0002395	rna3548	Smik_11.139
OG0002396	rna4564	Smik_11.137
OG0002397	rna4570	Smik_13.275
OG0002398	rna4571	Smik_13.276
OG0002399	rna4572	Smik_13.277
OG0002400	rna3541	Smik_11.132
OG0002401	rna3154	Smik_10.134
OG0002402	rna3679	Smik_11.280
OG0002403	rna3680	Smik_11.281
OG0002404	rna3681	Smik_11.282
OG0002405	rna3682	Smik_11.283
OG0002406	rna3157	Smik_10.136
OG0002407	rna3159	Smik_10.141
OG0002408	rna3160	Smik_10.142
OG0002409	rna3163	Smik_10.145
OG0002410	rna3165	Smik_10.147
OG0002411	rna3169	Smik_10.151
OG0002412	rna3170	Smik_10.152
OG0002413	rna3172	Smik_10.154
OG0002414	rna3173	Smik_10.155
OG0002415	rna3174	Smik_10.157
OG0002416	rna1034	Smik_4.327
OG0002417	rna3246	Smik_10.251
OG0002418	rna2387	Smik_6.276
OG0002419	rna935	Smik_4.230
OG0002420	rna937	Smik_4.232
OG0002421	rna1285	Smik_4.593
OG0002422	rna2668	Smik_8.163
OG0002423	rna2391	Smik_6.280
OG0002424	rna2392	Smik_6.281
OG0002425	rna2394	Smik_6.283
OG0002426	rna2393	Smik_6.282
OG0002427	rna2400	Smik_6.292
OG0002428	rna3242	Smik_10.246
OG0002429	rna2398	Smik_6.289
OG0002430	rna2404	Smik_6.299
OG0002431	rna2407	Smik_6.303
OG0002432	rna2408	Smik_6.304
OG0002433	rna2409	Smik_6.305
OG0002434	rna3813	Smik_12.49
OG0002435	rna3814	Smik_12.50
OG0002436	rna3851	Smik_12.86
OG0002437	rna3850	Smik_12.85
OG0002438	rna3816	Smik_12.52
OG0002439	rna3845	Smik_12.80
OG0002440	rna3260	Smik_10.274
OG0002441	rna3819	Smik_12.55
OG0002442	rna3822	Smik_12.57
OG0002443	rna50	Smik_1.45
OG0002444	rna51	Smik_1.46
OG0002445	rna3724	Smik_11.330
OG0002446	rna5468	Smik_15.229
OG0002447	rna3725	Smik_11.331
OG0002448	rna3726	Smik_11.332
OG0002449	rna3727	Smik_11.333
OG0002450	rna5472	Smik_15.233
OG0002451	rna5477	Smik_15.241
OG0002452	rna5483	Smik_15.247
OG0002454	rna1527	Smik_5.47
OG0002455	rna1528	Smik_5.49
OG0002456	rna3313	Smik_10.328
OG0002457	rna1530	Smik_5.51
OG0002458	rna4621	Smik_13.337
OG0002459	rna4620	Smik_13.336
OG0002460	rna4618	Smik_13.333
OG0002461	rna4612	Smik_13.327
OG0002462	rna4611	Smik_13.326
OG0002463	rna3861	Smik_12.94
OG0002464	rna4606	Smik_13.321
OG0002465	rna3855	Smik_12.90
OG0002466	rna3854	Smik_12.89
OG0002467	rna3853	Smik_12.88
OG0002468	rna1086	Smik_4.385
OG0002469	rna1085	Smik_4.384
OG0002470	rna3946	Smik_12.183
OG0002471	rna3945	Smik_12.182
OG0002472	rna1008	Smik_4.301
OG0002473	rna3798	Smik_12.27
OG0002474	rna3799	Smik_12.28
OG0002475	rna3800	Smik_12.29
OG0002476	rna2540	Smik_8.17
OG0002477	rna2541	Smik_8.18
OG0002478	rna283	Smik_2.195
OG0002479	rna985	Smik_4.279
OG0002480	rna286	Smik_2.198
OG0002481	rna988	Smik_4.281
OG0002482	rna989	Smik_4.282
OG0002483	rna990	Smik_4.283
OG0002484	rna282	Smik_2.192
OG0002485	rna980	Smik_4.275
OG0002486	rna279	Smik_2.189
OG0002487	rna278	Smik_2.188
OG0002488	rna275	Smik_2.180
OG0002489	rna994	Smik_4.287
OG0002490	rna291	Smik_2.203
OG0002491	rna293	Smik_2.205
OG0002492	rna3912	Smik_12.143
OG0002493	rna3913	Smik_12.144
OG0002494	rna3914	Smik_12.145
OG0002495	rna3916	Smik_12.147
OG0002496	rna3918	Smik_12.149
OG0002497	rna1062	Smik_4.359
OG0002498	rna1063	Smik_4.360
OG0002499	rna1068	Smik_4.365
OG0002500	rna3925	Smik_12.156
OG0002501	rna1074	Smik_4.372
OG0002502	rna1076	Smik_4.374
OG0002503	rna3929	Smik_12.160
OG0002504	rna3931	Smik_12.162
OG0002505	rna3933	Smik_12.164
OG0002506	rna3935	Smik_12.165
OG0002507	rna3936	Smik_12.166
OG0002508	rna3941	Smik_12.173
OG0002509	rna1081	Smik_4.380
OG0002510	rna4129	Smik_12.347
OG0002511	rna5589	Smik_15.353
OG0002512	rna5588	Smik_15.352
OG0002513	rna4128	Smik_12.346
OG0002514	rna5579	Smik_15.343
OG0002515	rna5580	Smik_15.344
OG0002516	rna5581	Smik_15.345
OG0002517	rna5582	Smik_15.346
OG0002518	rna5584	Smik_15.348
OG0002519	rna4118	Smik_12.336
OG0002520	rna1732	Smik_5.290
OG0002521	rna4091	Smik_12.295
OG0002522	rna1149	Smik_4.451
OG0002523	rna4956	Smik_14.130
OG0002524	rna4957	Smik_14.131
OG0002525	rna4962	Smik_14.137
OG0002526	rna366	Smik_2.285
OG0002527	rna5322	Smik_15.69
OG0002528	rna374	Smik_2.294
OG0002529	rna373	Smik_2.293
OG0002530	rna3149	Smik_10.129
OG0002531	rna3687	Smik_11.293
OG0002532	rna3688	Smik_11.294
OG0002533	rna3690	Smik_11.297
OG0002534	rna3147	Smik_10.127
OG0002535	rna3693	Smik_11.300
OG0002536	rna1289	Smik_4.597
OG0002537	rna2673	Smik_8.167
OG0002538	rna1287	Smik_4.595
OG0002539	rna2672	Smik_8.166
OG0002540	rna2671	Smik_8.165
OG0002541	rna1286	Smik_4.594
OG0002542	rna3494	Smik_11.75
OG0002543	rna2421	Smik_16.108
OG0002544	rna2423	Smik_16.106
OG0002545	rna2681	Smik_8.177
OG0002546	rna2680	Smik_8.176
OG0002548	rna2167	Smik_7.248
OG0002549	rna2168	Smik_7.249
OG0002550	rna3807	Smik_12.44
OG0002551	rna2033	Smik_7.99
OG0002552	rna2032	Smik_7.98
OG0002553	rna2031	Smik_7.97
OG0002554	rna5339	Smik_15.89
OG0002555	rna901	Smik_4.196
OG0002556	rna3247	Smik_10.252
OG0002557	rna3249	Smik_10.255
OG0002558	rna2410	Smik_6.306
OG0002559	rna3251	Smik_10.257
OG0002560	rna3252	Smik_10.258
OG0002561	rna2412	Smik_16.119
OG0002562	rna4030	Smik_12.232
OG0002563	rna4031	Smik_12.233
OG0002564	rna5399	Smik_15.154, Smik_16.123
OG0002565	rna4108	Smik_12.325
OG0002566	rna2046	Smik_7.111
OG0002567	rna4110	Smik_12.327
OG0002568	rna5753	Smik_15.519
OG0002569	rna34	Smik_1.29
OG0002570	rna33	Smik_1.28
OG0002571	rna5758	Smik_15.523
OG0002572	rna5760	Smik_15.530
OG0002573	rna5763	Smik_15.533
OG0002574	rna5045	Smik_14.219
OG0002575	rna5043	Smik_14.217
OG0002576	rna5527	Smik_15.290
OG0002577	rna5040	Smik_14.214
OG0002578	rna5530	Smik_15.293
OG0002579	rna2696	Smik_8.192
OG0002580	rna5039	Smik_14.213
OG0002581	rna5036	Smik_14.209
OG0002582	rna5035	Smik_14.208
OG0002583	rna5032	Smik_14.205
OG0002584	rna2701	Smik_8.197
OG0002585	rna2702	Smik_8.198
OG0002586	rna5031	Smik_14.204
OG0002587	rna5028	Smik_14.201
OG0002588	rna5027	Smik_14.200
OG0002589	rna5023	Smik_14.197
OG0002590	rna5022	Smik_14.196
OG0002591	rna244	Smik_2.145
OG0002592	rna245	Smik_2.146
OG0002593	rna246	Smik_2.147
OG0002594	rna910	Smik_4.205
OG0002595	rna909	Smik_4.204
OG0002596	rna908	Smik_4.203
OG0002597	rna5344	Smik_15.94
OG0002598	rna907	Smik_4.202
OG0002599	rna4731	Smik_13.451
OG0002600	rna5719	Smik_15.484
OG0002601	rna5717	Smik_15.482
OG0002602	rna4729	Smik_13.446
OG0002603	rna5715	Smik_15.480
OG0002604	rna4726	Smik_13.443
OG0002605	rna1841	Smik_6.52
OG0002606	rna1842	Smik_6.53
OG0002607	rna3881	Smik_12.113
OG0002608	rna4479	Smik_13.175
OG0002609	rna3612	Smik_11.207
OG0002610	rna2547	Smik_8.24
OG0002611	rna3613	Smik_11.208
OG0002612	rna2551	Smik_8.27
OG0002613	rna2553	Smik_8.29
OG0002615	rna3619	Smik_11.213
OG0002617	rna2556	Smik_8.32
OG0002618	rna3621	Smik_11.215
OG0002619	rna4555	Smik_13.255
OG0002620	rna4554	Smik_13.254
OG0002621	rna3563	Smik_11.153
OG0002622	rna3564	Smik_11.154
OG0002623	rna3565	Smik_11.155
OG0002624	rna3566	Smik_11.156
OG0002625	rna3570	Smik_11.159
OG0002626	rna4544	Smik_13.244
OG0002627	rna3572	Smik_11.161
OG0002628	rna4541	Smik_13.241
OG0002629	rna4540	Smik_13.240
OG0002630	rna4539	Smik_13.239
OG0002631	rna4538	Smik_13.238
OG0002632	rna3573	Smik_11.162
OG0002633	rna3574	Smik_11.163
OG0002634	rna4535	Smik_13.234
OG0002635	rna3575	Smik_11.164
OG0002636	rna3576	Smik_11.165
OG0002637	rna4527	Smik_13.219
OG0002638	rna4515	Smik_13.209
OG0002639	rna4514	Smik_13.208
OG0002640	rna4512	Smik_13.206
OG0002641	rna4511	Smik_13.205
OG0002642	rna1129, rna4510	Smik_13.204
OG0002643	rna5309	Smik_15.58
OG0002644	rna1811	Smik_13.1
OG0002645	rna6082	Smik_16.228
OG0002646	rna6077	Smik_16.222
OG0002647	rna6078	Smik_16.223
OG0002648	rna6079	Smik_16.224
OG0002649	rna6080	Smik_16.225
OG0002650	rna675	Smik_3.178
OG0002651	rna2946	Smik_9.144
OG0002652	rna2948	Smik_9.147
OG0002653	rna1638	Smik_5.179
OG0002654	rna2949	Smik_9.148
OG0002655	rna2960	Smik_9.159
OG0002656	rna2713	Smik_8.212
OG0002657	rna6030	Smik_16.175
OG0002658	rna5266	Smik_15.13
OG0002659	rna1835	Smik_6.46
OG0002660	rna2041	Smik_7.106
OG0002661	rna1472	Smik_4.804
OG0002663	rna3300	Smik_10.311
OG0002664	rna2869	Smik_9.48
OG0002666	rna4271	Smik_12.497
OG0002667	rna4801	Smik_13.521
OG0002668	rna3952	Smik_12.189
OG0002670	rna2605	Smik_8.96
OG0002671	rna2798	Smik_8.300
OG0002671	rna5233	Smik_14.400, Smik_15.565
OG0002672	rna98, rna2804	Smik_19.13, Smik_22.4
OG0002672	rna5254, rna2821	Smik_9.1
OG0002673	rna2835	Smik_9.15
OG0002674	rna3754	Smik_11.361
OG0002675	rna2839	Smik_9.19
OG0002676	rna1965	Smik_7.21
OG0002677	rna1930	Smik_7.366
OG0002678	rna1925	Smik_7.361
OG0002680	rna1979	Smik_7.34
OG0002681	rna1623	Smik_5.164
OG0002682	rna1619	Smik_5.161
OG0002683	rna1983	Smik_7.43
OG0002684	rna1615	Smik_5.157
OG0002686	rna4460	Smik_13.145
OG0002687	rna1375	Smik_4.695
OG0002688	rna1519	Smik_5.36
OG0002689	rna4423	Smik_13.107
OG0002690	rna4424	Smik_13.108
OG0002691	rna5573	Smik_15.338
OG0002692	rna5576	Smik_15.341
OG0002693	rna4210	Smik_12.440
OG0002696	rna2261	Smik_6.136
OG0002697	rna2262	Smik_6.137
OG0002698	rna3662	Smik_11.261
OG0002699	rna3663	Smik_11.262
OG0002700	rna1879	Smik_6.91
OG0002702	rna2042	Smik_7.107
OG0002703	rna749	Smik_4.38
OG0002704	rna5776	Smik_15.546
OG0002705	rna21	Smik_1.16
OG0002706	rna5774	Smik_15.544
OG0002707	rna5772	Smik_15.542
OG0002708	rna47	Smik_1.42
OG0002709	rna1162	Smik_4.461
OG0002710	rna4542	Smik_13.242
OG0002711	rna2383	Smik_6.272
OG0002712	rna2188	Smik_7.274
OG0002713	rna207	Smik_2.113
OG0002714	rna208	Smik_2.114
OG0002715	rna2475	Smik_16.56
OG0002716	rna2474	Smik_16.57
OG0002717	rna2473	Smik_16.58
OG0002718	rna2471	Smik_16.60
OG0002719	rna2464	Smik_16.66
OG0002720	rna3114	Smik_10.90
OG0002721	rna3112	Smik_10.88
OG0002722	rna3111	Smik_10.87
OG0002723	rna3110	Smik_10.86
OG0002724	rna3109	Smik_10.85
OG0002725	rna3720	Smik_11.326
OG0002726	rna3106	Smik_10.84
OG0002727	rna3080	Smik_10.53
OG0002728	rna3082	Smik_10.55
OG0002729	rna3084	Smik_10.57
OG0002730	rna3088	Smik_10.62
OG0002731	rna3480	Smik_11.55
OG0002732	rna3481	Smik_11.56
OG0002733	rna3483	Smik_11.58
OG0002734	rna2674	Smik_8.168
OG0002735	rna1202	Smik_4.504
OG0002736	rna5443	Smik_15.204
OG0002737	rna1428	Smik_4.755
OG0002738	rna5442	Smik_15.203
OG0002739	rna5288	Smik_15.35
OG0002740	rna5289	Smik_15.36
OG0002741	rna4860	Smik_14.35
OG0002742	rna4861	Smik_14.36
OG0002743	rna4862	Smik_14.37
OG0002744	rna5294	Smik_15.41
OG0002745	rna5295	Smik_15.42
OG0002746	rna5496	Smik_15.257
OG0002747	rna3742	Smik_11.349
OG0002748	rna3737	Smik_11.344
OG0002749	rna4418	Smik_13.102
OG0002750	rna3317	Smik_10.334
OG0002751	rna4416	Smik_13.100
OG0002752	rna4414	Smik_13.98
OG0002753	rna4412	Smik_13.96
OG0002754	rna2590	Smik_8.82
OG0002755	rna2592	Smik_8.84
OG0002756	rna2593	Smik_8.86
OG0002757	rna591	Smik_3.78
OG0002758	rna74	Smik_1.71
OG0002759	rna2201	Smik_7.286
OG0002760	rna2200	Smik_7.285
OG0002761	rna2764	Smik_8.262
OG0002762	rna2770	Smik_8.272
OG0002763	rna2482	Smik_16.49
OG0002764	rna2488	Smik_16.43
OG0002765	rna2489	Smik_16.42
OG0002766	rna4788	Smik_13.507
OG0002767	rna4794	Smik_13.514
OG0002768	rna2496	Smik_16.34
OG0002769	rna2498	Smik_16.32
OG0002770	rna4796	Smik_13.516
OG0002772	rna4809	Smik_13.529
OG0002774	rna1950	Smik_7.7
OG0002775	rna264	Smik_2.169
OG0002776	rna961	Smik_4.256
OG0002777	rna1882	Smik_7.314
OG0002778	rna608	Smik_3.99
OG0002779	rna613	Smik_3.105
OG0002780	rna1559	Smik_5.91
OG0002781	rna1557	Smik_5.89
OG0002782	rna5001	Smik_14.177
OG0002783	rna2709	Smik_8.208
OG0002784	rna1611	Smik_5.153
OG0002785	rna1613	Smik_5.155
OG0002786	rna1614	Smik_5.156
OG0002787	rna4454	Smik_13.140
OG0002788	rna1389	Smik_4.709
OG0002789	rna4448	Smik_13.134
OG0002790	rna4446	Smik_13.132
OG0002791	rna1391	Smik_4.711
OG0002792	rna1392	Smik_4.716
OG0002794	rna4442	Smik_13.128
OG0002795	rna1394	Smik_4.718
OG0002796	rna1395	Smik_4.719
OG0002797	rna1397	Smik_4.723
OG0002798	rna4436	Smik_13.122
OG0002799	rna4434	Smik_13.120
OG0002800	rna5870	Smik_6.427
OG0002801	rna2066	Smik_7.134
OG0002803	rna5881	Smik_6.416
OG0002804	rna2139	Smik_7.216
OG0002805	rna2137	Smik_7.214
OG0002806	rna3466	Smik_11.42
OG0002807	rna3468	Smik_11.44
OG0002808	rna3469	Smik_11.45
OG0002809	rna3472	Smik_11.47
OG0002810	rna4266	Smik_12.494
OG0002811	rna869	Smik_4.160
OG0002812	rna4261	Smik_12.490
OG0002813	rna1572	Smik_5.109
OG0002814	rna3407	Smik_10.433
OG0002815	rna3402	Smik_10.428
OG0002816	rna2784	Smik_8.286
OG0002817	rna3401	Smik_10.427
OG0002818	rna2783	Smik_8.285
OG0002819	rna2779	Smik_8.281
OG0002820	rna2778	Smik_8.280
OG0002821	rna4380	Smik_13.60
OG0002822	rna4381	Smik_13.61
OG0002823	rna4382	Smik_13.62
OG0002824	rna4387	Smik_13.68
OG0002825	rna4388	Smik_13.69
OG0002826	rna4394	Smik_13.78
OG0002827	rna4304	Smik_12.540
OG0002828	rna4398	Smik_13.82
OG0002829	rna4301	Smik_12.537
OG0002830	rna4400	Smik_13.84
OG0002832	rna4292	Smik_12.527
OG0002833	rna2241	Smik_6.111
OG0002834	rna2237	Smik_6.108
OG0002835	rna4195	Smik_12.425
OG0002836	rna2228	Smik_6.103
OG0002837	rna2227	Smik_6.104
OG0002838	rna6101	Smik_16.249
OG0002839	rna3558	Smik_11.148
OG0002840	rna3559	Smik_11.149
OG0002841	rna3324	Smik_10.347
OG0002842	rna1905	Smik_7.341
OG0002843	rna959	Smik_4.254
OG0002844	rna262	Smik_2.162
OG0002845	rna259	Smik_2.159
OG0002846	rna3094	Smik_10.68
OG0002847	rna3100	Smik_10.76
OG0002848	rna3101	Smik_10.78
OG0002849	rna3722	Smik_11.328
OG0002850	rna3068	Smik_10.41
OG0002851	rna4229	Smik_12.457
OG0002852	rna4227	Smik_12.455
OG0002853	rna2274	Smik_6.148
OG0002854	rna4224	Smik_12.453
OG0002855	rna2273	Smik_6.147
OG0002856	rna4222	Smik_12.451
OG0002857	rna5707	Smik_15.473
OG0002858	rna4716	Smik_13.434
OG0002859	rna6145	Smik_16.299
OG0002860	rna4751	Smik_13.470
OG0002861	rna4747	Smik_13.466
OG0002862	rna346	Smik_2.264
OG0002863	rna344	Smik_2.262
OG0002864	rna342	Smik_2.260
OG0002865	rna6162	Smik_16.320
OG0002866	rna6159	Smik_16.316
OG0002867	rna6156	Smik_16.311
OG0002868	rna6154	Smik_16.309
OG0002869	rna331	Smik_2.248
OG0002870	rna379	Smik_2.299
OG0002871	rna6038	Smik_16.182
OG0002872	rna376	Smik_2.296
OG0002873	rna1432	Smik_4.759
OG0002874	rna1270	Smik_4.578
OG0002875	rna5841	Smik_6.456
OG0002876	rna202	Smik_2.109
OG0002877	rna6263	Smik_16.427
OG0002878	rna6267	Smik_16.436
OG0002879	rna4316	Smik_12.555
OG0002880	rna6228	Smik_16.387
OG0002881	rna2334	Smik_6.212
OG0002882	rna2330	Smik_6.208
OG0002883	rna6220	Smik_16.381
OG0002884	rna2327	Smik_6.205
OG0002885	rna6214	Smik_16.375
OG0002886	rna1594	Smik_5.134
OG0002887	rna1592	Smik_5.133
OG0002888	rna3002	Smik_9.207
OG0002891	rna3012	Smik_9.217
OG0002892	rna6142	Smik_16.296
OG0002893	rna321	Smik_2.238
OG0002894	rna319	Smik_2.236
OG0002895	rna316	Smik_2.232
OG0002896	rna313	Smik_2.229
OG0002897	rna173	Smik_2.77
OG0002898	rna174	Smik_2.78
OG0002899	rna175	Smik_2.79
OG0002900	rna177	Smik_2.80
OG0002901	rna4595	Smik_13.303
OG0002902	rna4592	Smik_13.300
OG0002903	rna3521	Smik_11.105
OG0002904	rna4591	Smik_13.299
OG0002905	rna3527	Smik_11.114
OG0002906	rna3528	Smik_11.115
OG0002907	rna3529	Smik_11.116
OG0002908	rna4581	Smik_13.288
OG0002909	rna2322	Smik_6.200
OG0002910	rna4723	Smik_13.440
OG0002911	rna2266	Smik_6.141
OG0002912	rna2264	Smik_6.139
OG0002913	rna3331	Smik_10.354
OG0002914	rna3334	Smik_10.357
OG0002915	rna3451	Smik_11.21
OG0002916	rna3450	Smik_11.20
OG0002917	rna3449	Smik_11.19
OG0002918	rna3447	Smik_11.17
OG0002919	rna3343	Smik_10.367
OG0002920	rna2458	Smik_16.72
OG0002922	rna534	Smik_3.13
OG0002923	rna542	Smik_3.20
OG0002925	rna1482	Smik_4.813
OG0002926	rna1469	Smik_4.801
OG0002927	rna1468	Smik_4.800
OG0002928	rna553	Smik_3.31
OG0002929	rna1466	Smik_4.798
OG0002930	rna562	Smik_3.43
OG0002931	rna563	Smik_3.44
OG0002932	rna565	Smik_3.46
OG0002933	rna566	Smik_3.47
OG0002934	rna567	Smik_3.48
OG0002935	rna1459	Smik_4.791
OG0002936	rna1452	Smik_4.780
OG0002937	rna4040	Smik_12.242
OG0002938	rna4047	Smik_12.249
OG0002940	rna646	Smik_3.147
OG0002941	rna645	Smik_3.146
OG0002942	rna1505	Smik_5.23
OG0002943	rna4900	Smik_14.75
OG0002944	rna4902	Smik_14.77
OG0002945	rna1001	Smik_4.294
OG0002946	rna4905	Smik_14.80
OG0002947	rna4906	Smik_14.81
OG0002948	rna4911	Smik_14.86
OG0002949	rna3364	Smik_10.386
OG0002950	rna3060	Smik_10.30
OG0002952	rna1435	Smik_4.762
OG0002953	rna5314	Smik_15.61
OG0002954	rna913	Smik_4.208
OG0002955	rna5351	Smik_15.102
OG0002956	rna82	Smik_1.79
OG0002957	rna79	Smik_1.76
OG0002958	rna3026	Smik_9.231
OG0002959	rna922	Smik_4.217
OG0002960	rna926	Smik_4.221
OG0002961	rna359	Smik_2.278
OG0002962	rna5334	Smik_15.84
OG0002963	rna2284	Smik_6.159
OG0002965	rna4137	Smik_12.359
OG0002966	rna4143	Smik_12.364
OG0002967	rna4145	Smik_12.366
OG0002968	rna4149	Smik_12.370
OG0002969	rna5604	Smik_15.373
OG0002970	rna4156	Smik_12.378
OG0002972	rna434	Smik_2.354
OG0002973	rna2145	Smik_7.222
OG0002974	rna2144	Smik_7.221
OG0002975	rna2142	Smik_7.219
OG0002976	rna2076	Smik_7.144
OG0002977	rna5412	Smik_15.166
OG0002978	rna5413	Smik_15.167
OG0002979	rna4339	Smik_13.15
OG0002980	rna5562	Smik_15.327
OG0002982	rna1356	Smik_4.672
OG0002983	rna1358	Smik_4.674
OG0002984	rna1359	Smik_4.675
OG0002985	rna4713	Smik_13.431
OG0002986	rna5694	Smik_15.460
OG0002987	rna4710	Smik_13.428
OG0002988	rna4708	Smik_13.426
OG0002989	rna4707	Smik_13.425
OG0002990	rna4704	Smik_13.422
OG0002991	rna5690	Smik_15.458
OG0002992	rna4703	Smik_13.421
OG0002993	rna4702	Smik_13.420
OG0002994	rna4701	Smik_13.419
OG0002995	rna5682	Smik_15.451
OG0002996	rna5680	Smik_15.449
OG0002997	rna5679	Smik_15.448
OG0002998	rna1673	Smik_5.219
OG0002999	rna1672	Smik_5.218
OG0003000	rna2921	Smik_9.116
OG0003001	rna1669	Smik_5.216
OG0003002	rna2922	Smik_9.117
OG0003003	rna1661	Smik_5.206
OG0003004	rna2925	Smik_9.120
OG0003005	rna2930	Smik_9.125
OG0003006	rna2931	Smik_9.126
OG0003008	rna2936	Smik_9.135
OG0003009	rna1646	Smik_5.188
OG0003010	rna668	Smik_3.171
OG0003012	rna657	Smik_3.157
OG0003013	rna656	Smik_3.156
OG0003014	rna5181	Smik_14.352
OG0003015	rna1677	Smik_5.222
OG0003017	rna5678	Smik_15.447
OG0003018	rna5677	Smik_15.446
OG0003019	rna5672	Smik_15.441
OG0003020	rna5919	Smik_6.370
OG0003022	rna5917	Smik_6.372
OG0003023	rna5669	Smik_15.438
OG0003024	rna5924	Smik_6.365
OG0003025	rna5666	Smik_15.435
OG0003026	rna5926	Smik_6.363
OG0003027	rna5927	Smik_6.362
OG0003029	rna5928	Smik_6.361
OG0003030	rna5930	Smik_6.359
OG0003031	rna5931	Smik_6.358
OG0003032	rna1249	Smik_4.551
OG0003033	rna2610	Smik_8.102
OG0003034	rna1243	Smik_4.545
OG0003035	rna1242	Smik_4.544
OG0003036	rna1241	Smik_4.543
OG0003037	rna2612	Smik_8.104
OG0003038	rna1234	Smik_4.535
OG0003039	rna2626	Smik_8.118
OG0003040	rna2622	Smik_8.114
OG0003041	rna1227	Smik_4.528
OG0003042	rna2849	Smik_9.30
OG0003043	rna2848	Smik_9.29
OG0003044	rna2374	Smik_6.264
OG0003045	rna2375	Smik_6.265
OG0003046	rna203	Smik_2.110
OG0003047	rna1024	Smik_4.317
OG0003048	rna1760	Smik_5.324
OG0003049	rna1027	Smik_4.320
OG0003050	rna1028	Smik_4.321
OG0003051	rna1030	Smik_4.323
OG0003052	rna2367	Smik_6.257
OG0003053	rna5299	Smik_15.48
OG0003054	rna4879	Smik_14.56
OG0003055	rna4880	Smik_14.57
OG0003056	rna5302	Smik_15.53
OG0003057	rna1447	Smik_4.775
OG0003058	rna1443	Smik_4.771
OG0003059	rna1442	Smik_4.770
OG0003060	rna3595	Smik_11.190
OG0003061	rna4854	Smik_14.27
OG0003062	rna26	Smik_1.21
OG0003063	rna5769	Smik_15.539
OG0003064	rna29	Smik_1.24
OG0003065	rna5766	Smik_15.536
OG0003066	rna5522	Smik_15.285
OG0003067	rna5521	Smik_15.284
OG0003068	rna5050	Smik_14.224
OG0003069	rna5051	Smik_14.225
OG0003070	rna5519	Smik_15.283
OG0003071	rna5052	Smik_14.226
OG0003072	rna5516	Smik_15.280
OG0003073	rna5514	Smik_15.278
OG0003074	rna5510	Smik_15.274
OG0003076	rna5504	Smik_15.268
OG0003077	rna5062	Smik_14.236
OG0003078	rna5063	Smik_14.237
OG0003079	rna2499	Smik_16.31
OG0003080	rna2500	Smik_16.30
OG0003081	rna2502	Smik_16.28
OG0003082	rna2503	Smik_16.27
OG0003083	rna3536	Smik_11.127
OG0003084	rna4579	Smik_13.285
OG0003085	rna4744	Smik_13.463
OG0003086	rna301	Smik_2.213
OG0003087	rna2640	Smik_8.131
OG0003088	rna1255	Smik_4.557
OG0003089	rna1175	Smik_4.475
OG0003090	rna748	Smik_4.37
OG0003091	rna1178	Smik_4.478
OG0003092	rna1180	Smik_4.480
OG0003093	rna1184	Smik_4.484
OG0003094	rna1185	Smik_4.485
OG0003095	rna743	Smik_4.32
OG0003096	rna2127	Smik_7.206
OG0003097	rna2288	Smik_6.163
OG0003098	rna2287	Smik_6.162
OG0003099	rna356	Smik_2.275
OG0003100	rna354	Smik_2.272
OG0003101	rna5858	Smik_6.439
OG0003102	rna4664	Smik_13.384
OG0003103	rna5866	Smik_6.431
OG0003104	rna4661	Smik_13.381
OG0003105	rna3073	Smik_10.46
OG0003106	rna791	Smik_4.81
OG0003107	rna790	Smik_4.80
OG0003109	rna2023	Smik_7.89
OG0003110	rna4160	Smik_12.387
OG0003112	rna6111	Smik_16.261
OG0003113	rna3796	Smik_12.25
OG0003114	rna1038	Smik_4.334
OG0003115	rna1776	Smik_5.342
OG0003116	rna2219	Smik_7.304
OG0003117	rna2218	Smik_7.303
OG0003118	rna4176	Smik_12.405
OG0003119	rna2204	Smik_7.289
OG0003120	rna5205	Smik_14.376
OG0003121	rna5208	Smik_14.379
OG0003122	rna5211	Smik_14.381
OG0003124	rna3437	Smik_11.7
OG0003125	rna3054	Smik_10.23
OG0003126	rna5824	Smik_6.475
OG0003127	rna5822	Smik_6.477
OG0003128	rna5821	Smik_6.478
OG0003129	rna1514	Smik_5.32
OG0003130	rna5828	Smik_6.471
OG0003131	rna5419	Smik_15.173
OG0003132	rna1508	Smik_5.26
OG0003134	rna5420	Smik_15.174
OG0003135	rna4464, rna4465	Smik_13.157
OG0003136	rna4466	Smik_13.158
OG0003137	rna5415	Smik_15.169
OG0003138	rna4778	Smik_13.495
OG0003139	rna4776	Smik_13.493
OG0003140	rna4341	Smik_13.17
OG0003141	rna4343	Smik_13.19
OG0003142	rna4344	Smik_13.20
OG0003143	rna4350	Smik_13.26
OG0003144	rna4772	Smik_13.489
OG0003145	rna4351	Smik_13.27
OG0003146	rna4764	Smik_13.483
OG0003147	rna1037	Smik_4.333
OG0003148	rna3676	Smik_11.277
OG0003149	rna3670	Smik_11.271
OG0003150	rna4284	Smik_12.513
OG0003151	rna3461	Smik_11.32
OG0003152	rna4283	Smik_12.512
OG0003153	rna4282	Smik_12.511
OG0003154	rna5890	Smik_6.406
OG0003155	rna241	Smik_2.142
OG0003156	rna5336	Smik_15.86
OG0003157	rna3586	Smik_11.181
OG0003158	rna2282	Smik_6.157
OG0003159	rna2283	Smik_6.158
OG0003160	rna3809	Smik_12.46
OG0003161	rna2535	Smik_8.12
OG0003162	rna3791	Smik_12.20
