Orthogroup	s_cerevisiae_proteins	l_waltii_v3_proteins
OG0002259	rna5172	Kwal_23.6129
OG0002260	rna5171	Kwal_23.6125
OG0002261	rna5170	Kwal_23.6117
OG0002262	rna4463	Kwal_23.6113
OG0002263	rna4695	Kwal_23.6106
OG0002264	rna4693	Kwal_23.6099
OG0002265	rna4692	Kwal_23.6094
OG0002266	rna5167	Kwal_23.6085
OG0002267	rna5166	Kwal_23.6081
OG0002268	rna5165	Kwal_23.6073
OG0002269	rna4689	Kwal_23.6070
OG0002270	rna472	Kwal_14.1558
OG0002271	rna2106	Kwal_14.1563
OG0002272	rna471	Kwal_14.1578
OG0002273	rna2102	Kwal_14.1591
OG0002274	rna470	Kwal_14.1597
OG0002275	rna469	Kwal_14.1600
OG0002276	rna2101	Kwal_14.1611
OG0002277	rna467	Kwal_14.1615
OG0002278	rna5199	Kwal_23.6400
OG0002279	rna5198	Kwal_23.6387
OG0002280	rna676	Kwal_23.6377
OG0002281	rna5195	Kwal_23.6370
OG0002282	rna853	Kwal_23.3638
OG0002283	rna854	Kwal_23.3644
OG0002284	rna855	Kwal_34.15782
OG0002285	rna857	Kwal_34.15798
OG0002286	rna4632	Kwal_34.15801
OG0002287	rna4628	Kwal_34.15818
OG0002288	rna1220	Kwal_55.21575
OG0002289	rna5466	Kwal_55.21625
OG0002290	rna5362	Kwal_26.7143
OG0002291	rna55	Kwal_26.7163
OG0002292	rna57	Kwal_26.7177
OG0002293	rna5378	Kwal_26.7201
OG0002294	rna5377	Kwal_26.7202
OG0002295	rna5376	Kwal_26.7204
OG0002296	rna61	Kwal_26.7214
OG0002297	rna62	Kwal_26.7219
OG0002298	rna6191	Kwal_26.7234
OG0002299	rna6189	Kwal_26.7264
OG0002300	rna6188	Kwal_26.7268
OG0002301	rna6187	Kwal_26.7273
OG0002302	rna2290	Kwal_23.3762
OG0002303	rna6184	Kwal_23.3766
OG0002304	rna4732	Kwal_34.15913
OG0002305	rna5722	Kwal_34.15909
OG0002306	rna4733	Kwal_34.15907
OG0002307	rna5724	Kwal_34.15903
OG0002308	rna5727	Kwal_34.15892
OG0002309	rna4738	Kwal_34.15863
OG0002310	rna1840	Kwal_14.1230
OG0002311	rna3885	Kwal_14.1235
OG0002312	rna1839	Kwal_14.1242
OG0002313	rna3886	Kwal_14.1245
OG0002314	rna3889	Kwal_14.1167
OG0002315	rna2016	Kwal_47.17203
OG0002316	rna2012	Kwal_55.20790
OG0002317	rna1734	Kwal_14.2064
OG0002318	rna2164	Kwal_26.7505
OG0002319	rna4557	Kwal_26.7510
OG0002320	rna2161	Kwal_26.7521
OG0002321	rna4115	Kwal_56.22536
OG0002322	rna443	Kwal_14.1793
OG0002323	rna444	Kwal_14.1789
OG0002324	rna447	Kwal_14.1781
OG0002325	rna2078	Kwal_14.1773
OG0002326	rna450	Kwal_14.1757
OG0002327	rna451	Kwal_14.1751
OG0002328	rna2080	Kwal_14.1733
OG0002329	rna1996	Kwal_47.19034
OG0002330	rna1997	Kwal_47.19023
OG0002331	rna2001	Kwal_47.18993
OG0002332	rna2004	Kwal_47.18966
OG0002333	rna4428	Kwal_47.18343
OG0002334	rna685	Kwal_23.6448
OG0002335	rna683	Kwal_23.6437
OG0002336	rna682	Kwal_23.6436
OG0002337	rna5201	Kwal_23.6407
OG0002338	rna464	Kwal_14.1631
OG0002339	rna2097	Kwal_14.1634
OG0002340	rna2096	Kwal_14.1641
OG0002341	rna461	Kwal_14.1653
OG0002342	rna460	Kwal_14.1659
OG0002343	rna459	Kwal_14.1663
OG0002344	rna2093	Kwal_14.1670
OG0002345	rna2092	Kwal_14.1671
OG0002346	rna458	Kwal_14.1675
OG0002347	rna2091	Kwal_14.1679
OG0002348	rna456	Kwal_14.1689
OG0002349	rna2088	Kwal_14.1716
OG0002350	rna2087	Kwal_14.1710
OG0002351	rna2831	Kwal_55.19637
OG0002352	rna6070	Kwal_23.5064
OG0002353	rna6075	Kwal_23.5070
OG0002354	rna1439	Kwal_56.22685
OG0002355	rna5939	Kwal_26.8796
OG0002356	rna5660	Kwal_26.8787
OG0002357	rna5941	Kwal_26.8783
OG0002358	rna5659	Kwal_26.8779
OG0002359	rna5942	Kwal_26.8776
OG0002360	rna5658	Kwal_26.8767
OG0002361	rna5944	Kwal_26.8747
OG0002362	rna5947	Kwal_26.8727
OG0002363	rna3943	Kwal_56.23856
OG0002364	rna992	Kwal_27.10507
OG0002365	rna993	Kwal_27.10509
OG0002366	rna295	Kwal_27.10513
OG0002367	rna1052	Kwal_56.23564
OG0002368	rna1785	Kwal_56.23550
OG0002369	rna1051	Kwal_56.23530
OG0002370	rna1048	Kwal_56.23528
OG0002371	rna4106	Kwal_0.179
OG0002372	rna5149	Kwal_0.189
OG0002373	rna586	Kwal_0.265
OG0002374	rna5154	Kwal_0.263
OG0002375	rna2010	Kwal_55.20766
OG0002376	rna2006	Kwal_55.20739
OG0002378	rna189	Kwal_14.2090
OG0002379	rna1742	Kwal_14.2034
OG0002380	rna597	Kwal_0.287
OG0002381	rna596	Kwal_0.284
OG0002382	rna3827	Kwal_33.15200
OG0002383	rna3826	Kwal_33.15195
OG0002384	rna3263	Kwal_33.15180
OG0002385	rna3824	Kwal_33.15178
OG0002386	rna3262	Kwal_33.15176
OG0002387	rna1167	Kwal_27.11568
OG0002388	rna4077	Kwal_27.11585
OG0002389	rna4075	Kwal_27.11593
OG0002390	rna1172	Kwal_27.11607
OG0002391	rna1173	Kwal_27.11611
OG0002392	rna1174	Kwal_27.11619
OG0002393	rna753	Kwal_27.11626
OG0002394	rna3550	Kwal_26.7804
OG0002395	rna3548	Kwal_26.7788
OG0002396	rna4564	Kwal_26.7775
OG0002397	rna4570	Kwal_26.7746
OG0002398	rna4571	Kwal_26.7738
OG0002399	rna4572	Kwal_26.7736
OG0002400	rna3541	Kwal_26.7732
OG0002401	rna3154	Kwal_26.7292
OG0002402	rna3679	Kwal_26.7298
OG0002403	rna3680	Kwal_26.7302
OG0002404	rna3681	Kwal_26.7310
OG0002405	rna3682	Kwal_26.7312
OG0002406	rna3157	Kwal_26.7316
OG0002407	rna3159	Kwal_26.7324
OG0002408	rna3160	Kwal_26.7332
OG0002409	rna3163	Kwal_26.7350
OG0002410	rna3165	Kwal_26.7355
OG0002411	rna3169	Kwal_26.7388
OG0002412	rna3170	Kwal_26.7414
OG0002413	rna3172	Kwal_14.2340
OG0002414	rna3173	Kwal_14.2343
OG0002415	rna3174	Kwal_14.2348
OG0002416	rna1034	Kwal_56.23407
OG0002417	rna3246	Kwal_33.15339
OG0002418	rna2387	Kwal_33.15353
OG0002419	rna935	Kwal_27.11027
OG0002420	rna937	Kwal_27.11023
OG0002421	rna1285	Kwal_55.20164
OG0002422	rna2668	Kwal_55.20158
OG0002423	rna2391	Kwal_33.15326
OG0002424	rna2392	Kwal_33.15315
OG0002425	rna2394	Kwal_33.15312
OG0002426	rna2393	Kwal_33.15314
OG0002427	rna2400	Kwal_33.15028
OG0002428	rna3242	Kwal_33.15033
OG0002429	rna2398	Kwal_33.15045
OG0002430	rna2404	Kwal_33.15054
OG0002431	rna2407	Kwal_19.2711
OG0002432	rna2408	Kwal_33.15101
OG0002433	rna2409	Kwal_33.15108
OG0002434	rna3813	Kwal_33.15112
OG0002435	rna3814	Kwal_33.15113
OG0002436	rna3851	Kwal_33.15122
OG0002437	rna3850	Kwal_33.15126
OG0002438	rna3816	Kwal_33.15136
OG0002439	rna3845	Kwal_33.15145
OG0002440	rna3260	Kwal_33.15153
OG0002441	rna3819	Kwal_33.15165
OG0002442	rna3822	Kwal_33.15169
OG0002443	rna50	Kwal_26.7112
OG0002444	rna51	Kwal_26.7118
OG0002445	rna3724	Kwal_55.21653
OG0002446	rna5468	Kwal_55.21655
OG0002447	rna3725	Kwal_55.21660
OG0002448	rna3726	Kwal_55.21665
OG0002449	rna3727	Kwal_55.21671
OG0002450	rna5472	Kwal_55.21691
OG0002451	rna5477	Kwal_55.21709
OG0002452	rna5483	Kwal_55.21742
OG0002454	rna1527	Kwal_27.10084
OG0002455	rna1528	Kwal_27.10110
OG0002456	rna3313	Kwal_27.10122
OG0002457	rna1530	Kwal_27.10136
OG0002458	rna4621	Kwal_47.17857
OG0002459	rna4620	Kwal_47.17851
OG0002460	rna4618	Kwal_47.17845
OG0002461	rna4612	Kwal_47.17800
OG0002462	rna4611	Kwal_47.17781
OG0002463	rna3861	Kwal_47.17771
OG0002464	rna4606	Kwal_47.17746
OG0002465	rna3855	Kwal_26.7528
OG0002466	rna3854	Kwal_26.7532
OG0002467	rna3853	Kwal_26.7535
OG0002468	rna1086	Kwal_56.23885
OG0002469	rna1085	Kwal_56.23884
OG0002470	rna3946	Kwal_56.23875
OG0002471	rna3945	Kwal_56.23870
OG0002472	rna1008	Kwal_14.2046
OG0002473	rna3798	Kwal_55.20686
OG0002474	rna3799	Kwal_55.20697
OG0002475	rna3800	Kwal_55.20703
OG0002476	rna2540	Kwal_55.20718
OG0002477	rna2541	Kwal_55.20729
OG0002478	rna283	Kwal_27.10543
OG0002479	rna985	Kwal_27.10545
OG0002480	rna286	Kwal_27.10550
OG0002481	rna988	Kwal_27.10925
OG0002482	rna989	Kwal_27.10935
OG0002483	rna990	Kwal_27.10939
OG0002484	rna282	Kwal_27.10941
OG0002485	rna980	Kwal_56.23087
OG0002486	rna279	Kwal_56.23084
OG0002487	rna278	Kwal_56.23080
OG0002488	rna275	Kwal_56.23073
OG0002489	rna994	Kwal_27.10527
OG0002490	rna291	Kwal_27.10524
OG0002492	rna3912	Kwal_56.23589
OG0002493	rna3913	Kwal_56.23832
OG0002494	rna3914	Kwal_56.23825
OG0002495	rna3916	Kwal_56.23804
OG0002496	rna3918	Kwal_56.23782
OG0002497	rna1062	Kwal_56.23776
OG0002498	rna1063	Kwal_56.23775
OG0002499	rna1068	Kwal_56.23747
OG0002500	rna3925	Kwal_56.23710
OG0002501	rna1074	Kwal_56.23697
OG0002502	rna1076	Kwal_56.23685
OG0002503	rna3929	Kwal_56.23681
OG0002504	rna3931	Kwal_56.23671
OG0002505	rna3933	Kwal_56.23667
OG0002506	rna3935	Kwal_56.23638
OG0002507	rna3936	Kwal_56.23636
OG0002508	rna3941	Kwal_56.23841
OG0002509	rna1081	Kwal_56.23844
OG0002510	rna4129	Kwal_56.23249
OG0002511	rna5589	Kwal_56.23243
OG0002512	rna5588	Kwal_56.23242
OG0002513	rna4128	Kwal_56.23241
OG0002514	rna5579	Kwal_49.19411
OG0002515	rna5580	Kwal_49.19413
OG0002516	rna5581	Kwal_56.22584
OG0002517	rna5582	Kwal_56.22580
OG0002518	rna5584	Kwal_56.22559
OG0002519	rna4118	Kwal_56.22555
OG0002520	rna1732	Kwal_17.2675
OG0002521	rna4091	Kwal_23.3190
OG0002522	rna1149	Kwal_23.3194
OG0002523	rna4956	Kwal_23.4581
OG0002524	rna4957	Kwal_23.4584
OG0002525	rna4962	Kwal_23.4636
OG0002526	rna366	Kwal_56.23201
OG0002527	rna5322	Kwal_56.23207
OG0002528	rna374	Kwal_56.23216
OG0002529	rna373	Kwal_56.23220
OG0002530	rna3149	Kwal_27.12622
OG0002531	rna3687	Kwal_27.12630
OG0002532	rna3688	Kwal_27.12639
OG0002533	rna3690	Kwal_27.12660
OG0002534	rna3147	Kwal_27.12663
OG0002535	rna3693	Kwal_27.12674
OG0002536	rna1289	Kwal_55.20110
OG0002537	rna2673	Kwal_55.20120
OG0002538	rna1287	Kwal_55.20124
OG0002539	rna2672	Kwal_55.20134
OG0002540	rna2671	Kwal_55.20141
OG0002541	rna1286	Kwal_55.20143
OG0002542	rna3494	Kwal_23.5600
OG0002543	rna2421	Kwal_33.15465
OG0002544	rna2423	Kwal_33.15475
OG0002545	rna2681	Kwal_55.20011
OG0002546	rna2680	Kwal_55.20042
OG0002548	rna2167	Kwal_14.2247
OG0002549	rna2168	Kwal_14.2249
OG0002550	rna3807	Kwal_47.17345
OG0002551	rna2033	Kwal_YGOB_47.17336
OG0002552	rna2032	Kwal_47.17329
OG0002553	rna2031	Kwal_47.17326
OG0002554	rna5339	Kwal_56.22860
OG0002555	rna901	Kwal_56.22859
OG0002556	rna3247	Kwal_33.15364
OG0002557	rna3249	Kwal_33.15379
OG0002558	rna2410	Kwal_33.15381
OG0002559	rna3251	Kwal_33.15385
OG0002560	rna3252	Kwal_33.15391
OG0002561	rna2412	Kwal_33.15393
OG0002562	rna4030	Kwal_14.2607
OG0002563	rna4031	Kwal_14.2610
OG0002564	rna5399	Kwal_14.2625
OG0002565	rna4108	Kwal_0.147
OG0002566	rna2046	Kwal_0.145
OG0002567	rna4110, rna4641	Kwal_YGOB_0.139
OG0002568	rna5753	Kwal_26.6979
OG0002569	rna34	Kwal_26.6973
OG0002570	rna33	Kwal_26.6969
OG0002571	rna5758	Kwal_26.6961
OG0002572	rna5760	Kwal_26.6948
OG0002573	rna5763	Kwal_26.6926
OG0002574	rna5045	Kwal_26.8447
OG0002575	rna5043	Kwal_26.8458
OG0002576	rna5527	Kwal_26.8462
OG0002577	rna5040	Kwal_26.8473
OG0002578	rna5530	Kwal_47.17893
OG0002579	rna2696	Kwal_47.17894
OG0002580	rna5039	Kwal_47.17897
OG0002581	rna5036	Kwal_33.14778
OG0002582	rna5035	Kwal_33.14777
OG0002583	rna5032	Kwal_33.14752
OG0002584	rna2701	Kwal_33.14745
OG0002585	rna2702	Kwal_33.14738
OG0002586	rna5031	Kwal_33.14733
OG0002587	rna5028	Kwal_33.14723
OG0002588	rna5027	Kwal_33.14719
OG0002589	rna5023	Kwal_33.14713
OG0002590	rna5022	Kwal_33.14707
OG0002591	rna244	Kwal_56.22778
OG0002592	rna245	Kwal_56.22788
OG0002593	rna246	Kwal_56.22793
OG0002594	rna910	Kwal_56.22799
OG0002595	rna909	Kwal_56.22804
OG0002596	rna908	Kwal_56.22816
OG0002597	rna5344	Kwal_56.22822
OG0002598	rna907	Kwal_56.22825
OG0002599	rna4731	Kwal_34.15922
OG0002600	rna5719	Kwal_34.15937
OG0002601	rna5717	Kwal_34.15943
OG0002602	rna4729	Kwal_55.20266
OG0002603	rna5715	Kwal_55.20286
OG0002604	rna4726	Kwal_55.20288
OG0002605	rna1841	Kwal_47.18044
OG0002606	rna1842	Kwal_47.18036
OG0002607	rna3881	Kwal_47.17994
OG0002608	rna4479	Kwal_26.8161
OG0002609	rna3612	Kwal_26.8156
OG0002610	rna2547	Kwal_26.8144
OG0002611	rna3613	Kwal_26.8142
OG0002612	rna2551	Kwal_26.8126
OG0002613	rna2553	Kwal_26.8119
OG0002615	rna3619	Kwal_26.8099
OG0002616	rna3620	Kwal_26.8080
OG0002617	rna2556	Kwal_26.8090
OG0002618	rna3621	Kwal_26.8073
OG0002619	rna4555	Kwal_26.8061
OG0002620	rna4554	Kwal_26.8059
OG0002621	rna3563	Kwal_14.965
OG0002622	rna3564	Kwal_14.974
OG0002623	rna3565	Kwal_14.979
OG0002624	rna3566	Kwal_14.981
OG0002625	rna3570	Kwal_14.1006
OG0002626	rna4544	Kwal_33.14884
OG0002627	rna3572	Kwal_33.14872
OG0002628	rna4541	Kwal_33.14915
OG0002629	rna4540	Kwal_33.14920
OG0002630	rna4539	Kwal_33.14925
OG0002631	rna4538	Kwal_33.14928
OG0002632	rna3573	Kwal_33.14929
OG0002633	rna3574	Kwal_33.14933
OG0002634	rna4535	Kwal_33.14942
OG0002635	rna3575	Kwal_33.14945
OG0002636	rna3576	Kwal_33.14948
OG0002637	rna4527	Kwal_33.14971
OG0002638	rna4515	Kwal_26.8373
OG0002639	rna4514	Kwal_26.8361
OG0002640	rna4512	Kwal_26.8340
OG0002641	rna4511	Kwal_26.8338
OG0002642	rna1129, rna4510	Kwal_26.8333
OG0002643	rna5309	Kwal_56.22688
OG0002644	rna1811	Kwal_26.9612
OG0002645	rna6082	Kwal_23.5103
OG0002646	rna6077	Kwal_23.5091
OG0002647	rna6078	Kwal_23.5086
OG0002648	rna6079	Kwal_23.5082
OG0002649	rna6080	Kwal_23.5080
OG0002650	rna675	Kwal_23.6358
OG0002651	rna2946	Kwal_23.5769
OG0002652	rna2948	Kwal_47.18172
OG0002653	rna1638	Kwal_47.18163
OG0002654	rna2949	Kwal_47.18159
OG0002655	rna2960	Kwal_55.20363
OG0002656	rna2713	Kwal_33.14613
OG0002657	rna6030	Kwal_27.11964
OG0002658	rna5266	Kwal_55.22112
OG0002659	rna1835	Kwal_14.1159
OG0002660	rna2041	Kwal_14.1542
OG0002661	rna1472	Kwal_33.13101
OG0002663	rna3300	Kwal_34.16055
OG0002664	rna2869	Kwal_23.4814
OG0002666	rna4271	Kwal_23.4109
OG0002667	rna4801	Kwal_26.9598
OG0002668	rna3952	Kwal_56.23906
OG0002670	rna2605	Kwal_23.5572
OG0002673	rna2835	Kwal_55.19655
OG0002674	rna3754	Kwal_55.19663
OG0002675	rna2839	Kwal_55.19691
OG0002676	rna1965	Kwal_47.19253
OG0002677	rna1930	Kwal_47.19240
OG0002678	rna1925	Kwal_47.19198
OG0002680	rna1979	Kwal_47.19171
OG0002681	rna1623	Kwal_47.19160
OG0002682	rna1619	Kwal_47.19149
OG0002683	rna1983	Kwal_47.19143
OG0002684	rna1615	Kwal_47.19110
OG0002686	rna4460	Kwal_47.18646
OG0002687	rna1375	Kwal_47.18650
OG0002688	rna1519	Kwal_47.18688
OG0002689	rna4423	Kwal_47.18734
OG0002690	rna4424	Kwal_47.18737
OG0002691	rna5573	Kwal_47.18757
OG0002692	rna5576	Kwal_47.18768
OG0002693	rna4210	Kwal_14.1420
OG0002696	rna2261	Kwal_14.1273
OG0002697	rna2262	Kwal_14.1269
OG0002698	rna3662	Kwal_26.7944
OG0002699	rna3663	Kwal_26.7946
OG0002700	rna1879	Kwal_27.11062
OG0002703	rna749	Kwal_27.11645
OG0002704	rna5776	Kwal_26.6819
OG0002705	rna21	Kwal_26.6821
OG0002706	rna5774	Kwal_26.6840
OG0002707	rna5772	Kwal_26.6856
OG0002708	rna47	Kwal_26.7083
OG0002710	rna4542	Kwal_33.14878
OG0002711	rna2383	Kwal_26.7452
OG0002712	rna2188	Kwal_47.17457
OG0002713	rna207	Kwal_47.17481
OG0002714	rna208	Kwal_47.17495
OG0002715	rna2475	Kwal_56.24764
OG0002716	rna2474	Kwal_56.24709
OG0002717	rna2473	Kwal_56.24705
OG0002718	rna2471	Kwal_56.24680
OG0002719	rna2464	Kwal_33.14890
OG0002720	rna3114	Kwal_33.13980
OG0002721	rna3112	Kwal_33.13968
OG0002722	rna3111	Kwal_33.13961
OG0002723	rna3110	Kwal_33.13958
OG0002724	rna3109	Kwal_33.13949
OG0002725	rna3720	Kwal_33.13934
OG0002726	rna3106	Kwal_33.13930
OG0002727	rna3080	Kwal_33.13731
OG0002728	rna3082	Kwal_33.13743
OG0002729	rna3084	Kwal_33.13756
OG0002730	rna3088	Kwal_YGOB_33.13788
OG0002731	rna3480	Kwal_33.13806
OG0002732	rna3481	Kwal_33.13811
OG0002733	rna3483	Kwal_33.13825
OG0002735	rna1202	Kwal_55.19929
OG0002736	rna5443	Kwal_55.19926
OG0002737	rna1428	Kwal_55.19921
OG0002738	rna5442	Kwal_47.18229
OG0002739	rna5288	Kwal_23.5312
OG0002740	rna5289	Kwal_23.5306
OG0002741	rna4860	Kwal_23.5281
OG0002742	rna4861	Kwal_23.5277
OG0002743	rna4862	Kwal_23.5273
OG0002744	rna5294	Kwal_23.5266
OG0002745	rna5295	Kwal_23.5265
OG0002746	rna5496	Kwal_55.21835
OG0002747	rna3742	Kwal_55.21805
OG0002748	rna3737	Kwal_55.21767
OG0002749	rna4418	Kwal_27.10075
OG0002750	rna3317	Kwal_27.10069
OG0002751	rna4416	Kwal_27.10053
OG0002752	rna4414	Kwal_27.10037
OG0002753	rna4412	Kwal_27.10030
OG0002754	rna2590	Kwal_0.374
OG0002756	rna2593	Kwal_0.379
OG0002759	rna2201	Kwal_47.17555
OG0002760	rna2200	Kwal_47.17554
OG0002761	rna2764	Kwal_23.4370
OG0002762	rna2770	Kwal_23.4356
OG0002763	rna2482	Kwal_23.4354
OG0002764	rna2488	Kwal_23.4291
OG0002765	rna2489	Kwal_23.4280
OG0002766	rna4788	Kwal_23.4276
OG0002767	rna4794	Kwal_26.9455
OG0002768	rna2496	Kwal_26.9460
OG0002769	rna2498	Kwal_26.9468
OG0002770	rna4796	Kwal_26.9475
OG0002771	rna4811	Kwal_26.9483
OG0002772	rna4809	Kwal_26.9492
OG0002774	rna1950	Kwal_27.10167
OG0002775	rna264	Kwal_56.22982
OG0002776	rna961	Kwal_56.22975
OG0002777	rna1882	Kwal_34.16268
OG0002778	rna608	Kwal_34.16205
OG0002780	rna1559	Kwal_34.16131
OG0002781	rna1557	Kwal_34.16125
OG0002782	rna5001	Kwal_33.14654
OG0002783	rna2709	Kwal_33.14670
OG0002784	rna1611	Kwal_47.19052
OG0002785	rna1613	Kwal_47.19059
OG0002786	rna1614	Kwal_47.19067
OG0002787	rna4454	Kwal_47.18585
OG0002788	rna1389	Kwal_47.18535
OG0002789	rna4448	Kwal_47.18531
OG0002790	rna4446	Kwal_47.18518
OG0002791	rna1391	Kwal_47.18517
OG0002792	rna1392	Kwal_47.18501
OG0002794	rna4442	Kwal_47.18495
OG0002795	rna1394	Kwal_47.18487
OG0002796	rna1395	Kwal_47.18482
OG0002797	rna1397	Kwal_47.18475
OG0002798	rna4436	Kwal_47.18433
OG0002799	rna4434	Kwal_47.18412
OG0002800	rna5870	Kwal_56.24178
OG0002801	rna2066	Kwal_56.24167
OG0002803	rna5881	Kwal_56.24100
OG0002804	rna2139	Kwal_56.24094
OG0002805	rna2137	Kwal_56.24074
OG0002806	rna3466	Kwal_23.4045
OG0002807	rna3468	Kwal_23.4066
OG0002808	rna3469	Kwal_23.4069
OG0002809	rna3472	Kwal_23.4081
OG0002810	rna4266	Kwal_23.4129
OG0002812	rna4261	Kwal_23.4153
OG0002814	rna3407	Kwal_47.16720
OG0002815	rna3402	Kwal_47.16683
OG0002816	rna2784	Kwal_47.16679
OG0002817	rna3401	Kwal_47.16674
OG0002818	rna2783	Kwal_47.16666
OG0002819	rna2779	Kwal_47.16651
OG0002820	rna2778	Kwal_47.16650
OG0002821	rna4380	Kwal_47.16614
OG0002822	rna4381	Kwal_47.16853
OG0002823	rna4382	Kwal_47.16861
OG0002824	rna4387	Kwal_47.16895
OG0002825	rna4388	Kwal_47.16905
OG0002826	rna4394	Kwal_47.16969
OG0002827	rna4304	Kwal_47.16972
OG0002828	rna4398	Kwal_47.16991
OG0002829	rna4301	Kwal_47.16993
OG0002830	rna4400	Kwal_47.17004
OG0002832	rna4292	Kwal_47.17082
OG0002833	rna2241	Kwal_14.1375
OG0002834	rna2237	Kwal_14.1340
OG0002835	rna4195	Kwal_14.1314
OG0002836	rna2228	Kwal_14.1300
OG0002837	rna2227	Kwal_14.1476
OG0002838	rna6101	Kwal_14.1492
OG0002839	rna3558	Kwal_26.7830
OG0002840	rna3559	Kwal_26.7837
OG0002841	rna3324	Kwal_27.10021
OG0002842	rna1905	Kwal_0.393
OG0002843	rna959	Kwal_56.22969
OG0002844	rna262	Kwal_56.22965
OG0002845	rna259	Kwal_56.22936
OG0002846	rna3094	Kwal_33.13860
OG0002847	rna3100	Kwal_33.13886
OG0002848	rna3101	Kwal_33.13893
OG0002849	rna3722	Kwal_33.13915
OG0002850	rna3068	Kwal_33.13673
OG0002851	rna4229	Kwal_26.9286
OG0002852	rna4227	Kwal_26.9277
OG0002853	rna2274	Kwal_26.9264
OG0002854	rna4224	Kwal_26.9262
OG0002855	rna2273	Kwal_26.9261
OG0002856	rna4222	Kwal_26.9231
OG0002857	rna5707	Kwal_26.9218
OG0002858	rna4716	Kwal_26.9160
OG0002859	rna6145	Kwal_27.12596
OG0002860	rna4751	Kwal_27.10415
OG0002861	rna4747	Kwal_27.10437
OG0002862	rna346	Kwal_23.3905
OG0002863	rna344	Kwal_23.3917
OG0002864	rna342	Kwal_23.3927
OG0002865	rna6162	Kwal_23.3947
OG0002866	rna6159	Kwal_23.3962
OG0002867	rna6156	Kwal_23.3680
OG0002868	rna6154	Kwal_23.3724
OG0002869	rna331	Kwal_23.3733
OG0002872	rna376	Kwal_27.11892
OG0002873	rna1432	Kwal_27.11877
OG0002874	rna1270	Kwal_34.15984
OG0002875	rna5841	Kwal_23.6053
OG0002877	rna6263	Kwal_55.21948
OG0002878	rna6267	Kwal_23.5331
OG0002879	rna4316	Kwal_23.5333
OG0002880	rna6228	Kwal_55.21162
OG0002881	rna2334	Kwal_55.21157
OG0002882	rna2330	Kwal_55.21130
OG0002883	rna6220	Kwal_55.21124
OG0002884	rna2327	Kwal_55.21114
OG0002885	rna6214	Kwal_55.21106
OG0002886	rna1594	Kwal_55.21042
OG0002888	rna3002	Kwal_55.21012
OG0002889	rna3010	Kwal_55.21006
OG0002891	rna3012	Kwal_55.20991
OG0002892	rna6142	Kwal_27.12559
OG0002893	rna321	Kwal_27.12557
OG0002894	rna319	Kwal_27.12547
OG0002895	rna316	Kwal_27.12542
OG0002896	rna313	Kwal_27.12536
OG0002897	rna173	Kwal_27.12521
OG0002898	rna174	Kwal_27.12514
OG0002899	rna175	Kwal_27.12511
OG0002900	rna177	Kwal_27.12498
OG0002901	rna4595	Kwal_26.7608
OG0002902	rna4592	Kwal_26.7601
OG0002903	rna3521	Kwal_26.7599
OG0002904	rna4591	Kwal_26.7595
OG0002905	rna3527	Kwal_26.7643
OG0002906	rna3528	Kwal_26.7665
OG0002907	rna3529	Kwal_26.7662
OG0002908	rna4581	Kwal_26.7649
OG0002909	rna2322	Kwal_27.12317
OG0002910	rna4723	Kwal_55.20314
OG0002911	rna2266	Kwal_47.18070
OG0002912	rna2264	Kwal_47.18050
OG0002913	rna3331	Kwal_27.9961
OG0002914	rna3334	Kwal_27.9945
OG0002915	rna3451	Kwal_27.9937
OG0002916	rna3450	Kwal_27.9929
OG0002917	rna3449	Kwal_27.9920
OG0002918	rna3447	Kwal_27.9907
OG0002919	rna3343	Kwal_33.15597
OG0002920	rna2458	Kwal_27.9681
OG0002922	rna534	Kwal_33.13003
OG0002923	rna542	Kwal_33.13042
OG0002925	rna1482	Kwal_33.13074
OG0002926	rna1469	Kwal_33.13118
OG0002927	rna1468	Kwal_33.13124
OG0002928	rna553	Kwal_33.13129
OG0002929	rna1466	Kwal_33.13134
OG0002930	rna562	Kwal_33.13167
OG0002931	rna563	Kwal_33.13170
OG0002932	rna565	Kwal_33.13178
OG0002933	rna566	Kwal_33.13182
OG0002934	rna567	Kwal_33.13186
OG0002936	rna1452	Kwal_33.13251
OG0002937	rna4040	Kwal_33.13257
OG0002938	rna4047	Kwal_33.13324
OG0002939	rna1598	Kwal_33.13332
OG0002940	rna646	Kwal_33.13352
OG0002941	rna645	Kwal_33.13360
OG0002942	rna1505	Kwal_33.13386
OG0002943	rna4900	Kwal_33.13476
OG0002944	rna4902	Kwal_YGOB_Anc_1.99
OG0002945	rna1001	Kwal_33.13495
OG0002946	rna4905	Kwal_33.13509
OG0002947	rna4906	Kwal_33.13510
OG0002948	rna4911	Kwal_33.13530
OG0002949	rna3364	Kwal_33.13534
OG0002950	rna3060	Kwal_33.13593
OG0002952	rna1435	Kwal_56.22646
OG0002953	rna5314	Kwal_56.22641
OG0002954	rna913	Kwal_33.14179
OG0002955	rna5351	Kwal_33.14220
OG0002956	rna82	Kwal_27.9763
OG0002957	rna79	Kwal_27.9780
OG0002958	rna3026	Kwal_27.9796
OG0002959	rna922	Kwal_27.9801
OG0002960	rna926	Kwal_27.9824
OG0002961	rna359	Kwal_27.9834
OG0002962	rna5334	Kwal_27.12711
OG0002963	rna2284	Kwal_27.12700
OG0002965	rna4137	Kwal_56.23313
