Orthogroup	s_cerevisiae_proteins	k_lactis_proteins
OG0002963	rna2284	rna1383
OG0002965	rna4137	rna1387
OG0002966	rna4143	rna1394
OG0002967	rna4145	rna1397
OG0002968	rna4149	rna1407
OG0002969	rna5604	rna1414
OG0002970	rna4156	rna1420
OG0002972	rna434	rna1425
OG0002973	rna2145	rna1431
OG0002974	rna2144	rna1432
OG0002975	rna2142	rna1436
OG0002976	rna2076	rna1438
OG0002977	rna5412	rna1455
OG0002978	rna5413	rna1456
OG0002979	rna4339	rna1460
OG0002980	rna5562	rna1467
OG0002981	rna1354	rna1473
OG0002982	rna1356	rna1475
OG0002983	rna1358	rna1479
OG0002984	rna1359	rna1480
OG0002985	rna4713	rna1489
OG0002986	rna5694	rna1493
OG0002987	rna4710	rna1494
OG0002988	rna4708	rna1496
OG0002989	rna4707	rna1498
OG0002990	rna4704	rna1502
OG0002991	rna5690	rna1503
OG0002992	rna4703	rna1504
OG0002993	rna4702	rna1505
OG0002994	rna4701	rna1508
OG0002995	rna5682	rna1514
OG0002996	rna5680	rna1515
OG0002997	rna5679	rna1516
OG0002998	rna1673	rna1517
OG0002999	rna1672	rna1518
OG0003000	rna2921	rna1521
OG0003001	rna1669	rna1522
OG0003002	rna2922	rna1523
OG0003003	rna1661	rna1529
OG0003004	rna2925	rna1531
OG0003005	rna2930	rna1536
OG0003006	rna2931	rna1538
OG0003008	rna2936	rna1544
OG0003009	rna1646	rna1551
OG0003010	rna668	rna1562
OG0003012	rna657	rna1579
OG0003013	rna656	rna1580
OG0003014	rna5181	rna1583
OG0003015	rna1677	rna1589
OG0003017	rna5678	rna1601
OG0003018	rna5677	rna1602
OG0003019	rna5672	rna1608
OG0003020	rna5919	rna1609
OG0003021	rna5918	rna1611
OG0003022	rna5917	rna1612
OG0003023	rna5669	rna1615
OG0003024	rna5924	rna1619
OG0003025	rna5666	rna1620
OG0003026	rna5926	rna1622
OG0003027	rna5927	rna1623
OG0003028	rna5663	rna1626
OG0003029	rna5928	rna1627
OG0003030	rna5930	rna1629
OG0003031	rna5931	rna1630
OG0003032	rna1249	rna1637
OG0003033	rna2610	rna1640
OG0003034	rna1243	rna1645
OG0003035	rna1242	rna1647
OG0003036	rna1241	rna1648
OG0003037	rna2612	rna1649
OG0003038	rna1234	rna1665
OG0003039	rna2626	rna1670
OG0003040	rna2622	rna1672
OG0003041	rna1227	rna1673
OG0003042	rna2849	rna1685
OG0003043	rna2848	rna1688
OG0003044	rna2374	rna1692
OG0003045	rna2375	rna1694
OG0003046	rna203	rna1697
OG0003047	rna1024	rna1701
OG0003048	rna1760	rna1702
OG0003049	rna1027	rna1705
OG0003050	rna1028	rna1707
OG0003051	rna1030	rna1709
OG0003052	rna2367	rna1715
OG0003053	rna5299	rna1720
OG0003054	rna4879	rna1724
OG0003055	rna4880	rna1725
OG0003056	rna5302	rna1728
OG0003057	rna1447	rna1729
OG0003058	rna1443	rna1733
OG0003059	rna1442	rna1735
OG0003060	rna3595	rna1752
OG0003061	rna4854	rna1755
OG0003062	rna26	rna1758
OG0003063	rna5769	rna1761
OG0003064	rna29	rna1766
OG0003065	rna5766	rna1768
OG0003066	rna5522	rna1769
OG0003067	rna5521	rna1771
OG0003068	rna5050	rna1773
OG0003069	rna5051	rna1774
OG0003070	rna5519	rna1775
OG0003071	rna5052	rna1776
OG0003072	rna5516	rna1780
OG0003073	rna5514	rna1782
OG0003074	rna5510	rna1786
OG0003076	rna5504	rna1794
OG0003077	rna5062	rna1795
OG0003078	rna5063	rna1796
OG0003079	rna2499	rna1803
OG0003080	rna2500	rna1804
OG0003081	rna2502	rna1809
OG0003082	rna2503	rna1813
OG0003083	rna3536	rna1814
OG0003084	rna4579	rna1816
OG0003085	rna4744	rna1822
OG0003086	rna301	rna1826
OG0003087	rna2640	rna1838
OG0003088	rna1255	rna1840
OG0003089	rna1175	rna1848
OG0003090	rna748	rna1851
OG0003091	rna1178	rna1853
OG0003092	rna1180	rna1856
OG0003093	rna1184	rna1862
OG0003094	rna1185	rna1863
OG0003095	rna743	rna1864
OG0003096	rna2127	rna1871
OG0003097	rna2288	rna1873
OG0003098	rna2287	rna1880
OG0003099	rna356	rna1887
OG0003100	rna354	rna1890
OG0003101	rna5858	rna1892
OG0003102	rna4664	rna1900
OG0003103	rna5866	rna1901
OG0003104	rna4661	rna1905
OG0003105	rna3073	rna1917
OG0003106	rna791	rna1920
OG0003107	rna790	rna1921
OG0003109	rna2023	rna1941
OG0003110	rna4160	rna1954
OG0003112	rna6111	rna1960
OG0003113	rna3796	rna1964
OG0003114	rna1038	rna1965
OG0003115	rna1776	rna1974
OG0003116	rna2219	rna1983
OG0003117	rna2218	rna1984
OG0003118	rna4176	rna2000
OG0003119	rna2204	rna2009
OG0003120	rna5205	rna2010
OG0003121	rna5208	rna2019
OG0003122	rna5211	rna2023
OG0003124	rna3437	rna2047
OG0003125	rna3054	rna2066
OG0003126	rna5824	rna2074
OG0003127	rna5822	rna2079
OG0003128	rna5821	rna2080
OG0003129	rna1514	rna2081
OG0003130	rna5828	rna2083
OG0003131	rna5419	rna2090
OG0003132	rna1508	rna2091
OG0003133	rna1507	rna2092
OG0003134	rna5420	rna2093
OG0003135	rna4464, rna4465	rna2095
OG0003136	rna4466	rna2100
OG0003137	rna5415	rna2101
OG0003138	rna4778	rna2106
OG0003139	rna4776	rna2108
OG0003140	rna4341	rna2109
OG0003141	rna4343	rna2111
OG0003142	rna4344	rna2115
OG0003143	rna4350	rna2117
OG0003144	rna4772	rna2125
OG0003145	rna4351	rna2126
OG0003146	rna4764	rna2129
OG0003147	rna1037	rna2140
OG0003148	rna3676	rna2141
OG0003149	rna3670	rna2149
OG0003150	rna4284	rna2166
OG0003151	rna3461	rna2170
OG0003152	rna4283	rna2171
OG0003153	rna4282	rna2172
OG0003154	rna5890	rna2190
OG0003155	rna241	rna2202
OG0003156	rna5336	rna2209
OG0003157	rna3586	rna2210
OG0003158	rna2282	rna2215
OG0003159	rna2283	rna2216
OG0003160	rna3809	rna2217
OG0003161	rna2535	rna2218
OG0003162	rna3791	rna2219
OG0003163	rna3790	rna2222
OG0003164	rna2223	rna2238
OG0003165	rna4186	rna2239
OG0003166	rna3504	rna2241
OG0003167	rna606	rna2245
OG0003168	rna1893	rna2246
OG0003169	rna1894	rna2247
OG0003170	rna5157	rna2259
OG0003171	rna579	rna2260
OG0003172	rna2021	rna2267
OG0003173	rna3892	rna2273
OG0003174	rna1829	rna2276
OG0003175	rna1826	rna2281
OG0003176	rna3896	rna2283
OG0003177	rna3897	rna2284
OG0003178	rna3902	rna2290
OG0003179	rna3905	rna2296
OG0003180	rna3907	rna2298
OG0003181	rna5938	rna2304
OG0003182	rna5934	rna2308
OG0003183	rna5933	rna2310
OG0003184	rna3187	rna2324
OG0003185	rna509	rna2325
OG0003186	rna5969	rna2331
OG0003187	rna5635	rna2346
OG0003188	rna5636	rna2349
OG0003189	rna5959	rna2351
OG0003190	rna5644	rna2359
OG0003191	rna5652	rna2370
OG0003192	rna1854	rna2377
OG0003193	rna1853	rna2379
OG0003194	rna2725	rna2389
OG0003195	rna4987	rna2392
OG0003196	rna2726	rna2393
OG0003197	rna4986	rna2394
OG0003198	rna4985	rna2395
OG0003199	rna4984	rna2397
OG0003200	rna4981	rna2401
OG0003201	rna4975	rna2409
OG0003203	rna4969	rna2415
OG0003204	rna4968	rna2418
OG0003205	rna1236	rna2427
OG0003206	rna3046	rna2430
OG0003207	rna5854	rna2435
OG0003208	rna4671	rna2437
OG0003209	rna6170	rna2443
OG0003210	rna6169	rna2444
OG0003211	rna350	rna2445
OG0003212	rna997	rna2448
OG0003214	rna2627	rna2465
OG0003215	rna2419	rna2466
OG0003216	rna3267	rna2470
OG0003217	rna3265	rna2474
OG0003218	rna4651	rna2482
OG0003219	rna4652	rna2483
OG0003220	rna4361	rna2492
OG0003221	rna4368	rna2500
OG0003222	rna4333	rna2506
OG0003223	rna6256	rna2507
OG0003224	rna4311	rna2510
OG0003225	rna3391	rna2511
OG0003226	rna3373	rna2524
OG0003227	rna3374	rna2525
OG0003228	rna2719	rna2533
OG0003229	rna4999	rna2534
OG0003231	rna4489	rna2547
OG0003232	rna4656	rna2548
OG0003233	rna1933	rna2561
OG0003234	rna1201	rna2565
OG0003235	rna6045	rna2566
OG0003236	rna1200	rna2567
OG0003237	rna1199	rna2570
OG0003239	rna6066	rna2588
OG0003240	rna6074	rna2591
OG0003241	rna4061	rna2602
OG0003242	rna2	rna2613
OG0003243	rna4676	rna2614
OG0003244	rna4675	rna2616
OG0003245	rna5847	rna2617
OG0003246	rna5848	rna2618
OG0003247	rna5850	rna2620
OG0003248	rna2657	rna2628
OG0003249	rna1274	rna2631
OG0003250	rna2660	rna2636
OG0003251	rna2607	rna2643
OG0003252	rna2979	rna2644
OG0003253	rna1587	rna2647
OG0003254	rna2997	rna2649
OG0003255	rna1585	rna2651
OG0003256	rna1579	rna2659
OG0003257	rna1575	rna2664
OG0003258	rna2993	rna2666
OG0003259	rna1571	rna2671
OG0003260	rna2991	rna2672
OG0003261	rna1568	rna2677
OG0003262	rna2987	rna2678
OG0003263	rna4475	rna2693
OG0003264	rna4476	rna2694
OG0003265	rna5434	rna2695
OG0003266	rna2543	rna2697
OG0003267	rna2296	rna2702
OG0003268	rna6195	rna2706
OG0003269	rna2301	rna2710
OG0003270	rna6200	rna2716
OG0003271	rna6202	rna2719
OG0003272	rna6203	rna2722
OG0003273	rna2310	rna2725
OG0003274	rna2312	rna2727
OG0003275	rna2314	rna2729
OG0003276	rna6210	rna2741
OG0003277	rna2323	rna2742
OG0003278	rna479	rna2749
OG0003279	rna3006	rna2751
OG0003280	rna3007	rna2752
OG0003281	rna2974	rna2755
OG0003282	rna1913	rna2760
OG0003283	rna1090	rna2774
OG0003284	rna3958	rna2779
OG0003285	rna3961	rna2782
OG0003286	rna1098	rna2788
OG0003287	rna3963	rna2791
OG0003288	rna1102	rna2794
OG0003289	rna3965	rna2798
OG0003290	rna3966	rna2799
OG0003291	rna3969	rna2801
OG0003292	rna3972	rna2806
OG0003293	rna1108	rna2809
OG0003294	rna3974	rna2810
OG0003295	rna3975	rna2811
OG0003296	rna3979	rna2817
OG0003297	rna1124	rna2846
OG0003298	rna1125	rna2847
OG0003299	rna4026	rna2848
OG0003300	rna1131	rna2855
OG0003301	rna1134	rna2861
OG0003302	rna1135	rna2862
OG0003303	rna1141	rna2870
OG0003304	rna1143	rna2872
OG0003305	rna1146	rna2876
OG0003306	rna1147	rna2877
OG0003308	rna4952	rna2883
OG0003309	rna4948	rna2886
OG0003310	rna721	rna2887
OG0003311	rna4944	rna2892
OG0003312	rna4942	rna2896
OG0003313	rna4941	rna2897
OG0003314	rna4938	rna2902
OG0003315	rna715	rna2905
OG0003317	rna4926	rna2915
OG0003318	rna4924	rna2917
OG0003319	rna4923	rna2918
OG0003320	rna4920	rna2920
OG0003321	rna3051	rna2945
OG0003322	rna3789	rna2961
OG0003323	rna2536	rna2962
OG0003324	rna2537	rna2963
OG0003325	rna3792	rna2964
OG0003326	rna3794	rna2966
OG0003327	rna1023	rna2972
OG0003328	rna890	rna2980
OG0003329	rna891	rna2981
OG0003330	rna4636	rna2987
OG0003331	rna4637	rna2990
OG0003332	rna848	rna2991
OG0003333	rna4638	rna2992
OG0003334	rna847	rna2994
OG0003335	rna4643	rna2998
OG0003336	rna843	rna3003
OG0003337	rna4646	rna3004
OG0003338	rna5204	rna3006
OG0003339	rna5258	rna3010
OG0003340	rna4833	rna3020
OG0003341	rna4834	rna3021
OG0003342	rna4836	rna3026
OG0003343	rna1323	rna3027
OG0003344	rna1324	rna3029
OG0003345	rna5537	rna3032
OG0003346	rna1327	rna3036
OG0003347	rna1328	rna3038
OG0003348	rna5543	rna3051
OG0003349	rna1344	rna3065
OG0003351	rna5551	rna3070
OG0003352	rna5552	rna3071
OG0003353	rna5553	rna3072
OG0003354	rna5559	rna3075
OG0003355	rna1423	rna3079
OG0003356	rna1417	rna3090
OG0003357	rna2352	rna3100
OG0003358	rna6243	rna3102
OG0003359	rna2348	rna3107
OG0003360	rna6239	rna3108
OG0003361	rna2347	rna3110
OG0003362	rna1088	rna3112
OG0003363	rna2957	rna3120
OG0003365	rna2954	rna3124
OG0003366	rna2952	rna3129
OG0003367	rna2950	rna3133
OG0003368	rna6237	rna3137
OG0003369	rna2343	rna3138
OG0003370	rna2342	rna3139
OG0003371	rna2341	rna3140
OG0003372	rna2340	rna3141
OG0003373	rna6274	rna3147
OG0003374	rna4250	rna3154
OG0003375	rna4245	rna3162
OG0003376	rna4244	rna3163
OG0003377	rna884	rna3166
OG0003378	rna6136	rna3178
OG0003379	rna3371	rna3180
OG0003380	rna169	rna3183
OG0003381	rna165	rna3186
OG0003382	rna164	rna3187
OG0003383	rna3353	rna3203
OG0003384	rna3351	rna3208
OG0003385	rna3347	rna3215
OG0003386	rna3346	rna3216
OG0003387	rna110	rna3223
OG0003389	rna6117	rna3229
OG0003390	rna6115	rna3232
OG0003391	rna1712	rna3243
OG0003392	rna1709	rna3247
OG0003393	rna5270	rna3248
OG0003394	rna5271	rna3250
OG0003395	rna5272	rna3251
OG0003396	rna4847	rna3260
OG0003397	rna5274	rna3261
OG0003398	rna5280	rna3269
OG0003399	rna4495	rna3280
OG0003400	rna4494	rna3281
OG0003401	rna5076	rna3284
OG0003402	rna2852	rna3285
OG0003403	rna5075	rna3286
OG0003404	rna2851	rna3287
OG0003405	rna5074	rna3288
OG0003406	rna2906	rna3316
OG0003407	rna5130	rna3323
OG0003408	rna826	rna3328
OG0003409	rna2054	rna3335
OG0003410	rna833	rna3344
OG0003411	rna834	rna3345
OG0003412	rna2058	rna3347
OG0003413	rna5439	rna3352
OG0003414	rna5440	rna3353
OG0003415	rna5441	rna3354
OG0003416	rna3834	rna3358
OG0003417	rna3830	rna3361
OG0003418	rna3831	rna3362
OG0003419	rna6135	rna3381
OG0003420	rna1020	rna3384
OG0003421	rna1751	rna3385
OG0003422	rna1749	rna3387
OG0003423	rna1018	rna3389
OG0003424	rna1017	rna3390
OG0003425	rna1012	rna3396
OG0003426	rna193	rna3403
OG0003427	rna200	rna3412
OG0003428	rna2362	rna3423
OG0003429	rna4355	rna3428
OG0003430	rna4761	rna3429
OG0003431	rna4760	rna3430
OG0003432	rna4357	rna3433
OG0003433	rna4757	rna3435
OG0003434	rna326	rna3440
OG0003435	rna325	rna3441
OG0003436	rna323	rna3443
OG0003437	rna6143	rna3444
OG0003438	rna2539	rna3445
OG0003439	rna3498	rna3455
OG0003440	rna3499	rna3456
OG0003441	rna3223	rna3461
OG0003442	rna3221	rna3462
OG0003443	rna603	rna3467
OG0003444	rna1861	rna3472
OG0003445	rna3513	rna3476
OG0003446	rna3516	rna3480
OG0003447	rna180	rna3485
OG0003448	rna302	rna3496
OG0003449	rna1263	rna3500
OG0003450	rna1958	rna3509
OG0003451	rna900	rna3533
OG0003452	rna5338	rna3534
OG0003453	rna6112	rna3535
OG0003454	rna1718	rna3540
OG0003455	rna3510	rna3547
OG0003456	rna3507	rna3550
OG0003457	rna3665	rna3552
OG0003458	rna1876	rna3565
OG0003459	rna6089	rna3573
OG0003460	rna839	rna3590
OG0003461	rna2059	rna3595
OG0003462	rna3139	rna3601
OG0003463	rna3702	rna3603
OG0003464	rna3136	rna3606
OG0003465	rna3131	rna3614
OG0003466	rna3126	rna3619
OG0003467	rna3125	rna3620
OG0003468	rna2463	rna3623
OG0003469	rna2744	rna3624
OG0003470	rna2461	rna3627
OG0003471	rna2459	rna3629
OG0003472	rna2735	rna3639
OG0003473	rna2448	rna3643
OG0003474	rna2443	rna3649
OG0003475	rna3877	rna3655
OG0003476	rna2430	rna3665
OG0003477	rna3287	rna3666
OG0003478	rna3286	rna3667
OG0003479	rna3283	rna3671
OG0003480	rna2682	rna3674
OG0003481	rna1216	rna3676
OG0003482	rna5452	rna3677
OG0003483	rna1213	rna3681
OG0003484	rna5446	rna3683
OG0003485	rna1203	rna3686
OG0003486	rna1281	rna3689
OG0003487	rna2664	rna3691
OG0003488	rna1282	rna3692
OG0003489	rna2666	rna3696
OG0003490	rna930	rna3723
OG0003492	rna3024	rna3737
OG0003493	rna3639	rna3741
OG0003494	rna3640	rna3742
OG0003495	rna3023	rna3744
OG0003496	rna3642	rna3746
OG0003497	rna4550	rna3759
OG0003498	rna4549	rna3760
OG0003499	rna2572	rna3762
OG0003501	rna2570	rna3766
OG0003502	rna5911	rna3773
OG0003503	rna2112	rna3778
OG0003504	rna5906	rna3782
OG0003505	rna5898	rna3795
OG0003506	rna2124	rna3796
OG0003507	rna2125	rna3799
OG0003508	rna779	rna3802
OG0003509	rna778	rna3807
OG0003510	rna4050	rna3810
OG0003511	rna1687	rna3830
OG0003512	rna1688	rna3831
OG0003513	rna1690	rna3834
OG0003514	rna148	rna3838
OG0003515	rna147	rna3839
OG0003516	rna136	rna3852
OG0003517	rna133	rna3856
OG0003518	rna1705	rna3861
OG0003519	rna1707	rna3863
OG0003520	rna4837	rna3873
OG0003521	rna5534	rna3876
OG0003522	rna5533	rna3877
OG0003523	rna5532	rna3880
OG0003524	rna1313	rna3883
OG0003525	rna2692	rna3888
OG0003526	rna2691	rna3889
OG0003527	rna1308	rna3893
OG0003528	rna1307	rna3894
OG0003529	rna2686	rna3899
OG0003530	rna1304	rna3900
OG0003531	rna1218	rna3906
OG0003532	rna5454	rna3907
OG0003533	rna4626	rna3914
OG0003534	rna1542	rna3927
OG0003535	rna3306	rna3930
OG0003536	rna1544	rna3932
OG0003537	rna3304	rna3934
OG0003538	rna3299	rna3940
OG0003539	rna1550	rna3942
OG0003541	rna428	rna3959
OG0003542	rna6029	rna3962
OG0003543	rna426	rna3963
OG0003544	rna6024	rna3970
OG0003545	rna6022	rna3973
OG0003546	rna6021	rna3974
OG0003547	rna6020	rna3975
OG0003548	rna421	rna3976
OG0003549	rna6014	rna3985
OG0003550	rna6011	rna3992
OG0003551	rna405	rna4000
OG0003552	rna399	rna4010
OG0003553	rna5993	rna4019
OG0003554	rna5992	rna4020
OG0003555	rna5990	rna4022
OG0003556	rna388	rna4035
OG0003557	rna5985	rna4036
OG0003558	rna5984	rna4041
OG0003559	rna5780	rna4061
OG0003560	rna5784	rna4064
OG0003561	rna5786	rna4066
OG0003562	rna12	rna4068
OG0003563	rna11	rna4069
OG0003564	rna5983	rna4075
OG0003565	rna5615	rna4080
OG0003566	rna5979	rna4081
OG0003567	rna5977	rna4085
OG0003568	rna5620	rna4090
OG0003569	rna5975	rna4091
OG0003570	rna5970	rna4094
OG0003571	rna5971	rna4096
OG0003572	rna5622	rna4098
OG0003573	rna489	rna4102
OG0003574	rna499	rna4103
OG0003575	rna498	rna4104
OG0003576	rna3209	rna4109
OG0003577	rna3203	rna4113
OG0003578	rna3202	rna4115
OG0003579	rna3198	rna4122
OG0003580	rna500	rna4130
OG0003581	rna3193	rna4132
OG0003582	rna3192	rna4135
OG0003583	rna504	rna4137
OG0003584	rna483	rna4147
OG0003585	rna1908	rna4150
OG0003586	rna39	rna4161
OG0003587	rna5746	rna4162
OG0003588	rna5743	rna4164
OG0003589	rna1426	rna4166
OG0003590	rna371	rna4172
OG0003591	rna3150	rna4174
OG0003592	rna4577	rna4180
OG0003593	rna4808	rna4186
OG0003594	rna3361	rna4193
OG0003595	rna5095	rna4204
OG0003596	rna5100	rna4208
OG0003598	rna2878	rna4210
OG0003599	rna5103	rna4213
OG0003600	rna5109	rna4222
OG0003601	rna5113	rna4224
OG0003602	rna2892	rna4228
OG0003603	rna2894	rna4231
OG0003604	rna518	rna4235
OG0003605	rna972	rna4237
OG0003606	rna271	rna4241
OG0003608	rna2866	rna4248
OG0003609	rna2863	rna4252
OG0003610	rna2858	rna4257
OG0003612	rna4069	rna4268
OG0003613	rna803	rna4273
OG0003614	rna805	rna4275
OG0003615	rna761	rna4285
OG0003616	rna763	rna4289
OG0003617	rna813	rna4292
OG0003618	rna818	rna4298
OG0003619	rna769	rna4299
OG0003620	rna819	rna4300
OG0003621	rna772	rna4306
OG0003622	rna2915	rna4312
OG0003623	rna648	rna4316
OG0003624	rna4694	rna4328
OG0003625	rna5169	rna4330
OG0003626	rna5168	rna4332
OG0003627	rna5838	rna4340
OG0003628	rna2104	rna4345
OG0003629	rna678	rna4355
OG0003630	rna677	rna4357
OG0003631	rna5196	rna4361
OG0003632	rna852	rna4365
OG0003633	rna4635	rna4368
OG0003634	rna4631	rna4374
OG0003635	rna5361	rna4386
OG0003636	rna5366	rna4390
OG0003637	rna5368	rna4393
OG0003638	rna5369	rna4396
OG0003639	rna58	rna4397
OG0003640	rna59	rna4401
OG0003641	rna5379	rna4402
OG0003642	rna60	rna4406
OG0003643	rna5432	rna4410
OG0003644	rna63	rna4411
OG0003645	rna2291	rna4419
OG0003646	rna237	rna4424
OG0003647	rna236	rna4425
OG0003648	rna5725	rna4433
OG0003649	rna5726	rna4434
OG0003650	rna5729	rna4437
OG0003651	rna5730	rna4438
OG0003652	rna4737	rna4440
OG0003653	rna1838	rna4446
OG0003654	rna3887	rna4447
OG0003655	rna1837	rna4449
OG0003656	rna1836	rna4450
OG0003657	rna2015	rna4454
OG0003658	rna1735	rna4460
OG0003659	rna2370	rna4464
OG0003660	rna2163	rna4465
OG0003661	rna448	rna4478
OG0003662	rna449	rna4479
OG0003663	rna2081	rna4486
OG0003664	rna1998	rna4490
OG0003665	rna6255	rna4496
OG0003666	rna681	rna4504
OG0003667	rna5202	rna4506
OG0003668	rna5200	rna4508
OG0003669	rna679	rna4509
OG0003670	rna463	rna4512
OG0003671	rna2090	rna4524
OG0003672	rna455	rna4526
OG0003673	rna2089	rna4527
OG0003674	rna2827	rna4533
OG0003675	rna2829	rna4535
OG0003676	rna3756	rna4539
OG0003677	rna5657	rna4553
OG0003678	rna5943	rna4555
OG0003679	rna5945	rna4560
OG0003680	rna5946	rna4563
OG0003681	rna1083	rna4565
OG0003682	rna1082	rna4567
OG0003683	rna298	rna4569
OG0003684	rna296	rna4574
OG0003685	rna1787	rna4579
OG0003686	rna1050	rna4585
OG0003687	rna5148	rna4596
OG0003688	rna585	rna4601
OG0003690	rna2007	rna4604
OG0003691	rna1010	rna4616
OG0003692	rna3825	rna4627
OG0003693	rna1163	rna4631
OG0003694	rna1164	rna4632
OG0003695	rna4082	rna4633
OG0003696	rna4081	rna4635
OG0003697	rna1166	rna4636
OG0003699	rna4076	rna4641
OG0003700	rna4074	rna4645
OG0003701	rna3551	rna4651
OG0003702	rna3547	rna4655
OG0003703	rna3544	rna4658
OG0003704	rna4566	rna4659
OG0003705	rna4567	rna4660
OG0003706	rna4573	rna4666
OG0003707	rna3167	rna4684
OG0003708	rna3678	rna4690
OG0003709	rna1768	rna4695
OG0003710	rna1767	rna4696
OG0003711	rna1036	rna4697
OG0003712	rna2386	rna4703
OG0003713	rna5341	rna4705
OG0003714	rna934	rna4706
OG0003715	rna936	rna4708
OG0003716	rna938	rna4710
OG0003717	rna3245	rna4714
OG0003718	rna3271	rna4717
OG0003720	rna2401	rna4724
OG0003721	rna2396	rna4729
OG0003722	rna3852	rna4735
OG0003723	rna3849	rna4743
OG0003725	rna3846	rna4747
OG0003726	rna3261	rna4751
OG0003727	rna3820	rna4753
OG0003728	rna49	rna4757
OG0003729	rna5464	rna4761
OG0003731	rna5467	rna4769
OG0003732	rna3723	rna4770
OG0003733	rna5469	rna4775
OG0003734	rna5471	rna4778
OG0003735	rna5475	rna4783
OG0003736	rna5480	rna4788
OG0003737	rna5481	rna4789
OG0003738	rna1525	rna4797
OG0003739	rna1529	rna4801
OG0003740	rna1532	rna4805
OG0003741	rna867	rna4810
OG0003742	rna4619	rna4813
OG0003743	rna4617	rna4815
OG0003744	rna4615	rna4818
OG0003745	rna4614	rna4819
OG0003746	rna3863	rna4826
OG0003747	rna4610	rna4829
OG0003748	rna4609	rna4831
OG0003749	rna2967	rna4847
OG0003750	rna2372	rna4864
OG0003751	rna284	rna4871
OG0003752	rna281	rna4879
OG0003753	rna979	rna4885
OG0003754	rna995	rna4888
OG0003755	rna292	rna4891
OG0003756	rna1057	rna4897
OG0003757	rna1058	rna4902
OG0003758	rna1060	rna4905
OG0003759	rna1064	rna4909
OG0003760	rna1065	rna4910
OG0003761	rna1069	rna4916
OG0003762	rna3922	rna4919
OG0003763	rna3923	rna4920
OG0003764	rna1071	rna4922
OG0003765	rna3932	rna4935
OG0003766	rna1079	rna4941
OG0003767	rna4126	rna4955
OG0003768	rna4119	rna4964
OG0003769	rna2371	rna4967
OG0003770	rna1151	rna4975
OG0003771	rna726	rna4981
OG0003772	rna730	rna4986
OG0003773	rna3692	rna5007
OG0003774	rna2630	rna5024
OG0003775	rna2629	rna5026
OG0003776	rna3280	rna5027
OG0003777	rna2422	rna5029
OG0003778	rna3282	rna5031
OG0003779	rna1300	rna5033
OG0003780	rna1298	rna5036
OG0003781	rna2169	rna5040
OG0003782	rna2030	rna5047
OG0003783	rna3248	rna5052
OG0003784	rna4032	rna5064
OG0003785	rna4113	rna5074
OG0003787	rna5765	rna5094
OG0003788	rna5526	rna5100
OG0003789	rna5528	rna5106
OG0003790	rna2700	rna5119
OG0003791	rna5029	rna5124
OG0003792	rna2703	rna5126
OG0003793	rna5026	rna5128
OG0003794	rna2706	rna5133
OG0003795	rna5343	rna5149
OG0003796	rna5720	rna5152
OG0003797	rna4727	rna5159
OG0003798	rna5713	rna5163
OG0003799	rna1843	rna5166
OG0003800	rna1845	rna5170
OG0003801	rna3882	rna5171
OG0003802	rna2546	rna5179
OG0003804	rna2555	rna5193
OG0003805	rna2561	rna5196
OG0003806	rna2573	rna5202
OG0003807	rna4547	rna5206
OG0003808	rna4546	rna5207
OG0003809	rna4545	rna5208
OG0003810	rna4543	rna5215
OG0003811	rna4532	rna5230
OG0003812	rna3581	rna5232
OG0003813	rna4526	rna5235
OG0003814	rna3589	rna5245
OG0003815	rna3590	rna5247
OG0003816	rna3605	rna5249
OG0003817	rna6085	rna5256
OG0003818	rna6083	rna5258
OG0003819	rna6076	rna5261
OG0003820	rna674	rna5268
OG0003821	rna672	rna5272
OG0003822	rna1642	rna5274
OG0003823	rna1637	rna5281
OG0003824	rna2964	rna5287
OG0003825	rna4994	rna5295
OG0003826	rna4993	rna5296
OG0003850	rna2842	rna25
OG0003851	rna2843	rna26
OG0003852	rna1926	rna46
OG0003854	rna1624	rna55
OG0003855	rna1990	rna69
OG0003856	rna1376	rna75
OG0003857	rna1370	rna84
OG0003858	rna2044	rna135
OG0003861	rna43	rna170
OG0003862	rna2752	rna225
OG0003863	rna3075	rna271
OG0003864	rna3087	rna287
OG0003865	rna3478	rna289
OG0003866	rna5495	rna335
OG0003869	rna4413	rna360
OG0003871	rna71	rna384
OG0003872	rna2762	rna402
OG0003873	rna2768	rna406
OG0003874	rna2771	rna410
OG0003875	rna4786	rna419
OG0003876	rna2493	rna432
OG0003877	rna2494	rna433
OG0003878	rna2497	rna439
OG0003880	rna266	rna461
OG0003882	rna612	rna485
OG0003883	rna1565	rna490
OG0003884	rna5790	rna538
OG0003885	rna5219	rna540
OG0003886	rna2084	rna546
OG0003888	rna4275	rna635
OG0003889	rna4262	rna652
OG0003890	rna873	rna654
OG0003891	rna6283	rna674
OG0003892	rna4383	rna726
OG0003893	rna4299	rna752
OG0003894	rna4201	rna775
OG0003895	rna261	rna818
OG0003896	rna258	rna821
OG0003897	rna251	rna830
OG0003898	rna953	rna831
OG0003899	rna3096	rna843
OG0003900	rna4228	rna866
OG0003901	rna2277	rna868
OG0003902	rna2268	rna880
OG0003903	rna2267	rna881
OG0003904	rna4752	rna903
OG0003905	rna377	rna958
OG0003906	rna1268	rna968
OG0003909	rna6211	rna1029
OG0003910	rna5383	rna1043
