Orthogroup	s_cerevisiae_proteins	s_paradoxus_proteins
OG0002359	rna5942	Spar_16.176
OG0002360	rna5658	Spar_15.449
OG0002361	rna5944	Spar_16.178
OG0002362	rna5947	Spar_16.181
OG0002363	rna3943	Spar_12.193
OG0002364	rna992	Spar_4.348
OG0002365	rna993	Spar_4.349
OG0002366	rna295	Spar_2.228
OG0002367	rna1052	Spar_4.411
OG0002368	rna1785	Spar_5.375
OG0002369	rna1051	Spar_4.410
OG0002370	rna1048	Spar_4.406
OG0002371	rna4106	Spar_12.364
OG0002372	rna5149	Spar_14.353
OG0002373	rna586	Spar_3.70
OG0002374	rna5154	Spar_14.358
OG0002375	rna2010	Spar_7.82
OG0002376	rna2006	Spar_7.78
OG0002377	rna188	Spar_2.97
OG0002378	rna189	Spar_2.98
OG0002379	rna1742	Spar_5.331
OG0002380	rna597	Spar_3.82
OG0002381	rna596	Spar_3.81
OG0002382	rna3827	Spar_12.71
OG0002383	rna3826	Spar_12.70
OG0002384	rna3263	Spar_10.269
OG0002385	rna3824	Spar_12.68
OG0002386	rna3262	Spar_10.268
OG0002387	rna1167	Spar_4.535
OG0002388	rna4077	Spar_12.330
OG0002389	rna4075	Spar_12.328
OG0002390	rna1172	Spar_4.540
OG0002391	rna1173	Spar_4.541
OG0002392	rna1174	Spar_4.542
OG0002393	rna753	Spar_4.67
OG0002394	rna3550	Spar_11.159
OG0002395	rna3548	Spar_11.157
OG0002396	rna4564	Spar_11.154
OG0002397	rna4570	Spar_13.264
OG0002398	rna4571	Spar_13.265
OG0002399	rna4572	Spar_13.266
OG0002400	rna3541	Spar_11.149
OG0002401	rna3154	Spar_10.140
OG0002402	rna3679	Spar_11.306
OG0002403	rna3680	Spar_11.307
OG0002404	rna3681	Spar_11.308
OG0002405	rna3682	Spar_11.309
OG0002406	rna3157	Spar_10.142
OG0002407	rna3159	Spar_10.144
OG0002408	rna3160	Spar_10.145
OG0002409	rna3163	Spar_10.148
OG0002410	rna3165	Spar_10.150
OG0002411	rna3169	Spar_10.154
OG0002412	rna3170	Spar_10.155
OG0002413	rna3172	Spar_10.157
OG0002414	rna3173	Spar_10.158
OG0002415	rna3174	Spar_10.160
OG0002416	rna1034	Spar_4.392
OG0002417	rna3246	Spar_10.249
OG0002418	rna2387	Spar_7.514
OG0002419	rna935	Spar_4.276
OG0002420	rna937	Spar_4.278
OG0002421	rna1285	Spar_4.713
OG0002422	rna2668	Spar_8.167
OG0002423	rna2391	Spar_7.518
OG0002424	rna2392	Spar_7.519
OG0002425	rna2394	Spar_7.521
OG0002426	rna2393	Spar_7.520
OG0002427	rna2400	Spar_7.530
OG0002428	rna3242	Spar_10.239
OG0002429	rna2398	Spar_7.527
OG0002430	rna2404	Spar_7.535
OG0002431	rna2407	Spar_7.539
OG0002432	rna2408	Spar_7.540
OG0002433	rna2409	Spar_7.541
OG0002434	rna3813	Spar_12.58
OG0002435	rna3814	Spar_12.59
OG0002436	rna3851	Spar_12.97
OG0002437	rna3850	Spar_12.96
OG0002438	rna3816	Spar_12.61
OG0002439	rna3845	Spar_12.91
OG0002440	rna3260	Spar_10.266
OG0002441	rna3819	Spar_12.64
OG0002442	rna3822	Spar_12.66
OG0002443	rna50	Spar_1.48
OG0002444	rna51	Spar_1.49
OG0002445	rna3724	Spar_11.358
OG0002446	rna5468	Spar_15.250
OG0002447	rna3725	Spar_11.359
OG0002448	rna3726	Spar_11.360
OG0002449	rna3727	Spar_11.361
OG0002450	rna5472	Spar_15.254
OG0002451	rna5477	Spar_15.261
OG0002452	rna5483	Spar_15.267
OG0002454	rna1527	Spar_5.31
OG0002455	rna1528	Spar_5.33
OG0002456	rna3313	Spar_10.317
OG0002457	rna1530	Spar_5.35
OG0002458	rna4621	Spar_13.323
OG0002459	rna4620	Spar_13.322
OG0002460	rna4618	Spar_13.319
OG0002461	rna4612	Spar_13.313
OG0002462	rna4611	Spar_13.312
OG0002463	rna3861	Spar_12.105
OG0002464	rna4606	Spar_13.307
OG0002465	rna3855	Spar_12.101
OG0002466	rna3854	Spar_12.100
OG0002467	rna3853	Spar_12.99
OG0002468	rna1086	Spar_4.448
OG0002469	rna1085	Spar_4.447
OG0002470	rna3946	Spar_12.196
OG0002471	rna3945	Spar_12.195
OG0002472	rna1008	Spar_4.365
OG0002473	rna3798	Spar_12.40
OG0002474	rna3799	Spar_12.41
OG0002475	rna3800	Spar_12.42
OG0002476	rna2540	Spar_8.29
OG0002477	rna2541	Spar_8.30
OG0002478	rna283	Spar_2.217
OG0002479	rna985	Spar_4.342
OG0002480	rna286	Spar_2.220
OG0002481	rna988	Spar_4.344
OG0002482	rna989	Spar_4.345
OG0002483	rna990	Spar_4.346
OG0002484	rna282	Spar_2.214
OG0002485	rna980	Spar_4.332
OG0002486	rna279	Spar_2.211
OG0002487	rna278	Spar_2.210
OG0002488	rna275	Spar_2.205
OG0002489	rna994	Spar_4.350
OG0002490	rna291	Spar_2.225
OG0002491	rna293	Spar_2.227
OG0002492	rna3912	Spar_12.158
OG0002493	rna3913	Spar_12.159
OG0002494	rna3914	Spar_12.160
OG0002495	rna3916	Spar_12.162
OG0002496	rna3918	Spar_12.164
OG0002497	rna1062	Spar_4.423
OG0002498	rna1063	Spar_4.424
OG0002499	rna1068	Spar_4.429
OG0002500	rna3925	Spar_12.171
OG0002501	rna1074	Spar_4.435
OG0002502	rna1076	Spar_4.437
OG0002503	rna3929	Spar_12.175
OG0002504	rna3931	Spar_12.177
OG0002505	rna3933	Spar_12.179
OG0002506	rna3935	Spar_12.180
OG0002507	rna3936	Spar_12.181
OG0002508	rna3941	Spar_12.189
OG0002509	rna1081	Spar_4.443
OG0002510	rna4129	Spar_12.388
OG0002511	rna5589	Spar_15.367
OG0002512	rna5588	Spar_15.366
OG0002513	rna4128	Spar_12.387
OG0002514	rna5579	Spar_15.356
OG0002515	rna5580	Spar_15.357
OG0002516	rna5581	Spar_15.358
OG0002517	rna5582	Spar_15.359
OG0002518	rna5584	Spar_15.361
OG0002519	rna4118	Spar_12.376
OG0002520	rna1732	Spar_5.320
OG0002521	rna4091	Spar_12.345
OG0002522	rna1149	Spar_4.517
OG0002523	rna4956	Spar_14.139
OG0002524	rna4957	Spar_14.140
OG0002525	rna4962	Spar_14.146
OG0002526	rna366	Spar_2.306
OG0002527	rna5322	Spar_15.89
OG0002528	rna374	Spar_2.314
OG0002529	rna373	Spar_2.313
OG0002530	rna3149	Spar_10.136
OG0002531	rna3687	Spar_11.318
OG0002532	rna3688	Spar_11.319
OG0002533	rna3690	Spar_11.322
OG0002534	rna3147	Spar_10.134
OG0002535	rna3693	Spar_11.325
OG0002536	rna1289	Spar_4.717
OG0002537	rna2673	Spar_8.172
OG0002538	rna1287	Spar_4.715
OG0002539	rna2672	Spar_8.171
OG0002540	rna2671	Spar_8.170
OG0002541	rna1286	Spar_4.714
OG0002542	rna3494	Spar_11.93
OG0002543	rna2421	Spar_7.555
OG0002544	rna2423	Spar_7.557
OG0002545	rna2681	Spar_8.183
OG0002546	rna2680	Spar_8.182
OG0002548	rna2167	Spar_7.261
OG0002549	rna2168	Spar_7.262
OG0002550	rna3807	Spar_12.53
OG0002551	rna2033	Spar_7.105
OG0002552	rna2032	Spar_7.104
OG0002553	rna2031	Spar_7.103
OG0002554	rna5339	Spar_15.108
OG0002555	rna901	Spar_4.238
OG0002556	rna3247	Spar_10.250
OG0002557	rna3249	Spar_10.253
OG0002558	rna2410	Spar_7.542
OG0002559	rna3251	Spar_10.255
OG0002560	rna3252	Spar_10.256
OG0002561	rna2412	Spar_7.545
OG0002562	rna4030	Spar_12.280
OG0002563	rna4031	Spar_12.281
OG0002564	rna5399	Spar_15.171
OG0002565	rna4108	Spar_12.367
OG0002566	rna2046	Spar_7.118
OG0002567	rna4110	Spar_12.370
OG0002568	rna5753	Spar_15.553
OG0002569	rna34	Spar_1.32
OG0002570	rna33	Spar_1.31
OG0002571	rna5758	Spar_15.562
OG0002572	rna5760	Spar_15.565
OG0002573	rna5763	Spar_15.568
OG0002574	rna5045	Spar_14.230
OG0002575	rna5043	Spar_14.228
OG0002576	rna5527	Spar_15.317
OG0002577	rna5040	Spar_14.224
OG0002578	rna5530	Spar_15.320
OG0002579	rna2696	Spar_8.198
OG0002580	rna5039	Spar_14.223
OG0002581	rna5036	Spar_14.220
OG0002582	rna5035	Spar_14.219
OG0002583	rna5032	Spar_14.216
OG0002584	rna2701	Spar_8.203
OG0002585	rna2702	Spar_8.204
OG0002586	rna5031	Spar_14.215
OG0002587	rna5028	Spar_14.212
OG0002588	rna5027	Spar_14.211
OG0002589	rna5023	Spar_14.208
OG0002590	rna5022	Spar_14.207
OG0002591	rna244	Spar_2.167
OG0002592	rna245	Spar_2.170
OG0002593	rna246	Spar_2.171
OG0002594	rna910	Spar_4.249
OG0002595	rna909	Spar_4.248
OG0002596	rna908	Spar_4.247
OG0002597	rna5344	Spar_15.113
OG0002598	rna907	Spar_4.246
OG0002599	rna4731	Spar_13.427
OG0002600	rna5719	Spar_15.512
OG0002601	rna5717	Spar_15.510
OG0002602	rna4729	Spar_13.421
OG0002603	rna5715	Spar_15.507
OG0002604	rna4726	Spar_13.418
OG0002605	rna1841	Spar_6.56
OG0002606	rna1842	Spar_6.57
OG0002607	rna3881	Spar_12.127
OG0002608	rna4479	Spar_13.172
OG0002609	rna3612	Spar_11.228
OG0002610	rna2547	Spar_8.36
OG0002611	rna3613	Spar_11.229
OG0002612	rna2551	Spar_8.39
OG0002613	rna2553	Spar_8.41
OG0002615	rna3619	Spar_11.234
OG0002616	rna3620	Spar_11.235
OG0002617	rna2556	Spar_8.44
OG0002618	rna3621	Spar_11.236
OG0002619	rna4555	Spar_13.246
OG0002620	rna4554	Spar_13.245
OG0002621	rna3563	Spar_11.172
OG0002622	rna3564	Spar_11.173
OG0002623	rna3565	Spar_11.174
OG0002624	rna3566	Spar_11.175
OG0002625	rna3570	Spar_11.178
OG0002626	rna4544	Spar_13.235
OG0002627	rna3572	Spar_11.180
OG0002628	rna4541	Spar_13.232
OG0002629	rna4540	Spar_13.231
OG0002630	rna4539	Spar_13.230
OG0002631	rna4538	Spar_13.229
OG0002632	rna3573	Spar_11.181
OG0002633	rna3574	Spar_11.182
OG0002634	rna4535	Spar_13.225
OG0002635	rna3575	Spar_11.183
OG0002636	rna3576	Spar_11.184
OG0002637	rna4527	Spar_13.217
OG0002638	rna4515	Spar_13.204
OG0002639	rna4514	Spar_13.203
OG0002640	rna4512	Spar_13.201
OG0002641	rna4511	Spar_13.200
OG0002642	rna1129, rna4510	Spar_13.199
OG0002643	rna5309	Spar_15.77
OG0002644	rna1811	Spar_6.15
OG0002645	rna6082	Spar_16.330
OG0002646	rna6077	Spar_16.325
OG0002647	rna6078	Spar_16.326
OG0002648	rna6079	Spar_16.327
OG0002649	rna6080	Spar_16.328
OG0002650	rna675	Spar_3.181
OG0002651	rna2946	Spar_9.135
OG0002652	rna2948	Spar_9.137
OG0002653	rna1638	Spar_5.193
OG0002654	rna2949	Spar_9.138
OG0002655	rna2960	Spar_9.150
OG0002656	rna2713	Spar_8.223
OG0002657	rna6030	Spar_16.269
OG0002658	rna5266	Spar_15.29
OG0002659	rna1835	Spar_6.50
OG0002660	rna2041	Spar_7.113
OG0002661	rna1472	Spar_4.895
OG0002663	rna3300	Spar_10.302
OG0002664	rna2869	Spar_9.53
OG0002666	rna4271	Spar_12.550
OG0002667	rna4801	Spar_13.502
OG0002668	rna3952	Spar_12.206
OG0002669	rna2522	Spar_8.4
OG0002670	rna2605	Spar_8.102
OG0002671	rna2798	Spar_8.321
OG0002671	rna5233	Spar_14.440
OG0002672	rna98, rna2804	Spar_8.340
OG0002672	rna5254	Spar_15.14
OG0002672	rna2821	Spar_9.3
OG0002673	rna2835	Spar_9.18
OG0002674	rna3754	Spar_11.391
OG0002675	rna2839	Spar_9.22
OG0002676	rna1965	Spar_7.28
OG0002677	rna1930	Spar_6.161
OG0002678	rna1925	Spar_6.156
OG0002680	rna1979	Spar_7.41
OG0002681	rna1623	Spar_5.176
OG0002682	rna1619	Spar_5.174
OG0002683	rna1983	Spar_7.46
OG0002684	rna1615	Spar_5.170
OG0002686	rna4460	Spar_13.148
OG0002687	rna1375	Spar_4.788
OG0002688	rna1519	Spar_5.24
OG0002689	rna4423	Spar_13.112
OG0002690	rna4424	Spar_13.113
OG0002691	rna5573	Spar_15.351
OG0002692	rna5576	Spar_15.354
OG0002693	rna4210	Spar_12.490
OG0002696	rna2261	Spar_7.364
OG0002697	rna2262	Spar_7.365
OG0002698	rna3662	Spar_11.286
OG0002699	rna3663	Spar_11.287
OG0002700	rna1879	Spar_6.104
OG0002702	rna2042	Spar_7.114
OG0002703	rna749	Spar_4.63
OG0002704	rna5776	Spar_15.581
OG0002705	rna21	Spar_1.20
OG0002706	rna5774	Spar_15.579
OG0002707	rna5772	Spar_15.577
OG0002708	rna47	Spar_1.45
OG0002709	rna1162	Spar_4.528
OG0002710	rna4542	Spar_13.233
OG0002711	rna2383	Spar_7.503
OG0002712	rna2188	Spar_7.284
OG0002713	rna207	Spar_2.129
OG0002714	rna208	Spar_2.130
OG0002715	rna2475	Spar_7.612
OG0002716	rna2474	Spar_7.611
OG0002717	rna2473	Spar_7.610
OG0002718	rna2471	Spar_7.607
OG0002719	rna2464	Spar_7.600
OG0002720	rna3114	Spar_10.91
OG0002721	rna3112	Spar_10.89
OG0002722	rna3111	Spar_10.88
OG0002723	rna3110	Spar_10.87
OG0002724	rna3109	Spar_10.86
OG0002725	rna3720	Spar_11.354
OG0002726	rna3106	Spar_10.85
OG0002727	rna3080	Spar_10.53
OG0002728	rna3082	Spar_10.55
OG0002729	rna3084	Spar_10.57
OG0002730	rna3088	Spar_10.63
OG0002731	rna3480	Spar_11.74
OG0002732	rna3481	Spar_11.75
OG0002733	rna3483	Spar_11.77
OG0002734	rna2674	Spar_8.174
OG0002736	rna5443	Spar_15.222
OG0002737	rna1428	Spar_4.846
OG0002738	rna5442	Spar_15.221
OG0002739	rna5288	Spar_15.53
OG0002740	rna5289	Spar_15.54
OG0002742	rna4861	Spar_14.40
OG0002743	rna4862	Spar_14.41
OG0002744	rna5294	Spar_15.59
OG0002745	rna5295	Spar_15.60
OG0002746	rna5496	Spar_15.286
OG0002748	rna3737	Spar_11.372
OG0002749	rna4418	Spar_13.108
OG0002750	rna3317	Spar_10.323
OG0002751	rna4416	Spar_13.106
OG0002752	rna4414	Spar_13.103
OG0002753	rna4412	Spar_13.101
OG0002754	rna2590	Spar_8.84
OG0002755	rna2592	Spar_8.86
OG0002756	rna2593	Spar_8.87
OG0002757	rna591	Spar_3.74
OG0002758	rna74	Spar_1.80
OG0002759	rna2201	Spar_7.296
OG0002760	rna2200	Spar_7.295
OG0002761	rna2764	Spar_8.276
OG0002762	rna2770	Spar_8.291
OG0002763	rna2482	Spar_7.619
OG0002764	rna2488	Spar_7.626
OG0002765	rna2489	Spar_7.629
OG0002766	rna4788	Spar_13.489
OG0002767	rna4794	Spar_13.495
OG0002770	rna4796	Spar_13.497
OG0002771	rna4811	Spar_13.513
OG0002772	rna4809	Spar_13.511
OG0002774	rna1950	Spar_7.14
OG0002775	rna264	Spar_2.193
OG0002776	rna961	Spar_4.304
OG0002777	rna1882	Spar_6.109
OG0002778	rna608	Spar_3.99
OG0002779	rna613	Spar_3.109
OG0002780	rna1559	Spar_5.69
OG0002781	rna1557	Spar_5.67
OG0002782	rna5001	Spar_14.188
OG0002783	rna2709	Spar_8.217
OG0002784	rna1611	Spar_5.166
OG0002785	rna1613	Spar_5.168
OG0002786	rna1614	Spar_5.169
OG0002787	rna4454	Spar_13.142
OG0002788	rna1389	Spar_4.804
OG0002789	rna4448	Spar_13.136
OG0002790	rna4446	Spar_13.134
OG0002791	rna1391	Spar_4.806
OG0002792	rna1392	Spar_4.808
OG0002794	rna4442	Spar_13.130
OG0002795	rna1394	Spar_4.810
OG0002796	rna1395	Spar_4.811
OG0002797	rna1397	Spar_4.815
OG0002798	rna4436	Spar_13.124
OG0002799	rna4434	Spar_13.122
OG0002801	rna2066	Spar_7.141
OG0002803	rna5881	Spar_16.112
OG0002804	rna2139	Spar_7.225
OG0002805	rna2137	Spar_7.223
OG0002806	rna3466	Spar_11.61
OG0002807	rna3468	Spar_11.63
OG0002808	rna3469	Spar_11.64
OG0002809	rna3472	Spar_11.66
OG0002810	rna4266	Spar_12.547
OG0002811	rna869	Spar_4.205
OG0002812	rna4261	Spar_12.543
OG0002813	rna1572	Spar_5.118
OG0002814	rna3407	Spar_10.424
OG0002815	rna3402	Spar_10.419
OG0002816	rna2784	Spar_8.305
OG0002817	rna3401	Spar_10.418
OG0002818	rna2783	Spar_8.304
OG0002820	rna2778	Spar_8.299
OG0002821	rna4380	Spar_13.64
OG0002822	rna4381	Spar_13.65
OG0002823	rna4382	Spar_13.66
OG0002824	rna4387	Spar_13.71
OG0002825	rna4388	Spar_13.72
OG0002826	rna4394	Spar_13.82
OG0002827	rna4304	Spar_12.587
OG0002828	rna4398	Spar_13.86
OG0002829	rna4301	Spar_12.584
OG0002830	rna4400	Spar_13.88
OG0002832	rna4292	Spar_12.574
OG0002833	rna2241	Spar_7.340
OG0002834	rna2237	Spar_7.337
OG0002835	rna4195	Spar_12.468
OG0002836	rna2228	Spar_7.328
OG0002837	rna2227	Spar_7.326
OG0002839	rna3558	Spar_11.166
OG0002840	rna3559	Spar_11.167
OG0002841	rna3324	Spar_10.335
OG0002842	rna1905	Spar_6.137
OG0002843	rna959	Spar_4.302
OG0002844	rna262	Spar_2.186
OG0002845	rna259	Spar_2.183
OG0002846	rna3094	Spar_10.69
OG0002847	rna3100	Spar_10.77
OG0002848	rna3101	Spar_10.79
OG0002849	rna3722	Spar_11.356
OG0002850	rna3068	Spar_10.41
OG0002851	rna4229	Spar_12.507
OG0002852	rna4227	Spar_12.505
OG0002853	rna2274	Spar_7.377
OG0002854	rna4224	Spar_12.503
OG0002855	rna2273	Spar_7.375
OG0002856	rna4222	Spar_12.501
OG0002857	rna5707	Spar_15.500
OG0002859	rna6145	Spar_16.404
OG0002860	rna4751	Spar_13.450
OG0002861	rna4747	Spar_13.444
OG0002862	rna346	Spar_2.282
OG0002863	rna344	Spar_2.280
OG0002864	rna342	Spar_2.278
OG0002865	rna6162	Spar_16.433
OG0002866	rna6159	Spar_16.429
OG0002867	rna6156	Spar_16.416
OG0002868	rna6154	Spar_16.414
OG0002869	rna331	Spar_2.266
OG0002870	rna379	Spar_2.319
OG0002871	rna6038	Spar_16.281
OG0002872	rna376	Spar_2.316
OG0002873	rna1432	Spar_4.850
OG0002874	rna1270	Spar_4.698
OG0002875	rna5841	Spar_16.71
OG0002876	rna202	Spar_2.124
OG0002877	rna6263	Spar_16.539
OG0002878	rna6267	Spar_16.547
OG0002879	rna4316	Spar_12.603
OG0002880	rna6228	Spar_16.507
OG0002881	rna2334	Spar_7.445
OG0002882	rna2330	Spar_7.442
OG0002883	rna6220	Spar_16.498
OG0002884	rna2327	Spar_7.439
OG0002885	rna6214	Spar_16.492
OG0002886	rna1594	Spar_5.144
OG0002887	rna1592	Spar_5.143
OG0002888	rna3002	Spar_9.208
OG0002889	rna3010	Spar_9.216
OG0002891	rna3012	Spar_9.218
OG0002892	rna6142	Spar_16.401
OG0002893	rna321	Spar_2.255
OG0002894	rna319	Spar_2.253
OG0002895	rna316	Spar_2.250
OG0002896	rna313	Spar_2.247
OG0002901	rna4595	Spar_13.294
OG0002902	rna4592	Spar_13.291
OG0002903	rna3521	Spar_11.125
OG0002904	rna4591	Spar_13.290
OG0002905	rna3527	Spar_11.133
OG0002906	rna3528	Spar_11.134
OG0002907	rna3529	Spar_11.135
OG0002908	rna4581	Spar_13.277
OG0002909	rna2322	Spar_7.432
OG0002910	rna4723	Spar_13.415
OG0002911	rna2266	Spar_7.369
OG0002912	rna2264	Spar_7.367
OG0002913	rna3331	Spar_10.342
OG0002914	rna3334	Spar_10.345
OG0002915	rna3451	Spar_11.27
OG0002916	rna3450	Spar_11.26
OG0002917	rna3449	Spar_11.25
OG0002918	rna3447	Spar_11.23
OG0002919	rna3343	Spar_10.355
OG0002920	rna2458	Spar_7.594
OG0002922	rna534	Spar_3.21
OG0002923	rna542	Spar_3.28
OG0002925	rna1482	Spar_4.903
OG0002926	rna1469	Spar_4.892
OG0002927	rna1468	Spar_4.891
OG0002928	rna553	Spar_3.38
OG0002929	rna1466	Spar_4.889
OG0002935	rna1459	Spar_4.882
OG0002936	rna1452	Spar_4.872
OG0002937	rna4040	Spar_12.290
OG0002938	rna4047	Spar_12.297
OG0002939	rna1598	Spar_5.150
OG0002940	rna646	Spar_3.149
OG0002942	rna1505	Spar_5.10
OG0002943	rna4900	Spar_14.83
OG0002944	rna4902	Spar_14.85
OG0002945	rna1001	Spar_4.357
OG0002946	rna4905	Spar_14.88
OG0002947	rna4906	Spar_14.89
OG0002948	rna4911	Spar_14.94
OG0002949	rna3364	Spar_10.375
OG0002950	rna3060	Spar_10.32
OG0002952	rna1435	Spar_4.853
OG0002953	rna5314	Spar_15.81
OG0002954	rna913	Spar_4.252
OG0002955	rna5351	Spar_15.120
OG0002956	rna82	Spar_1.87
OG0002957	rna79	Spar_1.84
OG0002958	rna3026	Spar_9.233
OG0002959	rna922	Spar_4.261
OG0002960	rna926	Spar_4.265
OG0002961	rna359	Spar_2.297
OG0002962	rna5334	Spar_15.103
OG0002963	rna2284	Spar_7.388
OG0002965	rna4137	Spar_12.401
OG0002966	rna4143	Spar_12.406
OG0002967	rna4145	Spar_12.408
OG0002968	rna4149	Spar_12.412
OG0002969	rna5604	Spar_15.385
OG0002970	rna4156	Spar_12.421
OG0002972	rna434	Spar_2.386
OG0002973	rna2145	Spar_7.231
OG0002974	rna2144	Spar_7.230
OG0002975	rna2142	Spar_7.228
OG0002976	rna2076	Spar_7.151
OG0002978	rna5413	Spar_15.188
OG0002979	rna4339	Spar_13.22
OG0002980	rna5562	Spar_15.340
OG0002981	rna1354	Spar_4.752
OG0002982	rna1356	Spar_4.754
OG0002983	rna1358	Spar_4.756
OG0002984	rna1359	Spar_4.757
OG0002986	rna5694	Spar_15.484
OG0002991	rna5690	Spar_15.482
OG0002995	rna5682	Spar_15.475
OG0002996	rna5680	Spar_15.473
OG0002997	rna5679	Spar_15.472
OG0002998	rna1673	Spar_5.242
OG0002999	rna1672	Spar_5.241
OG0003000	rna2921	Spar_9.111
OG0003001	rna1669	Spar_5.238
OG0003002	rna2922	Spar_9.112
OG0003003	rna1661	Spar_5.221
OG0003004	rna2925	Spar_9.115
OG0003005	rna2930	Spar_9.120
OG0003006	rna2931	Spar_9.121
OG0003008	rna2936	Spar_9.126
OG0003009	rna1646	Spar_5.201
OG0003010	rna668	Spar_3.174
OG0003012	rna657	Spar_3.159
OG0003013	rna656	Spar_3.158
OG0003014	rna5181	Spar_14.386
OG0003015	rna1677	Spar_5.245
OG0003017	rna5678	Spar_15.471
OG0003018	rna5677	Spar_15.469
OG0003019	rna5672	Spar_15.463
OG0003020	rna5919	Spar_16.154
OG0003021	rna5918	Spar_16.153
OG0003022	rna5917	Spar_16.152
OG0003023	rna5669	Spar_15.460
OG0003024	rna5924	Spar_16.159
OG0003025	rna5666	Spar_15.457
OG0003026	rna5926	Spar_16.161
OG0003027	rna5927	Spar_16.162
OG0003028	rna5663	Spar_15.454
OG0003029	rna5928	Spar_16.163
OG0003030	rna5930	Spar_16.165
OG0003031	rna5931	Spar_16.166
OG0003032	rna1249	Spar_4.678
OG0003033	rna2610	Spar_8.108
OG0003034	rna1243	Spar_4.672
OG0003035	rna1242	Spar_4.671
OG0003036	rna1241	Spar_4.670
OG0003037	rna2612	Spar_8.110
OG0003038	rna1234	Spar_4.662
OG0003039	rna2626	Spar_8.126
OG0003040	rna2622	Spar_8.120
OG0003041	rna1227	Spar_4.655
OG0003042	rna2849	Spar_9.33
OG0003043	rna2848	Spar_9.32
OG0003044	rna2374	Spar_7.497
OG0003045	rna2375	Spar_7.498
OG0003046	rna203	Spar_2.125
OG0003047	rna1024	Spar_4.382
OG0003048	rna1760	Spar_5.350
OG0003049	rna1027	Spar_4.385
OG0003050	rna1028	Spar_4.386
OG0003051	rna1030	Spar_4.388
OG0003052	rna2367	Spar_7.490
OG0003053	rna5299	Spar_15.67
OG0003054	rna4879	Spar_14.63
OG0003055	rna4880	Spar_14.64
OG0003056	rna5302	Spar_15.72
OG0003057	rna1447	Spar_4.867
OG0003058	rna1443	Spar_4.862
OG0003059	rna1442	Spar_4.861
OG0003060	rna3595	Spar_11.211
OG0003061	rna4854	Spar_14.30
OG0003063	rna5769	Spar_15.574
OG0003064	rna29	Spar_1.28
OG0003065	rna5766	Spar_15.571
OG0003066	rna5522	Spar_15.312
OG0003067	rna5521	Spar_15.311
OG0003068	rna5050	Spar_14.235
OG0003069	rna5051	Spar_14.236
OG0003070	rna5519	Spar_15.310
OG0003071	rna5052	Spar_14.237
OG0003072	rna5516	Spar_15.307
OG0003073	rna5514	Spar_15.305
OG0003074	rna5510	Spar_15.301
OG0003076	rna5504	Spar_15.295
OG0003077	rna5062	Spar_14.249
OG0003078	rna5063	Spar_14.250
OG0003082	rna2503	Spar_7.636
OG0003083	rna3536	Spar_11.144
OG0003084	rna4579	Spar_13.275
OG0003085	rna4744	Spar_13.441
OG0003086	rna301	Spar_2.235
OG0003087	rna2640	Spar_8.137
OG0003088	rna1255	Spar_4.684
OG0003089	rna1175	Spar_4.543
OG0003090	rna748	Spar_4.62
OG0003091	rna1178	Spar_4.546
OG0003092	rna1180	Spar_4.549
OG0003093	rna1184	Spar_4.553
OG0003094	rna1185	Spar_4.554
OG0003095	rna743	Spar_4.57
OG0003096	rna2127	Spar_7.213
OG0003097	rna2288	Spar_7.392
OG0003098	rna2287	Spar_7.391
OG0003099	rna356	Spar_2.293
OG0003100	rna354	Spar_2.290
OG0003101	rna5858	Spar_16.89
OG0003102	rna4664	Spar_13.374
OG0003103	rna5866	Spar_16.97
OG0003104	rna4661	Spar_13.371
OG0003105	rna3073	Spar_10.46
OG0003106	rna791	Spar_4.110
OG0003107	rna790	Spar_4.109
OG0003109	rna2023	Spar_7.94
OG0003110	rna4160	Spar_12.429
OG0003112	rna6111	Spar_16.367
OG0003113	rna3796	Spar_12.37
OG0003114	rna1038	Spar_4.396
OG0003115	rna1776	Spar_5.367
OG0003116	rna2219	Spar_7.314
OG0003117	rna2218	Spar_7.313
OG0003118	rna4176	Spar_12.447
OG0003121	rna5208	Spar_14.413
OG0003122	rna5211	Spar_14.415
OG0003124	rna3437	Spar_11.14
OG0003125	rna3054	Spar_10.25
OG0003126	rna5824	Spar_16.45
OG0003127	rna5822	Spar_16.43
OG0003128	rna5821	Spar_16.42
OG0003130	rna5828	Spar_16.49
OG0003132	rna1508	Spar_5.13
OG0003133	rna1507	Spar_5.12
OG0003134	rna5420	Spar_15.197
OG0003135	rna4464, rna4465	Spar_13.155
OG0003136	rna4466	Spar_13.156
OG0003137	rna5415	Spar_15.190
OG0003138	rna4778	Spar_13.476
OG0003139	rna4776	Spar_13.474
OG0003140	rna4341	Spar_13.24
OG0003141	rna4343	Spar_13.26
OG0003142	rna4344	Spar_13.27
OG0003143	rna4350	Spar_13.33
OG0003144	rna4772	Spar_13.470
OG0003145	rna4351	Spar_13.34
OG0003146	rna4764	Spar_13.463
OG0003147	rna1037	Spar_4.395
OG0003148	rna3676	Spar_11.303
OG0003149	rna3670	Spar_11.297
OG0003150	rna4284	Spar_12.565
OG0003151	rna3461	Spar_11.51
OG0003152	rna4283	Spar_12.564
OG0003153	rna4282	Spar_12.563
OG0003154	rna5890	Spar_16.122
OG0003155	rna241	Spar_2.164
OG0003156	rna5336	Spar_15.105
OG0003157	rna3586	Spar_11.202
