Orthogroup	s_cerevisiae_proteins	s_bayanus_proteins
OG0002304	rna4732	Sbay_13.425
OG0002305	rna5722	Sbay_8.357
OG0002306	rna4733	Sbay_13.426
OG0002307	rna5724	Sbay_8.359
OG0002308	rna5727	Sbay_8.362
OG0002309	rna4738	Sbay_13.430
OG0002310	rna1840	Sbay_6.31
OG0002311	rna3885	Sbay_10.139
OG0002312	rna1839	Sbay_6.30
OG0002313	rna3886	Sbay_10.140
OG0002314	rna3889	Sbay_10.143
OG0002315	rna2016	Sbay_7.73
OG0002316	rna2012	Sbay_7.71
OG0002317	rna1734	Sbay_5.259
OG0002318	rna2164	Sbay_7.234
OG0002319	rna4557	Sbay_13.256
OG0002320	rna2161	Sbay_7.232
OG0002321	rna4115	Sbay_10.357
OG0002322	rna443	Sbay_4.477
OG0002323	rna444	Sbay_4.478
OG0002324	rna447	Sbay_4.480
OG0002325	rna2078	Sbay_7.143
OG0002326	rna450	Sbay_4.483
OG0002327	rna451	Sbay_4.484
OG0002328	rna2080	Sbay_7.145
OG0002329	rna1996	Sbay_7.54
OG0002330	rna1997	Sbay_7.55
OG0002331	rna2001	Sbay_7.59
OG0002332	rna2004	Sbay_7.62
OG0002333	rna4428	Sbay_13.121
OG0002334	rna685	Sbay_3.126
OG0002335	rna683	Sbay_3.124
OG0002336	rna682	Sbay_3.123
OG0002337	rna5201	Sbay_14.397
OG0002338	rna464	Sbay_4.499
OG0002339	rna2097	Sbay_7.162
OG0002340	rna2096	Sbay_7.161
OG0002341	rna461	Sbay_4.494
OG0002342	rna460	Sbay_4.493
OG0002343	rna459	Sbay_4.492
OG0002344	rna2093	Sbay_7.158
OG0002345	rna2092	Sbay_7.157
OG0002346	rna458	Sbay_4.491
OG0002347	rna2091	Sbay_7.156
OG0002348	rna456	Sbay_4.489
OG0002349	rna2088	Sbay_7.153
OG0002350	rna2087	Sbay_7.152
OG0002351	rna2831	Sbay_9.28
OG0002352	rna6070	Sbay_16.298
OG0002353	rna6075	Sbay_16.303
OG0002354	rna1439	Sbay_2.665
OG0002355	rna5939	Sbay_16.157
OG0002356	rna5660	Sbay_8.295
OG0002357	rna5941	Sbay_16.158
OG0002358	rna5659	Sbay_8.294
OG0002359	rna5942	Sbay_16.159
OG0002360	rna5658	Sbay_8.293
OG0002361	rna5944	Sbay_16.161
OG0002362	rna5947	Sbay_16.164
OG0002363	rna3943	Sbay_10.205
OG0002364	rna992	Sbay_2.204
OG0002365	rna993	Sbay_2.207
OG0002366	rna295	Sbay_4.312
OG0002367	rna1052	Sbay_2.264
OG0002368	rna1785	Sbay_5.314
OG0002369	rna1051	Sbay_2.263
OG0002370	rna1048	Sbay_2.260
OG0002371	rna4106	Sbay_10.347
OG0002372	rna5149	Sbay_14.337
OG0002373	rna586	Sbay_3.10
OG0002374	rna5154	Sbay_14.343
OG0002375	rna2010	Sbay_7.68
OG0002376	rna2006	Sbay_7.64
OG0002377	rna188	Sbay_2.97
OG0002378	rna189	Sbay_2.98
OG0002379	rna1742	Sbay_5.268
OG0002380	rna597	Sbay_3.22
OG0002381	rna596	Sbay_3.21
OG0002382	rna3827	Sbay_10.75
OG0002383	rna3826	Sbay_10.74
OG0002384	rna3263	Sbay_12.79
OG0002385	rna3824	Sbay_10.72
OG0002386	rna3262	Sbay_12.78
OG0002387	rna1167	Sbay_2.388
OG0002388	rna4077	Sbay_10.316
OG0002389	rna4075	Sbay_10.314
OG0002390	rna1172	Sbay_2.393
OG0002391	rna1173	Sbay_2.394
OG0002392	rna1174	Sbay_2.395
OG0002393	rna753	Sbay_4.50
OG0002394	rna3550	Sbay_11.125
OG0002395	rna3548	Sbay_11.123
OG0002396	rna4564	Sbay_11.120
OG0002397	rna4570	Sbay_13.268
OG0002398	rna4571	Sbay_13.269
OG0002399	rna4572	Sbay_13.270
OG0002400	rna3541	Sbay_11.115
OG0002401	rna3154	Sbay_6.180
OG0002402	rna3679	Sbay_11.255
OG0002403	rna3680	Sbay_11.256
OG0002404	rna3681	Sbay_11.257
OG0002405	rna3682	Sbay_11.258
OG0002406	rna3157	Sbay_6.177
OG0002407	rna3159	Sbay_6.175
OG0002408	rna3160	Sbay_6.174
OG0002409	rna3163	Sbay_6.171
OG0002410	rna3165	Sbay_6.169
OG0002411	rna3169	Sbay_6.165
OG0002412	rna3170	Sbay_6.164
OG0002413	rna3172	Sbay_6.160
OG0002414	rna3173	Sbay_6.159
OG0002415	rna3174	Sbay_6.158
OG0002416	rna1034	Sbay_2.248
OG0002417	rna3246	Sbay_12.60
OG0002418	rna2387	Sbay_7.459
OG0002419	rna935	Sbay_4.247
OG0002420	rna937	Sbay_4.249
OG0002421	rna1285	Sbay_2.503
OG0002422	rna2668	Sbay_15.279
OG0002423	rna2391	Sbay_7.463
OG0002424	rna2392	Sbay_7.464
OG0002425	rna2394	Sbay_7.466
OG0002426	rna2393	Sbay_7.465
OG0002427	rna2400	Sbay_7.471
OG0002428	rna3242	Sbay_12.56
OG0002429	rna2398	Sbay_7.469
OG0002430	rna2404	Sbay_7.475
OG0002431	rna2407	Sbay_7.478
OG0002432	rna2408	Sbay_7.479
OG0002433	rna2409	Sbay_7.480
OG0002434	rna3813	Sbay_10.61
OG0002435	rna3814	Sbay_10.62
OG0002436	rna3851	Sbay_10.104
OG0002437	rna3850	Sbay_10.102
OG0002438	rna3816	Sbay_10.64
OG0002439	rna3845	Sbay_10.97
OG0002440	rna3260	Sbay_12.76
OG0002441	rna3819	Sbay_10.67
OG0002442	rna3822	Sbay_10.69
OG0002443	rna50	Sbay_1.45
OG0002444	rna51	Sbay_1.46
OG0002445	rna3724	Sbay_11.303
OG0002446	rna5468	Sbay_8.102
OG0002447	rna3725	Sbay_11.304
OG0002448	rna3726	Sbay_11.305
OG0002449	rna3727	Sbay_11.306
OG0002450	rna5472	Sbay_8.106
OG0002451	rna5477	Sbay_8.111
OG0002452	rna5483	Sbay_8.118
OG0002454	rna1527	Sbay_5.24
OG0002455	rna1528	Sbay_5.25
OG0002456	rna3313	Sbay_12.134
OG0002457	rna1530	Sbay_5.27
OG0002458	rna4621	Sbay_13.318
OG0002459	rna4620	Sbay_13.317
OG0002460	rna4618	Sbay_13.315
OG0002461	rna4612	Sbay_13.308
OG0002462	rna4611	Sbay_13.307
OG0002463	rna3861	Sbay_10.112
OG0002464	rna4606	Sbay_13.302
OG0002465	rna3855	Sbay_10.108
OG0002466	rna3854	Sbay_10.107
OG0002467	rna3853	Sbay_10.106
OG0002468	rna1086	Sbay_2.302
OG0002469	rna1085	Sbay_2.301
OG0002470	rna3946	Sbay_10.208
OG0002471	rna3945	Sbay_10.207
OG0002472	rna1008	Sbay_2.222
OG0002473	rna3798	Sbay_10.43
OG0002474	rna3799	Sbay_10.44
OG0002475	rna3800	Sbay_10.45
OG0002476	rna2540	Sbay_8.27
OG0002477	rna2541	Sbay_8.28
OG0002478	rna283	Sbay_4.301
OG0002479	rna985	Sbay_2.198
OG0002480	rna286	Sbay_4.304
OG0002481	rna988	Sbay_2.200
OG0002482	rna989	Sbay_2.201
OG0002483	rna990	Sbay_2.202
OG0002484	rna282	Sbay_4.298
OG0002485	rna980	Sbay_2.194
OG0002486	rna279	Sbay_4.295
OG0002487	rna278	Sbay_4.294
OG0002488	rna275	Sbay_4.289
OG0002489	rna994	Sbay_2.208
OG0002490	rna291	Sbay_4.309
OG0002491	rna293	Sbay_4.311
OG0002492	rna3912	Sbay_10.168
OG0002493	rna3913	Sbay_10.169
OG0002494	rna3914	Sbay_10.170
OG0002495	rna3916	Sbay_10.172
OG0002496	rna3918	Sbay_10.174
OG0002497	rna1062	Sbay_2.274
OG0002498	rna1063	Sbay_2.275
OG0002499	rna1068	Sbay_2.281
OG0002500	rna3925	Sbay_10.181
OG0002501	rna1074	Sbay_2.289
OG0002502	rna1076	Sbay_2.291
OG0002503	rna3929	Sbay_10.186
OG0002504	rna3931	Sbay_10.188
OG0002505	rna3933	Sbay_10.190
OG0002506	rna3935	Sbay_10.191
OG0002507	rna3936	Sbay_10.192
OG0002508	rna3941	Sbay_10.202
OG0002509	rna1081	Sbay_2.297
OG0002510	rna4129	Sbay_10.369
OG0002511	rna5589	Sbay_8.228
OG0002512	rna5588	Sbay_8.227
OG0002513	rna4128	Sbay_10.368
OG0002514	rna5579	Sbay_8.217
OG0002515	rna5580	Sbay_8.218
OG0002516	rna5581	Sbay_8.219
OG0002517	rna5582	Sbay_8.221
OG0002518	rna5584	Sbay_8.223
OG0002519	rna4118	Sbay_10.359
OG0002520	rna1732	Sbay_5.257
OG0002521	rna4091	Sbay_10.330
OG0002522	rna1149	Sbay_2.372
OG0002523	rna4956	Sbay_14.141
OG0002524	rna4957	Sbay_14.142
OG0002525	rna4962	Sbay_14.148
OG0002526	rna366	Sbay_4.395
OG0002527	rna5322	Sbay_15.79
OG0002528	rna374	Sbay_4.404
OG0002529	rna373	Sbay_4.403
OG0002530	rna3149	Sbay_6.184
OG0002531	rna3687	Sbay_11.263
OG0002532	rna3688	Sbay_11.264
OG0002533	rna3690	Sbay_11.267
OG0002534	rna3147	Sbay_6.186
OG0002535	rna3693	Sbay_11.270
OG0002536	rna1289	Sbay_2.507
OG0002537	rna2673	Sbay_15.283
OG0002538	rna1287	Sbay_2.505
OG0002539	rna2672	Sbay_15.282
OG0002540	rna2671	Sbay_15.281
OG0002541	rna1286	Sbay_2.504
OG0002542	rna3494	Sbay_11.66
OG0002543	rna2421	Sbay_7.492
OG0002544	rna2423	Sbay_7.494
OG0002545	rna2681	Sbay_15.294
OG0002546	rna2680	Sbay_15.293
OG0002548	rna2167	Sbay_7.237
OG0002549	rna2168	Sbay_7.238
OG0002550	rna3807	Sbay_10.55
OG0002551	rna2033	Sbay_7.91
OG0002552	rna2032	Sbay_7.90
OG0002553	rna2031	Sbay_7.89
OG0002554	rna5339	Sbay_15.96
OG0002555	rna901	Sbay_4.208
OG0002556	rna3247	Sbay_12.61
OG0002557	rna3249	Sbay_12.63
OG0002558	rna2410	Sbay_7.481
OG0002559	rna3251	Sbay_12.65
OG0002560	rna3252	Sbay_12.66
OG0002561	rna2412	Sbay_7.483
OG0002562	rna4030	Sbay_10.268
OG0002563	rna4031	Sbay_10.269
OG0002564	rna5399	Sbay_15.156
OG0002565	rna4108	Sbay_10.349
OG0002566	rna2046	Sbay_7.104
OG0002567	rna4110	Sbay_10.352
OG0002568	rna5753	Sbay_8.391
OG0002569	rna34	Sbay_1.30
OG0002570	rna33	Sbay_1.29
OG0002571	rna5758	Sbay_8.396
OG0002572	rna5760	Sbay_8.400
OG0002573	rna5763	Sbay_8.403
OG0002574	rna5045	Sbay_14.231
OG0002575	rna5043	Sbay_14.229
OG0002576	rna5527	Sbay_8.165
OG0002577	rna5040	Sbay_14.225
OG0002578	rna5530	Sbay_8.168
OG0002579	rna2696	Sbay_15.310
OG0002580	rna5039	Sbay_14.224
OG0002581	rna5036	Sbay_14.221
OG0002582	rna5035	Sbay_14.220
OG0002583	rna5032	Sbay_14.217
OG0002584	rna2701	Sbay_15.316
OG0002585	rna2702	Sbay_15.317
OG0002586	rna5031	Sbay_14.216
OG0002587	rna5028	Sbay_14.212
OG0002588	rna5027	Sbay_14.211
OG0002589	rna5023	Sbay_14.208
OG0002590	rna5022	Sbay_14.207
OG0002591	rna244	Sbay_2.155
OG0002592	rna245	Sbay_2.157
OG0002593	rna246	Sbay_2.158
OG0002594	rna910	Sbay_4.219
OG0002595	rna909	Sbay_4.218
OG0002596	rna908	Sbay_4.217
OG0002597	rna5344	Sbay_15.101
OG0002598	rna907	Sbay_4.216
OG0002599	rna4731	Sbay_13.424
OG0002600	rna5719	Sbay_8.354
OG0002601	rna5717	Sbay_8.352
OG0002602	rna4729	Sbay_13.422
OG0002603	rna5715	Sbay_8.350
OG0002604	rna4726	Sbay_13.419
OG0002605	rna1841	Sbay_6.32
OG0002606	rna1842	Sbay_6.33
OG0002607	rna3881	Sbay_10.135
OG0002608	rna4479	Sbay_13.176
OG0002609	rna3612	Sbay_11.184
OG0002610	rna2547	Sbay_8.34
OG0002611	rna3613	Sbay_11.185
OG0002612	rna2551	Sbay_8.37
OG0002613	rna2553	Sbay_8.39
OG0002615	rna3619	Sbay_11.189
OG0002616	rna3620	Sbay_11.190
OG0002617	rna2556	Sbay_8.42
OG0002618	rna3621	Sbay_11.191
OG0002619	rna4555	Sbay_13.254
OG0002621	rna3563	Sbay_11.138
OG0002622	rna3564	Sbay_11.139
OG0002623	rna3565	Sbay_11.140
OG0002624	rna3566	Sbay_11.141
OG0002625	rna3570	Sbay_11.144
OG0002626	rna4544	Sbay_13.239
OG0002627	rna3572	Sbay_11.146
OG0002628	rna4541	Sbay_13.236
OG0002629	rna4540	Sbay_13.234
OG0002630	rna4539	Sbay_13.233
OG0002631	rna4538	Sbay_13.232
OG0002632	rna3573	Sbay_11.147
OG0002633	rna3574	Sbay_11.148
OG0002634	rna4535	Sbay_13.228
OG0002635	rna3575	Sbay_11.149
OG0002636	rna3576	Sbay_11.150
OG0002637	rna4527	Sbay_13.218
OG0002638	rna4515	Sbay_13.208
OG0002639	rna4514	Sbay_13.207
OG0002640	rna4512	Sbay_13.205
OG0002641	rna4511	Sbay_13.204
OG0002642	rna1129, rna4510	Sbay_13.203
OG0002643	rna5309	Sbay_15.67
OG0002645	rna6082	Sbay_16.310
OG0002646	rna6077	Sbay_16.305
OG0002647	rna6078	Sbay_16.306
OG0002648	rna6079	Sbay_16.307
OG0002649	rna6080	Sbay_16.308
OG0002650	rna675	Sbay_3.115
OG0002651	rna2946	Sbay_9.154
OG0002652	rna2948	Sbay_9.156
OG0002653	rna1638	Sbay_5.157
OG0002654	rna2949	Sbay_9.157
OG0002655	rna2960	Sbay_9.168
OG0002656	rna2713	Sbay_15.328
OG0002657	rna6030	Sbay_16.253
OG0002658	rna5266	Sbay_15.19
OG0002659	rna1835	Sbay_6.26
OG0002660	rna2041	Sbay_7.98
OG0002661	rna1472	Sbay_2.706
OG0002663	rna3300	Sbay_12.121
OG0002664	rna2869	Sbay_9.71, Sbay_9.70
OG0002666	rna4271	Sbay_10.527
OG0002667	rna4801	Sbay_13.495
OG0002668	rna3952	Sbay_10.219
OG0002670	rna2605	Sbay_13.79, Sbay_15.215
OG0002671	rna2798	Sbay_7.1
OG0002671	rna5233	Sbay_12.259
OG0002674	rna3754	Sbay_11.334
OG0002675	rna2839	Sbay_9.38
OG0002676	rna1965	Sbay_7.21
OG0002677	rna1930	Sbay_12.11
OG0002678	rna1925	Sbay_12.16
OG0002680	rna1979	Sbay_7.34
OG0002681	rna1623	Sbay_5.139
OG0002682	rna1619	Sbay_5.137
OG0002683	rna1983	Sbay_7.39
OG0002684	rna1615	Sbay_5.132
OG0002686	rna4460	Sbay_13.156
OG0002687	rna1375	Sbay_2.597
OG0002689	rna4423	Sbay_13.118
OG0002690	rna4424	Sbay_13.119
OG0002691	rna5573	Sbay_8.209
OG0002692	rna5576	Sbay_8.212
OG0002693	rna4210	Sbay_10.453
OG0002696	rna2261	Sbay_7.334
OG0002697	rna2262	Sbay_7.335
OG0002698	rna3662	Sbay_11.237
OG0002699	rna3663	Sbay_11.238
OG0002700	rna1879	Sbay_6.74
OG0002702	rna2042	Sbay_7.99
OG0002703	rna749	Sbay_4.46
OG0002704	rna5776	Sbay_8.419
OG0002705	rna21	Sbay_1.17
OG0002706	rna5774	Sbay_8.417
OG0002707	rna5772	Sbay_8.414
OG0002708	rna47	Sbay_1.42
OG0002709	rna1162	Sbay_2.382
OG0002710	rna4542	Sbay_13.237
OG0002711	rna2383	Sbay_7.455
OG0002712	rna2188	Sbay_7.263
OG0002714	rna208	Sbay_2.120
OG0002715	rna2475	Sbay_7.547
OG0002716	rna2474	Sbay_7.546
OG0002717	rna2473	Sbay_7.544
OG0002718	rna2471	Sbay_7.542
OG0002719	rna2464	Sbay_7.532
OG0002720	rna3114	Sbay_6.223
OG0002721	rna3112	Sbay_6.225
OG0002722	rna3111	Sbay_6.226
OG0002723	rna3110	Sbay_6.227
OG0002724	rna3109	Sbay_6.228
OG0002725	rna3720	Sbay_11.299
OG0002726	rna3106	Sbay_6.229
OG0002727	rna3080	Sbay_6.259
OG0002728	rna3082	Sbay_6.257
OG0002729	rna3084	Sbay_6.254
OG0002730	rna3088	Sbay_6.249
OG0002731	rna3480	Sbay_11.49
OG0002732	rna3481	Sbay_11.50
OG0002733	rna3483	Sbay_11.52
OG0002734	rna2674	Sbay_15.284
OG0002735	rna1202	Sbay_2.423
OG0002736	rna5443	Sbay_8.79
OG0002737	rna1428	Sbay_2.652
OG0002738	rna5442	Sbay_8.78
OG0002739	rna5288	Sbay_15.42
OG0002740	rna5289	Sbay_15.43
OG0002741	rna4860	Sbay_14.43
OG0002742	rna4861	Sbay_14.44
OG0002743	rna4862	Sbay_14.45
OG0002744	rna5294	Sbay_15.49
OG0002745	rna5295	Sbay_15.50
OG0002746	rna5496	Sbay_8.128
OG0002747	rna3742	Sbay_11.322
OG0002748	rna3737	Sbay_11.317
OG0002750	rna3317	Sbay_12.138
OG0002751	rna4416	Sbay_13.112
OG0002752	rna4414	Sbay_13.110
OG0002753	rna4412	Sbay_13.108
OG0002754	rna2590	Sbay_15.200
OG0002755	rna2592	Sbay_15.202
OG0002757	rna591	Sbay_3.15
OG0002758	rna74	Sbay_1.75
OG0002759	rna2201	Sbay_7.278
OG0002760	rna2200	Sbay_7.277
OG0002761	rna2764	Sbay_15.378
OG0002762	rna2770	Sbay_15.385
OG0002763	rna2482	Sbay_7.555
OG0002764	rna2488	Sbay_7.562
OG0002765	rna2489	Sbay_7.563
OG0002766	rna4788	Sbay_13.481
OG0002767	rna4794	Sbay_13.487
OG0002768	rna2496	Sbay_7.570
OG0002769	rna2498	Sbay_7.572
OG0002770	rna4796	Sbay_13.489
OG0002771	rna4811	Sbay_13.507
OG0002772	rna4809	Sbay_13.505
OG0002774	rna1950	Sbay_7.7
OG0002775	rna264	Sbay_4.278
OG0002776	rna961	Sbay_2.172
OG0002777	rna1882	Sbay_6.83
OG0002778	rna608	Sbay_3.39
OG0002779	rna613	Sbay_3.44
OG0002780	rna1559	Sbay_5.63
OG0002781	rna1557	Sbay_5.66
OG0002782	rna5001	Sbay_14.188
OG0002783	rna2709	Sbay_15.324
OG0002784	rna1611	Sbay_5.127
OG0002785	rna1613	Sbay_5.129
OG0002786	rna1614	Sbay_5.131
OG0002787	rna4454	Sbay_13.150
OG0002788	rna1389	Sbay_2.612
OG0002789	rna4448	Sbay_13.142
OG0002790	rna4446	Sbay_13.140
OG0002791	rna1391	Sbay_2.614
OG0002792	rna1392	Sbay_2.616
OG0002794	rna4442	Sbay_13.136
OG0002795	rna1394	Sbay_2.618
OG0002796	rna1395	Sbay_2.619
OG0002797	rna1397	Sbay_2.621
OG0002798	rna4436	Sbay_13.130
OG0002799	rna4434	Sbay_13.128
OG0002800	rna5870	Sbay_16.84
OG0002801	rna2066	Sbay_7.126
OG0002803	rna5881	Sbay_16.95
OG0002804	rna2139	Sbay_7.205
OG0002806	rna3466	Sbay_11.36
OG0002807	rna3468	Sbay_11.38
OG0002808	rna3469	Sbay_11.39
OG0002809	rna3472	Sbay_11.41
OG0002810	rna4266	Sbay_10.524
OG0002811	rna869	Sbay_4.172
OG0002812	rna4261	Sbay_10.520
OG0002813	rna1572	Sbay_5.82
OG0002814	rna3407	Sbay_12.232
OG0002815	rna3402	Sbay_12.226
OG0002816	rna2784	Sbay_15.400
OG0002817	rna3401	Sbay_12.225
OG0002818	rna2783	Sbay_15.399
OG0002819	rna2779	Sbay_15.395
OG0002820	rna2778	Sbay_15.394
OG0002821	rna4380	Sbay_13.73
OG0002822	rna4381	Sbay_13.74
OG0002823	rna4382	Sbay_13.75
OG0002824	rna4387	Sbay_13.83
OG0002825	rna4388	Sbay_13.84
OG0002826	rna4394	Sbay_13.90
OG0002827	rna4304	Sbay_10.561
OG0002828	rna4398	Sbay_13.95
OG0002829	rna4301	Sbay_10.558
OG0002830	rna4400	Sbay_13.97
OG0002832	rna4292	Sbay_10.547
OG0002833	rna2241	Sbay_7.316
OG0002834	rna2237	Sbay_7.312
OG0002836	rna2228	Sbay_7.306
OG0002837	rna2227	Sbay_7.305
OG0002838	rna6101	Sbay_16.331
OG0002839	rna3558	Sbay_11.133
OG0002840	rna3559	Sbay_11.134
OG0002841	rna3324	Sbay_12.146
OG0002842	rna1905	Sbay_6.99
OG0002843	rna959	Sbay_2.170
OG0002844	rna262	Sbay_4.276
OG0002845	rna259	Sbay_4.273
OG0002846	rna3094	Sbay_6.243
OG0002847	rna3100	Sbay_6.236
OG0002848	rna3101	Sbay_6.235
OG0002849	rna3722	Sbay_11.301
OG0002850	rna3068	Sbay_6.272
OG0002851	rna4229	Sbay_10.486
OG0002852	rna4227	Sbay_10.484
OG0002853	rna2274	Sbay_7.346
OG0002854	rna4224	Sbay_10.467
OG0002855	rna2273	Sbay_7.345
OG0002856	rna4222	Sbay_10.465
OG0002857	rna5707	Sbay_8.341
OG0002858	rna4716	Sbay_13.410
OG0002859	rna6145	Sbay_16.385
OG0002860	rna4751	Sbay_13.441
OG0002861	rna4747	Sbay_13.437
OG0002862	rna346	Sbay_4.371
OG0002863	rna344	Sbay_4.369
OG0002864	rna342	Sbay_4.367
OG0002865	rna6162	Sbay_16.406
OG0002866	rna6159	Sbay_16.401
OG0002867	rna6156	Sbay_16.398
OG0002868	rna6154	Sbay_16.396
OG0002869	rna331	Sbay_4.355
OG0002870	rna379	Sbay_4.410
OG0002871	rna6038	Sbay_16.259
OG0002873	rna1432	Sbay_2.656
OG0002875	rna5841	Sbay_16.55
OG0002876	rna202	Sbay_2.114
OG0002877	rna6263	Sbay_16.498
OG0002878	rna6267	Sbay_16.504
OG0002879	rna4316	Sbay_10.576
OG0002880	rna6228	Sbay_16.468
OG0002881	rna2334	Sbay_7.406
OG0002882	rna2330	Sbay_7.403
OG0002883	rna6220	Sbay_16.462
OG0002884	rna2327	Sbay_7.400
OG0002885	rna6214	Sbay_16.455
OG0002886	rna1594	Sbay_5.105
OG0002887	rna1592	Sbay_5.104
OG0002888	rna3002	Sbay_9.218
OG0002889	rna3010	Sbay_9.226
OG0002891	rna3012	Sbay_9.230
OG0002892	rna6142	Sbay_16.382
OG0002893	rna321	Sbay_4.343
OG0002894	rna319	Sbay_4.341
OG0002895	rna316	Sbay_4.338
OG0002896	rna313	Sbay_4.335
OG0002897	rna173	Sbay_2.81
OG0002898	rna174	Sbay_2.82
OG0002899	rna175	Sbay_2.83
OG0002900	rna177	Sbay_2.85
OG0002901	rna4595	Sbay_13.293
OG0002902	rna4592	Sbay_13.290
OG0002903	rna3521	Sbay_11.94
OG0002904	rna4591	Sbay_13.289
OG0002905	rna3527	Sbay_11.100
OG0002906	rna3528	Sbay_11.101
OG0002907	rna3529	Sbay_11.102
OG0002908	rna4581	Sbay_13.279
OG0002909	rna2322	Sbay_7.395
OG0002910	rna4723	Sbay_13.416
OG0002911	rna2266	Sbay_7.339
OG0002912	rna2264	Sbay_7.337
OG0002914	rna3334	Sbay_12.157
OG0002915	rna3451	Sbay_11.19
OG0002917	rna3449	Sbay_11.15
OG0002918	rna3447	Sbay_11.13
OG0002919	rna3343	Sbay_12.167
OG0002920	rna2458	Sbay_7.526
OG0002922	rna534	Sbay_3.151
OG0002923	rna542	Sbay_3.158
OG0002925	rna1482	Sbay_2.714
OG0002926	rna1469	Sbay_2.701
OG0002927	rna1468	Sbay_2.700
OG0002928	rna553	Sbay_3.168
OG0002930	rna562	Sbay_3.179
OG0002931	rna563	Sbay_3.180
OG0002932	rna565	Sbay_3.182
OG0002933	rna566	Sbay_3.183
OG0002934	rna567	Sbay_3.184
OG0002935	rna1459	Sbay_2.689
OG0002936	rna1452	Sbay_2.680
OG0002937	rna4040	Sbay_10.278
OG0002938	rna4047	Sbay_10.285
OG0002939	rna1598	Sbay_5.112
OG0002940	rna646	Sbay_3.82
OG0002941	rna645	Sbay_3.81
OG0002942	rna1505	Sbay_5.3
OG0002943	rna4900	Sbay_14.82
OG0002944	rna4902	Sbay_14.84
OG0002945	rna1001	Sbay_2.215
OG0002946	rna4905	Sbay_14.87
OG0002947	rna4906	Sbay_14.88
OG0002948	rna4911	Sbay_14.93
OG0002949	rna3364	Sbay_12.186
OG0002950	rna3060	Sbay_6.281
OG0002952	rna1435	Sbay_2.659
OG0002953	rna5314	Sbay_15.70
OG0002954	rna913	Sbay_4.222
OG0002955	rna5351	Sbay_15.108
OG0002956	rna82	Sbay_1.86
OG0002957	rna79	Sbay_1.82
OG0002958	rna3026	Sbay_9.243
OG0002959	rna922	Sbay_4.231
OG0002960	rna926	Sbay_4.236
OG0002961	rna359	Sbay_4.387
OG0002962	rna5334	Sbay_15.91
OG0002963	rna2284	Sbay_7.359
OG0002965	rna4137	Sbay_10.377
OG0002966	rna4143	Sbay_10.382
OG0002967	rna4145	Sbay_10.384
OG0002968	rna4149	Sbay_10.388
OG0002969	rna5604	Sbay_8.244
OG0002970	rna4156	Sbay_10.395
OG0002972	rna434	Sbay_4.469
OG0002973	rna2145	Sbay_7.213
OG0002974	rna2144	Sbay_7.212
OG0002975	rna2142	Sbay_7.210
OG0002976	rna2076	Sbay_7.136
OG0002977	rna5412	Sbay_15.171
OG0002978	rna5413	Sbay_15.172
OG0002979	rna4339	Sbay_13.24
OG0002980	rna5562	Sbay_8.198
OG0002981	rna1354	Sbay_2.573
OG0002982	rna1356	Sbay_2.576
OG0002983	rna1358	Sbay_2.578
OG0002984	rna1359	Sbay_2.579
OG0002985	rna4713	Sbay_13.407
OG0002986	rna5694	Sbay_8.327
OG0002987	rna4710	Sbay_13.403
OG0002988	rna4708	Sbay_13.401
OG0002989	rna4707	Sbay_13.400
OG0002990	rna4704	Sbay_13.397
OG0002991	rna5690	Sbay_8.325
OG0002992	rna4703	Sbay_13.396
OG0002993	rna4702	Sbay_13.395
OG0002994	rna4701	Sbay_13.394
OG0002995	rna5682	Sbay_8.318
OG0002996	rna5680	Sbay_8.316
OG0002997	rna5679	Sbay_8.315
OG0002998	rna1673	Sbay_5.193
OG0002999	rna1672	Sbay_5.192
OG0003000	rna2921	Sbay_9.130
OG0003001	rna1669	Sbay_5.190
OG0003002	rna2922	Sbay_9.131
OG0003003	rna1661	Sbay_5.183
OG0003004	rna2925	Sbay_9.134
OG0003005	rna2930	Sbay_9.139
OG0003006	rna2931	Sbay_9.140
OG0003008	rna2936	Sbay_9.144
OG0003009	rna1646	Sbay_5.166
OG0003012	rna657	Sbay_3.93
OG0003013	rna656	Sbay_3.92
OG0003014	rna5181	Sbay_14.377
OG0003015	rna1677	Sbay_5.196
OG0003017	rna5678	Sbay_8.314
OG0003018	rna5677	Sbay_8.313
OG0003019	rna5672	Sbay_8.307
OG0003020	rna5919	Sbay_16.137
OG0003021	rna5918	Sbay_16.136
OG0003022	rna5917	Sbay_16.134
OG0003023	rna5669	Sbay_8.304
OG0003024	rna5924	Sbay_16.142
OG0003025	rna5666	Sbay_8.301
OG0003026	rna5926	Sbay_16.144
OG0003027	rna5927	Sbay_16.145
OG0003028	rna5663	Sbay_8.298
OG0003029	rna5928	Sbay_16.146
OG0003030	rna5930	Sbay_16.148
OG0003031	rna5931	Sbay_16.149
OG0003032	rna1249	Sbay_2.468
OG0003033	rna2610	Sbay_15.221
OG0003034	rna1243	Sbay_2.462
OG0003035	rna1242	Sbay_2.461
OG0003036	rna1241	Sbay_2.460
OG0003037	rna2612	Sbay_15.223
OG0003038	rna1234	Sbay_2.452
OG0003039	rna2626	Sbay_15.237
OG0003040	rna2622	Sbay_15.233
OG0003041	rna1227	Sbay_2.445
OG0003042	rna2849	Sbay_9.49
OG0003043	rna2848	Sbay_9.48
OG0003044	rna2374	Sbay_7.450
