Orthogroup	s_cerevisiae_proteins	s_kudriavzevii_proteins
OG0002410	rna3165	Skud_10.119
OG0002411	rna3169	Skud_10.123
OG0002412	rna3170	Skud_10.124
OG0002413	rna3172	Skud_10.126
OG0002414	rna3173	Skud_10.127
OG0002415	rna3174	Skud_10.128
OG0002416	rna1034	Skud_4.343
OG0002417	rna3246	Skud_10.200
OG0002418	rna2387	Skud_7.494
OG0002419	rna935	Skud_4.248
OG0002420	rna937	Skud_4.250
OG0002421	rna1285	Skud_4.600
OG0002422	rna2668	Skud_8.146
OG0002423	rna2391	Skud_7.498
OG0002424	rna2392	Skud_7.499
OG0002425	rna2394	Skud_7.501
OG0002426	rna2393	Skud_7.500
OG0002427	rna2400	Skud_7.508
OG0002428	rna3242	Skud_10.196
OG0002429	rna2398	Skud_7.504
OG0002430	rna2404	Skud_7.512
OG0002431	rna2407	Skud_7.515
OG0002432	rna2408	Skud_7.516
OG0002433	rna2409	Skud_7.517
OG0002434	rna3813	Skud_12.53
OG0002435	rna3814	Skud_12.54
OG0002436	rna3851	Skud_12.91
OG0002437	rna3850	Skud_12.90
OG0002438	rna3816	Skud_12.56
OG0002439	rna3845	Skud_12.85
OG0002440	rna3260	Skud_10.218
OG0002441	rna3819	Skud_12.59
OG0002442	rna3822	Skud_12.61
OG0002443	rna50	Skud_1.40
OG0002444	rna51	Skud_1.41
OG0002445	rna3724	Skud_11.304
OG0002446	rna5468	Skud_15.214
OG0002447	rna3725	Skud_11.305
OG0002448	rna3726	Skud_11.306
OG0002449	rna3727	Skud_11.307
OG0002450	rna5472	Skud_15.218
OG0002451	rna5477	Skud_15.228
OG0002452	rna5483	Skud_15.234
OG0002454	rna1527	Skud_5.44
OG0002455	rna1528	Skud_5.46
OG0002456	rna3313	Skud_10.268
OG0002457	rna1530	Skud_5.48
OG0002458	rna4621	Skud_13.299
OG0002459	rna4620	Skud_13.298
OG0002460	rna4618	Skud_13.295
OG0002461	rna4612	Skud_13.289
OG0002462	rna4611	Skud_13.288
OG0002463	rna3861	Skud_12.99
OG0002464	rna4606	Skud_13.283
OG0002465	rna3855	Skud_12.95
OG0002466	rna3854	Skud_12.94
OG0002467	rna3853	Skud_12.93
OG0002468	rna1086	Skud_4.400
OG0002469	rna1085	Skud_4.399
OG0002470	rna3946	Skud_12.189
OG0002471	rna3945	Skud_12.188
OG0002472	rna1008	Skud_4.318
OG0002473	rna3798	Skud_12.38
OG0002474	rna3799	Skud_12.39
OG0002475	rna3800	Skud_12.40
OG0002476	rna2540	Skud_8.20
OG0002477	rna2541	Skud_8.21
OG0002478	rna283	Skud_2.185
OG0002479	rna985	Skud_4.295
OG0002480	rna286	Skud_2.188
OG0002481	rna988	Skud_4.297
OG0002482	rna989	Skud_4.298
OG0002483	rna990	Skud_4.299
OG0002484	rna282	Skud_2.180
OG0002485	rna980	Skud_4.291
OG0002486	rna279	Skud_2.177
OG0002487	rna278	Skud_2.176
OG0002488	rna275	Skud_2.172
OG0002489	rna994	Skud_4.303
OG0002490	rna291	Skud_2.193
OG0002491	rna293	Skud_2.195
OG0002492	rna3912	Skud_12.152
OG0002493	rna3913	Skud_12.153
OG0002494	rna3914	Skud_12.154
OG0002495	rna3916	Skud_12.156
OG0002496	rna3918	Skud_12.158
OG0002497	rna1062	Skud_4.375
OG0002498	rna1063	Skud_4.376
OG0002499	rna1068	Skud_4.381
OG0002500	rna3925	Skud_12.165
OG0002501	rna1074	Skud_4.387
OG0002502	rna1076	Skud_4.389
OG0002503	rna3929	Skud_12.169
OG0002504	rna3931	Skud_12.171
OG0002505	rna3933	Skud_12.173
OG0002506	rna3935	Skud_12.174
OG0002507	rna3936	Skud_12.175
OG0002508	rna3941	Skud_12.181
OG0002509	rna1081	Skud_4.395
OG0002510	rna4129	Skud_12.353
OG0002511	rna5589	Skud_15.337
OG0002512	rna5588	Skud_15.336
OG0002513	rna4128	Skud_12.352
OG0002514	rna5579	Skud_15.327
OG0002515	rna5580	Skud_15.328
OG0002516	rna5581	Skud_15.329
OG0002517	rna5582	Skud_15.330
OG0002518	rna5584	Skud_15.332
OG0002519	rna4118	Skud_12.341
OG0002520	rna1732	Skud_5.238
OG0002521	rna4091	Skud_12.310
OG0002522	rna1149	Skud_4.467
OG0002523	rna4956	Skud_14.134
OG0002524	rna4957	Skud_14.135
OG0002525	rna4962	Skud_14.141
OG0002526	rna366	Skud_2.273
OG0002527	rna5322	Skud_15.66
OG0002528	rna374	Skud_2.281
OG0002529	rna373	Skud_2.280
OG0002530	rna3149	Skud_10.105
OG0002531	rna3687	Skud_11.266
OG0002532	rna3688	Skud_11.267
OG0002533	rna3690	Skud_11.270
OG0002534	rna3147	Skud_10.103
OG0002535	rna3693	Skud_11.273
OG0002536	rna1289	Skud_4.604
OG0002537	rna2673	Skud_8.150
OG0002538	rna1287	Skud_4.602
OG0002539	rna2672	Skud_8.149
OG0002540	rna2671	Skud_8.148
OG0002541	rna1286	Skud_4.601
OG0002542	rna3494	Skud_11.68
OG0002543	rna2421	Skud_7.534
OG0002544	rna2423	Skud_7.536
OG0002545	rna2681	Skud_8.160
OG0002546	rna2680	Skud_8.159
OG0002548	rna2167	Skud_7.246
OG0002549	rna2168	Skud_7.247
OG0002550	rna3807	Skud_12.48
OG0002551	rna2033	Skud_7.99
OG0002552	rna2032	Skud_7.98
OG0002553	rna2031	Skud_7.97
OG0002554	rna5339	Skud_15.83
OG0002555	rna901	Skud_4.212
OG0002556	rna3247	Skud_10.201
OG0002557	rna3249	Skud_10.203
OG0002558	rna2410	Skud_7.518
OG0002559	rna3251	Skud_10.205
OG0002560	rna3252	Skud_10.206
OG0002561	rna2412	Skud_7.523
OG0002562	rna4030	Skud_12.236
OG0002563	rna4031	Skud_12.237
OG0002564	rna5399	Skud_15.145
OG0002565	rna4108	Skud_12.333
OG0002566	rna2046	Skud_7.111
OG0002567	rna4110	Skud_12.335
OG0002568	rna5753	Skud_15.506
OG0002569	rna34	Skud_1.25
OG0002570	rna33	Skud_1.24
OG0002571	rna5758	Skud_15.509
OG0002572	rna5760	Skud_15.513
OG0002573	rna5763	Skud_15.517
OG0002574	rna5045	Skud_14.224
OG0002575	rna5043	Skud_14.222
OG0002576	rna5527	Skud_15.275
OG0002577	rna5040	Skud_14.218
OG0002578	rna5530	Skud_15.278
OG0002579	rna2696	Skud_8.175
OG0002580	rna5039	Skud_14.217
OG0002581	rna5036	Skud_14.213
OG0002582	rna5035	Skud_14.212
OG0002583	rna5032	Skud_14.209
OG0002584	rna2701	Skud_8.180
OG0002585	rna2702	Skud_8.181
OG0002586	rna5031	Skud_14.208
OG0002587	rna5028	Skud_14.205
OG0002588	rna5027	Skud_14.204
OG0002589	rna5023	Skud_14.201
OG0002590	rna5022	Skud_14.200
OG0002591	rna244	Skud_2.139
OG0002592	rna245	Skud_2.141
OG0002593	rna246	Skud_2.142
OG0002594	rna910	Skud_4.221
OG0002595	rna909	Skud_4.220
OG0002596	rna908	Skud_4.219
OG0002597	rna5344	Skud_15.89
OG0002598	rna907	Skud_4.218
OG0002599	rna4731	Skud_13.410
OG0002600	rna5719	Skud_15.470
OG0002601	rna5717	Skud_15.468
OG0002602	rna4729	Skud_13.407
OG0002603	rna5715	Skud_15.466
OG0002604	rna4726	Skud_13.404
OG0002605	rna1841	Skud_6.44
OG0002606	rna1842	Skud_6.45
OG0002607	rna3881	Skud_12.117
OG0002608	rna4479	Skud_13.165
OG0002609	rna3612	Skud_11.187
OG0002610	rna2547	Skud_8.27
OG0002611	rna3613	Skud_11.188
OG0002612	rna2551	Skud_8.30
OG0002613	rna2553	Skud_8.32
OG0002615	rna3619	Skud_11.192
OG0002616	rna3620	Skud_11.193
OG0002617	rna2556	Skud_8.35
OG0002618	rna3621	Skud_11.194
OG0002619	rna4555	Skud_13.232
OG0002620	rna4554	Skud_13.231
OG0002621	rna3563	Skud_11.141
OG0002622	rna3564	Skud_11.142
OG0002623	rna3565	Skud_11.143
OG0002624	rna3566	Skud_11.144
OG0002625	rna3570	Skud_11.147
OG0002626	rna4544	Skud_13.221
OG0002627	rna3572	Skud_11.149
OG0002628	rna4541	Skud_13.218
OG0002629	rna4540	Skud_13.217
OG0002630	rna4539	Skud_13.216
OG0002631	rna4538	Skud_13.215
OG0002632	rna3573	Skud_11.150
OG0002633	rna3574	Skud_11.151
OG0002634	rna4535	Skud_13.211
OG0002635	rna3575	Skud_11.152
OG0002636	rna3576	Skud_11.153
OG0002637	rna4527	Skud_13.205
OG0002638	rna4515	Skud_13.195
OG0002639	rna4514	Skud_13.194
OG0002640	rna4512	Skud_13.192
OG0002641	rna4511	Skud_13.191
OG0002642	rna1129, rna4510	Skud_13.190
OG0002643	rna5309	Skud_15.55
OG0002644	rna1811	Skud_6.2
OG0002645	rna6082	Skud_16.275
OG0002646	rna6077	Skud_16.270
OG0002647	rna6078	Skud_16.271
OG0002648	rna6079	Skud_16.272
OG0002649	rna6080	Skud_16.273
OG0002650	rna675	Skud_3.151
OG0002651	rna2946	Skud_9.123
OG0002652	rna2948	Skud_9.125
OG0002653	rna1638	Skud_5.164
OG0002654	rna2949	Skud_9.126
OG0002655	rna2960	Skud_9.137
OG0002656	rna2713	Skud_8.192
OG0002657	rna6030	Skud_16.221
OG0002658	rna5266	Skud_15.13
OG0002659	rna1835	Skud_6.38
OG0002660	rna2041	Skud_7.106
OG0002661	rna1472	Skud_4.798
OG0002663	rna3300	Skud_10.256
OG0002664	rna2869	Skud_9.48
OG0002666	rna4271	Skud_12.495
OG0002667	rna4801	Skud_13.478
OG0002668	rna3952	Skud_12.195
OG0002669	rna2522	Skud_13.8
OG0002670	rna2605	Skud_8.85
OG0002671	rna2798	Skud_8.277
OG0002671	rna5233	Skud_14.405
OG0002672	rna98, rna2804, rna5254, rna2821	Skud_9.1
OG0002673	rna2835	Skud_9.14
OG0002674	rna3754	Skud_11.337
OG0002675	rna2839	Skud_9.18
OG0002676	rna1965	Skud_7.27
OG0002677	rna1930	Skud_6.137
OG0002680	rna1979	Skud_7.40
OG0002681	rna1623	Skud_5.149
OG0002682	rna1619	Skud_5.147
OG0002683	rna1983	Skud_7.48
OG0002684	rna1615	Skud_5.143
OG0002686	rna4460	Skud_13.148
OG0002687	rna1375	Skud_4.694
OG0002688	rna1519	Skud_5.38
OG0002689	rna4423	Skud_13.106
OG0002690	rna4424	Skud_13.107
OG0002691	rna5573	Skud_15.322
OG0002692	rna5576	Skud_15.325
OG0002693	rna4210	Skud_12.437
OG0002696	rna2261	Skud_7.350
OG0002697	rna2262	Skud_7.351
OG0002698	rna3662	Skud_11.236
OG0002699	rna3663	Skud_11.237
OG0002700	rna1879	Skud_6.84
OG0002702	rna2042	Skud_7.107
OG0002703	rna749	Skud_4.55
OG0002704	rna5776	Skud_15.530
OG0002705	rna21	Skud_1.13
OG0002706	rna5774	Skud_15.528
OG0002707	rna5772	Skud_15.526
OG0002708	rna47	Skud_1.37
OG0002709	rna1162	Skud_4.477
OG0002710	rna4542	Skud_13.219
OG0002711	rna2383	Skud_7.490
OG0002712	rna2188	Skud_7.271
OG0002713	rna207	Skud_2.104
OG0002714	rna208	Skud_2.105
OG0002715	rna2475	Skud_7.584
OG0002716	rna2474	Skud_7.583
OG0002717	rna2473	Skud_7.582
OG0002718	rna2471	Skud_7.580
OG0002719	rna2464	Skud_7.574
OG0002720	rna3114	Skud_10.72
OG0002721	rna3112	Skud_10.70
OG0002722	rna3111	Skud_10.69
OG0002723	rna3110	Skud_10.68
OG0002724	rna3109	Skud_10.67
OG0002725	rna3720	Skud_11.300
OG0002726	rna3106	Skud_10.66
OG0002727	rna3080	Skud_10.38
OG0002728	rna3082	Skud_10.40
OG0002729	rna3084	Skud_10.42
OG0002730	rna3088	Skud_10.46
OG0002731	rna3480	Skud_11.51
OG0002732	rna3481	Skud_11.52
OG0002733	rna3483	Skud_11.54
OG0002734	rna2674	Skud_8.151
OG0002735	rna1202	Skud_4.519
OG0002736	rna5443	Skud_15.191
OG0002737	rna1428	Skud_4.752
OG0002738	rna5442	Skud_15.190
OG0002739	rna5288	Skud_15.35
OG0002740	rna5289	Skud_15.36
OG0002741	rna4860	Skud_14.41
OG0002742	rna4861	Skud_14.42
OG0002743	rna4862	Skud_14.43
OG0002744	rna5294	Skud_15.41
OG0002745	rna5295	Skud_15.42
OG0002746	rna5496	Skud_15.244
OG0002747	rna3742	Skud_11.323
OG0002748	rna3737	Skud_11.318
OG0002749	rna4418	Skud_13.103
OG0002750	rna3317	Skud_10.272
OG0002751	rna4416	Skud_13.101
OG0002752	rna4414	Skud_13.99
OG0002753	rna4412	Skud_13.97
OG0002754	rna2590	Skud_8.69
OG0002755	rna2592	Skud_8.71
OG0002756	rna2593	Skud_8.72
OG0002757	rna591	Skud_3.55
OG0002758	rna74	Skud_1.65
OG0002759	rna2201	Skud_7.283
OG0002760	rna2200	Skud_7.282
OG0002761	rna2764	Skud_8.242
OG0002762	rna2770	Skud_8.247
OG0002763	rna2482	Skud_7.591
OG0002765	rna2489	Skud_7.598
OG0002766	rna4788	Skud_13.465
OG0002767	rna4794	Skud_13.471
OG0002768	rna2496	Skud_7.607
OG0002769	rna2498	Skud_7.609
OG0002770	rna4796	Skud_13.473
OG0002771	rna4811	Skud_13.488
OG0002772	rna4809	Skud_13.486
OG0002774	rna1950	Skud_7.13
OG0002776	rna961	Skud_4.274
OG0002777	rna1882	Skud_6.94
OG0002778	rna608	Skud_3.78
OG0002779	rna613	Skud_3.85
OG0002780	rna1559	Skud_5.80
OG0002781	rna1557	Skud_5.78
OG0002782	rna5001	Skud_14.182
OG0002783	rna2709	Skud_8.188
OG0002784	rna1611	Skud_5.139
OG0002785	rna1613	Skud_5.141
OG0002786	rna1614	Skud_5.142
OG0002787	rna4454	Skud_13.140
OG0002788	rna1389	Skud_4.710
OG0002789	rna4448	Skud_13.134
OG0002790	rna4446	Skud_13.132
OG0002791	rna1391	Skud_4.712
OG0002792	rna1392	Skud_4.716
OG0002794	rna4442	Skud_13.128
OG0002795	rna1394	Skud_4.718
OG0002796	rna1395	Skud_4.719
OG0002797	rna1397	Skud_4.722
OG0002798	rna4436	Skud_13.122
OG0002799	rna4434	Skud_13.120
OG0002800	rna5870	Skud_16.56
OG0002801	rna2066	Skud_7.134
OG0002804	rna2139	Skud_7.216
OG0002805	rna2137	Skud_7.214
OG0002806	rna3466	Skud_11.38
OG0002807	rna3468	Skud_11.40
OG0002808	rna3469	Skud_11.41
OG0002809	rna3472	Skud_11.43
OG0002810	rna4266	Skud_12.492
OG0002811	rna869	Skud_4.180
OG0002812	rna4261	Skud_12.488
OG0002813	rna1572	Skud_5.96
OG0002814	rna3407	Skud_10.363
OG0002815	rna3402	Skud_10.358
OG0002816	rna2784	Skud_8.263
OG0002817	rna3401	Skud_10.357
OG0002818	rna2783	Skud_8.262
OG0002819	rna2779	Skud_8.258
OG0002820	rna2778	Skud_8.257
OG0002821	rna4380	Skud_13.63
OG0002822	rna4381	Skud_13.64
OG0002823	rna4382	Skud_13.65
OG0002824	rna4387	Skud_13.70
OG0002825	rna4388	Skud_13.71
OG0002826	rna4394	Skud_13.78
OG0002827	rna4304	Skud_12.536
OG0002828	rna4398	Skud_13.82
OG0002829	rna4301	Skud_12.533
OG0002830	rna4400	Skud_13.84
OG0002832	rna4292	Skud_12.523
OG0002833	rna2241	Skud_7.328
OG0002834	rna2237	Skud_7.325
OG0002835	rna4195	Skud_12.422
OG0002836	rna2228	Skud_7.314
OG0002837	rna2227	Skud_7.313
OG0002838	rna6101	Skud_16.294
OG0002839	rna3558	Skud_11.136
OG0002840	rna3559	Skud_11.137
OG0002842	rna1905	Skud_6.114
OG0002843	rna959	Skud_4.272
OG0002844	rna262	Skud_2.156
OG0002845	rna259	Skud_2.153
OG0002846	rna3094	Skud_10.52
OG0002847	rna3100	Skud_10.59
OG0002848	rna3101	Skud_10.60
OG0002849	rna3722	Skud_11.302
OG0002850	rna3068	Skud_10.26
OG0002851	rna4229	Skud_12.455
OG0002852	rna4227	Skud_12.453
OG0002853	rna2274	Skud_7.362
OG0002854	rna4224	Skud_12.450
OG0002855	rna2273	Skud_7.361
OG0002856	rna4222	Skud_12.448
OG0002857	rna5707	Skud_15.458
OG0002858	rna4716	Skud_13.395
OG0002859	rna6145	Skud_16.343
OG0002860	rna4751	Skud_13.428
OG0002861	rna4747	Skud_13.424
OG0002862	rna346	Skud_2.252
OG0002863	rna344	Skud_2.250
OG0002864	rna342	Skud_2.248
OG0002865	rna6162	Skud_16.365
OG0002866	rna6159	Skud_16.361
OG0002867	rna6156	Skud_16.355
OG0002868	rna6154	Skud_16.353
OG0002869	rna331	Skud_2.234
OG0002870	rna379	Skud_2.286
OG0002871	rna6038	Skud_16.228
OG0002872	rna376	Skud_2.283
OG0002873	rna1432	Skud_4.756
OG0002874	rna1270	Skud_4.585
OG0002875	rna5841	Skud_16.27
OG0002876	rna202	Skud_2.100
OG0002877	rna6263	Skud_16.467
OG0002878	rna6267	Skud_16.476
OG0002879	rna4316	Skud_12.551
OG0002880	rna6228	Skud_16.434
OG0002881	rna2334	Skud_7.426
OG0002882	rna2330	Skud_7.423
OG0002883	rna6220	Skud_16.425
OG0002884	rna2327	Skud_7.420
OG0002885	rna6214	Skud_16.418
OG0002886	rna1594	Skud_5.119
OG0002887	rna1592	Skud_5.118
OG0002888	rna3002	Skud_9.185
OG0002889	rna3010	Skud_9.193
OG0002891	rna3012	Skud_9.195
OG0002892	rna6142	Skud_16.340
OG0002893	rna321	Skud_2.224
OG0002894	rna319	Skud_2.222
OG0002895	rna316	Skud_2.219
OG0002896	rna313	Skud_2.216
OG0002897	rna173	Skud_2.65
OG0002898	rna174	Skud_2.66
OG0002899	rna175	Skud_2.67
OG0002900	rna177	Skud_2.69
OG0002901	rna4595	Skud_13.273
OG0002902	rna4592	Skud_13.270
OG0002903	rna3521	Skud_11.96
OG0002904	rna4591	Skud_13.269
OG0002905	rna3527	Skud_11.104
OG0002906	rna3528	Skud_11.105
OG0002907	rna3529	Skud_11.106
OG0002908	rna4581	Skud_13.260
OG0002909	rna2322	Skud_7.415
OG0002910	rna4723	Skud_13.401
OG0002911	rna2266	Skud_7.355
OG0002912	rna2264	Skud_7.353
OG0002913	rna3331	Skud_10.288
OG0002914	rna3334	Skud_10.291
OG0002915	rna3451	Skud_11.17
OG0002916	rna3450	Skud_11.16
OG0002917	rna3449	Skud_11.15
OG0002918	rna3447	Skud_11.13
OG0002919	rna3343	Skud_10.301
OG0002922	rna534	Skud_3.2
OG0002923	rna542	Skud_3.9
OG0002925	rna1482	Skud_4.806
OG0002926	rna1469	Skud_4.795
OG0002927	rna1468	Skud_4.794
OG0002928	rna553	Skud_3.19
OG0002929	rna1466	Skud_4.792
OG0002930	rna562	Skud_3.28
OG0002931	rna563	Skud_3.29
OG0002932	rna565	Skud_3.31
OG0002933	rna566	Skud_3.32
OG0002934	rna567	Skud_3.33
OG0002935	rna1459	Skud_4.785
OG0002936	rna1452	Skud_4.777
OG0002937	rna4040	Skud_12.247
OG0002938	rna4047	Skud_12.254
OG0002939	rna1598	Skud_5.123
OG0002940	rna646	Skud_3.122
OG0002941	rna645	Skud_3.121
OG0002942	rna1505	Skud_5.25
OG0002943	rna4900	Skud_14.78
OG0002944	rna4902	Skud_14.80
OG0002945	rna1001	Skud_4.311
OG0002946	rna4905	Skud_14.83
OG0002947	rna4906	Skud_14.84
OG0002948	rna4911	Skud_14.89
OG0002949	rna3364	Skud_10.320
OG0002950	rna3060	Skud_10.14
OG0002952	rna1435	Skud_4.759
OG0002953	rna5314	Skud_15.58
OG0002954	rna913	Skud_4.224
OG0002955	rna5351	Skud_15.96
OG0002956	rna82	Skud_1.72
OG0002958	rna3026	Skud_9.208
OG0002959	rna922	Skud_4.236
OG0002960	rna926	Skud_4.240
OG0002961	rna359	Skud_2.266
OG0002962	rna5334	Skud_15.78
OG0002963	rna2284	Skud_7.373
OG0002965	rna4137	Skud_12.363
OG0002966	rna4143	Skud_12.368
OG0002967	rna4145	Skud_12.370
OG0002968	rna4149	Skud_12.374
OG0002969	rna5604	Skud_15.355
OG0002970	rna4156	Skud_12.381
OG0002972	rna434	Skud_2.344
OG0002973	rna2145	Skud_7.222
OG0002974	rna2144	Skud_7.221
OG0002975	rna2142	Skud_7.219
OG0002976	rna2076	Skud_7.145
OG0002977	rna5412	Skud_15.158
OG0002978	rna5413	Skud_15.159
OG0002979	rna4339	Skud_13.22
OG0002980	rna5562	Skud_15.311
OG0002981	rna1354	Skud_4.670
OG0002982	rna1356	Skud_4.672
OG0002983	rna1358	Skud_4.674
OG0002984	rna1359	Skud_4.675
OG0002985	rna4713	Skud_13.392
OG0002986	rna5694	Skud_15.443
OG0002987	rna4710	Skud_13.389
OG0002988	rna4708	Skud_13.387
OG0002989	rna4707	Skud_13.386
OG0002990	rna4704	Skud_13.383
OG0002991	rna5690	Skud_15.441
OG0002992	rna4703	Skud_13.382
OG0002993	rna4702	Skud_13.381
OG0002994	rna4701	Skud_13.380
OG0002995	rna5682	Skud_15.434
OG0002996	rna5680	Skud_15.432
OG0002997	rna5679	Skud_15.431
OG0002998	rna1673	Skud_5.199
OG0002999	rna1672	Skud_5.198
OG0003000	rna2921	Skud_9.101
OG0003001	rna1669	Skud_5.196
OG0003002	rna2922	Skud_9.102
OG0003003	rna1661	Skud_5.188
OG0003004	rna2925	Skud_9.105
OG0003005	rna2930	Skud_9.110
OG0003006	rna2931	Skud_9.111
OG0003008	rna2936	Skud_9.115
OG0003009	rna1646	Skud_5.172
OG0003010	rna668	Skud_3.144
OG0003013	rna656	Skud_3.132
OG0003014	rna5181	Skud_14.354
OG0003015	rna1677	Skud_5.202
OG0003017	rna5678	Skud_15.430
OG0003018	rna5677	Skud_15.429
OG0003019	rna5672	Skud_15.424
OG0003020	rna5919	Skud_16.107
OG0003021	rna5918	Skud_16.106
OG0003022	rna5917	Skud_16.105
OG0003023	rna5669	Skud_15.421
OG0003024	rna5924	Skud_16.114
OG0003025	rna5666	Skud_15.418
OG0003026	rna5926	Skud_16.116
OG0003027	rna5927	Skud_16.117
OG0003028	rna5663	Skud_15.415
OG0003029	rna5928	Skud_16.118
OG0003030	rna5930	Skud_16.120
OG0003031	rna5931	Skud_16.121
OG0003032	rna1249	Skud_4.564
OG0003033	rna2610	Skud_8.92
OG0003034	rna1243	Skud_4.558
OG0003035	rna1242	Skud_4.557
OG0003036	rna1241	Skud_4.556
OG0003037	rna2612	Skud_8.94
OG0003038	rna1234	Skud_4.549
OG0003039	rna2626	Skud_8.108
OG0003040	rna2622	Skud_8.104
OG0003041	rna1227	Skud_4.542
OG0003042	rna2849	Skud_9.28
OG0003043	rna2848	Skud_9.27
OG0003044	rna2374	Skud_7.483
OG0003045	rna2375	Skud_7.484
OG0003046	rna203	Skud_2.101
OG0003047	rna1024	Skud_4.333
OG0003048	rna1760	Skud_5.295
OG0003049	rna1027	Skud_4.336
OG0003050	rna1028	Skud_4.337
OG0003052	rna2367	Skud_7.476
OG0003053	rna5299	Skud_15.46
OG0003054	rna4879	Skud_14.59
OG0003055	rna4880	Skud_14.60
OG0003056	rna5302	Skud_15.50
OG0003057	rna1447	Skud_4.772
OG0003058	rna1443	Skud_4.768
OG0003059	rna1442	Skud_4.767
OG0003060	rna3595	Skud_11.171
OG0003061	rna4854	Skud_14.35
OG0003062	rna26	Skud_1.18
OG0003063	rna5769	Skud_15.523
OG0003064	rna29	Skud_1.21
OG0003065	rna5766	Skud_15.520
OG0003066	rna5522	Skud_15.270
OG0003067	rna5521	Skud_15.269
OG0003068	rna5050	Skud_14.229
OG0003069	rna5051	Skud_14.230
OG0003070	rna5519	Skud_15.268
OG0003071	rna5052	Skud_14.231
OG0003072	rna5516	Skud_15.265
OG0003073	rna5514	Skud_15.263
OG0003074	rna5510	Skud_15.259
OG0003076	rna5504	Skud_15.252
OG0003077	rna5062	Skud_14.240
OG0003078	rna5063	Skud_14.241
OG0003079	rna2499	Skud_7.610
OG0003080	rna2500	Skud_7.611
OG0003081	rna2502	Skud_7.613
OG0003082	rna2503	Skud_7.614
OG0003083	rna3536	Skud_11.115
OG0003084	rna4579	Skud_13.258
OG0003085	rna4744	Skud_13.421
OG0003086	rna301	Skud_2.204
OG0003087	rna2640	Skud_8.117
OG0003088	rna1255	Skud_4.570
OG0003089	rna1175	Skud_4.490
OG0003090	rna748	Skud_4.54
OG0003091	rna1178	Skud_4.493
OG0003092	rna1180	Skud_4.495
OG0003093	rna1184	Skud_4.499
OG0003094	rna1185	Skud_4.500
OG0003095	rna743	Skud_4.48
OG0003096	rna2127	Skud_7.205
OG0003097	rna2288	Skud_7.377
OG0003098	rna2287	Skud_7.376
OG0003099	rna356	Skud_2.263
OG0003100	rna354	Skud_2.260
OG0003102	rna4664	Skud_13.345
OG0003103	rna5866	Skud_16.52
OG0003104	rna4661	Skud_13.342
OG0003105	rna3073	Skud_10.31
OG0003106	rna791	Skud_4.99
OG0003107	rna790	Skud_4.98
OG0003109	rna2023	Skud_7.88
OG0003110	rna4160	Skud_12.387
OG0003112	rna6111	Skud_16.305
OG0003113	rna3796	Skud_12.36
OG0003114	rna1038	Skud_4.351
OG0003115	rna1776	Skud_5.309
OG0003116	rna2219	Skud_7.301
OG0003117	rna2218	Skud_7.300
OG0003118	rna4176	Skud_12.404
OG0003119	rna2204	Skud_7.286
OG0003120	rna5205	Skud_14.378
OG0003121	rna5208	Skud_14.381
OG0003122	rna5211	Skud_14.383
OG0003124	rna3437	Skud_11.4
OG0003125	rna3054	Skud_10.8
OG0003126	rna5824	Skud_16.10
OG0003127	rna5822	Skud_16.8
OG0003128	rna5821	Skud_16.7
OG0003129	rna1514	Skud_5.34
OG0003130	rna5828	Skud_16.14
OG0003131	rna5419	Skud_15.165
OG0003132	rna1508	Skud_5.28
OG0003133	rna1507	Skud_5.27
OG0003134	rna5420	Skud_15.166
OG0003135	rna4464, rna4465	Skud_13.152
OG0003136	rna4466	Skud_13.153
OG0003137	rna5415	Skud_15.161
OG0003138	rna4778	Skud_13.454
OG0003139	rna4776	Skud_13.452
OG0003140	rna4341	Skud_13.24
OG0003141	rna4343	Skud_13.26
OG0003142	rna4344	Skud_13.27
OG0003143	rna4350	Skud_13.33
OG0003145	rna4351	Skud_13.34
OG0003146	rna4764	Skud_13.441
OG0003147	rna1037	Skud_4.350
OG0003148	rna3676	Skud_11.253
OG0003149	rna3670	Skud_11.247
OG0003150	rna4284	Skud_12.509
OG0003151	rna3461	Skud_11.33
OG0003152	rna4283	Skud_12.508
OG0003153	rna4282	Skud_12.507
OG0003154	rna5890	Skud_16.78
OG0003155	rna241	Skud_2.136
OG0003156	rna5336	Skud_15.80
OG0003157	rna3586	Skud_11.162
OG0003158	rna2282	Skud_7.371
OG0003159	rna2283	Skud_7.372
OG0003160	rna3809	Skud_12.50
OG0003161	rna2535	Skud_8.15
OG0003162	rna3791	Skud_12.31
OG0003163	rna3790	Skud_12.30
OG0003164	rna2223	Skud_7.304
OG0003165	rna4186	Skud_12.414
OG0003166	rna3504	Skud_11.79
OG0003167	rna606	Skud_3.76
OG0003168	rna1893	Skud_6.101
OG0003169	rna1894	Skud_6.102
OG0003170	rna5157	Skud_14.325
OG0003171	rna579	Skud_3.43
OG0003172	rna2021	Skud_7.86
OG0003173	rna3892	Skud_12.128
OG0003174	rna1829	Skud_6.33
OG0003175	rna1826	Skud_6.30
OG0003176	rna3896	Skud_12.132
OG0003177	rna3897	Skud_12.133
OG0003178	rna3902	Skud_12.138
OG0003179	rna3905	Skud_12.141
OG0003180	rna3907	Skud_12.143
OG0003181	rna5938	Skud_16.128
OG0003182	rna5934	Skud_16.124
OG0003183	rna5933	Skud_16.123
OG0003184	rna3187	Skud_10.169
