Orthogroup	k_lactis_proteins	l_kluyveri_v2_proteins	l_thermotolerans_proteins	l_waltii_v3_proteins	n_castellii_proteins	s_bayanus_proteins	s_cerevisiae_proteins	s_kudriavzevii_proteins	s_mikatae_proteins	s_paradoxus_proteins	schizo_pombe_proteins
OG0003269	rna2710		rna3414	Kwal_23.3991	rna3778	Sbay_7.376	rna2301	Skud_7.392	Smik_6.179	Spar_7.407	rna355
OG0003270	rna2716	SAKL-ORF5766	rna2370	Kwal_55.20556	rna1204	Sbay_16.442	rna6200	Skud_16.401	Smik_16.357	Spar_16.468	
OG0003271	rna2719	SAKL-ORF5757	rna2367	Kwal_55.20543	rna1205	Sbay_16.444	rna6202	Skud_16.404	Smik_16.359	Spar_16.470	
OG0003272	rna2722	SAKL-ORF5748	rna2364	Kwal_55.20516	rna1207	Sbay_16.445	rna6203	Skud_16.405	Smik_16.360	Spar_16.471	
OG0003273	rna2725	SAKL-ORF5743	rna2361	Kwal_55.20503	rna3769	Sbay_7.385	rna2310	Skud_7.401	Smik_6.188	Spar_7.416	
OG0003274	rna2727	SAKL-ORF5739	rna2359	Kwal_55.20496	rna3767	Sbay_7.387	rna2312	Skud_7.403	Smik_6.190	Spar_7.418	
OG0003275	rna2729	SAKL-ORF5737	rna2357	Kwal_55.20494	rna3765	Sbay_7.389	rna2314	Skud_7.405	Smik_6.192	Spar_7.420	
OG0003276	rna2741	SAKL-ORF5713	rna2349	Kwal_55.20464	rna1214	Sbay_16.451	rna6210	Skud_16.412	Smik_16.371	Spar_16.488	
OG0003277	rna2742	SAKL-ORF5711	rna2348	Kwal_55.20461	rna3748	Sbay_7.396	rna2323	Skud_7.416	Smik_6.201	Spar_7.433	
OG0003278	rna2749	SAKL-ORF5697	rna2342	Kwal_55.20447	rna3865	Sbay_4.516	rna479	Skud_2.387	Smik_2.398	Spar_2.432	
OG0003279	rna2751	SAKL-ORF5693	rna2340	Kwal_55.20444	rna3863	Sbay_9.222	rna3006	Skud_9.189	Smik_9.211		rna2492
OG0003280	rna2752	SAKL-ORF5688	rna2339		rna1299	Sbay_9.223	rna3007	Skud_9.190	Smik_9.212	Spar_9.213	rna1416
OG0003281	rna2755	SAKL-ORF5679	rna2337	Kwal_55.20437	rna1301	Sbay_9.185	rna2974	Skud_9.153	Smik_9.174	Spar_9.173	
OG0003282	rna2760	SAKL-ORF5662	rna2332	Kwal_55.20414	rna3858		rna1913	Skud_6.121	Smik_7.348	Spar_6.144	rna3220
OG0003283	rna2774	SAKL-ORF1128	rna4312	Kwal_56.23916	rna1954	Sbay_2.306	rna1090	Skud_4.404	Smik_4.389		rna2049
OG0003284	rna2779	SAKL-ORF1136	rna4309	Kwal_56.23928	rna2856	Sbay_10.225	rna3958	Skud_12.201	Smik_12.195	Spar_12.212	
OG0003285	rna2782	SAKL-ORF1146	rna4306	Kwal_27.11226	rna2854	Sbay_10.228	rna3961	Skud_12.205	Smik_12.198	Spar_12.215	
OG0003286	rna2788		rna4295	Kwal_27.11265	rna1939	Sbay_2.317	rna1098	Skud_4.413	Smik_4.399	Spar_4.462	rna3984
OG0003287	rna2791	SAKL-ORF1170	rna4291	Kwal_27.11278	rna2853	Sbay_10.230	rna3963	Skud_12.207	Smik_12.200	Spar_12.217	
OG0003288	rna2794	SAKL-ORF1176	rna4288	Kwal_53.19461	rna1935	Sbay_2.323	rna1102	Skud_4.418	Smik_4.404	Spar_4.467	
OG0003289	rna2798	SAKL-ORF1181	rna4285	Kwal_27.11301	rna2851	Sbay_10.232	rna3965	Skud_12.209	Smik_12.202	Spar_12.219	
OG0003290	rna2799	SAKL-ORF1185	rna4284	Kwal_27.11303	rna2850		rna3966	Skud_12.210	Smik_12.205	Spar_12.221	rna2855
OG0003291	rna2801	SAKL-ORF1189	rna4282	Kwal_27.11310		Sbay_10.239	rna3969	Skud_12.214	Smik_12.209	Spar_12.226	rna3540
OG0003292	rna2806	SAKL-ORF1198	rna4277	Kwal_27.11323	rna2844	Sbay_10.243	rna3972	Skud_12.217	Smik_12.212	Spar_12.229	
OG0003293	rna2809	SAKL-ORF1204	rna4274	Kwal_27.11335	rna1929	Sbay_2.330	rna1108	Skud_4.424	Smik_4.410	Spar_4.473	
OG0003294	rna2810		rna4273	Kwal_27.11339	rna2842	Sbay_10.245	rna3974	Skud_12.219	Smik_12.214	Spar_12.231	rna4070
OG0003295	rna2811	SAKL-ORF1207	rna4272	Kwal_27.11341	rna2841		rna3975	Skud_12.220	Smik_12.215	Spar_12.232	rna6825
OG0003296	rna2817	SAKL-ORF1226	rna4265	Kwal_27.11364	rna1922	Sbay_10.251	rna3979	Skud_12.224	Smik_12.220	Spar_12.237	
OG0003297	rna2846	SAKL-ORF1279	rna3276	Kwal_23.3341	rna1909	Sbay_2.345	rna1124	Skud_4.443	Smik_4.427	Spar_4.491	
OG0003298	rna2847	SAKL-ORF1281	rna3275	Kwal_23.3339	rna1908	Sbay_2.346	rna1125	Skud_4.444	Smik_4.428	Spar_4.492	
OG0003299	rna2848	SAKL-ORF1282	rna3274	Kwal_23.3338	rna2819	Sbay_10.262	rna4026	Skud_12.232	Smik_12.227	Spar_12.275	
OG0003300	rna2855	SAKL-ORF1299	rna3267	Kwal_23.3307	rna1903	Sbay_2.353	rna1131	Skud_4.450	Smik_4.434	Spar_4.498	
OG0003301	rna2861	SAKL-ORF1313	rna3261	Kwal_23.3279	rna2812		rna1134	Skud_4.453	Smik_4.437	Spar_4.502	rna3625
OG0003302	rna2862		rna3260	Kwal_23.3275	rna2811	Sbay_2.358	rna1135	Skud_4.454	Smik_4.438	Spar_4.503	rna6649
OG0003303	rna2870	SAKL-ORF1329	rna3251	Kwal_23.3229	rna1898	Sbay_2.363	rna1141	Skud_4.459	Smik_4.443	Spar_4.509	
OG0003304	rna2872	SAKL-ORF1331	rna3249	Kwal_23.3225	rna1896	Sbay_2.365	rna1143	Skud_4.461	Smik_4.445	Spar_4.511	
OG0003305	rna2876	SAKL-ORF1342	rna3245	Kwal_23.3212	rna1893	Sbay_2.368	rna1146	Skud_4.464	Smik_4.448	Spar_4.514	
OG0003306	rna2877	SAKL-ORF1343	rna3244	Kwal_23.3209	rna2803	Sbay_2.369	rna1147	Skud_4.465	Smik_4.449	Spar_4.515	
OG0003307	rna2881	SAKL-ORF6578	rna681	Kwal_23.4569	rna3167	Sbay_4.18		Skud_4.28	Smik_4.14	Spar_4.39	rna6374
OG0003308	rna2883	SAKL-ORF6575	rna682		rna4667	Sbay_14.137	rna4952	Skud_14.130	Smik_14.126	Spar_14.135	rna1824
OG0003309	rna2886	SAKL-ORF6557	rna685	Kwal_23.4542	rna4663	Sbay_14.133	rna4948	Skud_14.126	Smik_14.122	Spar_14.131	
OG0003310	rna2887	SAKL-ORF6554	rna687	Kwal_23.4532	rna3163	Sbay_4.13	rna721	Skud_4.23	Smik_4.10	Spar_4.35	
OG0003311	rna2892	SAKL-ORF6548	rna691	Kwal_23.4516	rna4658	Sbay_14.128	rna4944	Skud_14.122	Smik_14.118	Spar_14.127	
OG0003312	rna2896	SAKL-ORF6542	rna695	Kwal_23.4491	rna4656	Sbay_14.126	rna4942	Skud_14.120	Smik_14.116	Spar_14.125	
OG0003313	rna2897	SAKL-ORF6538	rna696	Kwal_23.4484	rna4655	Sbay_14.125	rna4941	Skud_14.119	Smik_14.115	Spar_14.124	
OG0003314	rna2902	SAKL-ORF6528	rna701		rna4651	Sbay_14.122	rna4938	Skud_14.116	Smik_14.112	Spar_14.121	rna2590
OG0003315	rna2905	SAKL-ORF6521	rna705	Kwal_23.4449	rna3157	Sbay_4.7	rna715	Skud_4.17	Smik_4.4	Spar_4.29	
OG0003316	rna2910	SAKL-ORF6514	rna710	Kwal_23.4424	rna3155, rna4645	Sbay_14.117		Skud_14.111	Smik_14.107	Spar_14.116	
OG0003317	rna2915	SAKL-ORF6499	rna716	Kwal_23.4400	rna4639	Sbay_14.110	rna4926	Skud_14.105	Smik_14.101	Spar_14.109	
OG0003318	rna2917	SAKL-ORF6482	rna4660	Kwal_56.24785	rna80	Sbay_14.108	rna4924	Skud_14.103	Smik_14.99	Spar_14.107	
OG0003319	rna2918	SAKL-ORF4612	rna4659	Kwal_56.24793	rna79	Sbay_14.107	rna4923	Skud_14.102	Smik_14.98	Spar_14.106	
OG0003320	rna2920	SAKL-ORF4626	rna4657	Kwal_56.24806	rna77		rna4920	Skud_14.99	Smik_14.95	Spar_14.103	rna6555
OG0003321	rna2945	SAKL-ORF14761	rna1621	Kwal_26.7996		Sbay_6.290	rna3051	Skud_10.5	Smik_10.20	Spar_10.22	rna3021
OG0003322	rna2961	SAKL-ORF58	rna2383	Kwal_55.20607	rna3135		rna3789	Skud_12.29	Smik_12.18	Spar_12.28	rna3678
OG0003323	rna2962	SAKL-ORF66	rna2387	Kwal_55.20627	rna298	Sbay_8.23	rna2536	Skud_8.16	Smik_8.13	Spar_8.25	
OG0003324	rna2963	SAKL-ORF67	rna2388	Kwal_55.20634	rna3132	Sbay_8.24	rna2537	Skud_8.17	Smik_8.14	Spar_8.26	
OG0003325	rna2964		rna2389	Kwal_55.20638	rna297	Sbay_10.37	rna3792	Skud_12.32	Smik_12.21	Spar_12.32	rna6792
OG0003326	rna2966	SAKL-ORF75	rna2391	Kwal_55.20650	rna295	Sbay_10.39	rna3794	Skud_12.34	Smik_12.23	Spar_12.35	
OG0003327	rna2972	SAKL-ORF785	rna4964	Kwal_14.1951	rna2016	Sbay_2.237	rna1023	Skud_4.332	Smik_4.316	Spar_4.381	
OG0003328	rna2980	SAKL-ORF2254	rna1937	Kwal_26.9341	rna238	Sbay_4.196	rna890	Skud_4.201	Smik_4.185	Spar_4.227	
OG0003329	rna2981	Mod_transcript_77	rna1936	Kwal_26.9336	rna237	Sbay_4.197	rna891	Skud_4.202	Smik_4.186	Spar_4.228	
OG0003330	rna2987	SAKL-ORF7403	rna3338	Kwal_23.3634	rna3252	Sbay_13.333	rna4636	Skud_13.315	Smik_13.352	Spar_13.340	
OG0003331	rna2990	SAKL-ORF7392	rna3335	Kwal_23.3616	rna3251		rna4637	Skud_13.316	Smik_13.353	Spar_13.341	rna1179
OG0003332	rna2991	SAKL-ORF7391	rna3334	Kwal_23.3614	rna2191	Sbay_4.148	rna848	Skud_4.157	Smik_4.138	Spar_4.182	
OG0003333	rna2992	SAKL-ORF7390	rna3333	Kwal_23.3611	rna3250	Sbay_13.335	rna4638	Skud_13.317	Smik_13.354	Spar_13.342	
OG0003334	rna2994	SAKL-ORF7387	rna3331	Kwal_23.3607	rna2192	Sbay_4.147	rna847	Skud_4.156	Smik_4.137	Spar_4.181	
OG0003335	rna2998	SAKL-ORF7376	rna3326	Kwal_23.3594	rna3247	Sbay_13.339	rna4643	Skud_13.322	Smik_13.360	Spar_13.350	
OG0003336	rna3003		rna3321	Kwal_23.3552	rna2196	Sbay_4.143	rna843	Skud_4.152	Smik_4.133	Spar_4.177	rna5585
OG0003337	rna3004	SAKL-ORF7358	rna3320	Kwal_23.3549	rna3243	Sbay_13.342	rna4646	Skud_13.325	Smik_13.363	Spar_13.353	
OG0003338	rna3006	SAKL-ORF15725	rna320	Kwal_23.6450	rna562	Sbay_14.400	rna5204	Skud_14.377	Smik_14.375	Spar_14.409	
OG0003339	rna3010	SAKL-ORF9593	rna3767	Kwal_55.22169	rna2967	Sbay_15.11	rna5258	Skud_15.5	Smik_15.5	Spar_15.21	
OG0003340	rna3020	SAKL-ORF9614	rna3757	Kwal_55.22131	rna3794	Sbay_14.14	rna4833	Skud_14.14	Smik_14.5	Spar_14.9	
OG0003341	rna3021	SAKL-ORF9615	rna3756	Kwal_55.22126	rna3795	Sbay_14.15	rna4834	Skud_14.15	Smik_14.6	Spar_14.10	
OG0003342	rna3026	SAKL-ORF9629	rna3751	Kwal_55.22103	rna2976	Sbay_14.17	rna4836	Skud_14.17	Smik_14.9	Spar_14.12	
OG0003343	rna3027	SAKL-ORF4422	rna3595	Kwal_55.21422	rna4440	Sbay_2.541	rna1323	Skud_4.638	Smik_4.635	Spar_4.591	
OG0003344	rna3029	SAKL-ORF4415	rna3593	Kwal_55.21415	rna4441	Sbay_2.542	rna1324	Skud_4.639	Smik_4.636	Spar_4.590	
OG0003345	rna3032	SAKL-ORF4408	rna3590	Kwal_55.21408	rna5155	Sbay_8.175	rna5537	Skud_15.285	Smik_15.300		rna4840
OG0003346	rna3036	SAKL-ORF4403	rna3584	Kwal_55.21391	rna4444	Sbay_2.545	rna1327	Skud_4.642		Spar_4.587	rna177
OG0003347	rna3038	SAKL-ORF4401	rna3582	Kwal_55.21386	rna1229	Sbay_2.546	rna1328	Skud_4.643	Smik_4.641	Spar_4.586	
OG0003348	rna3051	SAKL-ORF4376	rna3570	Kwal_55.21347	rna5163	Sbay_8.181	rna5543	Skud_15.291	Smik_15.307	Spar_4.731	
OG0003349	rna3065	SAKL-ORF4344	rna3555	Kwal_55.21289	rna1243	Sbay_2.562	rna1344	Skud_4.660	Smik_4.657	Spar_4.738	
OG0003350	rna3067	SAKL-ORF4340	rna3553	Kwal_55.21284	rna1245, rna5172	Sbay_2.565		Skud_4.662	Smik_4.659	Spar_4.740	
OG0003351	rna3070	SAKL-ORF4332	rna3550	Kwal_55.21268	rna5174	Sbay_8.189	rna5551	Skud_15.301	Smik_15.317	Spar_15.327	
OG0003352	rna3071	SAKL-ORF4330	rna3549	Kwal_55.21267	rna5175	Sbay_8.190	rna5552	Skud_15.302	Smik_15.318	Spar_15.328	
OG0003353	rna3072	SAKL-ORF4329	rna3548	Kwal_55.21254	rna5176	Sbay_8.191	rna5553	Skud_15.303	Smik_15.319	Spar_15.329	
OG0003354	rna3075	SAKL-ORF4318	rna3873	Kwal_47.18876	rna5180	Sbay_8.195	rna5559	Skud_15.308	Smik_15.324	Spar_15.337	
OG0003355	rna3079		rna4006	Kwal_47.18276	rna813	Sbay_2.647	rna1423	Skud_4.747	Smik_4.750	Spar_4.841	rna5069
OG0003356	rna3090	SAKL-ORF4027	rna3995	Kwal_47.18307	rna818	Sbay_2.642	rna1417	Skud_4.742	Smik_4.745	Spar_4.836	
OG0003357	rna3100	SAKL-ORF6113	rna3861	Kwal_47.18929	rna3733	Sbay_7.427	rna2352	Skud_7.450	Smik_6.235	Spar_7.467	
OG0003358	rna3102	SAKL-ORF6099	rna3864		rna4462	Sbay_16.483	rna6243	Skud_16.449	Smik_16.407	Spar_16.523	rna5034
OG0003359	rna3107	SAKL-ORF6091	rna3870	Kwal_47.18886	rna3737	Sbay_7.422	rna2348	Skud_7.445	Smik_6.230	Spar_7.462	
OG0003360	rna3108	SAKL-ORF6089	rna3546	Kwal_55.21248	rna4458	Sbay_16.479	rna6239	Skud_16.445	Smik_16.403	Spar_16.519	
OG0003361	rna3110	SAKL-ORF6081	rna3544	Kwal_55.21246	rna3738	Sbay_7.421	rna2347		Smik_6.229	Spar_7.461	rna3204
OG0003362	rna3112	SAKL-ORF950	rna4317	Kwal_56.23900	rna2864	Sbay_2.304	rna1088	Skud_4.402	Smik_4.387	Spar_4.450	
OG0003363	rna3120	SAKL-ORF5616	rna146	Kwal_47.18098	rna1393	Sbay_9.165	rna2957	Skud_9.134	Smik_9.156	Spar_9.146	
OG0003364	rna3121	SAKL-ORF5613	rna148	Kwal_47.18103	rna1394, rna3840	Sbay_9.164		Skud_9.133	Smik_9.155	Spar_9.145	
OG0003365	rna3124	SAKL-ORF5608	rna151	Kwal_47.18114	rna1396		rna2954	Skud_9.131	Smik_9.153	Spar_9.143	rna2751
OG0003366	rna3129	SAKL-ORF5595	rna156	Kwal_47.18137	rna1398	Sbay_9.160	rna2952	Skud_9.129	Smik_9.151	Spar_9.141	
OG0003367	rna3133	SAKL-ORF5584	rna163	Kwal_47.18151	rna1401	Sbay_9.158	rna2950	Skud_9.127	Smik_9.149	Spar_9.139	
OG0003368	rna3137	SAKL-ORF6067	rna3540	Kwal_55.21227	rna4455	Sbay_16.477	rna6237	Skud_16.443	Smik_16.401	Spar_16.516	
OG0003369	rna3138	SAKL-ORF6064	rna3539	Kwal_55.21226	rna3742	Sbay_7.417	rna2343	Skud_7.440	Smik_6.225	Spar_7.456	
OG0003370	rna3139	SAKL-ORF6063	rna3538	Kwal_55.21222	rna3743	Sbay_7.416	rna2342	Skud_7.439	Smik_6.224	Spar_7.455	
OG0003371	rna3140	SAKL-ORF6060	rna3536	Kwal_55.21217	rna3744	Sbay_7.415	rna2341	Skud_7.438	Smik_6.223	Spar_7.454	
OG0003372	rna3141	SAKL-ORF6058	rna3535	Kwal_55.21215	rna3745	Sbay_7.414	rna2340	Skud_7.437	Smik_6.222	Spar_7.453	
OG0003373	rna3147	SAKL-ORF4785	rna27	Kwal_23.5356	rna1583	Sbay_16.511	rna6274	Skud_16.483	Smik_16.443	Spar_16.554	
OG0003374	rna3154	SAKL-ORF2312	rna1961	Kwal_23.4220	rna5782	Sbay_10.508	rna4250	Skud_12.476	Smik_12.478	Spar_12.528	
OG0003375	rna3162	SAKL-ORF2297	rna1953	Kwal_26.9417	rna5776	Sbay_10.504	rna4245	Skud_12.472	Smik_12.474	Spar_12.524	
OG0003376	rna3163		rna1952	Kwal_26.9410	rna5775	Sbay_10.503	rna4244	Skud_12.471	Smik_12.473	Spar_12.523	rna4962
OG0003377	rna3166	SAKL-ORF2290	rna1949	Kwal_26.9397	rna244	Sbay_4.190	rna884	Skud_4.195	Smik_4.175	Spar_4.220	
OG0003378	rna3178	SAKL-ORF4938	rna2209	Kwal_55.19903	rna1549	Sbay_16.375	rna6136	Skud_16.333	Smik_16.289	Spar_16.394	
OG0003379	rna3180		rna2207	Kwal_55.19893	rna4992	Sbay_12.193	rna3371	Skud_10.327	Smik_10.396	Spar_10.387	rna550
OG0003380	rna3183	SAKL-ORF4875	rna2204	Kwal_55.19882	rna1553	Sbay_2.77	rna169	Skud_2.61	Smik_2.73		rna2671
OG0003381	rna3186	SAKL-ORF4884	rna2201	Kwal_55.19854	rna1556	Sbay_2.72	rna165	Skud_2.57	Smik_2.69	Spar_2.78	
OG0003382	rna3187	SAKL-ORF4886	rna2200	Kwal_55.19850	rna1557	Sbay_2.71	rna164	Skud_2.56	Smik_2.68	Spar_2.77	
OG0003383	rna3203	SAKL-ORF4981	rna3215	Kwal_33.14405	rna5007	Sbay_12.176	rna3353	Skud_10.310	Smik_10.376	Spar_10.365	
OG0003384	rna3208	SAKL-ORF4990	rna3220	Kwal_33.14421	rna5009	Sbay_12.174	rna3351	Skud_10.308	Smik_10.374	Spar_10.363	
OG0003385	rna3215	SAKL-ORF5020	rna1033	Kwal_27.10556	rna3972	Sbay_12.170	rna3347	Skud_10.304	Smik_10.370	Spar_10.359	
OG0003386	rna3216	SAKL-ORF5023	rna1034	Kwal_27.10559	rna3971	Sbay_12.169	rna3346	Skud_10.303	Smik_10.369	Spar_10.358	
OG0003387	rna3223	Mod_transcript_56	rna1042	Kwal_27.10598	rna3966	Sbay_2.14	rna110	Skud_2.6	Smik_2.16	Spar_2.19	
OG0003388	rna3225	SAKL-ORF5042	rna1044	Kwal_27.10604	rna1535, rna3964	Sbay_2.16		Skud_2.8	Smik_2.18	Spar_2.21	
OG0003389	rna3229	SAKL-ORF5050	rna1048	Kwal_27.10623	rna1531	Sbay_16.353	rna6117	Skud_16.311	Smik_16.267	Spar_16.373	
OG0003390	rna3232	SAKL-ORF5060	rna1051		rna1529	Sbay_16.351	rna6115	Skud_16.309	Smik_16.265	Spar_16.371	rna6844
OG0003391	rna3243	SAKL-ORF5096	rna1064	Kwal_27.10707	rna1522	Sbay_5.239	rna1712	Skud_5.261	Smik_5.263	Spar_5.290	
OG0003392	rna3247	SAKL-ORF5104	rna1068	Kwal_27.10726	rna1519	Sbay_5.236	rna1709	Skud_5.264	Smik_5.260	Spar_5.287	
OG0003393	rna3248	SAKL-ORF9649	rna3744	Kwal_55.22072	rna2982	Sbay_15.23	rna5270	Skud_15.17	Smik_15.17	Spar_15.33	
OG0003394	rna3250	SAKL-ORF9653	rna3742	Kwal_55.22064	rna2984	Sbay_15.24	rna5271	Skud_15.18	Smik_15.18	Spar_15.34	
OG0003395	rna3251		rna3741	Kwal_55.22058	rna2985	Sbay_15.25	rna5272	Skud_15.19	Smik_15.19	Spar_15.35	rna5462
OG0003396	rna3260	SAKL-ORF9669	rna3733	Kwal_55.22028	rna1049	Sbay_14.28	rna4847	Skud_14.28	Smik_14.20	Spar_14.23	
OG0003397	rna3261	SAKL-ORF9667	rna3734	Kwal_55.22033	rna2989	Sbay_15.27	rna5274	Skud_15.21	Smik_15.21	Spar_15.38	
OG0003398	rna3269	SAKL-ORF9692	rna3723	Kwal_55.21982	rna2994	Sbay_15.34	rna5280	Skud_15.27	Smik_15.27	Spar_15.44	
OG0003399	rna3280	SAKL-ORF8248	rna1675	Kwal_26.8219	rna371	Sbay_13.188	rna4495	Skud_13.175	Smik_13.185	Spar_13.182	
OG0003400	rna3281	SAKL-ORF8250	rna1674	Kwal_26.8214	rna1328	Sbay_13.187	rna4494	Skud_13.174	Smik_13.184	Spar_13.181	
OG0003401	rna3284	SAKL-ORF7016	rna4158	Kwal_23.3087	rna4795	Sbay_14.263	rna5076	Skud_14.254	Smik_14.250	Spar_14.263	
OG0003402	rna3285	SAKL-ORF7010	rna4157	Kwal_23.3081	rna2267	Sbay_9.53	rna2852	Skud_9.31	Smik_9.33	Spar_9.36	
OG0003403	rna3286	SAKL-ORF7001	rna4154	Kwal_23.3061	rna4794	Sbay_14.262	rna5075	Skud_14.253	Smik_14.249	Spar_14.262	
OG0003404	rna3287	SAKL-ORF6992	rna4155	Kwal_23.3067	rna2268	Sbay_9.52	rna2851	Skud_9.30	Smik_9.32	Spar_9.35	
OG0003405	rna3288	SAKL-ORF6993	rna4156	Kwal_23.3074	rna4793	Sbay_14.261	rna5074	Skud_14.252	Smik_14.248	Spar_14.261	
OG0003406	rna3316	SAKL-ORF7238	rna4237	Kwal_27.11485	rna2226	Sbay_9.112	rna2906	Skud_9.86	Smik_9.97	Spar_9.94	
OG0003407	rna3323	SAKL-ORF7256	rna4246	Kwal_27.11460	rna4889	Sbay_14.318	rna5130	Skud_14.301	Smik_14.303	Spar_14.333	
OG0003408	rna3328	SAKL-ORF7266	rna4253	Kwal_27.11443	rna942	Sbay_4.126	rna826	Skud_4.134	Smik_4.116	Spar_4.158	
OG0003409	rna3335	SAKL-ORF7279	rna4260	Kwal_27.11401	rna3223	Sbay_7.113	rna2054	Skud_7.120	Smik_7.121	Spar_7.126	
OG0003410	rna3344	SAKL-ORF7307	rna3295	Kwal_23.3438	rna2211	Sbay_4.133	rna833	Skud_4.141	Smik_4.123	Spar_4.167	
OG0003411	rna3345	SAKL-ORF7308	rna3296	Kwal_23.3442	rna2212	Sbay_4.134	rna834	Skud_4.142	Smik_4.124	Spar_4.168	
OG0003412	rna3347	SAKL-ORF7313	rna3298	Kwal_23.3454	rna3228	Sbay_7.118	rna2058	Skud_7.126	Smik_7.126	Spar_7.133	
OG0003413	rna3352	SAKL-ORF4002	rna4010	Kwal_47.18256	rna831	Sbay_8.75	rna5439	Skud_15.187	Smik_15.199	Spar_15.217	
OG0003414	rna3353	SAKL-ORF4003	rna4009	Kwal_47.18259		Sbay_8.76	rna5440	Skud_15.188	Smik_15.200	Spar_15.218	rna768
OG0003415	rna3354	Sakl0G.mRNA.661.p	rna4008	Kwal_47.18263	rna4595	Sbay_8.77	rna5441	Skud_15.189	Smik_15.201	Spar_15.219	
OG0003416	rna3358	SAKL-ORF3456	rna457	Kwal_33.15294	rna139	Sbay_10.85	rna3834	Skud_12.73	Smik_12.69	Spar_12.78	
OG0003417	rna3361	SAKL-ORF3448	rna460	Kwal_33.15281	rna137	Sbay_10.81	rna3830	Skud_12.69	Smik_12.65	Spar_12.74	
OG0003418	rna3362	SAKL-ORF3445	rna461	Kwal_33.15276	rna3447	Sbay_10.82	rna3831	Skud_12.70	Smik_12.66	Spar_12.75	
OG0003419	rna3381	SAKL-ORF4945	rna2214	Kwal_55.19914		Sbay_16.374	rna6135	Skud_16.332	Smik_16.288	Spar_16.393	rna4786
OG0003420	rna3384	SAKL-ORF770	rna4969	Kwal_14.1965	rna388	Sbay_2.234	rna1020	Skud_4.329	Smik_4.313	Spar_4.377	
OG0003421	rna3385	SAKL-ORF769	rna4970	Kwal_14.1970	rna389	Sbay_5.277	rna1751	Skud_5.286	Smik_5.314	Spar_5.340	
OG0003422	rna3387	SAKL-ORF765	rna4972	Kwal_14.1975	rna391	Sbay_5.275	rna1749	Skud_5.284	Smik_5.312	Spar_5.338	
OG0003423	rna3389	SAKL-ORF761	rna4974	Kwal_14.1989	rna2020	Sbay_2.232	rna1018	Skud_4.327	Smik_4.311	Spar_4.375	
OG0003424	rna3390	SAKL-ORF758	rna4975	Kwal_14.1998	rna2021	Sbay_2.231	rna1017	Skud_4.326	Smik_4.310	Spar_4.374	
OG0003425	rna3396	SAKL-ORF742	rna4981	Kwal_14.2016	rna2028	Sbay_2.226	rna1012	Skud_4.321	Smik_4.305	Spar_4.369	
OG0003426	rna3403	SAKL-ORF694	rna5005	Kwal_14.2118	rna2162		rna193	Skud_2.87	Smik_2.97	Spar_2.103	rna3821
OG0003427	rna3412	SAKL-ORF521	rna2450	Kwal_47.17394	rna3097	Sbay_2.110	rna200	Skud_2.98	Smik_2.107	Spar_2.121	
OG0003428	rna3423	SAKL-ORF560	rna5051		rna3102	Sbay_7.438	rna2362	Skud_7.470	Smik_6.251	Spar_7.481	rna3324
OG0003429	rna3428	SAKL-ORF9362	rna986	Kwal_27.10365	rna1698		rna4355	Skud_13.38	Smik_13.31	Spar_13.38	rna891
OG0003430	rna3429	SAKL-ORF9360	rna987	Kwal_27.10372	rna2573	Sbay_13.451	rna4761	Skud_13.438	Smik_13.480	Spar_13.460	
OG0003431	rna3430	SAKL-ORF9359	rna988	Kwal_27.10376	rna2575	Sbay_13.450	rna4760	Skud_13.437	Smik_13.479	Spar_13.459	
OG0003432	rna3433	SAKL-ORF9354	rna990	Kwal_27.10385	rna1696		rna4357	Skud_13.39	Smik_13.32	Spar_13.39	rna2296
OG0003433	rna3435	SAKL-ORF9352	rna993	Kwal_27.10390	rna2578	Sbay_13.447	rna4757	Skud_13.434	Smik_13.476	Spar_13.456	
OG0003434	rna3440	SAKL-ORF13775	rna2802	Kwal_27.12586		Sbay_4.348	rna326	Skud_2.229	Smik_2.243	Spar_2.260	rna5758
OG0003435	rna3441	SAKL-ORF13777	rna2801	Kwal_27.12583	rna5433	Sbay_4.347	rna325	Skud_2.228	Smik_2.242	Spar_2.259	
OG0003436	rna3443	SAKL-ORF13785	rna2798	Kwal_27.12574	rna5435	Sbay_4.345	rna323	Skud_2.226	Smik_2.240	Spar_2.257	
OG0003437	rna3444	SAKL-ORF13788	rna2797	Kwal_27.12567	rna1148	Sbay_16.383	rna6143	Skud_16.341	Smik_16.297	Spar_16.402	
OG0003438	rna3445	SAKL-ORF77	rna2393	Kwal_55.20660	rna3131	Sbay_8.26	rna2539	Skud_8.19	Smik_8.16	Spar_8.28	
OG0003439	rna3455	SAKL-ORF3554	rna4086	Kwal_23.5519	rna4337	Sbay_11.71	rna3498	Skud_11.73	Smik_11.80	Spar_11.98	
OG0003440	rna3456		rna4087	Kwal_23.5513	rna4336	Sbay_11.72	rna3499	Skud_11.74	Smik_11.81	Spar_11.99	rna871
OG0003441	rna3461	SAKL-ORF3543	rna4091	Kwal_YGOB_23.5488	rna121	Sbay_12.35	rna3223	Skud_10.177	Smik_10.217	Spar_10.215	
OG0003442	rna3462	SAKL-ORF3539	rna4092	Kwal_23.5485	rna120	Sbay_12.29	rna3221	Skud_10.179	Smik_10.219	Spar_10.217	
