Orthogroup	k_lactis_proteins	l_kluyveri_v2_proteins	l_thermotolerans_proteins	l_waltii_v3_proteins	n_castellii_proteins	s_bayanus_proteins	s_cerevisiae_proteins	s_kudriavzevii_proteins	s_mikatae_proteins	s_paradoxus_proteins	schizo_pombe_proteins
OG0066239											TCONS_novel_00000044_3-frame_2
OG0066240											TCONS_novel_00000044_4-frame_2
OG0066241											TCONS_novel_00000044_5-frame_2
OG0066242											TCONS_novel_00000045_1-frame_2
OG0066243											TCONS_novel_00000045_2-frame_2
OG0066244											TCONS_novel_00000045_3-frame_2
OG0066245											TCONS_novel_00000045_4-frame_2
OG0066246											TCONS_novel_00000045_5-frame_2
OG0066247											TCONS_novel_00000081_1-frame_2
OG0066248											TCONS_novel_00000081_2-frame_2
OG0066249											TCONS_novel_00000082_1-frame_2
OG0066250											TCONS_novel_00000046_1-frame_2
OG0066251											TCONS_novel_00000046_2-frame_2
OG0066252											TCONS_novel_00000046_3-frame_2
OG0066253											TCONS_novel_00000046_4-frame_2
OG0066254											TCONS_novel_00000046_5-frame_2
OG0066255											TCONS_novel_00000046_6-frame_2
OG0066256											TCONS_novel_00000047_1-frame_2
OG0066257											TCONS_novel_00000154_1-frame_2
OG0066258											TCONS_novel_00000155_1-frame_2
OG0066259											TCONS_novel_00000083_1-frame_2
OG0066260											TCONS_novel_00000083_2-frame_2
OG0066261											TCONS_novel_00000083_3-frame_2
OG0066262											TCONS_novel_00000083_4-frame_2
OG0066263											TCONS_novel_00000083_5-frame_2
OG0066264											TCONS_novel_00000083_6-frame_2
OG0066265											TCONS_novel_00000083_7-frame_2
OG0066266											TCONS_novel_00000083_8-frame_2
OG0066267											TCONS_novel_00000084_1-frame_2
OG0066268											TCONS_novel_00000084_2-frame_2
OG0066269											TCONS_novel_00000084_3-frame_2
OG0066270											TCONS_novel_00000085_1-frame_2
OG0066271											TCONS_novel_00000085_2-frame_2
OG0066272											TCONS_novel_00000086_1-frame_2
OG0066273											TCONS_novel_00000086_2-frame_2
OG0066274											TCONS_novel_00000086_3-frame_2
OG0066275											TCONS_novel_00000086_4-frame_2
OG0066276											TCONS_novel_00000086_5-frame_2
OG0066277											TCONS_novel_00000086_6-frame_2
OG0066278											TCONS_novel_00000156_1-frame_2
OG0066279											TCONS_novel_00000087_1-frame_2
OG0066280											TCONS_novel_00000087_2-frame_2
OG0066281											TCONS_novel_00000087_3-frame_2
OG0066282											TCONS_novel_00000087_4-frame_2
OG0066283											TCONS_novel_00000088_1-frame_2
OG0066284											TCONS_novel_00000088_2-frame_2
OG0066285											TCONS_novel_00000157_1-frame_2
OG0066286											TCONS_novel_00000157_2-frame_2
OG0066287											TCONS_novel_00000158_1-frame_2
OG0066288											TCONS_novel_00000158_2-frame_2
OG0066289											TCONS_novel_00000158_3-frame_2
OG0066290											TCONS_novel_00000159_1-frame_2
OG0066291											TCONS_novel_00000160_1-frame_2
OG0066292											TCONS_novel_00000160_2-frame_2
OG0066293											TCONS_novel_00000160_3-frame_2
OG0066294											TCONS_novel_00000160_4-frame_2
OG0066295											TCONS_novel_00000160_5-frame_2
OG0066296											TCONS_novel_00000160_6-frame_2
OG0066297											TCONS_novel_00000160_7-frame_2
OG0066298											TCONS_novel_00000160_8-frame_2
OG0066299											TCONS_novel_00000160_9-frame_2
OG0066300											TCONS_novel_00000160_10-frame_2
OG0066301											TCONS_novel_00000160_11-frame_2
OG0066302											TCONS_novel_00000161_1-frame_2
OG0066303											TCONS_novel_00000161_2-frame_2
OG0066304											TCONS_novel_00000161_3-frame_2
OG0066305											TCONS_novel_00000090_1-frame_2
OG0066306											TCONS_novel_00000090_2-frame_2
OG0066307											TCONS_novel_00000090_4-frame_2
OG0066308											TCONS_novel_00000090_5-frame_2
OG0066309											TCONS_novel_00000090_6-frame_2
OG0066310											TCONS_novel_00000090_7-frame_2
OG0066311											TCONS_novel_00000090_8-frame_2
OG0066312											TCONS_novel_00000090_9-frame_2
OG0066313											TCONS_novel_00000090_10-frame_2
OG0066314											TCONS_novel_00000090_11-frame_2
OG0066315											TCONS_novel_00000090_12-frame_2
OG0066316											TCONS_novel_00000090_13-frame_2
OG0066317											TCONS_novel_00000162_1-frame_2
OG0066318											TCONS_novel_00000091_1-frame_2
OG0066319											TCONS_novel_00000163_1-frame_2
OG0066320											TCONS_novel_00000163_2-frame_2
OG0066321											TCONS_novel_00000165_1-frame_2
OG0066322											TCONS_novel_00000165_2-frame_2
OG0066323											TCONS_novel_00000166_1-frame_2
OG0066324											TCONS_novel_00000167_1-frame_2
OG0066325											TCONS_novel_00000167_2-frame_2
OG0066326											TCONS_novel_00000167_3-frame_2
OG0066327											TCONS_novel_00000168_1-frame_2
OG0066328											TCONS_novel_00000168_2-frame_2
OG0066329											TCONS_novel_00000168_3-frame_2
OG0066330											TCONS_novel_00000169_1-frame_2
OG0066331											TCONS_novel_00000170_1-frame_2
OG0066332											TCONS_novel_00000170_2-frame_2
OG0066333											TCONS_novel_00000092_1-frame_2
OG0066334											TCONS_novel_00000093_1-frame_2
OG0066335											TCONS_novel_00000171_1-frame_2
OG0066336											TCONS_novel_00000171_2-frame_2
OG0066337											TCONS_novel_00000094_1-frame_2
OG0066338											TCONS_novel_00000094_2-frame_2
OG0066339											TCONS_novel_00000094_3-frame_2
OG0066340											TCONS_novel_00000095_1-frame_2
OG0066341											TCONS_novel_00000095_2-frame_2
OG0066342											TCONS_novel_00000095_3-frame_2
OG0066343											TCONS_novel_00000095_4-frame_2
OG0066344											TCONS_novel_00000095_5-frame_2
OG0066345											TCONS_novel_00000096_1-frame_2
OG0066346											TCONS_novel_00000096_2-frame_2
OG0066347											TCONS_novel_00000097_1-frame_2
OG0066348											TCONS_novel_00000097_2-frame_2
OG0066349											TCONS_novel_00000097_3-frame_2
OG0066350											TCONS_novel_00000097_4-frame_2
OG0066351											TCONS_novel_00000097_5-frame_2
OG0066352											TCONS_novel_00000098_1-frame_2
OG0066353											TCONS_novel_00000098_2-frame_2
OG0066354											TCONS_novel_00000098_3-frame_2
OG0066355											TCONS_novel_00000098_4-frame_2
OG0066356											TCONS_novel_00000098_5-frame_2
OG0066357											TCONS_novel_00000098_6-frame_2
OG0066358											TCONS_novel_00000099_1-frame_2
OG0066359											TCONS_novel_00000173_1-frame_2
OG0066360											TCONS_novel_00000173_2-frame_2
OG0066361											TCONS_novel_00000173_3-frame_2
OG0066362											TCONS_novel_00000173_4-frame_2
OG0066363											TCONS_novel_00000173_5-frame_2
OG0066364											TCONS_novel_00000100_1-frame_2
OG0066365											TCONS_novel_00000100_2-frame_2
OG0066366											TCONS_novel_00000175_1-frame_2
OG0066367											TCONS_novel_00000101_1-frame_2
OG0066368											TCONS_novel_00000101_2-frame_2
OG0066369											TCONS_novel_00000103_1-frame_2
OG0066370											TCONS_novel_00000103_2-frame_2
OG0066371											TCONS_novel_00000103_3-frame_2
OG0066372											TCONS_novel_00000104_1-frame_2
OG0066373											TCONS_novel_00000176_1-frame_2
OG0066374											TCONS_novel_00000177_1-frame_2
OG0066375											TCONS_novel_00000178_1-frame_2
OG0066376											TCONS_novel_00000179_1-frame_2
OG0066377											TCONS_novel_00000180_1-frame_2
OG0066378											TCONS_novel_00000180_2-frame_2
OG0066379											TCONS_novel_00000180_3-frame_2
OG0066380											TCONS_novel_00000180_4-frame_2
OG0066381											TCONS_novel_00000180_5-frame_2
OG0066382											TCONS_novel_00000180_6-frame_2
OG0066383											TCONS_novel_00000180_7-frame_2
OG0066384											TCONS_novel_00000180_8-frame_2
OG0066385											TCONS_novel_00000105_1-frame_2
OG0066386											TCONS_novel_00000181_1-frame_2
OG0066387											TCONS_novel_00000181_2-frame_2
OG0066388											TCONS_novel_00000181_3-frame_2
OG0066389											TCONS_novel_00000181_4-frame_2
OG0066390											TCONS_novel_00000181_5-frame_2
OG0066391											TCONS_novel_00000181_6-frame_2
OG0066392											TCONS_novel_00000181_7-frame_2
OG0066393											TCONS_novel_00000181_8-frame_2
OG0066394											TCONS_novel_00000181_9-frame_2
OG0066395											TCONS_novel_00000181_10-frame_2
OG0066396											TCONS_novel_00000181_11-frame_2
OG0066397											TCONS_novel_00000181_12-frame_2
OG0066398											TCONS_novel_00000181_13-frame_2
OG0066399											TCONS_novel_00000181_14-frame_2
OG0066400											TCONS_novel_00000106_1-frame_2
OG0066401											TCONS_novel_00000106_2-frame_2
OG0066402											TCONS_novel_00000106_3-frame_2
OG0066403											TCONS_novel_00000107_1-frame_2
OG0066404											TCONS_novel_00000108_1-frame_2
OG0066405											TCONS_novel_00000108_2-frame_2
OG0066406											TCONS_novel_00000182_1-frame_2
OG0066407											TCONS_novel_00000183_1-frame_2
OG0066408											TCONS_novel_00000183_2-frame_2
OG0066409											TCONS_novel_00000109_1-frame_2
OG0066410											TCONS_novel_00000109_2-frame_2
OG0066411											TCONS_novel_00000109_3-frame_2
OG0066412											TCONS_novel_00000109_4-frame_2
OG0066413											TCONS_novel_00000109_5-frame_2
OG0066414											TCONS_novel_00000110_1-frame_2
OG0066415											TCONS_novel_00000185_1-frame_2
OG0066416											TCONS_novel_00000185_2-frame_2
OG0066417											TCONS_novel_00000185_3-frame_2
OG0066418											TCONS_novel_00000185_4-frame_2
OG0066419											TCONS_novel_00000111_1-frame_2
OG0066420											TCONS_novel_00000111_2-frame_2
OG0066421											TCONS_novel_00000111_3-frame_2
OG0066422											TCONS_novel_00000186_1-frame_2
OG0066423											TCONS_novel_00000186_2-frame_2
OG0066424											TCONS_novel_00000186_3-frame_2
OG0066425											TCONS_novel_00000113_1-frame_2
OG0066426											TCONS_novel_00000187_1-frame_2
OG0066427											TCONS_novel_00000187_2-frame_2
OG0066428											TCONS_novel_00000187_3-frame_2
OG0066429											TCONS_novel_00000114_1-frame_2
OG0066430											TCONS_novel_00000114_2-frame_2
OG0066431											TCONS_novel_00000114_3-frame_2
OG0066432											TCONS_novel_00000114_4-frame_2
OG0066433											TCONS_novel_00000115_1-frame_2
OG0066434											TCONS_novel_00000115_2-frame_2
OG0066435											TCONS_novel_00000115_3-frame_2
OG0066436											TCONS_novel_00000115_4-frame_2
OG0066437											TCONS_novel_00000189_1-frame_2
OG0066438											TCONS_novel_00000189_2-frame_2
OG0066439											TCONS_novel_00000117_1-frame_2
OG0066440											TCONS_novel_00000118_1-frame_2
OG0066441											TCONS_novel_00000119_1-frame_2
OG0066442											TCONS_novel_00000119_2-frame_2
OG0066443											TCONS_novel_00000121_1-frame_2
OG0066444											TCONS_novel_00000121_8-frame_2
OG0066445											TCONS_novel_00000121_9-frame_2
OG0066446											TCONS_novel_00000121_10-frame_2
OG0066447											TCONS_novel_00000121_11-frame_2
OG0066448											TCONS_novel_00000121_12-frame_2
OG0066449											TCONS_novel_00000122_7-frame_2
OG0066450											TCONS_novel_00000123_1-frame_2
OG0066451											TCONS_novel_00000123_2-frame_2
OG0066452											TCONS_novel_00000191_1-frame_2
OG0066453											TCONS_novel_00000191_2-frame_2
OG0066454											TCONS_novel_00000191_3-frame_2
OG0066455											TCONS_novel_00000192_1-frame_2
OG0066456											TCONS_novel_00000192_2-frame_2
OG0066457											TCONS_novel_00000192_3-frame_2
OG0066458											TCONS_novel_00000124_1-frame_2
OG0066459											TCONS_novel_00000124_2-frame_2
OG0066460											TCONS_novel_00000125_1-frame_2
OG0066461											TCONS_novel_00000126_1-frame_2
OG0066462											TCONS_novel_00000126_2-frame_2
OG0066463											TCONS_novel_00000126_3-frame_2
OG0066464											TCONS_novel_00000127_1-frame_2
OG0066465											TCONS_novel_00000127_2-frame_2
OG0066466											TCONS_novel_00000193_1-frame_2
OG0066467											TCONS_novel_00000193_2-frame_2
OG0066468											TCONS_novel_00000193_3-frame_2
OG0066469											TCONS_novel_00000193_4-frame_2
OG0066470											TCONS_novel_00000193_5-frame_2
OG0066471											TCONS_novel_00000129_1-frame_2
OG0066472											TCONS_novel_00000130_1-frame_2
OG0066473											TCONS_novel_00000131_1-frame_2
OG0066474											TCONS_novel_00000131_2-frame_2
OG0066475											TCONS_novel_00000195_1-frame_2
OG0066476											TCONS_novel_00000195_2-frame_2
OG0066477											TCONS_novel_00000195_3-frame_2
OG0066478											TCONS_novel_00000195_4-frame_2
OG0066479											TCONS_novel_00000195_5-frame_2
OG0066480											TCONS_novel_00000196_1-frame_2
OG0066481											TCONS_novel_00000196_2-frame_2
OG0066482											TCONS_novel_00000197_1-frame_2
OG0066483											TCONS_novel_00000197_2-frame_2
OG0066484											TCONS_novel_00000197_3-frame_2
OG0066485											TCONS_novel_00000197_4-frame_2
OG0066486											TCONS_novel_00000197_5-frame_2
OG0066487											TCONS_novel_00000197_6-frame_2
OG0066488											TCONS_novel_00000134_1-frame_2
OG0066489											TCONS_novel_00000199_1-frame_2
OG0066490											TCONS_novel_00000199_2-frame_2
OG0066491											TCONS_novel_00000199_3-frame_2
OG0066492											TCONS_novel_00000199_4-frame_2
OG0066493											TCONS_novel_00000200_1-frame_2
OG0066494											TCONS_novel_00000135_1-frame_2
OG0066495											TCONS_novel_00000135_2-frame_2
OG0066496											TCONS_novel_00000201_1-frame_2
OG0066497											TCONS_novel_00000201_2-frame_2
OG0066498											TCONS_novel_00000136_1-frame_2
OG0066499											TCONS_novel_00000137_1-frame_2
OG0066500											TCONS_novel_00000203_1-frame_2
OG0066501											TCONS_novel_00000204_1-frame_2
OG0066502											TCONS_novel_00000138_1-frame_2
OG0066503											TCONS_novel_00000138_2-frame_2
OG0066504											TCONS_novel_00000138_3-frame_2
OG0066505											TCONS_novel_00000138_4-frame_2
OG0066506											TCONS_novel_00000206_1-frame_2
OG0066507											TCONS_novel_00000206_2-frame_2
OG0066508											TCONS_novel_00000206_3-frame_2
OG0066509											TCONS_novel_00000206_4-frame_2
OG0066510											TCONS_novel_00000207_1-frame_2
OG0066511											TCONS_novel_00000207_2-frame_2
OG0066512											TCONS_novel_00000208_1-frame_2
OG0066513											TCONS_novel_00000208_2-frame_2
OG0066514											TCONS_novel_00000209_1-frame_2
OG0066515											TCONS_novel_00000210_1-frame_2
OG0066516											TCONS_novel_00000210_2-frame_2
OG0066517											TCONS_novel_00000139_1-frame_2
OG0066518											TCONS_novel_00000211_1-frame_2
OG0066519											TCONS_novel_00000211_2-frame_2
OG0066520											TCONS_novel_00000212_1-frame_2
OG0066521											TCONS_novel_00000212_2-frame_2
OG0066522											TCONS_novel_00000212_3-frame_2
OG0066523											TCONS_novel_00000212_4-frame_2
OG0066524											TCONS_novel_00000212_5-frame_2
OG0066525											TCONS_novel_00000213_1-frame_2
OG0066526											TCONS_novel_00000140_1-frame_2
OG0066527											TCONS_novel_00000140_2-frame_2
OG0066528											TCONS_novel_00000140_3-frame_2
OG0066529											TCONS_novel_00000140_4-frame_2
OG0066530											TCONS_novel_00000214_1-frame_2
OG0066531											TCONS_novel_00000215_1-frame_2
OG0066532											TCONS_novel_00000141_1-frame_2
OG0066533											TCONS_novel_00000141_2-frame_2
OG0066534											TCONS_novel_00000216_1-frame_2
OG0066535											TCONS_novel_00000216_2-frame_2
OG0066536											TCONS_novel_00000216_3-frame_2
OG0066537											TCONS_novel_00000216_4-frame_2
OG0066538											TCONS_novel_00000217_1-frame_2
OG0066539											TCONS_novel_00000217_2-frame_2
OG0066540											TCONS_novel_00000217_3-frame_2
OG0066541											TCONS_novel_00000218_1-frame_2
OG0066542											TCONS_novel_00000142_1-frame_2
OG0066543											TCONS_novel_00000142_2-frame_2
OG0066544											TCONS_novel_00000142_3-frame_2
OG0066545											TCONS_novel_00000143_2-frame_2
OG0066546											TCONS_novel_00000143_3-frame_2
OG0066547											TCONS_novel_00000143_4-frame_2
OG0066548											TCONS_novel_00000143_5-frame_2
OG0066549											TCONS_novel_00000143_6-frame_2
OG0066550											TCONS_novel_00000143_7-frame_2
OG0066551											TCONS_novel_00000144_1-frame_2
OG0066552											TCONS_novel_00000219_1-frame_2
OG0066553											TCONS_novel_00000145_1-frame_2
OG0066554											TCONS_novel_00000220_1-frame_2
OG0066555											TCONS_novel_00000146_1-frame_2
OG0066556											TCONS_novel_00000146_2-frame_2
OG0066557											TCONS_novel_00000146_3-frame_2
OG0066558											TCONS_novel_00000221_1-frame_2
OG0066559											TCONS_novel_00000221_2-frame_2
OG0066560											TCONS_novel_00000221_3-frame_2
OG0066561											TCONS_novel_00000221_4-frame_2
OG0066562											TCONS_novel_00000147_1-frame_2
OG0066563											TCONS_novel_00000147_2-frame_2
OG0066564											TCONS_novel_00000147_3-frame_2
OG0066565											TCONS_novel_00000148_1-frame_2
OG0066566											TCONS_novel_00000148_2-frame_2
OG0066567											TCONS_novel_00000148_3-frame_2
OG0066568											TCONS_novel_00000149_1-frame_2
OG0066569											TCONS_novel_00000150_1-frame_2
OG0066570											TCONS_novel_00000222_1-frame_2
OG0066571											TCONS_novel_00000222_2-frame_2
OG0066572											TCONS_novel_00000223_1-frame_2
OG0066573											TCONS_novel_00000224_1-frame_2
OG0066574											TCONS_novel_00000151_1-frame_2
OG0066575											TCONS_novel_00000151_2-frame_2
OG0066576											TCONS_novel_00000151_3-frame_2
OG0066577											TCONS_novel_00000151_4-frame_2
OG0066578											TCONS_novel_00000152_1-frame_2
OG0066579											TCONS_novel_00000225_1-frame_2
OG0066580											TCONS_novel_00000226_1-frame_2
OG0066581											TCONS_novel_00000226_2-frame_2
OG0066582											TCONS_novel_00000226_3-frame_2
OG0066583											TCONS_novel_00000226_4-frame_2
OG0066584											TCONS_novel_00000227_1-frame_2
OG0066585											TCONS_novel_00000228_1-frame_2
OG0066586											TCONS_novel_00000229_1-frame_2
OG0066587											TCONS_novel_00000318_1-frame_2
OG0066588											TCONS_novel_00000230_1-frame_2
OG0066589											TCONS_novel_00000320_1-frame_2
OG0066590											TCONS_novel_00000320_2-frame_2
OG0066591											TCONS_novel_00000320_3-frame_2
OG0066592											TCONS_novel_00000231_1-frame_2
OG0066593											TCONS_novel_00000232_1-frame_2
OG0066594											TCONS_novel_00000233_1-frame_2
OG0066595											TCONS_novel_00000233_2-frame_2
OG0066596											TCONS_novel_00000321_1-frame_2
OG0066597											TCONS_novel_00000322_1-frame_2
OG0066598											TCONS_novel_00000322_2-frame_2
OG0066599											TCONS_novel_00000322_3-frame_2
OG0066600											TCONS_novel_00000323_1-frame_2
OG0066601											TCONS_novel_00000324_1-frame_2
OG0066602											TCONS_novel_00000324_2-frame_2
OG0066603											TCONS_novel_00000325_1-frame_2
OG0066604											TCONS_novel_00000325_2-frame_2
OG0066605											TCONS_novel_00000325_3-frame_2
OG0066606											TCONS_novel_00000327_1-frame_2
OG0066607											TCONS_novel_00000235_1-frame_2
OG0066608											TCONS_novel_00000328_1-frame_2
OG0066609											TCONS_novel_00000328_2-frame_2
OG0066610											TCONS_novel_00000329_1-frame_2
OG0066611											TCONS_novel_00000329_2-frame_2
OG0066612											TCONS_novel_00000329_3-frame_2
OG0066613											TCONS_novel_00000236_1-frame_2
OG0066614											TCONS_novel_00000237_1-frame_2
OG0066615											TCONS_novel_00000238_1-frame_2
OG0066616											TCONS_novel_00000239_1-frame_2
OG0066617											TCONS_novel_00000330_1-frame_2
OG0066618											TCONS_novel_00000330_2-frame_2
OG0066619											TCONS_novel_00000330_3-frame_2
OG0066620											TCONS_novel_00000330_4-frame_2
OG0066621											TCONS_novel_00000330_5-frame_2
OG0066622											TCONS_novel_00000330_6-frame_2
OG0066623											TCONS_novel_00000330_7-frame_2
OG0066624											TCONS_novel_00000330_8-frame_2
OG0066625											TCONS_novel_00000330_9-frame_2
OG0066626											TCONS_novel_00000330_10-frame_2
OG0066627											TCONS_novel_00000330_11-frame_2
OG0066628											TCONS_novel_00000240_1-frame_2
OG0066629											TCONS_novel_00000240_2-frame_2
OG0066630											TCONS_novel_00000241_1-frame_2
OG0066631											TCONS_novel_00000242_1-frame_2
OG0066632											TCONS_novel_00000331_1-frame_2
OG0066633											TCONS_novel_00000331_2-frame_2
OG0066634											TCONS_novel_00000331_3-frame_2
OG0066635											TCONS_novel_00000331_4-frame_2
OG0066636											TCONS_novel_00000332_1-frame_2
OG0066637											TCONS_novel_00000243_1-frame_2
OG0066638											TCONS_novel_00000244_1-frame_2
OG0066639											TCONS_novel_00000244_2-frame_2
OG0066640											TCONS_novel_00000244_3-frame_2
OG0066641											TCONS_novel_00000245_1-frame_2
OG0066642											TCONS_novel_00000333_1-frame_2
OG0066643											TCONS_novel_00000333_2-frame_2
OG0066644											TCONS_novel_00000333_3-frame_2
OG0066645											TCONS_novel_00000333_4-frame_2
OG0066646											TCONS_novel_00000246_1-frame_2
OG0066647											TCONS_novel_00000246_2-frame_2
OG0066648											TCONS_novel_00000334_1-frame_2
OG0066649											TCONS_novel_00000335_1-frame_2
OG0066650											TCONS_novel_00000247_1-frame_2
OG0066651											TCONS_novel_00000248_1-frame_2
OG0066652											TCONS_novel_00000248_2-frame_2
OG0066653											TCONS_novel_00000248_3-frame_2
OG0066654											TCONS_novel_00000248_4-frame_2
OG0066655											TCONS_novel_00000248_5-frame_2
OG0066656											TCONS_novel_00000248_6-frame_2
OG0066657											TCONS_novel_00000248_7-frame_2
OG0066658											TCONS_novel_00000336_1-frame_2
OG0066659											TCONS_novel_00000336_2-frame_2
OG0066660											TCONS_novel_00000336_3-frame_2
OG0066661											TCONS_novel_00000336_4-frame_2
OG0066662											TCONS_novel_00000336_5-frame_2
OG0066663											TCONS_novel_00000336_6-frame_2
OG0066664											TCONS_novel_00000336_7-frame_2
OG0066665											TCONS_novel_00000336_8-frame_2
OG0066666											TCONS_novel_00000336_9-frame_2
OG0066667											TCONS_novel_00000336_10-frame_2
OG0066668											TCONS_novel_00000249_1-frame_2
OG0066669											TCONS_novel_00000250_1-frame_2
OG0066670											TCONS_novel_00000250_2-frame_2
OG0066671											TCONS_novel_00000250_3-frame_2
OG0066672											TCONS_novel_00000251_1-frame_2
OG0066673											TCONS_novel_00000251_2-frame_2
OG0066674											TCONS_novel_00000252_1-frame_2
OG0066675											TCONS_novel_00000253_1-frame_2
OG0066676											TCONS_novel_00000253_2-frame_2
OG0066677											TCONS_novel_00000337_1-frame_2
OG0066678											TCONS_novel_00000337_2-frame_2
OG0066679											TCONS_novel_00000337_3-frame_2
OG0066680											TCONS_novel_00000254_1-frame_2
OG0066681											TCONS_novel_00000255_1-frame_2
OG0066682											TCONS_novel_00000255_2-frame_2
OG0066683											TCONS_novel_00000338_1-frame_2
OG0066684											TCONS_novel_00000339_1-frame_2
OG0066685											TCONS_novel_00000340_1-frame_2
OG0066686											TCONS_novel_00000257_1-frame_2
OG0066687											TCONS_novel_00000341_1-frame_2
OG0066688											TCONS_novel_00000258_1-frame_2
OG0066689											TCONS_novel_00000342_1-frame_2
OG0066690											TCONS_novel_00000342_2-frame_2
OG0066691											TCONS_novel_00000343_1-frame_2
OG0066692											TCONS_novel_00000344_1-frame_2
OG0066693											TCONS_novel_00000344_2-frame_2
OG0066694											TCONS_novel_00000344_3-frame_2
OG0066695											TCONS_novel_00000344_4-frame_2
OG0066696											TCONS_novel_00000344_5-frame_2
OG0066697											TCONS_novel_00000345_1-frame_2
OG0066698											TCONS_novel_00000345_2-frame_2
OG0066699											TCONS_novel_00000345_3-frame_2
OG0066700											TCONS_novel_00000346_1-frame_2
OG0066701											TCONS_novel_00000346_2-frame_2
OG0066702											TCONS_novel_00000346_3-frame_2
OG0066703											TCONS_novel_00000346_4-frame_2
OG0066704											TCONS_novel_00000346_5-frame_2
OG0066705											TCONS_novel_00000346_6-frame_2
OG0066706											TCONS_novel_00000346_7-frame_2
OG0066707											TCONS_novel_00000346_8-frame_2
OG0066708											TCONS_novel_00000259_1-frame_2
OG0066709											TCONS_novel_00000259_2-frame_2
OG0066710											TCONS_novel_00000259_3-frame_2
OG0066711											TCONS_novel_00000259_4-frame_2
OG0066712											TCONS_novel_00000259_5-frame_2
OG0066713											TCONS_novel_00000259_6-frame_2
OG0066714											TCONS_novel_00000260_1-frame_2
OG0066715											TCONS_novel_00000347_1-frame_2
OG0066716											TCONS_novel_00000347_2-frame_2
OG0066717											TCONS_novel_00000348_1-frame_2
OG0066718											TCONS_novel_00000261_1-frame_2
OG0066719											TCONS_novel_00000261_2-frame_2
OG0066720											TCONS_novel_00000262_1-frame_2
OG0066721											TCONS_novel_00000262_2-frame_2
OG0066722											TCONS_novel_00000262_3-frame_2
OG0066723											TCONS_novel_00000263_1-frame_2
OG0066724											TCONS_novel_00000349_1-frame_2
OG0066725											TCONS_novel_00000349_2-frame_2
OG0066726											TCONS_novel_00000351_1-frame_2
OG0066727											TCONS_novel_00000351_2-frame_2
OG0066728											TCONS_novel_00000264_1-frame_2
OG0066729											TCONS_novel_00000264_2-frame_2
OG0066730											TCONS_novel_00000265_1-frame_2
OG0066731											TCONS_novel_00000265_2-frame_2
OG0066732											TCONS_novel_00000266_1-frame_2
OG0066733											TCONS_novel_00000352_1-frame_2
OG0066734											TCONS_novel_00000352_2-frame_2
OG0066735											TCONS_novel_00000352_3-frame_2
OG0066736											TCONS_novel_00000354_1-frame_2
OG0066737											TCONS_novel_00000354_2-frame_2
OG0066738											TCONS_novel_00000355_1-frame_2
OG0066739											TCONS_novel_00000355_2-frame_2
OG0066740											TCONS_novel_00000355_3-frame_2
OG0066741											TCONS_novel_00000355_4-frame_2
OG0066742											TCONS_novel_00000355_5-frame_2
OG0066743											TCONS_novel_00000356_1-frame_2
OG0066744											TCONS_novel_00000356_2-frame_2
OG0066745											TCONS_novel_00000356_3-frame_2
OG0066746											TCONS_novel_00000357_1-frame_2
OG0066747											TCONS_novel_00000357_2-frame_2
OG0066748											TCONS_novel_00000268_1-frame_2
OG0066749											TCONS_novel_00000270_1-frame_2
OG0066750											TCONS_novel_00000271_1-frame_2
OG0066751											TCONS_novel_00000272_1-frame_2
OG0066752											TCONS_novel_00000273_1-frame_2
OG0066753											TCONS_novel_00000273_2-frame_2
OG0066754											TCONS_novel_00000273_3-frame_2
OG0066755											TCONS_novel_00000273_4-frame_2
OG0066756											TCONS_novel_00000273_5-frame_2
OG0066757											TCONS_novel_00000274_1-frame_2
OG0066758											TCONS_novel_00000358_1-frame_2
OG0066759											TCONS_novel_00000358_2-frame_2
OG0066760											TCONS_novel_00000276_1-frame_2
OG0066761											TCONS_novel_00000360_1-frame_2
OG0066762											TCONS_novel_00000360_2-frame_2
OG0066763											TCONS_novel_00000360_3-frame_2
OG0066764											TCONS_novel_00000277_1-frame_2
OG0066765											TCONS_novel_00000278_1-frame_2
OG0066766											TCONS_novel_00000278_2-frame_2
OG0066767											TCONS_novel_00000278_3-frame_2
OG0066768											TCONS_novel_00000278_4-frame_2
OG0066769											TCONS_novel_00000278_5-frame_2
OG0066770											TCONS_novel_00000279_1-frame_2
OG0066771											TCONS_novel_00000279_2-frame_2
OG0066772											TCONS_novel_00000279_3-frame_2
OG0066773											TCONS_novel_00000279_4-frame_2
OG0066774											TCONS_novel_00000279_5-frame_2
OG0066775											TCONS_novel_00000280_1-frame_2
OG0066776											TCONS_novel_00000280_2-frame_2
OG0066777											TCONS_novel_00000280_3-frame_2
OG0066778											TCONS_novel_00000280_4-frame_2
OG0066779											TCONS_novel_00000280_5-frame_2
OG0066780											TCONS_novel_00000280_6-frame_2
OG0066781											TCONS_novel_00000280_7-frame_2
OG0066782											TCONS_novel_00000280_8-frame_2
OG0066783											TCONS_novel_00000281_1-frame_2
OG0066784											TCONS_novel_00000281_2-frame_2
OG0066785											TCONS_novel_00000361_1-frame_2
OG0066786											TCONS_novel_00000282_1-frame_2
OG0066787											TCONS_novel_00000282_2-frame_2
OG0066788											TCONS_novel_00000363_1-frame_2
OG0066789											TCONS_novel_00000363_2-frame_2
OG0066790											TCONS_novel_00000363_3-frame_2
OG0066791											TCONS_novel_00000363_4-frame_2
OG0066792											TCONS_novel_00000363_5-frame_2
