Orthogroup	s_cerevisiae_proteins	l_kluyveri_v2_proteins
OG0001776	rna6271	SAKL-ORF4788
OG0001777	rna6272	SAKL-ORF4787
OG0001778	rna4319	SAKL-ORF4779
OG0001779	rna4252	SAKL-ORF2314
OG0001780	rna879	SAKL-ORF2309
OG0001781	rna881	SAKL-ORF2305
OG0001782	rna4248	SAKL-ORF2302
OG0001783	rna883	SAKL-ORF2299
OG0001784	rna4242	SAKL-ORF2293
OG0001785	rna885	SAKL-ORF2288
OG0001786	rna4241	SAKL-ORF2285
OG0001787	rna4240	SAKL-ORF2282
OG0001788	rna4239	SAKL-ORF2280
OG0001789	rna4238	SAKL-ORF2276
OG0001790	rna888	SAKL-ORF2267
OG0001791	rna3369	SAKL-ORF4939
OG0001792	rna3381	SAKL-ORF4887
OG0001793	rna163	SAKL-ORF4891
OG0001794	rna3379	SAKL-ORF4892
OG0001795	rna3357	SAKL-ORF4963
OG0001796	rna3354	SAKL-ORF4976
OG0001797	rna6132	SAKL-ORF4985
OG0001798	rna3352	SAKL-ORF4986
OG0001799	rna6131	SAKL-ORF4988
OG0001800	rna6130	SAKL-ORF4989
OG0001801	rna3350	SAKL-ORF4993
OG0001802	rna3349	SAKL-ORF4999
OG0001803	rna6128	SAKL-ORF5004
OG0001804	rna6127	SAKL-ORF5008
OG0001805	rna109	SAKL-ORF5031
OG0001806	rna111	Mod_transcript_55
OG0001807	rna112	SAKL-ORF5042
OG0001808	rna6121	SAKL-ORF5046
OG0001809	rna117	SAKL-ORF5055
OG0001810	rna6116	SAKL-ORF5056
OG0001811	rna1716	SAKL-ORF5076
OG0001812	rna121	SAKL-ORF5077
OG0001814	rna124	SAKL-ORF5086
OG0001815	rna125	SAKL-ORF5087
OG0001816	rna127	SAKL-ORF5098
OG0001817	rna1710	SAKL-ORF5102
OG0001818	rna5272	SAKL-ORF9657
OG0001819	rna5273	SAKL-ORF9658
OG0001820	rna4842	SAKL-ORF9659
OG0001821	rna4843	SAKL-ORF9662
OG0001822	rna4845	SAKL-ORF9665
OG0001823	rna4848	SAKL-ORF9670
OG0001824	rna4850	SAKL-ORF9679
OG0001825	rna5277	SAKL-ORF9680
OG0001826	rna4852	SAKL-ORF9684
OG0001827	rna4853	SAKL-ORF9689
OG0001828	rna5281	SAKL-ORF9699
OG0001829	rna3593	SAKL-ORF8230
OG0001830	rna4501	SAKL-ORF8236
OG0001831	rna4499	SAKL-ORF8240
OG0001832	rna4497	SAKL-ORF8242
OG0001833	rna3606	SAKL-ORF8244
OG0001834	rna4496	Mod_transcript_38
OG0001835	rna5077	SAKL-ORF7018
OG0001836	rna3033	SAKL-ORF2669
OG0001837	rna3632	Mod_transcript_74
OG0001838	rna3628	SAKL-ORF2658
OG0001839	rna5132	SAKL-ORF7234
OG0001840	rna2903	SAKL-ORF7233
OG0001841	rna2902	SAKL-ORF7232
OG0001842	rna5135	Sakl0E.mRNA.cn.432.m
OG0001843	rna2900	SAKL-ORF7229
OG0001844	rna5137	SAKL-ORF7226
OG0001845	rna2899	SAKL-ORF7219
OG0001846	rna5138	SAKL-ORF7217
OG0001847	rna5139	SAKL-ORF7214
OG0001848	rna5122	SAKL-ORF7208
OG0001849	rna5116	SAKL-ORF7203
OG0001850	rna2896	SAKL-ORF7199
OG0001851	rna2895	SAKL-ORF7198
OG0001852	rna5126	SAKL-ORF7240
OG0001853	rna2907	SAKL-ORF7242
OG0001854	rna2910	SAKL-ORF7258
OG0001855	rna825	SAKL-ORF7264
OG0001856	rna2051	SAKL-ORF7271
OG0001857	rna2053	SAKL-ORF7275
OG0001858	rna2055	SAKL-ORF7284
OG0001859	rna829	SAKL-ORF7294
OG0001860	rna2056	SAKL-ORF7291
OG0001861	rna830	SAKL-ORF7297
OG0001862	rna835	SAKL-ORF7310
OG0001863	rna1424	SAKL-ORF3998
OG0001864	rna5437	SAKL-ORF4000
OG0001865	rna3836	SAKL-ORF3459
OG0001866	rna3835	SAKL-ORF3457
OG0001867	rna3269	SAKL-ORF3451
OG0001868	rna3832	SAKL-ORF3437
OG0001869	rna5217	SAKL-ORF3435, SAKL-ORF3434
OG0001870	rna2417	SAKL-ORF3239
OG0001871	rna2416	SAKL-ORF3241
OG0001872	rna3275	SAKL-ORF3243
OG0001873	rna3365	SAKL-ORF4947
OG0001874	rna3366	SAKL-ORF4943
OG0001875	rna1750	SAKL-ORF768
OG0001876	rna1748	SAKL.mRNA.249AT.m
OG0001877	rna1016	SAKL-ORF751
OG0001878	rna1013	SAKL-ORF744
OG0001879	rna1745	SAKL-ORF741
OG0001880	rna1743	SAKL-ORF738
OG0001881	rna190	SAKL-ORF701
OG0001882	rna191	SAKL-ORF698
OG0001883	rna192	SAKL-ORF696
OG0001884	rna197	SAKL-ORF683
OG0001885	rna2179	SAKL-ORF519
OG0001886	rna2178	SAKL-ORF522
OG0001887	rna2365	SAKL-ORF551
OG0001888	rna2364	SAKL-ORF552
OG0001889	rna2362	SAKL-ORF560
OG0001890	rna4762	Mod_transcript_31
OG0001891	rna4758	SAKL-ORF9353
OG0001892	rna4756	SAKL-ORF9350
OG0001893	rna4754	SAKL-ORF9347
OG0001894	rna324	SAKL-ORF13781
OG0001895	rna2603	SAKL-ORF3570
OG0001896	rna2602	SAKL-ORF3566
OG0001897	rna2601	SAKL-ORF3565
OG0001898	rna2600	SAKL-ORF3563
OG0001899	rna3225	SAKL-ORF3550
OG0001900	rna3501	SAKL-ORF3534
OG0001901	rna604	SAKL-ORF8658
OG0001902	rna3944	SAKL-ORF1093
OG0001903	rna3515	SAKL-ORF7604
OG0001904	rna3517	SAKL-ORF7607
OG0001905	rna184	Mod_transcript_9
OG0001906	rna306	SAKL-ORF13873
OG0001907	rna1005	SAKL-ORF13880
OG0001908	rna1000	SAKL-ORF13891
OG0001909	rna2647	SAKL-ORF3729
OG0001910	rna2648	SAKL-ORF3731
OG0001911	rna1264	SAKL-ORF3733
OG0001912	rna2649	SAKL-ORF3736
OG0001913	rna2650	SAKL-ORF3739
OG0001914	rna6041	SAKL-ORF1544
OG0001915	rna1431	SAKL-ORF1542
OG0001916	rna1959	SAKL-ORF6289
OG0001917	rna3749	SAKL-ORF6434
OG0001918	rna2844	Mod_transcript_47
OG0001919	rna2845	SAKL-ORF6446
OG0001920	rna2846	SAKL-ORF6449
OG0001921	rna3748	SAKL-ORF6452
OG0001922	rna4864	SAKL-ORF9750
OG0001923	rna4865	SAKL-ORF9751
OG0001924	rna4869	Mod_transcript_29
OG0001925	rna4870	SAKL-ORF9768
OG0001926	rna897	SAKL-ORF10558
OG0001927	rna5337	SAKL-ORF10554
OG0001928	rna899	SAKL-ORF10548
OG0001929	rna6114	SAKL-ORF219
OG0001930	rna1720	SAKL-ORF190
OG0001931	rna1721	SAKL-ORF186
OG0001932	rna1722	SAKL-ORF184
OG0001933	rna3255	SAKL-ORF3505
OG0001934	rna3509	SAKL-ORF3508
OG0001935	rna3508	SAKL-ORF3511
OG0001936	rna3506	SAKL-ORF3520
OG0001937	rna1878	SAKL-ORF14202
OG0001938	rna6094	SAKL-ORF14204
OG0001939	rna1875	SAKL-ORF14210
OG0001940	rna1873	SAKL-ORF14212
OG0001941	rna6088	SAKL-ORF14219
OG0001942	rna1870	SAKL-ORF14220
OG0001943	rna1869	SAKL-ORF14223
OG0001944	rna6087	SAKL-ORF14226
OG0001945	rna3773	SAKL-ORF5794, SAKL-ORF8085, SAKL-ORF7977
OG0001946	rna2062	SAKL-ORF7327
OG0001947	rna2061	SAKL-ORF7322
OG0001948	rna3141	SAKL-ORF10925
OG0001949	rna3137	SAKL-ORF11014
OG0001950	rna3135	SAKL-ORF11021
OG0001951	rna3134	SAKL-ORF11029
OG0001952	rna3133	SAKL-ORF11045
OG0001953	rna3132	SAKL-ORF11050
OG0001954	rna3131	SAKL-ORF11060
OG0001955	rna3127	SAKL-ORF11131
OG0001956	rna3706	Mod_transcript_23
OG0001957	rna2460	SAKL-ORF2333
OG0001958	rna2459	SAKL-ORF3091
OG0001959	rna2455	SAKL-ORF3105
OG0001960	rna2453	SAKL-ORF3108
OG0001961	rna2452	SAKL-ORF3111
OG0001962	rna2449	SAKL-ORF3117
OG0001963	rna2732	SAKL-ORF3126
OG0001964	rna2731	SAKL-ORF3127
OG0001965	rna2444	SAKL-ORF3134
OG0001966	rna2443	SAKL-ORF3136
OG0001967	rna2441	SAKL-ORF3143
OG0001968	rna2440	SAKL-ORF3145
OG0001969	rna2439	SAKL-ORF3146
OG0001970	rna2435	Mod_transcript_72
OG0001971	rna2434	SAKL-ORF3155
OG0001972	rna2432	SAKL-ORF3187
OG0001973	rna2431	SAKL-ORF3188
OG0001974	rna2429	SAKL-ORF3199
OG0001975	rna2425	SAKL-ORF3210
OG0001976	rna1280	SAKL-ORF3813
OG0001977	rna1283	SAKL-ORF3822
OG0001978	rna1284	SAKL-ORF3829
OG0001979	rna220	SAKL-ORF9841
OG0001980	rna219	SAKL-ORF9825
OG0001981	rna218	SAKL-ORF9824
OG0001982	rna940	SAKL-ORF9814
OG0001983	rna939	SAKL-ORF9813
OG0001984	rna213	SAKL-ORF9812
OG0001985	rna945	SAKL-ORF9883
OG0001986	rna223	SAKL-ORF9895
OG0001987	rna947	SAKL-ORF9904
OG0001988	rna227	SAKL-ORF9952
OG0001989	rna930	SAKL-ORF9954
OG0001990	rna233	SAKL-ORF9962
OG0001991	rna5333	SAKL-ORF9968
OG0001992	rna5332	SAKL-ORF9973
OG0001993	rna5330	SAKL-ORF10001
OG0001994	rna5072	SAKL-ORF6997
OG0001996	rna3635	SAKL-ORF2673
OG0001997	rna3025	SAKL-ORF2674
OG0001998	rna3637	SAKL-ORF2679
OG0001999	rna3639	SAKL-ORF2682
OG0002000	rna3641	SAKL-ORF2688
OG0002001	rna3642	SAKL-ORF2693
OG0002002	rna3643	SAKL-ORF2695
OG0002003	rna3021	SAKL-ORF2696
OG0002004	rna4552	SAKL-ORF14726
OG0002005	rna3624	SAKL-ORF14765
OG0002006	rna3625	SAKL-ORF14772
OG0002007	rna3626	SAKL-ORF14776
OG0002008	rna513	SAKL-ORF14780
OG0002009	rna512	SAKL-ORF14782
OG0002010	rna2109	SAKL-ORF15198
OG0002011	rna2110	SAKL-ORF15202
OG0002012	rna5909	SAKL-ORF15203
OG0002013	rna2111	SAKL-ORF15209
OG0002014	rna2113	SAKL-ORF15214
OG0002015	rna5904	SAKL-ORF15229
OG0002016	rna2118	SAKL-ORF15231
OG0002017	rna2119	SAKL-ORF15233
OG0002018	rna2121	SAKL-ORF15242
OG0002019	rna5901	SAKL-ORF15250
OG0002020	rna2124	SAKL-ORF15270
OG0002021	rna5896	SAKL-ORF15265
OG0002022	rna5895	SAKL-ORF15276
OG0002023	rna4053	SAKL-ORF5267
OG0002024	rna4051	SAKL-ORF5263
OG0002025	rna777	SAKL-ORF5258
OG0002026	rna4049	Mod_transcript_54
OG0002027	rna1680	SAKL-ORF5236
OG0002028	rna1681	SAKL-ORF5231
OG0002029	rna159	SAKL-ORF5223
OG0002030	rna157	SAKL-ORF5214
OG0002031	rna1685	SAKL-ORF5208
OG0002032	rna155	SAKL-ORF5207
OG0002033	rna1686	SAKL-ORF5204
OG0002034	rna151	SAKL-ORF5187
OG0002035	rna1691	SAKL-ORF5185
OG0002036	rna139	SAKL-ORF5159
OG0002037	rna137	SAKL-ORF5156
OG0002038	rna136	SAKL-ORF5153
OG0002039	rna134	SAKL-ORF5144
OG0002040	rna1703	SAKL-ORF5140
OG0002041	rna132	SAKL-ORF5133
OG0002042	rna1704	SAKL-ORF5128
OG0002043	rna1706	SAKL-ORF5119
OG0002044	rna131	SAKL-ORF5114
OG0002045	rna129	SAKL-ORF5106
OG0002046	rna5269	SAKL-ORF9644
OG0002047	rna4839	SAKL-ORF9642
OG0002048	rna4838	SAKL-ORF9638
OG0002049	rna5267	SAKL-ORF9634
OG0002050	rna1317	SAKL-ORF4433
OG0002051	rna5531	SAKL-ORF4438
OG0002052	rna2694	SAKL-ORF4446
OG0002053	rna1311	Mod_transcript_60
OG0002054	rna1310	SAKL-ORF4456
OG0002055	rna495	SAKL-ORF8881
OG0002056	rna1306	SAKL-ORF4462
OG0002057	rna2689	SAKL-ORF4463
OG0002058	rna5453	SAKL-ORF4481
OG0002059	rna1219	Mod_transcript_59
OG0002060	rna5455	SAKL-ORF4488
OG0002061	rna5456	SAKL-ORF4490
OG0002062	rna4623	SAKL-ORF7481
OG0002063	rna1534	SAKL-ORF8408
OG0002064	rna1535	SAKL-ORF8411
OG0002065	rna1536	SAKL-ORF8414
OG0002066	rna1541	SAKL-ORF8426
OG0002067	rna1546	SAKL-ORF8448
OG0002068	rna3303	SAKL-ORF8451
OG0002069	rna3302	SAKL-ORF8453
OG0002070	rna3301	SAKL-ORF8456
OG0002071	rna1547	SAKL-ORF8458
OG0002072	rna1549	SAKL-ORF8467
OG0002073	rna3297	SAKL-ORF8473
OG0002074	rna3296	SAKL-ORF8475
OG0002075	rna1552	SAKL-ORF8482
OG0002076	rna1553	SAKL-ORF8484
OG0002077	rna5003	SAKL-ORF6746
OG0002078	rna2712	SAKL-ORF6737
OG0002079	rna2487	SAKL-ORF1617
OG0002080	rna427	SAKL-ORF1619
OG0002081	rna6028	SAKL-ORF1638
OG0002082	rna6026	SAKL-ORF1635
OG0002083	rna5011	SAKL-ORF6715
OG0002084	rna425	SAKL-ORF1632
OG0002085	rna6019	SAKL-ORF1666
OG0002086	rna6016	SAKL-ORF1680
OG0002087	rna415	SAKL-ORF1684
OG0002088	rna412	SAKL-ORF1694
OG0002090	rna6010	SAKL-ORF1715
OG0002091	rna6009	SAKL-ORF1718
OG0002092	rna6008	SAKL-ORF1724
OG0002093	rna6007	SAKL-ORF1726
OG0002094	rna6002	SAKL-ORF1742
OG0002095	rna6000	SAKL-ORF1750
OG0002096	rna5999	SAKL-ORF1751
OG0002097	rna398	SAKL-ORF1753
OG0002098	rna5997	SAKL-ORF1755
OG0002099	rna5995	SAKL-ORF1759
OG0002100	rna5994	SAKL-ORF1761
OG0002101	rna5991	SAKL-ORF1765
OG0002102	rna396	SAKL-ORF1767
OG0002103	rna5989	SAKL-ORF1776
OG0002104	rna394	SAKL-ORF1779
OG0002105	rna392	SAKL-ORF1784
OG0002106	rna391	SAKL-ORF1785
OG0002107	rna5986	SAKL-ORF1791
OG0002108	rna389	SAKL-ORF1792
OG0002109	rna3031	SAKL-ORF1795
OG0002110	rna387	SAKL-ORF1797
OG0002111	rna5614	SAKL-ORF1811
OG0002112	rna5978	SAKL-ORF1816
OG0002113	rna5616	SAKL-ORF1818
OG0002114	rna5618	SAKL-ORF1833
OG0002115	rna5976	SAKL-ORF1835
OG0002116	rna5619	SAKL-ORF1836
OG0002117	rna5624	SAKL-ORF1854
OG0002118	rna5623	SAKL-ORF1857
OG0002119	rna5972	Mod_transcript_80
OG0002120	rna3211	SAKL-ORF8919
OG0002121	rna3206	SAKL-ORF8906
OG0002122	rna3205	SAKL-ORF8904
OG0002123	rna3200	SAKL-ORF8876
OG0002124	rna3199	SAKL-ORF8875
OG0002125	rna493	SAKL-ORF8873
OG0002126	rna492	SAKL-ORF8869
OG0002127	rna3197	SAKL-ORF8868
OG0002128	rna491	SAKL-ORF8867
OG0002129	rna490	SAKL-ORF8864
OG0002130	rna3195	SAKL-ORF8862
OG0002131	rna502	SAKL-ORF8850
OG0002132	rna3191	SAKL-ORF8845
OG0002133	rna505	SAKL-ORF8844
OG0002134	rna486	SAKL-ORF8840
OG0002135	rna482	SAKL-ORF8825
OG0002136	rna3216	SAKL-ORF8824
OG0002137	rna5752	SAKL-ORF13435
OG0002138	rna35	SAKL-ORF13436
OG0002139	rna5748	SAKL-ORF13443
OG0002140	rna5747	SAKL-ORF13447
OG0002141	rna37	SAKL-ORF13448
OG0002142	rna38	SAKL-ORF13450
OG0002143	rna5745	SAKL-ORF13455
OG0002144	rna5319	SAKL-ORF10167
OG0002145	rna5321	SAKL-ORF10135
OG0002146	rna4576	SAKL-ORF7694
OG0002147	rna3539	SAKL-ORF7692
OG0002148	rna3538	SAKL-ORF7687
OG0002149	rna4806	SAKL-ORF2519
OG0002150	rna2504	SAKL-ORF2514
OG0002151	rna2507	SAKL-ORF2510
OG0002152	rna3376	SAKL-ORF4923
OG0002153	rna5089	SAKL-ORF7091
OG0002154	rna5090	SAKL-ORF7104
OG0002155	rna5091	SAKL-ORF7106
OG0002156	rna5092	SAKL-ORF7110
OG0002157	rna5093	SAKL-ORF7112
OG0002158	rna2872	SAKL-ORF7118
OG0002159	rna2874	SAKL-ORF7122
OG0002160	rna2875	SAKL-ORF7127
OG0002161	rna5101	SAKL-ORF7142
OG0002162	rna2880	SAKL-ORF7149
OG0002163	rna2882	SAKL-ORF7160
OG0002164	rna5106	SAKL-ORF7166
OG0002165	rna5110	SAKL-ORF8224
OG0002166	rna2887	SAKL-ORF7180
OG0002167	rna2888	SAKL-ORF7181
OG0002168	rna5114	SAKL-ORF7182
OG0002169	rna5119	SAKL-ORF7191
OG0002170	rna2893	SAKL-ORF7193
OG0002171	rna5118	SAKL-ORF7197
OG0002172	rna273	SAKL-ORF9212
OG0002173	rna970	SAKL-ORF9197
OG0002174	rna967	SAKL-ORF9193
OG0002175	rna966	SAKL-ORF9191
OG0002176	rna2865	SAKL-ORF7070
OG0002177	rna2862	SAKL-ORF7055
OG0002178	rna2861	SAKL-ORF7051
OG0002179	rna5081	SAKL-ORF7036
OG0002180	rna5080	SAKL-ORF7029
OG0002181	rna5079	SAKL-ORF7027
OG0002182	rna3608	SAKL-ORF8251
OG0002183	rna4490	SAKL-ORF8266
OG0002184	rna3611	SAKL-ORF8270
OG0002185	rna800	SAKL-ORF5343
OG0002186	rna4071	SAKL-ORF5347
OG0002187	rna802	SAKL-ORF5350
OG0002188	rna804	SAKL-ORF5353
OG0002189	rna4072	SAKL-ORF5359
OG0002190	rna755	SAKL-ORF5366
OG0002191	rna757	SAKL-ORF5369
OG0002192	rna760	SAKL-ORF5380
OG0002193	rna810	SAKL-ORF5384
OG0002194	rna764	SAKL-ORF5388
OG0002195	rna766	SAKL-ORF5392
OG0002196	rna814	SAKL-ORF5396
OG0002197	rna768, rna816	SAKL-ORF5401
OG0002198	rna821	SAKL-ORF5421
OG0002199	rna771	SAKL-ORF5426
OG0002200	rna823	SAKL-ORF5427
OG0002201	rna2914	SAKL-ORF5441
OG0002202	rna650	SAKL-ORF15593
OG0002203	rna649	SAKL-ORF15591
OG0002204	rna5177	SAKL-ORF15589
OG0002205	rna5176	SAKL-ORF15583
OG0002206	rna5174	SAKL-ORF15575
OG0002207	rna5172	SAKL-ORF15563
OG0002208	rna5171	SAKL-ORF15556
OG0002209	rna5170	SAKL-ORF15554
OG0002210	rna4463	SAKL-ORF15547
OG0002211	rna4695	SAKL-ORF15543
OG0002212	rna4693	SAKL-ORF15536
OG0002213	rna4692	SAKL-ORF15534
OG0002214	rna5167	SAKL-ORF15528
OG0002215	rna5166	SAKL-ORF15527
OG0002216	rna5165	SAKL-ORF15524
OG0002217	rna4689	SAKL-ORF15521
OG0002218	rna472	SAKL-ORF15163
OG0002219	rna2106	SAKL-ORF15162
OG0002220	rna471	SAKL-ORF15159
OG0002221	rna2102	SAKL-ORF15151
OG0002222	rna470	SAKL-ORF15149
OG0002223	rna3036	SAKL-ORF15145
OG0002224	rna2101	SAKL-ORF15143
OG0002225	rna467	SAKL-ORF15142
OG0002226	rna5199	SAKL-ORF15683
OG0002227	rna5198	SAKL-ORF15679
OG0002228	rna5197	SAKL-ORF15676
OG0002229	rna676	SAKL-ORF15675
OG0002230	rna5196	SAKL-ORF15670
OG0002231	rna5195	SAKL-ORF15669
OG0002232	rna853	SAKL-ORF7406
OG0002233	rna854	SAKL-ORF7407
OG0002234	rna855	SAKL-ORF7411
OG0002235	rna857	SAKL-ORF7418
OG0002236	rna4632	SAKL-ORF7421
OG0002237	rna1220	SAKL-ORF4495
OG0002238	rna5466	SAKL-ORF4519
OG0002239	rna52	SAKL-ORF13506
OG0002240	rna5362	SAKL-ORF13517
OG0002241	rna55	SAKL-ORF13530
OG0002242	rna57	SAKL-ORF13538
OG0002243	rna5378	SAKL-ORF13551
OG0002244	rna5377	SAKL-ORF13552
OG0002245	rna5376	SAKL-ORF13554
OG0002246	rna61	SAKL-ORF13562
OG0002247	rna62	SAKL-ORF13565
OG0002249	rna6191	SAKL-ORF13573
OG0002250	rna6189	SAKL-ORF13585
OG0002251	rna6188	SAKL-ORF13588
OG0002252	rna6187	SAKL-ORF13590
OG0002253	rna2290	SAKL-ORF13596
OG0002254	rna6184	SAKL-ORF13599
OG0002255	rna4732	SAKL-ORF13969
OG0002256	rna5722	SAKL-ORF13966
OG0002257	rna4733	SAKL-ORF13962
OG0002258	rna5724	SAKL-ORF13959
OG0002259	rna5727	SAKL-ORF13951
OG0002260	rna4738	SAKL-ORF13926
OG0002261	rna1840	SAKL-ORF14346
OG0002262	rna3885	SAKL-ORF14347
OG0002263	rna3889	SAKL-ORF14403
OG0002264	rna2016	SAKL-ORF146
OG0002265	rna2012	SAKL-ORF143
OG0002266	rna1734	SAKL-ORF722
OG0002267	rna2164	SAKL-ORF329
OG0002268	rna4557	SAKL-ORF330
OG0002269	rna2161	SAKL-ORF338
OG0002270	rna4115	SAKL-ORF7842
OG0002271	rna443	SAKL-ORF15015
OG0002272	rna444	SAKL-ORF15020
OG0002273	rna447	SAKL-ORF15025
OG0002274	rna2078	SAKL-ORF15029
OG0002275	rna450	SAKL-ORF15043
OG0002276	rna451	SAKL-ORF15044
OG0002277	rna2079	SAKL-ORF15048
OG0002278	rna2080	SAKL-ORF15058
OG0002279	rna1996	SAKL-ORF6152
OG0002280	rna1997	SAKL-ORF6149
OG0002281	rna2001	SAKL-ORF6143
OG0002282	rna2004	SAKL-ORF6128
OG0002283	rna4428	SAKL-ORF4052
OG0002284	rna685	SAKL-ORF15724
OG0002285	rna683	SAKL-ORF15718
OG0002286	rna682	SAKL-ORF15712
OG0002287	rna680	SAKL-ORF15709
OG0002288	rna5201	SAKL-ORF15690
OG0002289	rna464	SAKL-ORF15128
OG0002290	rna2097	SAKL-ORF15126
OG0002291	rna2096	SAKL-ORF15118
OG0002292	rna461	SAKL-ORF15111
OG0002293	rna460	SAKL-ORF15108
OG0002294	rna459	SAKL-ORF15107
OG0002295	rna2093	SAKL-ORF15103
OG0002296	rna2092	SAKL-ORF15099
OG0002297	rna458	SAKL-ORF15098
OG0002298	rna2091	SAKL-ORF15095
OG0002299	rna456	SAKL-ORF15088
OG0002300	rna2088	SAKL-ORF15082
OG0002301	rna2087	SAKL-ORF15080
OG0002302	rna2831	SAKL-ORF6386
OG0002303	rna6070	SAKL-ORF14256
OG0002304	rna1439	SAKL-ORF10246
OG0002305	rna5660	SAKL-ORF2001
OG0002306	rna5941	SAKL-ORF1997
OG0002307	rna5659	SAKL-ORF1996
OG0002308	rna5658	SAKL-ORF1991
OG0002309	rna5944	SAKL-ORF1980
OG0002310	rna5947	SAKL-ORF1966
OG0002311	rna3943	SAKL-ORF1089
OG0002312	rna992	SAKL-ORF9294
OG0002313	rna993	SAKL-ORF9293
OG0002314	rna1052	SAKL-ORF922
OG0002315	rna1785	SAKL-ORF909
OG0002316	rna1051	SAKL-ORF902
OG0002317	rna1048	SAKL-ORF900
OG0002318	rna4106	SAKL-ORF8740
OG0002319	rna5149	SAKL-ORF8737
OG0002320	rna586	SAKL-ORF8730
OG0002321	rna5154	SAKL-ORF8728
OG0002322	rna2010	SAKL-ORF137
OG0002323	rna2008	SAKL-ORF130
OG0002324	rna2006	SAKL-ORF114
OG0002325	rna188	SAKL-ORF711
OG0002326	rna189	SAKL-ORF707
OG0002327	rna1742	SAKL-ORF736
OG0002328	rna597	SAKL-ORF8695
OG0002329	rna3827	SAKL-ORF3408
OG0002330	rna3826	SAKL-ORF3404
OG0002331	rna3263	SAKL-ORF3400
OG0002332	rna3824	SAKL-ORF3399
OG0002333	rna3262	SAKL-ORF3396
OG0002334	rna1164	SAKL-ORF1387
OG0002335	rna1167	SAKL-ORF1393
OG0002336	rna4077	SAKL-ORF1400
OG0002337	rna4075	SAKL-ORF1402
OG0002338	rna1172	SAKL-ORF1413
OG0002339	rna1173	SAKL-ORF1418
OG0002340	rna1174	SAKL-ORF1419
OG0002341	rna753	SAKL-ORF1420
OG0002342	rna3550	SAKL-ORF7753
OG0002343	rna3546	SAKL-ORF7729
OG0002344	rna4568	SAKL-ORF7715
OG0002345	rna4570	SAKL-ORF7712
OG0002346	rna4571	SAKL-ORF7709
OG0002347	rna3541	SAKL-ORF7704
OG0002348	rna3154	SAKL-ORF9082
OG0002349	rna3679	SAKL-ORF9079
OG0002350	rna3680	SAKL-ORF9075
OG0002351	rna3681	SAKL-ORF9072
OG0002352	rna3682	SAKL-ORF9071
OG0002353	rna3157	SAKL-ORF9070
OG0002354	rna3159	SAKL-ORF9067
OG0002355	rna3160	SAKL-ORF9065
OG0002356	rna3163	SAKL-ORF9055
OG0002357	rna3165	SAKL-ORF9053
OG0002358	rna3169	SAKL-ORF9039
OG0002359	rna3170	SAKL-ORF9035
OG0002360	rna3173	SAKL-ORF9019
OG0002361	rna3174	SAKL-ORF9015
OG0002362	rna1034	SAKL-ORF827
OG0002363	rna3246	SAKL-ORF3293
OG0002364	rna2387	SAKL-ORF3290
OG0002365	rna937	SAKL-ORF9808
OG0002366	rna1285	SAKL-ORF3838
OG0002367	rna2668	SAKL-ORF3843
OG0002368	rna2669	SAKL-ORF3847
OG0002369	rna2391	SAKL-ORF3306
OG0002370	rna2392	SAKL-ORF3308
OG0002371	rna2394	SAKL-ORF3310
OG0002372	rna2393	SAKL-ORF3309
OG0002373	rna3241	SAKL-ORF3317
OG0002374	rna2400	SAKL-ORF3333
OG0002375	rna3242	SAKL-ORF3335
OG0002376	rna2398	SAKL-ORF3342
OG0002377	rna2404	SAKL-ORF3348
OG0002378	rna2407	SAKL-ORF3357
OG0002379	rna2408	SAKL-ORF3360
OG0002380	rna2409	SAKL-ORF3364
OG0002381	rna3813	SAKL-ORF3365
OG0002382	rna3814	SAKL-ORF3368
OG0002383	rna3851	SAKL-ORF3370
OG0002384	rna3850	SAKL-ORF3374
OG0002385	rna3848	SAKL-ORF3379
OG0002386	rna3816	SAKL-ORF3380
OG0002387	rna3845	SAKL-ORF3386
OG0002388	rna3260	SAKL-ORF3389
OG0002389	rna3819	SAKL-ORF3392
OG0002390	rna3822	SAKL-ORF3394
OG0002391	rna50	SAKL-ORF13500
OG0002392	rna51	SAKL-ORF13503
OG0002393	rna5459	SAKL-ORF4500
OG0002394	rna5467	SAKL-ORF4523
OG0002395	rna3724	Mod_transcript_58
OG0002396	rna5468	SAKL-ORF4530
OG0002397	rna3725	SAKL-ORF4532
OG0002398	rna3726	SAKL-ORF4536
OG0002399	rna3727	SAKL-ORF4541
OG0002400	rna5472	SAKL-ORF4549
OG0002401	rna5480	SAKL-ORF4567
OG0002402	rna5483	SAKL-ORF4578
OG0002403	rna1527	SAKL-ORF8385
OG0002404	rna1528	SAKL-ORF8388
OG0002405	rna3313	SAKL-ORF8395
OG0002406	rna1530	SAKL-ORF8400
OG0002407	rna4621	SAKL-ORF7507
OG0002408	rna4620	SAKL-ORF7509
OG0002409	rna4618	SAKL-ORF7512
OG0002410	rna3869	SAKL.mRNA.213CM.m
OG0002411	rna4612	SAKL-ORF7536
OG0002412	rna4611	SAKL-ORF7546
OG0002413	rna3861	SAKL-ORF7551
OG0002414	rna4606	SAKL-ORF7563
OG0002415	rna3855	SAKL-ORF7578
OG0002416	rna3854	SAKL-ORF7582
OG0002417	rna3853	SAKL-ORF7585
OG0002418	rna3947	SAKL-ORF1102
OG0002419	rna1086	SAKL-ORF1101
