Orthogroup	s_cerevisiae_proteins	s_kudriavzevii_proteins
OG0001839	rna5132	Skud_14.303
OG0001840	rna2903	Skud_9.83
OG0001841	rna2902	Skud_9.82
OG0001842	rna5135	Skud_14.304
OG0001843	rna2900	Skud_9.80
OG0001844	rna5137	Skud_14.306
OG0001845	rna2899	Skud_9.79
OG0001846	rna5138	Skud_14.307
OG0001847	rna5139	Skud_14.308
OG0001848	rna5122	Skud_14.298
OG0001849	rna5116	Skud_14.295
OG0001850	rna2896	Skud_9.76
OG0001851	rna2895	Skud_9.75
OG0001852	rna5126	Skud_38.1
OG0001853	rna2907	Skud_9.87
OG0001854	rna2910	Skud_9.90
OG0001855	rna825	Skud_4.133
OG0001856	rna2051	Skud_7.117
OG0001857	rna2053	Skud_7.119
OG0001858	rna2055	Skud_7.121
OG0001859	rna829	Skud_4.137
OG0001860	rna2056	Skud_7.123
OG0001861	rna830	Skud_4.138
OG0001862	rna835	Skud_4.143
OG0001863	rna1424	Skud_4.748
OG0001864	rna5437	Skud_15.185
OG0001865	rna3836	Skud_12.75
OG0001866	rna3835	Skud_12.74
OG0001867	rna3269	Skud_10.227
OG0001868	rna3832	Skud_12.71
OG0001869	rna5217	Skud_14.391
OG0001870	rna2417	Skud_7.530
OG0001871	rna2416	Skud_7.529
OG0001872	rna3275	Skud_10.233
OG0001873	rna3365	Skud_10.321
OG0001874	rna3366	Skud_10.322
OG0001875	rna1750	Skud_5.285
OG0001876	rna1748	Skud_5.283
OG0001877	rna1016	Skud_4.325
OG0001878	rna1013	Skud_4.322
OG0001879	rna1745	Skud_5.280
OG0001880	rna1743	Skud_5.278
OG0001881	rna190	Skud_2.83
OG0001882	rna191	Skud_2.84
OG0001883	rna192	Skud_2.86
OG0001884	rna197	Skud_2.91
OG0001885	rna2179	Skud_7.262
OG0001886	rna2178	Skud_7.261
OG0001887	rna2365	Skud_7.473
OG0001888	rna2364	Skud_7.472
OG0001889	rna2362	Skud_7.470
OG0001890	rna4762	Skud_13.439
OG0001891	rna4758	Skud_13.435
OG0001892	rna4756	Skud_13.433
OG0001893	rna4754	Skud_13.431
OG0001894	rna324	Skud_2.227
OG0001895	rna2603	Skud_8.83
OG0001896	rna2602	Skud_8.81
OG0001897	rna2601	Skud_8.80
OG0001898	rna2600	Skud_8.79
OG0001899	rna3225	Skud_10.175
OG0001900	rna3501	Skud_11.76
OG0001901	rna604	Skud_3.74
OG0001902	rna3944	Skud_12.187
OG0001903	rna3515	Skud_11.90
OG0001904	rna3517	Skud_11.92
OG0001905	rna184	Skud_2.76
OG0001906	rna306	Skud_2.208
OG0001907	rna1005	Skud_4.315
OG0001908	rna1000	Skud_4.309
OG0001909	rna2647	Skud_8.124
OG0001910	rna2648	Skud_8.125
OG0001911	rna1264	Skud_4.579
OG0001912	rna2649	Skud_8.126
OG0001913	rna2650	Skud_8.127
OG0001914	rna6041	Skud_16.231
OG0001915	rna1431	Skud_4.755
OG0001916	rna1959	Skud_7.21
OG0001917	rna3749	Skud_11.331
OG0001918	rna2844	Skud_9.23
OG0001919	rna2845	Skud_9.24
OG0001920	rna2846	Skud_9.25
OG0001921	rna3748	Skud_11.329
OG0001922	rna4864	Skud_14.45
OG0001923	rna4865	Skud_14.46
OG0001924	rna4869	Skud_14.49
OG0001925	rna4870	Skud_14.50
OG0001926	rna897	Skud_4.208
OG0001927	rna5337	Skud_15.81
OG0001928	rna899	Skud_4.210
OG0001929	rna6114	Skud_16.308
OG0001930	rna1720	Skud_5.252
OG0001931	rna1721	Skud_5.251
OG0001932	rna1722	Skud_5.250
OG0001933	rna3255	Skud_10.209
OG0001934	rna3509	Skud_11.84
OG0001935	rna3508	Skud_11.83
OG0001936	rna3506	Skud_11.81
OG0001937	rna1878	Skud_6.83
OG0001938	rna6094	Skud_16.287
OG0001939	rna1875	Skud_6.78
OG0001940	rna1873	Skud_6.76
OG0001941	rna6088	Skud_16.281
OG0001942	rna1870	Skud_6.73
OG0001943	rna1869	Skud_6.72
OG0001944	rna6087	Skud_16.280
OG0001945	rna3773	Skud_12.11
OG0001946	rna2062	Skud_7.130
OG0001947	rna2061	Skud_7.129
OG0001948	rna3141	Skud_10.99
OG0001949	rna3137	Skud_10.95
OG0001950	rna3135	Skud_10.93
OG0001951	rna3134	Skud_10.92
OG0001952	rna3133	Skud_10.91
OG0001953	rna3132	Skud_10.90
OG0001954	rna3131	Skud_10.89
OG0001955	rna3127	Skud_10.85
OG0001956	rna3706	Skud_11.287
OG0001957	rna2460	Skud_7.570
OG0001958	rna2459	Skud_7.569
OG0001959	rna2455	Skud_7.565
OG0001960	rna2453	Skud_7.563
OG0001961	rna2452	Skud_7.562
OG0001962	rna2449	Skud_7.559
OG0001963	rna2732	Skud_8.211
OG0001964	rna2731	Skud_8.210
OG0001965	rna2444	Skud_7.556
OG0001966	rna2443	Skud_7.555
OG0001967	rna2441	Skud_7.553
OG0001968	rna2440	Skud_7.552
OG0001969	rna2439	Skud_7.551
OG0001970	rna2435	Skud_7.547
OG0001971	rna2434	Skud_7.546
OG0001972	rna2432	Skud_7.544
OG0001973	rna2431	Skud_7.543
OG0001974	rna2429	Skud_7.541
OG0001975	rna2425	Skud_7.538
OG0001976	rna1280	Skud_4.595
OG0001977	rna1283	Skud_4.598
OG0001978	rna1284	Skud_4.599
OG0001979	rna220	Skud_2.117
OG0001980	rna219	Skud_2.116
OG0001981	rna218	Skud_2.115
OG0001982	rna940	Skud_4.253
OG0001983	rna939	Skud_4.252
OG0001984	rna213	Skud_2.110
OG0001985	rna945	Skud_4.257
OG0001986	rna223	Skud_2.120
OG0001987	rna947	Skud_4.259
OG0001988	rna227	Skud_2.124
OG0001989	rna930	Skud_4.243
OG0001990	rna233	Skud_2.127
OG0001991	rna5333	Skud_15.77
OG0001992	rna5332	Skud_15.76
OG0001993	rna5330	Skud_15.74
OG0001994	rna5072	Skud_14.250
OG0001995	rna5073	Skud_14.251
OG0001996	rna3635	Skud_11.209
OG0001997	rna3025	Skud_9.207
OG0001998	rna3637	Skud_11.211
OG0001999	rna3639	Skud_11.213
OG0002000	rna3641	Skud_11.215
OG0002001	rna3642	Skud_11.216
OG0002002	rna3643	Skud_11.217
OG0002003	rna3021	Skud_9.203
OG0002004	rna4552	Skud_13.229
OG0002005	rna3624	Skud_11.198
OG0002006	rna3625	Skud_11.199
OG0002007	rna3626	Skud_11.200
OG0002008	rna513	Skud_2.421
OG0002009	rna512	Skud_2.420
OG0002010	rna2109	Skud_7.187
OG0002011	rna2110	Skud_7.188
OG0002012	rna5909	Skud_16.96
OG0002013	rna2111	Skud_7.189
OG0002014	rna2113	Skud_7.191
OG0002015	rna5904	Skud_16.91
OG0002016	rna2118	Skud_7.196
OG0002017	rna2119	Skud_7.197
OG0002018	rna2121	Skud_7.199
OG0002019	rna5901	Skud_16.88
OG0002020	rna2124	Skud_7.202
OG0002021	rna5896	Skud_16.83
OG0002022	rna5895	Skud_16.82
OG0002023	rna4053	Skud_12.260
OG0002024	rna4051	Skud_12.258
OG0002025	rna777	Skud_4.86
OG0002026	rna4049	Skud_12.256
OG0002027	rna1680	Skud_5.205
OG0002028	rna1681	Skud_5.206
OG0002029	rna159	Skud_2.51
OG0002030	rna157	Skud_2.49
OG0002031	rna1685	Skud_5.211
OG0002032	rna155	Skud_2.47
OG0002033	rna1686	Skud_5.212
OG0002034	rna151	Skud_2.43
OG0002035	rna1691	Skud_5.218
OG0002036	rna139	Skud_2.33
OG0002037	rna137	Skud_2.31
OG0002038	rna136	Skud_2.29
OG0002039	rna134	Skud_2.27
OG0002040	rna1703	Skud_5.232
OG0002041	rna132	Skud_2.25
OG0002042	rna1704	Skud_5.236
OG0002043	rna1706	Skud_5.267
OG0002044	rna131	Skud_2.24
OG0002045	rna129	Skud_2.22
OG0002046	rna5269	Skud_15.16
OG0002047	rna4839	Skud_14.20
OG0002048	rna4838	Skud_14.19
OG0002049	rna5267	Skud_15.14
OG0002050	rna1317	Skud_4.635
OG0002051	rna5531	Skud_15.279
OG0002052	rna2694	Skud_8.173
OG0002053	rna1311	Skud_4.629
OG0002054	rna1310	Skud_4.628
OG0002055	rna495	Skud_2.403
OG0002056	rna1306	Skud_4.624
OG0002057	rna2689	Skud_8.168
OG0002058	rna5453	Skud_15.201
OG0002059	rna1219	Skud_4.531
OG0002060	rna5455	Skud_15.203
OG0002061	rna5456	Skud_15.204
OG0002062	rna4623	Skud_13.301
OG0002063	rna1534	Skud_5.52
OG0002064	rna1535	Skud_5.53
OG0002065	rna1536	Skud_5.54
OG0002066	rna1541	Skud_5.59
OG0002067	rna1546	Skud_5.68
OG0002068	rna3303	Skud_10.259
OG0002069	rna3302	Skud_10.258
OG0002070	rna3301	Skud_10.257
OG0002071	rna1547	Skud_5.69
OG0002072	rna1549	Skud_5.71
OG0002073	rna3297	Skud_10.253
OG0002074	rna3296	Skud_10.252
OG0002075	rna1552	Skud_5.74
OG0002076	rna1553	Skud_5.75
OG0002077	rna5003	Skud_14.184
OG0002078	rna2712	Skud_8.191
OG0002079	rna2487	Skud_7.596
OG0002080	rna427	Skud_2.331
OG0002081	rna6028	Skud_16.218
OG0002082	rna6026	Skud_16.216
OG0002083	rna5011	Skud_14.190
OG0002084	rna425	Skud_2.329
OG0002085	rna6019	Skud_16.209
OG0002086	rna6016	Skud_16.206
OG0002087	rna415	Skud_2.322
OG0002088	rna412	Skud_2.319
OG0002090	rna6010	Skud_16.200
OG0002091	rna6009	Skud_16.199
OG0002092	rna6008	Skud_16.198
OG0002093	rna6007	Skud_16.197
OG0002094	rna6002	Skud_16.192
OG0002095	rna6000	Skud_16.190
OG0002096	rna5999	Skud_16.189
OG0002097	rna398	Skud_2.305
OG0002098	rna5997	Skud_16.187
OG0002099	rna5995	Skud_16.185
OG0002100	rna5994	Skud_16.184
OG0002101	rna5991	Skud_16.181
OG0002102	rna396	Skud_2.303
OG0002103	rna5989	Skud_16.179
OG0002104	rna394	Skud_2.301
OG0002105	rna392	Skud_2.299
OG0002106	rna391	Skud_2.298
OG0002107	rna5986	Skud_16.176
OG0002108	rna389	Skud_2.296
OG0002109	rna3031	Skud_9.213
OG0002110	rna387	Skud_2.294
OG0002111	rna5614	Skud_15.361
OG0002112	rna5978	Skud_16.165
OG0002113	rna5616	Skud_15.363
OG0002114	rna5618	Skud_15.365
OG0002115	rna5976	Skud_16.163
OG0002116	rna5619	Skud_15.368
OG0002117	rna5624	Skud_15.374
OG0002118	rna5623	Skud_15.373
OG0002119	rna5972	Skud_16.160
OG0002120	rna3211	Skud_10.144
OG0002121	rna3206	Skud_10.149
OG0002122	rna3205	Skud_10.150
OG0002123	rna3200	Skud_10.155
OG0002124	rna3199	Skud_10.156
OG0002125	rna493	Skud_2.401
OG0002126	rna492	Skud_2.400
OG0002127	rna3197	Skud_10.159
OG0002128	rna491	Skud_2.399
OG0002129	rna490	Skud_2.398
OG0002130	rna3195	Skud_10.161
OG0002131	rna502	Skud_2.410
OG0002132	rna3191	Skud_10.165
OG0002133	rna505	Skud_2.413
OG0002134	rna486	Skud_2.394
OG0002135	rna482	Skud_2.390
OG0002136	rna3216	Skud_10.141
OG0002137	rna5752	Skud_15.505
OG0002138	rna35	Skud_1.26
OG0002139	rna5748	Skud_15.501
OG0002140	rna5747	Skud_15.500
OG0002141	rna37	Skud_1.28
OG0002142	rna38	Skud_1.29
OG0002143	rna5745	Skud_15.498
OG0002144	rna5319	Skud_15.63
OG0002145	rna5321	Skud_15.65
OG0002146	rna4576	Skud_13.253
OG0002147	rna3539	Skud_11.118
OG0002148	rna3538	Skud_11.117
OG0002149	rna4806	Skud_13.483
OG0002150	rna2504	Skud_7.615
OG0002151	rna2507	Skud_7.618
OG0002152	rna3376	Skud_10.333
OG0002153	rna5089	Skud_14.268
OG0002154	rna5090	Skud_14.269
OG0002155	rna5091	Skud_14.270
OG0002156	rna5092	Skud_14.271
OG0002157	rna5093	Skud_14.272
OG0002158	rna2872	Skud_9.53
OG0002159	rna2874	Skud_9.55
OG0002160	rna2875	Skud_9.56
OG0002161	rna5101	Skud_14.278
OG0002162	rna2880	Skud_9.61
OG0002163	rna2882	Skud_9.63
OG0002164	rna5106	Skud_14.283
OG0002165	rna5110	Skud_14.287
OG0002166	rna2887	Skud_9.67
OG0002167	rna2888	Skud_9.68
OG0002168	rna5114	Skud_14.290
OG0002169	rna5119	Skud_14.292
OG0002170	rna2893	Skud_9.73
OG0002171	rna5118	Skud_14.293
OG0002172	rna273	Skud_2.170
OG0002173	rna970	Skud_4.285
OG0002174	rna967	Skud_4.281
OG0002175	rna966	Skud_4.280
OG0002176	rna2865	Skud_9.42
OG0002177	rna2862	Skud_9.39
OG0002178	rna2861	Skud_9.38
OG0002179	rna5081	Skud_14.259
OG0002180	rna5080	Skud_14.258
OG0002181	rna5079	Skud_14.257
OG0002182	rna3608	Skud_11.184
OG0002183	rna4490	Skud_13.170
OG0002184	rna3611	Skud_11.186
OG0002185	rna800	Skud_4.109
OG0002186	rna4071	Skud_12.279
OG0002187	rna802	Skud_4.111
OG0002188	rna804	Skud_4.113
OG0002189	rna4072	Skud_12.280
OG0002190	rna755	Skud_4.63
OG0002191	rna757	Skud_4.65
OG0002192	rna760	Skud_4.69
OG0002193	rna810	Skud_4.119
OG0002194	rna764	Skud_4.74
OG0002195	rna766	Skud_4.75
OG0002196	rna814	Skud_4.122
OG0002197	rna768, rna816	Skud_4.77
OG0002198	rna821	Skud_4.129
OG0002199	rna771	Skud_4.80
OG0002200	rna823	Skud_4.131
OG0002201	rna2914	Skud_9.93
OG0002202	rna650	Skud_3.126
OG0002203	rna649	Skud_3.125
OG0002204	rna5177	Skud_14.350
OG0002205	rna5176	Skud_14.349
OG0002206	rna5174	Skud_14.346
OG0002207	rna5172	Skud_14.344
OG0002208	rna5171	Skud_14.343
OG0002209	rna5170	Skud_14.342
OG0002210	rna4463	Skud_13.151
OG0002211	rna4695	Skud_13.373
OG0002212	rna4693	Skud_13.371
OG0002213	rna4692	Skud_13.370
OG0002214	rna5167	Skud_14.339
OG0002215	rna5166	Skud_14.338
OG0002216	rna5165	Skud_14.337
OG0002217	rna4689	Skud_13.368
OG0002218	rna472	Skud_2.380
OG0002219	rna2106	Skud_7.180
OG0002220	rna471	Skud_2.379
OG0002221	rna2102	Skud_7.175
OG0002222	rna470	Skud_2.378
OG0002223	rna3036	Skud_9.218
OG0002224	rna2101	Skud_7.174
OG0002225	rna467	Skud_2.375
OG0002226	rna5199	Skud_14.372
OG0002227	rna5198	Skud_14.371
OG0002228	rna5197	Skud_14.370
OG0002229	rna676	Skud_3.152
OG0002230	rna5196	Skud_14.369
OG0002231	rna5195	Skud_14.368
OG0002232	rna853	Skud_4.163
OG0002233	rna854	Skud_4.164
OG0002234	rna855	Skud_4.165
OG0002235	rna857	Skud_4.167
OG0002236	rna4632	Skud_13.311
OG0002237	rna1220	Skud_4.532
OG0002238	rna5466	Skud_15.212
OG0002239	rna52	Skud_1.42
OG0002240	rna5362	Skud_15.108
OG0002241	rna55	Skud_1.45
OG0002242	rna57	Skud_1.47
OG0002243	rna5378	Skud_15.123
OG0002244	rna5377	Skud_15.122
OG0002245	rna5376	Skud_15.121
OG0002246	rna61	Skud_1.51
OG0002247	rna62	Skud_1.52
OG0002248	rna5432	Skud_15.180
OG0002249	rna6191	Skud_16.392
OG0002250	rna6189	Skud_16.390
OG0002251	rna6188	Skud_16.389
OG0002252	rna6187	Skud_16.388
OG0002253	rna2290	Skud_7.379
OG0002254	rna6184	Skud_16.385
OG0002255	rna4732	Skud_13.411
OG0002256	rna5722	Skud_15.473
OG0002257	rna4733	Skud_13.412
OG0002258	rna5724	Skud_15.475
OG0002259	rna5727	Skud_15.479
OG0002260	rna4738	Skud_13.416
OG0002261	rna1840	Skud_6.43
OG0002262	rna3885	Skud_12.121
OG0002263	rna3889	Skud_12.125
OG0002264	rna2016	Skud_7.82
OG0002265	rna2012	Skud_7.79
OG0002266	rna1734	Skud_5.269
OG0002267	rna2164	Skud_7.243
OG0002268	rna4557	Skud_13.234
OG0002269	rna2161	Skud_7.241
OG0002270	rna4115	Skud_12.339
OG0002271	rna443	Skud_2.352
OG0002272	rna444	Skud_2.353
OG0002273	rna447	Skud_2.355
OG0002274	rna2078	Skud_7.147
OG0002275	rna450	Skud_2.359
OG0002276	rna451	Skud_2.360
OG0002277	rna2079	Skud_7.148
OG0002278	rna2080	Skud_7.149
OG0002279	rna1996	Skud_7.61
OG0002280	rna1997	Skud_7.62
OG0002281	rna2001	Skud_7.65
OG0002282	rna2004	Skud_7.70
OG0002283	rna4428	Skud_13.113
OG0002284	rna685	Skud_3.164
OG0002285	rna683	Skud_3.160
OG0002286	rna682	Skud_3.158
OG0002287	rna680	Skud_3.156
OG0002288	rna5201	Skud_14.374
OG0002289	rna464	Skud_2.372
OG0002290	rna2097	Skud_7.170
OG0002291	rna2096	Skud_7.169
OG0002292	rna461	Skud_2.369
OG0002293	rna460	Skud_2.368
OG0002294	rna459	Skud_2.367
OG0002295	rna2093	Skud_7.166
OG0002296	rna2092	Skud_7.165
OG0002297	rna458	Skud_2.366
OG0002298	rna2091	Skud_7.164
OG0002299	rna456	Skud_2.364
OG0002300	rna2088	Skud_7.161
OG0002301	rna2087	Skud_7.160
OG0002302	rna2831	Skud_9.10
OG0002303	rna6070	Skud_16.262
OG0002304	rna1439	Skud_4.763
OG0002305	rna5660	Skud_15.412
OG0002306	rna5941	Skud_16.130
OG0002307	rna5659	Skud_15.411
OG0002308	rna5658	Skud_15.410
OG0002309	rna5944	Skud_16.133
OG0002310	rna5947	Skud_16.136
OG0002311	rna3943	Skud_12.186
OG0002312	rna992	Skud_4.301
OG0002313	rna993	Skud_4.302
OG0002314	rna1052	Skud_4.363
OG0002315	rna1785	Skud_5.317
OG0002316	rna1051	Skud_4.362
OG0002317	rna1048	Skud_4.359
OG0002318	rna4106	Skud_12.331
OG0002319	rna5149	Skud_14.317
OG0002320	rna586	Skud_3.50
OG0002321	rna5154	Skud_14.322
OG0002322	rna2010	Skud_7.77
OG0002323	rna2008	Skud_7.75
OG0002324	rna2006	Skud_7.73
OG0002325	rna188	Skud_2.81
OG0002326	rna189	Skud_2.82
OG0002327	rna1742	Skud_5.277
OG0002328	rna597	Skud_3.64
OG0002329	rna3827	Skud_12.66
OG0002330	rna3826	Skud_12.65
OG0002331	rna3263	Skud_10.221
OG0002332	rna3824	Skud_12.63
OG0002333	rna3262	Skud_10.220
OG0002334	rna1164	Skud_4.479
OG0002335	rna1167	Skud_4.482
OG0002336	rna4077	Skud_12.285
OG0002337	rna4075	Skud_12.283
OG0002338	rna1172	Skud_4.487
OG0002339	rna1173	Skud_4.488
OG0002340	rna1174	Skud_4.489
OG0002341	rna753	Skud_4.59
OG0002342	rna3550	Skud_11.128
OG0002343	rna3546	Skud_11.124
OG0002344	rna4568	Skud_13.245
OG0002345	rna4570	Skud_13.247
OG0002346	rna4571	Skud_13.248
OG0002347	rna3541	Skud_11.120
OG0002348	rna3154	Skud_10.109
OG0002349	rna3679	Skud_11.256
OG0002350	rna3680	Skud_11.257
OG0002351	rna3681	Skud_11.258
OG0002352	rna3682	Skud_11.259
OG0002353	rna3157	Skud_10.111
OG0002354	rna3159	Skud_10.113
OG0002355	rna3160	Skud_10.114
OG0002356	rna3163	Skud_10.117
OG0002357	rna3165	Skud_10.119
OG0002358	rna3169	Skud_10.123
OG0002359	rna3170	Skud_10.124
OG0002360	rna3173	Skud_10.127
OG0002361	rna3174	Skud_10.128
OG0002362	rna1034	Skud_4.343
OG0002363	rna3246	Skud_10.200
OG0002364	rna2387	Skud_7.494
OG0002365	rna937	Skud_4.250
OG0002366	rna1285	Skud_4.600
OG0002367	rna2668	Skud_8.146
OG0002368	rna2669	Skud_8.147
OG0002369	rna2391	Skud_7.498
OG0002370	rna2392	Skud_7.499
OG0002371	rna2394	Skud_7.501
OG0002372	rna2393	Skud_7.500
OG0002373	rna3241	Skud_10.195
OG0002374	rna2400	Skud_7.508
OG0002375	rna3242	Skud_10.196
OG0002376	rna2398	Skud_7.504
OG0002377	rna2404	Skud_7.512
OG0002378	rna2407	Skud_7.515
OG0002379	rna2408	Skud_7.516
OG0002380	rna2409	Skud_7.517
OG0002381	rna3813	Skud_12.53
OG0002382	rna3814	Skud_12.54
OG0002383	rna3851	Skud_12.91
OG0002384	rna3850	Skud_12.90
OG0002385	rna3848	Skud_12.88
OG0002386	rna3816	Skud_12.56
OG0002387	rna3845	Skud_12.85
OG0002388	rna3260	Skud_10.218
OG0002389	rna3819	Skud_12.59
OG0002390	rna3822	Skud_12.61
OG0002391	rna50	Skud_1.40
OG0002392	rna51	Skud_1.41
OG0002393	rna5459	Skud_15.206
OG0002394	rna5467	Skud_15.213
OG0002395	rna3724	Skud_11.304
OG0002396	rna5468	Skud_15.214
OG0002397	rna3725	Skud_11.305
OG0002398	rna3726	Skud_11.306
OG0002399	rna3727	Skud_11.307
OG0002400	rna5472	Skud_15.218
OG0002401	rna5480	Skud_15.231
OG0002402	rna5483	Skud_15.234
OG0002403	rna1527	Skud_5.44
OG0002404	rna1528	Skud_5.46
OG0002405	rna3313	Skud_10.268
OG0002406	rna1530	Skud_5.48
OG0002407	rna4621	Skud_13.299
OG0002408	rna4620	Skud_13.298
OG0002409	rna4618	Skud_13.295
OG0002410	rna3869	Skud_12.105
OG0002411	rna4612	Skud_13.289
OG0002412	rna4611	Skud_13.288
OG0002413	rna3861	Skud_12.99
OG0002414	rna4606	Skud_13.283
OG0002415	rna3855	Skud_12.95
OG0002416	rna3854	Skud_12.94
OG0002417	rna3853	Skud_12.93
OG0002418	rna3947	Skud_12.190
OG0002419	rna1086	Skud_4.400
OG0002420	rna1085	Skud_4.399
OG0002421	rna3946	Skud_12.189
OG0002422	rna3945	Skud_12.188
OG0002423	rna1008	Skud_4.318
OG0002424	rna3798	Skud_12.38
OG0002425	rna3799	Skud_12.39
OG0002426	rna3800	Skud_12.40
OG0002427	rna2540	Skud_8.20
OG0002428	rna2541	Skud_8.21
OG0002429	rna985	Skud_4.295
OG0002430	rna286	Skud_2.188
OG0002431	rna989	Skud_4.298
OG0002432	rna990	Skud_4.299
OG0002433	rna282	Skud_2.180
OG0002434	rna980	Skud_4.291
OG0002435	rna279	Skud_2.177
OG0002436	rna278	Skud_2.176
OG0002437	rna275	Skud_2.172
OG0002438	rna994	Skud_4.303
OG0002439	rna291	Skud_2.193
OG0002440	rna3912	Skud_12.152
OG0002441	rna3913	Skud_12.153
OG0002442	rna3914	Skud_12.154
OG0002443	rna3916	Skud_12.156
OG0002444	rna3918	Skud_12.158
OG0002445	rna1062	Skud_4.375
OG0002446	rna1063	Skud_4.376
OG0002447	rna1068	Skud_4.381
OG0002448	rna3925	Skud_12.165
OG0002449	rna3928	Skud_12.168
OG0002450	rna1074	Skud_4.387
OG0002451	rna1076	Skud_4.389
OG0002452	rna3929	Skud_12.169
OG0002453	rna3931	Skud_12.171
OG0002454	rna3933	Skud_12.173
OG0002455	rna3935	Skud_12.174
OG0002456	rna4129	Skud_12.353
OG0002457	rna5589	Skud_15.337
OG0002458	rna5588	Skud_15.336
OG0002459	rna4128	Skud_12.352
OG0002460	rna5579	Skud_15.327
OG0002461	rna5580	Skud_15.328
OG0002462	rna5581	Skud_15.329
OG0002463	rna5582	Skud_15.330
OG0002464	rna5583, rna4121	Skud_12.344
OG0002465	rna5584	Skud_15.332
OG0002466	rna1732	Skud_5.238
OG0002467	rna4091	Skud_12.310
OG0002468	rna1149	Skud_4.467
OG0002469	rna4956	Skud_14.134
OG0002470	rna4957	Skud_14.135
OG0002471	rna4962	Skud_14.141
OG0002472	rna366	Skud_2.273
OG0002473	rna5322	Skud_15.66
OG0002474	rna374	Skud_2.281
OG0002475	rna373	Skud_2.280
OG0002476	rna3149	Skud_10.105
OG0002477	rna3687	Skud_11.266
OG0002478	rna3688	Skud_11.267
OG0002479	rna3690	Skud_11.270
OG0002480	rna3693	Skud_11.273
OG0002481	rna1289	Skud_4.604
OG0002482	rna2673	Skud_8.150
OG0002483	rna1287	Skud_4.602
OG0002484	rna2672	Skud_8.149
OG0002485	rna2671	Skud_8.148
OG0002486	rna1286	Skud_4.601
OG0002487	rna3494	Skud_11.68
OG0002488	rna2629	Skud_8.110
OG0002489	rna3280	Skud_10.238
OG0002490	rna2421	Skud_7.534
OG0002491	rna2423	Skud_7.536
OG0002492	rna2680	Skud_8.159
OG0002493	rna2167	Skud_7.246
OG0002494	rna2168	Skud_7.247
OG0002495	rna2032	Skud_7.98
OG0002496	rna2031	Skud_7.97
OG0002497	rna5339	Skud_15.83
OG0002498	rna901	Skud_4.212
OG0002499	rna2410	Skud_7.518
OG0002500	rna3251	Skud_10.205
OG0002501	rna3252	Skud_10.206
OG0002502	rna2412	Skud_7.523
OG0002503	rna4030	Skud_12.236
OG0002504	rna4031	Skud_12.237
OG0002505	rna5399	Skud_15.145
OG0002506	rna4107	Skud_12.332
OG0002507	rna4108	Skud_12.333
OG0002508	rna2046	Skud_7.111
OG0002509	rna4110	Skud_12.335
OG0002510	rna1887	Skud_6.90
OG0002511	rna5753	Skud_15.506
OG0002512	rna34	Skud_1.25
OG0002513	rna33	Skud_1.24
OG0002514	rna5758	Skud_15.509
OG0002515	rna5760	Skud_15.513
OG0002516	rna30	Skud_1.22
OG0002517	rna5763	Skud_15.517
OG0002518	rna5045	Skud_14.224
OG0002519	rna5043	Skud_14.222
OG0002520	rna5527	Skud_15.275
OG0002521	rna5040	Skud_14.218
OG0002522	rna5530	Skud_15.278
OG0002523	rna2696	Skud_8.175
OG0002524	rna5039	Skud_14.217
OG0002525	rna5036	Skud_14.213
OG0002526	rna5035	Skud_14.212
OG0002527	rna2701	Skud_8.180
OG0002528	rna2702	Skud_8.181
OG0002529	rna5031	Skud_14.208
OG0002530	rna5028	Skud_14.205
OG0002531	rna5027	Skud_14.204
OG0002532	rna5023	Skud_14.201
OG0002533	rna5022	Skud_14.200
OG0002534	rna244	Skud_2.139
OG0002535	rna246	Skud_2.142
OG0002536	rna910	Skud_4.221
OG0002537	rna909	Skud_4.220
OG0002538	rna908	Skud_4.219
OG0002539	rna5344	Skud_15.89
OG0002540	rna907	Skud_4.218
OG0002541	rna4731	Skud_13.410
OG0002542	rna5717	Skud_15.468
OG0002543	rna4729	Skud_13.407
OG0002544	rna4727	Skud_13.405
OG0002545	rna5715	Skud_15.466
OG0002546	rna4726	Skud_13.404
OG0002547	rna1841	Skud_6.44
OG0002548	rna1842	Skud_6.45
OG0002549	rna3881	Skud_12.117
OG0002550	rna4479	Skud_13.165
OG0002551	rna3612	Skud_11.187
OG0002552	rna2547	Skud_8.27
OG0002553	rna3613	Skud_11.188
OG0002554	rna2551	Skud_8.30
OG0002555	rna2553	Skud_8.32
OG0002556	rna3618	Skud_11.191
OG0002557	rna3619	Skud_11.192
OG0002558	rna2556	Skud_8.35
OG0002559	rna3621	Skud_11.194
OG0002560	rna4555	Skud_13.232
OG0002561	rna4554	Skud_13.231
OG0002562	rna2574	Skud_8.51
OG0002563	rna3563	Skud_11.141
OG0002564	rna3564	Skud_11.142
OG0002565	rna3565	Skud_11.143
OG0002566	rna3566	Skud_11.144
OG0002567	rna3570	Skud_11.147
OG0002568	rna4544	Skud_13.221
OG0002569	rna4541	Skud_13.218
OG0002570	rna4540	Skud_13.217
OG0002571	rna4539	Skud_13.216
OG0002572	rna4538	Skud_13.215
OG0002573	rna3574	Skud_11.151
OG0002574	rna3575	Skud_11.152
OG0002575	rna3576	Skud_11.153
OG0002576	rna4527	Skud_13.205
OG0002577	rna4515	Skud_13.195
OG0002578	rna4514	Skud_13.194
OG0002579	rna4512	Skud_13.192
OG0002580	rna4511	Skud_13.191
OG0002581	rna5309	Skud_15.55
