Orthogroup	s_cerevisiae_proteins	s_paradoxus_proteins
OG0001802	rna3349	Spar_10.361
OG0001803	rna6128	Spar_16.385
OG0001804	rna6127	Spar_16.384
OG0001805	rna109	Spar_2.18
OG0001806	rna111	Spar_2.20
OG0001807	rna112	Spar_2.21
OG0001808	rna6121	Spar_16.378
OG0001809	rna117	Spar_2.26
OG0001810	rna6116	Spar_16.372
OG0001811	rna1716	Spar_5.295
OG0001812	rna121	Spar_2.30
OG0001813	rna1714	Spar_5.293
OG0001814	rna124	Spar_2.33
OG0001815	rna125	Spar_2.34
OG0001816	rna127	Spar_2.36
OG0001817	rna1710	Spar_5.288
OG0001818	rna5272	Spar_15.35
OG0001819	rna5273	Spar_15.37
OG0001820	rna4842	Spar_14.18
OG0001821	rna4843	Spar_14.19
OG0001822	rna4845	Spar_14.21
OG0001823	rna4848	Spar_14.24
OG0001824	rna4850	Spar_14.26
OG0001825	rna5277	Spar_15.41
OG0001826	rna4852	Spar_14.28
OG0001827	rna4853	Spar_14.29
OG0001828	rna5281	Spar_15.45
OG0001829	rna3593	Spar_11.209
OG0001830	rna4501	Spar_13.189
OG0001831	rna4499	Spar_13.187
OG0001832	rna4497	Spar_13.184
OG0001833	rna3606	Spar_11.222
OG0001834	rna4496	Spar_13.183
OG0001835	rna5077	Spar_14.264
OG0001836	rna3033	Spar_9.241
OG0001837	rna3632	Spar_11.255
OG0001838	rna3628	Spar_11.252
OG0001839	rna5132	Spar_14.335
OG0001840	rna2903	Spar_9.90
OG0001841	rna2902	Spar_9.89
OG0001842	rna5135	Spar_14.336
OG0001843	rna2900	Spar_9.87
OG0001844	rna5137	Spar_14.338
OG0001845	rna2899	Spar_9.86
OG0001846	rna5138	Spar_14.339
OG0001847	rna5139	Spar_14.340
OG0001848	rna5122	Spar_14.325
OG0001849	rna5116	Spar_14.311
OG0001850	rna2896	Spar_9.83
OG0001851	rna2895	Spar_9.82
OG0001852	rna5126	Spar_14.329
OG0001853	rna2907	Spar_9.95
OG0001854	rna2910	Spar_9.99
OG0001855	rna825	Spar_4.157
OG0001856	rna2051	Spar_7.123
OG0001857	rna2053	Spar_7.125
OG0001858	rna2055	Spar_7.127
OG0001859	rna829	Spar_4.161
OG0001860	rna2056	Spar_7.131
OG0001861	rna830	Spar_4.162
OG0001862	rna835	Spar_4.169
OG0001863	rna1424	Spar_4.842
OG0001864	rna5437	Spar_15.215
OG0001865	rna3836	Spar_12.80
OG0001866	rna3835	Spar_12.79
OG0001867	rna3269	Spar_10.275
OG0001868	rna3832	Spar_12.76
OG0001869	rna5217	Spar_14.426
OG0001870	rna2417	Spar_7.551
OG0001871	rna2416	Spar_7.550
OG0001872	rna3275	Spar_10.281
OG0001873	rna3365	Spar_10.376
OG0001874	rna3366	Spar_10.377
OG0001875	rna1750	Spar_5.339
OG0001876	rna1748	Spar_5.337
OG0001877	rna1016	Spar_4.373
OG0001878	rna1013	Spar_4.370
OG0001879	rna1745	Spar_5.334
OG0001880	rna1743	Spar_5.332
OG0001881	rna190	Spar_2.99
OG0001882	rna191	Spar_2.100
OG0001883	rna192	Spar_2.102
OG0001884	rna197	Spar_2.107
OG0001885	rna2179	Spar_7.274
OG0001886	rna2178	Spar_7.273
OG0001887	rna2365	Spar_7.484
OG0001888	rna2364	Spar_7.483
OG0001889	rna2362	Spar_7.481
OG0001890	rna4762	Spar_13.461
OG0001891	rna4758	Spar_13.457
OG0001892	rna4756	Spar_13.455
OG0001893	rna4754	Spar_13.453
OG0001894	rna324	Spar_2.258
OG0001895	rna2603	Spar_8.99
OG0001896	rna2602	Spar_8.98
OG0001897	rna2601	Spar_8.97
OG0001898	rna2600	Spar_8.96
OG0001899	rna3225	Spar_10.211
OG0001900	rna3501	Spar_11.103
OG0001901	rna604	Spar_3.95
OG0001902	rna3944	Spar_12.194
OG0001903	rna3515	Spar_11.119
OG0001904	rna3517	Spar_11.121
OG0001905	rna184	Spar_2.92
OG0001906	rna306	Spar_2.240
OG0001907	rna1005	Spar_4.362
OG0001908	rna1000	Spar_4.356
OG0001909	rna2647	Spar_8.144
OG0001910	rna2648	Spar_8.145
OG0001911	rna1264	Spar_4.693
OG0001912	rna2649	Spar_8.146
OG0001913	rna2650	Spar_8.147
OG0001914	rna6041	Spar_16.284
OG0001915	rna1431	Spar_4.849
OG0001916	rna1959	Spar_7.22
OG0001917	rna3749	Spar_11.385
OG0001918	rna2844	Spar_9.27
OG0001919	rna2845	Spar_9.28
OG0001920	rna2846	Spar_9.29
OG0001921	rna3748	Spar_11.384
OG0001922	rna4864	Spar_14.43
OG0001923	rna4865	Spar_14.44
OG0001924	rna4869	Spar_14.47
OG0001925	rna4870	Spar_14.48
OG0001926	rna897	Spar_4.234
OG0001927	rna5337	Spar_15.106
OG0001928	rna899	Spar_4.236
OG0001929	rna6114	Spar_16.370
OG0001930	rna1720	Spar_5.299
OG0001931	rna1721	Spar_5.300
OG0001932	rna1722	Spar_5.301
OG0001933	rna3255	Spar_10.259
OG0001934	rna3509	Spar_11.113
OG0001935	rna3508	Spar_11.112
OG0001936	rna3506	Spar_11.110
OG0001937	rna1878	Spar_6.103
OG0001938	rna6094	Spar_16.344
OG0001939	rna1875	Spar_6.97
OG0001940	rna1873	Spar_6.95
OG0001941	rna6088	Spar_16.336
OG0001942	rna1870	Spar_6.92
OG0001943	rna1869	Spar_6.91
OG0001944	rna6087	Spar_16.335
OG0001945	rna3773	Spar_12.10
OG0001946	rna2062	Spar_7.137
OG0001947	rna2061	Spar_7.136
OG0001948	rna3141	Spar_10.124
OG0001949	rna3137	Spar_10.118
OG0001950	rna3135	Spar_10.116
OG0001951	rna3134	Spar_10.115
OG0001952	rna3133	Spar_10.114
OG0001953	rna3132	Spar_10.113
OG0001954	rna3131	Spar_10.112
OG0001955	rna3127	Spar_10.105
OG0001956	rna3706	Spar_11.341
OG0001957	rna2460	Spar_7.596
OG0001958	rna2459	Spar_7.595
OG0001959	rna2455	Spar_7.590
OG0001960	rna2453	Spar_7.588
OG0001961	rna2452	Spar_7.587
OG0001962	rna2449	Spar_7.583
OG0001963	rna2732	Spar_8.245
OG0001964	rna2731	Spar_8.244
OG0001965	rna2444	Spar_7.580
OG0001966	rna2443	Spar_7.579
OG0001967	rna2441	Spar_7.574
OG0001968	rna2440	Spar_7.573
OG0001969	rna2439	Spar_7.572
OG0001970	rna2435	Spar_7.568
OG0001971	rna2434	Spar_7.567
OG0001972	rna2432	Spar_7.565
OG0001973	rna2431	Spar_7.564
OG0001974	rna2429	Spar_7.562
OG0001975	rna2425	Spar_7.559
OG0001976	rna1280	Spar_4.708
OG0001977	rna1283	Spar_4.711
OG0001978	rna1284	Spar_4.712
OG0001979	rna220	Spar_2.141
OG0001980	rna219	Spar_2.140
OG0001981	rna218	Spar_2.139
OG0001982	rna940	Spar_4.281
OG0001983	rna939	Spar_4.280
OG0001984	rna213	Spar_2.134
OG0001985	rna945	Spar_4.286
OG0001986	rna223	Spar_2.144
OG0001987	rna947	Spar_4.288
OG0001988	rna227	Spar_2.148
OG0001989	rna930	Spar_4.269
OG0001990	rna233	Spar_2.156
OG0001991	rna5333	Spar_15.102
OG0001992	rna5332	Spar_15.101
OG0001993	rna5330	Spar_15.99
OG0001994	rna5072	Spar_14.259
OG0001995	rna5073	Spar_14.260
OG0001996	rna3635	Spar_11.258
OG0001997	rna3025	Spar_9.232
OG0001998	rna3637	Spar_11.260
OG0001999	rna3639	Spar_11.262
OG0002000	rna3641	Spar_11.265
OG0002001	rna3642	Spar_11.266
OG0002002	rna3643	Spar_11.267
OG0002003	rna3021	Spar_9.228
OG0002004	rna4552	Spar_13.243
OG0002005	rna3624	Spar_11.247
OG0002006	rna3625	Spar_11.248
OG0002007	rna3626	Spar_11.249
OG0002008	rna513	Spar_2.466
OG0002009	rna512	Spar_2.465
OG0002010	rna2109	Spar_7.195
OG0002011	rna2110	Spar_7.196
OG0002012	rna5909	Spar_16.141
OG0002013	rna2111	Spar_7.197
OG0002014	rna2113	Spar_7.199
OG0002015	rna5904	Spar_16.135
OG0002016	rna2118	Spar_7.204
OG0002017	rna2119	Spar_7.205
OG0002018	rna2121	Spar_7.207
OG0002019	rna5901	Spar_16.132
OG0002020	rna2124	Spar_7.210
OG0002021	rna5896	Spar_16.127
OG0002022	rna5895	Spar_16.126
OG0002023	rna4053	Spar_12.303
OG0002024	rna4051	Spar_12.301
OG0002025	rna777	Spar_4.92
OG0002026	rna4049	Spar_12.299
OG0002027	rna1680	Spar_5.248
OG0002028	rna1681	Spar_5.249
OG0002029	rna159	Spar_2.70
OG0002030	rna157	Spar_2.68
OG0002031	rna1685	Spar_5.254
OG0002032	rna155	Spar_2.66
OG0002033	rna1686	Spar_5.255
OG0002034	rna151	Spar_2.62
OG0002035	rna1691	Spar_5.263
OG0002036	rna139	Spar_2.49
OG0002037	rna137	Spar_2.47
OG0002038	rna136	Spar_2.45
OG0002039	rna134	Spar_2.43
OG0002040	rna1703	Spar_5.280
OG0002041	rna132	Spar_2.41
OG0002042	rna1704	Spar_5.282
OG0002043	rna1706	Spar_5.284
OG0002044	rna131	Spar_2.40
OG0002045	rna129	Spar_2.38
OG0002046	rna5269	Spar_15.32
OG0002047	rna4839	Spar_14.15
OG0002048	rna4838	Spar_14.14
OG0002049	rna5267	Spar_15.30
OG0002050	rna1317	Spar_4.595
OG0002051	rna5531	Spar_15.321
OG0002052	rna2694	Spar_8.196
OG0002053	rna1311	Spar_4.602
OG0002054	rna1310	Spar_4.603
OG0002055	rna495	Spar_2.448
OG0002056	rna1306	Spar_4.607
OG0002057	rna2689	Spar_8.191
OG0002058	rna5453	Spar_15.235
OG0002059	rna1219	Spar_4.644
OG0002060	rna5455	Spar_15.237
OG0002061	rna5456	Spar_15.238
OG0002062	rna4623	Spar_13.325
OG0002063	rna1534	Spar_5.39
OG0002064	rna1535	Spar_5.40
OG0002065	rna1536	Spar_5.41
OG0002066	rna1541	Spar_5.47
OG0002067	rna1546	Spar_5.55
OG0002068	rna3303	Spar_10.305
OG0002069	rna3302	Spar_10.304
OG0002070	rna3301	Spar_10.303
OG0002071	rna1547	Spar_5.56
OG0002072	rna1549	Spar_5.58
OG0002073	rna3297	Spar_10.298
OG0002074	rna3296	Spar_10.297
OG0002075	rna1552	Spar_5.61
OG0002076	rna1553	Spar_5.62
OG0002077	rna5003	Spar_14.190
OG0002078	rna2712	Spar_8.221
OG0002079	rna2487	Spar_7.625
OG0002080	rna427	Spar_2.373
OG0002081	rna6028	Spar_16.266
OG0002082	rna6026	Spar_16.264
OG0002083	rna5011	Spar_14.197
OG0002084	rna425	Spar_2.371
OG0002085	rna6019	Spar_16.257
OG0002086	rna6016	Spar_16.253
OG0002087	rna415	Spar_2.363
OG0002088	rna412	Spar_2.360
OG0002090	rna6010	Spar_16.245
OG0002091	rna6009	Spar_16.244
OG0002092	rna6008	Spar_16.243
OG0002093	rna6007	Spar_16.242
OG0002094	rna6002	Spar_16.237
OG0002095	rna6000	Spar_16.235
OG0002096	rna5999	Spar_16.234
OG0002097	rna398	Spar_2.339
OG0002098	rna5997	Spar_16.232
OG0002099	rna5995	Spar_16.230
OG0002100	rna5994	Spar_16.229
OG0002101	rna5991	Spar_16.226
OG0002102	rna396	Spar_2.336
OG0002103	rna5989	Spar_16.224
OG0002104	rna394	Spar_2.334
OG0002105	rna392	Spar_2.332
OG0002106	rna391	Spar_2.331
OG0002107	rna5986	Spar_16.221
OG0002108	rna389	Spar_2.329
OG0002109	rna3031	Spar_9.239
OG0002110	rna387	Spar_2.327
OG0002111	rna5614	Spar_15.401
OG0002112	rna5978	Spar_16.210
OG0002113	rna5616	Spar_15.403
OG0002114	rna5618	Spar_15.405
OG0002115	rna5976	Spar_16.208
OG0002116	rna5619	Spar_15.407
OG0002117	rna5624	Spar_15.413
OG0002118	rna5623	Spar_15.412
OG0002119	rna5972	Spar_16.205
OG0002120	rna3211	Spar_10.196
OG0002121	rna3206	Spar_10.191
OG0002122	rna3205	Spar_10.190
OG0002123	rna3200	Spar_10.185
OG0002124	rna3199	Spar_10.184
OG0002125	rna493	Spar_2.446
OG0002126	rna492	Spar_2.445
OG0002127	rna3197	Spar_10.182
OG0002128	rna491	Spar_2.444
OG0002129	rna490	Spar_2.443
OG0002130	rna3195	Spar_10.180
OG0002131	rna502	Spar_2.455
OG0002132	rna3191	Spar_10.176
OG0002133	rna505	Spar_2.458
OG0002134	rna486	Spar_2.439
OG0002135	rna482	Spar_2.435
OG0002136	rna3216	Spar_10.200
OG0002137	rna5752	Spar_15.552
OG0002138	rna35	Spar_1.34
OG0002139	rna5748	Spar_15.548
OG0002140	rna5747	Spar_15.547
OG0002141	rna37	Spar_1.36
OG0002142	rna38	Spar_1.37
OG0002143	rna5745	Spar_15.545
OG0002144	rna5319	Spar_15.86
OG0002145	rna5321	Spar_15.88
OG0002146	rna4576	Spar_13.270
OG0002147	rna3539	Spar_11.147
OG0002148	rna3538	Spar_11.146
OG0002149	rna4806	Spar_13.508
OG0002150	rna2504	Spar_7.637
OG0002151	rna2507	Spar_7.640
OG0002152	rna3376	Spar_10.393
OG0002153	rna5089	Spar_14.276
OG0002154	rna5090	Spar_14.277
OG0002155	rna5091	Spar_14.278
OG0002156	rna5092	Spar_14.279
OG0002157	rna5093	Spar_14.280
OG0002158	rna2872	Spar_9.56
OG0002159	rna2874	Spar_9.58
OG0002160	rna2875	Spar_9.59
OG0002161	rna5101	Spar_14.286
OG0002162	rna2880	Spar_9.64
OG0002163	rna2882	Spar_9.66
OG0002164	rna5106	Spar_14.291
OG0002165	rna5110	Spar_14.295
OG0002166	rna2887	Spar_9.70
OG0002167	rna2888	Spar_9.71
OG0002168	rna5114	Spar_14.307
OG0002169	rna5119	Spar_14.316
OG0002170	rna2893	Spar_9.80
OG0002171	rna5118	Spar_14.315
OG0002172	rna273	Spar_2.203
OG0002173	rna970	Spar_4.321
OG0002174	rna967	Spar_4.317
OG0002175	rna966	Spar_4.316
OG0002176	rna2865	Spar_9.48
OG0002177	rna2862	Spar_9.45
OG0002178	rna2861	Spar_9.44
OG0002179	rna5081	Spar_14.268
OG0002180	rna5080	Spar_14.267
OG0002181	rna5079	Spar_14.266
OG0002182	rna3608	Spar_11.224
OG0002183	rna4490	Spar_13.177
OG0002184	rna3611	Spar_11.227
OG0002185	rna800	Spar_4.120
OG0002186	rna4071	Spar_12.323
OG0002187	rna802	Spar_4.122
OG0002188	rna804	Spar_4.124
OG0002189	rna4072	Spar_12.324
OG0002190	rna755	Spar_4.70
OG0002191	rna757	Spar_4.72
OG0002192	rna760	Spar_4.75
OG0002193	rna810	Spar_4.143
OG0002194	rna764	Spar_4.80
OG0002195	rna766	Spar_4.81
OG0002196	rna814	Spar_4.146
OG0002197	rna768	Spar_4.83
OG0002198	rna821	Spar_4.153
OG0002199	rna771	Spar_4.86
OG0002200	rna823	Spar_4.155
OG0002201	rna2914	Spar_9.103
OG0002202	rna650	Spar_3.153
OG0002203	rna649	Spar_3.152
OG0002204	rna5177	Spar_14.382
OG0002205	rna5176	Spar_14.381
OG0002206	rna5174	Spar_14.379
OG0002207	rna5172	Spar_14.377
OG0002208	rna5171	Spar_14.376
OG0002209	rna5170	Spar_14.375
OG0002210	rna4463	Spar_13.154
OG0002211	rna4695	Spar_13.402
OG0002212	rna4693	Spar_13.400
OG0002213	rna4692	Spar_13.399
OG0002214	rna5167	Spar_14.372
OG0002215	rna5166	Spar_14.371
OG0002216	rna5165	Spar_14.370
OG0002217	rna4689	Spar_13.397
OG0002218	rna472	Spar_2.425
OG0002219	rna2106	Spar_7.189
OG0002220	rna471	Spar_2.424
OG0002221	rna2102	Spar_7.184
OG0002222	rna470	Spar_2.423
OG0002223	rna3036	Spar_9.244
OG0002224	rna2101	Spar_7.183
OG0002225	rna467	Spar_2.419
OG0002226	rna5199	Spar_14.404
OG0002227	rna5198	Spar_14.403
OG0002228	rna5197	Spar_14.402
OG0002229	rna676	Spar_3.182
OG0002230	rna5196	Spar_14.401
OG0002231	rna5195	Spar_14.400
OG0002232	rna853	Spar_4.188
OG0002233	rna854	Spar_4.189
OG0002234	rna855	Spar_4.190
OG0002235	rna857	Spar_4.192
OG0002236	rna4632	Spar_13.335
OG0002237	rna1220	Spar_4.645
OG0002238	rna5466	Spar_15.247
OG0002239	rna52	Spar_1.51
OG0002240	rna5362	Spar_15.136
OG0002241	rna55	Spar_1.56
OG0002242	rna57	Spar_1.58
OG0002243	rna5378	Spar_15.151
OG0002244	rna5377	Spar_15.150
OG0002245	rna5376	Spar_15.149
OG0002246	rna61	Spar_1.62
OG0002247	rna62	Spar_1.63
OG0002248	rna5432	Spar_15.209
OG0002249	rna6191	Spar_16.460
OG0002250	rna6189	Spar_16.458
OG0002251	rna6188	Spar_16.457
OG0002252	rna6187	Spar_16.456
OG0002253	rna2290	Spar_7.394
OG0002254	rna6184	Spar_16.453
OG0002255	rna4732	Spar_13.428
OG0002256	rna5722	Spar_15.515
OG0002257	rna4733	Spar_13.429
OG0002258	rna5724	Spar_15.517
OG0002259	rna5727	Spar_15.522
OG0002260	rna4738	Spar_13.434
OG0002261	rna1840	Spar_6.55
OG0002262	rna3885	Spar_12.131
OG0002263	rna3889	Spar_12.135
OG0002264	rna2016	Spar_7.87
OG0002265	rna2012	Spar_7.84
OG0002266	rna1734	Spar_5.325
OG0002267	rna2164	Spar_7.255
OG0002268	rna4557	Spar_13.250
OG0002269	rna2161	Spar_7.251
OG0002270	rna4115	Spar_12.374
OG0002271	rna443	Spar_2.395
OG0002272	rna444	Spar_2.396
OG0002273	rna447	Spar_2.399
OG0002274	rna2078	Spar_7.153
OG0002275	rna450	Spar_2.403
OG0002276	rna451	Spar_2.404
OG0002277	rna2079	Spar_7.154
OG0002278	rna2080	Spar_7.155
OG0002279	rna1996	Spar_7.59
OG0002280	rna1997	Spar_7.60
OG0002281	rna2001	Spar_7.74
OG0002282	rna2004	Spar_7.69
OG0002283	rna4428	Spar_13.115
OG0002284	rna685	Spar_3.193
OG0002285	rna683	Spar_3.190
OG0002286	rna682	Spar_3.189
OG0002287	rna680	Spar_3.186
OG0002288	rna5201	Spar_14.406
OG0002289	rna464	Spar_2.416
OG0002290	rna2097	Spar_7.179
OG0002291	rna2096	Spar_7.178
OG0002292	rna461	Spar_2.413
OG0002293	rna460	Spar_2.412
OG0002294	rna459	Spar_2.411
OG0002295	rna2093	Spar_7.175
OG0002296	rna2092	Spar_7.174
OG0002297	rna458	Spar_2.410
OG0002298	rna2091	Spar_7.173
OG0002299	rna456	Spar_2.408
OG0002300	rna2088	Spar_7.170
OG0002301	rna2087	Spar_7.169
OG0002302	rna2831	Spar_9.14
OG0002303	rna6070	Spar_16.317
OG0002304	rna1439	Spar_4.857
OG0002305	rna5660	Spar_15.451
OG0002306	rna5941	Spar_16.175
OG0002307	rna5659	Spar_15.450
OG0002308	rna5658	Spar_15.449
OG0002309	rna5944	Spar_16.178
OG0002310	rna5947	Spar_16.181
OG0002311	rna3943	Spar_12.193
OG0002312	rna992	Spar_4.348
OG0002313	rna993	Spar_4.349
OG0002314	rna1052	Spar_4.411
OG0002315	rna1785	Spar_5.375
OG0002316	rna1051	Spar_4.410
OG0002317	rna1048	Spar_4.406
OG0002318	rna4106	Spar_12.364
OG0002319	rna5149	Spar_14.353
OG0002320	rna586	Spar_3.70
OG0002321	rna5154	Spar_14.358
OG0002322	rna2010	Spar_7.82
OG0002323	rna2008	Spar_7.80
OG0002324	rna2006	Spar_7.78
OG0002325	rna188	Spar_2.97
OG0002326	rna189	Spar_2.98
OG0002327	rna1742	Spar_5.331
OG0002328	rna597	Spar_3.82
OG0002329	rna3827	Spar_12.71
OG0002330	rna3826	Spar_12.70
OG0002331	rna3263	Spar_10.269
OG0002332	rna3824	Spar_12.68
OG0002333	rna3262	Spar_10.268
OG0002334	rna1164	Spar_4.531
OG0002335	rna1167	Spar_4.535
OG0002336	rna4077	Spar_12.330
OG0002337	rna4075	Spar_12.328
OG0002338	rna1172	Spar_4.540
OG0002339	rna1173	Spar_4.541
OG0002340	rna1174	Spar_4.542
OG0002341	rna753	Spar_4.67
OG0002342	rna3550	Spar_11.159
OG0002343	rna3546	Spar_11.154
OG0002344	rna4568	Spar_13.262
OG0002345	rna4570	Spar_13.264
OG0002346	rna4571	Spar_13.265
OG0002347	rna3541	Spar_11.149
OG0002348	rna3154	Spar_10.140
OG0002349	rna3679	Spar_11.306
OG0002350	rna3680	Spar_11.307
OG0002351	rna3681	Spar_11.308
OG0002352	rna3682	Spar_11.309
OG0002353	rna3157	Spar_10.142
OG0002354	rna3159	Spar_10.144
OG0002355	rna3160	Spar_10.145
OG0002356	rna3163	Spar_10.148
OG0002357	rna3165	Spar_10.150
OG0002358	rna3169	Spar_10.154
OG0002359	rna3170	Spar_10.155
OG0002360	rna3173	Spar_10.158
OG0002361	rna3174	Spar_10.160
OG0002362	rna1034	Spar_4.392
OG0002363	rna3246	Spar_10.249
OG0002364	rna2387	Spar_7.514
OG0002365	rna937	Spar_4.278
OG0002366	rna1285	Spar_4.713
OG0002367	rna2668	Spar_8.167
OG0002369	rna2391	Spar_7.518
OG0002370	rna2392	Spar_7.519
OG0002371	rna2394	Spar_7.521
OG0002372	rna2393	Spar_7.520
OG0002373	rna3241	Spar_10.238
OG0002374	rna2400	Spar_7.530
OG0002375	rna3242	Spar_10.239
OG0002376	rna2398	Spar_7.527
OG0002377	rna2404	Spar_7.535
OG0002378	rna2407	Spar_7.539
OG0002379	rna2408	Spar_7.540
OG0002380	rna2409	Spar_7.541
OG0002381	rna3813	Spar_12.58
OG0002382	rna3814	Spar_12.59
OG0002383	rna3851	Spar_12.97
OG0002384	rna3850	Spar_12.96
OG0002385	rna3848	Spar_12.94
OG0002386	rna3816	Spar_12.61
OG0002387	rna3845	Spar_12.91
OG0002388	rna3260	Spar_10.266
OG0002389	rna3819	Spar_12.64
OG0002390	rna3822	Spar_12.66
OG0002391	rna50	Spar_1.48
OG0002392	rna51	Spar_1.49
OG0002393	rna5459	Spar_15.240
OG0002394	rna5467	Spar_15.248
OG0002395	rna3724	Spar_11.358
OG0002396	rna5468	Spar_15.250
OG0002397	rna3725	Spar_11.359
OG0002398	rna3726	Spar_11.360
OG0002399	rna3727	Spar_11.361
OG0002400	rna5472	Spar_15.254
OG0002401	rna5480	Spar_15.264
OG0002402	rna5483	Spar_15.267
OG0002403	rna1527	Spar_5.31
OG0002404	rna1528	Spar_5.33
OG0002405	rna3313	Spar_10.317
OG0002406	rna1530	Spar_5.35
OG0002407	rna4621	Spar_13.323
OG0002408	rna4620	Spar_13.322
OG0002409	rna4618	Spar_13.319
OG0002410	rna3869	Spar_12.115
OG0002411	rna4612	Spar_13.313
OG0002412	rna4611	Spar_13.312
OG0002413	rna3861	Spar_12.105
OG0002414	rna4606	Spar_13.307
OG0002415	rna3855	Spar_12.101
OG0002416	rna3854	Spar_12.100
OG0002417	rna3853	Spar_12.99
OG0002418	rna3947	Spar_12.197
OG0002419	rna1086	Spar_4.448
OG0002420	rna1085	Spar_4.447
OG0002421	rna3946	Spar_12.196
OG0002422	rna3945	Spar_12.195
OG0002423	rna1008	Spar_4.365
OG0002424	rna3798	Spar_12.40
OG0002425	rna3799	Spar_12.41
OG0002426	rna3800	Spar_12.42
OG0002427	rna2540	Spar_8.29
OG0002428	rna2541	Spar_8.30
OG0002429	rna985	Spar_4.342
OG0002430	rna286	Spar_2.220
OG0002431	rna989	Spar_4.345
OG0002432	rna990	Spar_4.346
OG0002433	rna282	Spar_2.214
OG0002434	rna980	Spar_4.332
OG0002435	rna279	Spar_2.211
OG0002436	rna278	Spar_2.210
OG0002437	rna275	Spar_2.205
OG0002438	rna994	Spar_4.350
OG0002439	rna291	Spar_2.225
OG0002440	rna3912	Spar_12.158
OG0002441	rna3913	Spar_12.159
OG0002442	rna3914	Spar_12.160
OG0002443	rna3916	Spar_12.162
OG0002444	rna3918	Spar_12.164
OG0002445	rna1062	Spar_4.423
OG0002446	rna1063	Spar_4.424
OG0002447	rna1068	Spar_4.429
OG0002448	rna3925	Spar_12.171
OG0002449	rna3928	Spar_12.174
OG0002450	rna1074	Spar_4.435
OG0002451	rna1076	Spar_4.437
OG0002452	rna3929	Spar_12.175
OG0002453	rna3931	Spar_12.177
OG0002454	rna3933	Spar_12.179
OG0002455	rna3935	Spar_12.180
OG0002456	rna4129	Spar_12.388
OG0002457	rna5589	Spar_15.367
OG0002458	rna5588	Spar_15.366
OG0002459	rna4128	Spar_12.387
OG0002460	rna5579	Spar_15.356
OG0002461	rna5580	Spar_15.357
OG0002462	rna5581	Spar_15.358
OG0002463	rna5582	Spar_15.359
OG0002465	rna5584	Spar_15.361
OG0002466	rna1732	Spar_5.320
OG0002467	rna4091	Spar_12.345
OG0002468	rna1149	Spar_4.517
OG0002469	rna4956	Spar_14.139
OG0002470	rna4957	Spar_14.140
OG0002471	rna4962	Spar_14.146
OG0002472	rna366	Spar_2.306
OG0002473	rna5322	Spar_15.89
OG0002474	rna374	Spar_2.314
OG0002475	rna373	Spar_2.313
OG0002476	rna3149	Spar_10.136
OG0002477	rna3687	Spar_11.318
OG0002478	rna3688	Spar_11.319
OG0002479	rna3690	Spar_11.322
OG0002480	rna3693	Spar_11.325
OG0002481	rna1289	Spar_4.717
OG0002482	rna2673	Spar_8.172
OG0002483	rna1287	Spar_4.715
OG0002484	rna2672	Spar_8.171
OG0002485	rna2671	Spar_8.170
OG0002486	rna1286	Spar_4.714
OG0002487	rna3494	Spar_11.93
OG0002488	rna2629	Spar_8.130
OG0002489	rna3280	Spar_10.286
OG0002490	rna2421	Spar_7.555
OG0002491	rna2423	Spar_7.557
OG0002492	rna2680	Spar_8.182
OG0002493	rna2167	Spar_7.261
OG0002494	rna2168	Spar_7.262
OG0002495	rna2032	Spar_7.104
OG0002496	rna2031	Spar_7.103
OG0002497	rna5339	Spar_15.108
OG0002498	rna901	Spar_4.238
OG0002499	rna2410	Spar_7.542
OG0002500	rna3251	Spar_10.255
OG0002501	rna3252	Spar_10.256
OG0002502	rna2412	Spar_7.545
OG0002503	rna4030	Spar_12.280
OG0002504	rna4031	Spar_12.281
OG0002505	rna5399	Spar_15.171
OG0002506	rna4107	Spar_12.365
OG0002507	rna4108	Spar_12.367
OG0002508	rna2046	Spar_7.118
OG0002509	rna4110	Spar_12.370
OG0002510	rna1887	Spar_6.113
OG0002511	rna5753	Spar_15.553
OG0002512	rna34	Spar_1.32
OG0002513	rna33	Spar_1.31
OG0002514	rna5758	Spar_15.562
OG0002515	rna5760	Spar_15.565
OG0002516	rna30	Spar_1.29
OG0002517	rna5763	Spar_15.568
OG0002518	rna5045	Spar_14.230
OG0002519	rna5043	Spar_14.228
OG0002520	rna5527	Spar_15.317
OG0002521	rna5040	Spar_14.224
OG0002522	rna5530	Spar_15.320
OG0002523	rna2696	Spar_8.198
OG0002524	rna5039	Spar_14.223
OG0002525	rna5036	Spar_14.220
OG0002526	rna5035	Spar_14.219
OG0002527	rna2701	Spar_8.203
OG0002528	rna2702	Spar_8.204
OG0002529	rna5031	Spar_14.215
OG0002530	rna5028	Spar_14.212
OG0002531	rna5027	Spar_14.211
OG0002532	rna5023	Spar_14.208
OG0002533	rna5022	Spar_14.207
OG0002534	rna244	Spar_2.167
OG0002535	rna246	Spar_2.171
OG0002536	rna910	Spar_4.249
OG0002537	rna909	Spar_4.248
OG0002538	rna908	Spar_4.247
OG0002539	rna5344	Spar_15.113
OG0002540	rna907	Spar_4.246
OG0002541	rna4731	Spar_13.427
OG0002542	rna5717	Spar_15.510
OG0002543	rna4729	Spar_13.421
OG0002544	rna4727	Spar_13.419
OG0002545	rna5715	Spar_15.507
OG0002546	rna4726	Spar_13.418
OG0002547	rna1841	Spar_6.56
