Orthogroup	s_cerevisiae_proteins	n_castellii_proteins
OG0002376	rna2398	rna708
OG0002377	rna2404	rna702
OG0002378	rna2407	rna3416
OG0002379	rna2408	rna699
OG0002380	rna2409	rna698
OG0002381	rna3813	rna697
OG0002382	rna3814	rna696
OG0002383	rna3851	rna3417
OG0002384	rna3850	rna3439
OG0002385	rna3848	rna3441, rna695
OG0002386	rna3816	rna3432
OG0002387	rna3845	rna3435
OG0002388	rna3260	rna3231
OG0002389	rna3819	rna149
OG0002390	rna3822	rna147
OG0002391	rna50	rna4258
OG0002392	rna51	rna4257
OG0002393	rna5459	rna4572
OG0002394	rna5467	rna4564
OG0002395	rna3724	rna3083
OG0002396	rna5468	rna4563
OG0002397	rna3725	rna3084
OG0002398	rna3726	rna3085
OG0002399	rna3727	rna3086
OG0002400	rna5472	rna3090
OG0002401	rna5480	rna861
OG0002402	rna5483	rna4550
OG0002403	rna1527	rna1359
OG0002404	rna1528	rna4939
OG0002405	rna3313	rna1358
OG0002406	rna1530	rna4937
OG0002407	rna4621	rna3273
OG0002408	rna4620	rna3274
OG0002409	rna4618	rna4297
OG0002410	rna3869	rna408
OG0002411	rna4612	rna4291
OG0002412	rna4611	rna414
OG0002413	rna3861	rna415
OG0002414	rna4606	rna4286
OG0002415	rna3855	rna420
OG0002416	rna3854	rna421
OG0002417	rna3853	rna422
OG0002418	rna3947	rna2866
OG0002419	rna1086	rna1951
OG0002420	rna1085	rna1950
OG0002421	rna3946	rna2867
OG0002422	rna3945	rna2868
OG0002423	rna1008	rna2031
OG0002424	rna3798	rna3128
OG0002425	rna3799	rna292
OG0002426	rna3800	rna291
OG0002427	rna2540	rna290
OG0002428	rna2541	rna3127
OG0002429	rna985	rna1106
OG0002430	rna286	rna5470
OG0002431	rna989	rna1109
OG0002432	rna990	rna1110
OG0002433	rna282	rna5474
OG0002434	rna980	rna1101
OG0002435	rna279	rna5476
OG0002436	rna278	rna1100, rna5477
OG0002437	rna275	rna5480
OG0002438	rna994	rna1117
OG0002439	rna291	rna1116
OG0002440	rna3912	rna2098
OG0002441	rna3913	rna2099
OG0002442	rna3914	rna2100
OG0002443	rna3916	rna1983
OG0002444	rna3918	rna2103
OG0002445	rna1062	rna1979
OG0002446	rna1063	rna1978
OG0002447	rna1068	rna1973
OG0002448	rna3925	rna2110
OG0002449	rna3928	rna2116
OG0002450	rna1074	rna1956
OG0002451	rna1076	rna1966
OG0002452	rna3929	rna1965, rna2118
OG0002453	rna3931	rna2121
OG0002454	rna3933	rna2879
OG0002455	rna3935	rna2878
OG0002456	rna4129	rna3427
OG0002457	rna5589	rna4119
OG0002458	rna5588	rna4118
OG0002459	rna4128	rna3428
OG0002460	rna5579	rna4115
OG0002461	rna5580	rna4114
OG0002462	rna5581	rna4113
OG0002463	rna5582	rna4112
OG0002464	rna5583, rna4121	rna3404
OG0002464	rna5583, rna4121	rna4111
OG0002465	rna5584	rna4109
OG0002466	rna1732	rna2036
OG0002467	rna4091	rna2801
OG0002468	rna1149	rna1891
OG0002469	rna4956	rna4671
OG0002470	rna4957	rna3168, rna4672
OG0002471	rna4962	rna4679
OG0002472	rna366	rna5554
OG0002473	rna5322	rna2142
OG0002474	rna374	rna5555
OG0002475	rna373	rna5556
OG0002476	rna3149	rna994
OG0002477	rna3687	rna2391
OG0002478	rna3688	rna2392
OG0002479	rna3690	rna2394
OG0002480	rna3693	rna2399
OG0002481	rna1289	rna4405
OG0002482	rna2673	rna5132
OG0002483	rna1287	rna5131
OG0002484	rna2672	rna5130
OG0002485	rna2671	rna5129
OG0002486	rna1286	rna4403
OG0002487	rna3494	rna676
OG0002488	rna2629	rna675
OG0002489	rna3280	rna3330
OG0002490	rna2421	rna739
OG0002491	rna2423	rna746
OG0002492	rna2680	rna5138
OG0002493	rna2167	rna182
OG0002494	rna2168	rna181
OG0002495	rna2032	rna2953
OG0002496	rna2031	rna2952
OG0002497	rna5339	rna2884
OG0002498	rna901	rna5534
OG0002499	rna2410	rna725
OG0002500	rna3251	rna3345
OG0002501	rna3252	rna3344
OG0002502	rna2412	rna3343, rna728
OG0002503	rna4030	rna908
OG0002504	rna4031	rna909
OG0002505	rna5399	rna351
OG0002506	rna4107	rna5697
OG0002507	rna4108	rna911
OG0002508	rna2046	rna3212
OG0002509	rna4110	rna913
OG0002510	rna1887	rna919, rna3206
OG0002511	rna5753	rna4159
OG0002512	rna34	rna3902
OG0002513	rna33	rna4158
OG0002514	rna5758	rna3905, rna4156
OG0002515	rna5760	rna3906
OG0002516	rna30	rna778
OG0002517	rna5763	rna3893
OG0002518	rna5045	rna2299
OG0002519	rna5043	rna4766
OG0002520	rna5527	rna2302
OG0002521	rna5040	rna4763
OG0002522	rna5530	rna2304
OG0002523	rna2696	rna2305
OG0002524	rna5039	rna4762
OG0002525	rna5036	rna4758
OG0002526	rna5035	rna4757
OG0002527	rna2701	rna2310
OG0002528	rna2702	rna2311
OG0002529	rna5031	rna4752
OG0002530	rna5028	rna4749
OG0002531	rna5027	rna4747
OG0002532	rna5023	rna4744
OG0002533	rna5022	rna4743
OG0002534	rna244	rna1068
OG0002535	rna246	rna1070
OG0002536	rna910	rna2890
OG0002537	rna909	rna2889
OG0002538	rna908	rna5527
OG0002539	rna5344	rna2888
OG0002540	rna907	rna5528
OG0002541	rna4731	rna2600
OG0002542	rna5717	rna1671
OG0002543	rna4729	rna901, rna902
OG0002544	rna4727	rna2602
OG0002545	rna5715	rna2603
OG0002546	rna4726	rna2604
OG0002547	rna1841	rna2920
OG0002548	rna1842	rna2921
OG0002549	rna3881	rna5679
OG0002550	rna4479	rna1322
OG0002551	rna3612	rna481
OG0002552	rna2547	rna1318
OG0002553	rna3613	rna1317
OG0002554	rna2551	rna1315
OG0002555	rna2553	rna1313
OG0002556	rna3618	rna1311
OG0002557	rna3619	rna484
OG0002558	rna2556	rna1309
OG0002559	rna3621	rna486
OG0002560	rna4555	rna4173
OG0002561	rna4554	rna4174
OG0002562	rna2574	rna3056
OG0002563	rna3563	rna5288
OG0002564	rna3564	rna5287
OG0002565	rna3565	rna5286
OG0002566	rna3566	rna5285
OG0002567	rna3570	rna5270
OG0002568	rna4544	rna3063
OG0002569	rna4541	rna834
OG0002570	rna4540	rna835
OG0002571	rna4539	rna836
OG0002572	rna4538	rna5273
OG0002573	rna3574	rna838, rna5275
OG0002574	rna3575	rna5276
OG0002575	rna3576	rna5277
OG0002576	rna4527	rna5281
OG0002577	rna4515	rna1349
OG0002578	rna4514	rna1348
OG0002579	rna4512	rna1346
OG0002580	rna4511	rna1345
OG0002581	rna5309	rna3036
OG0002583	rna6082	rna5700
OG0002584	rna6077	rna5703
OG0002585	rna6078	rna361
OG0002586	rna6079	rna362
OG0002587	rna6080	rna363
OG0002588	rna675	rna3649
OG0002589	rna2946	rna1406
OG0002590	rna1638	rna3978
OG0002591	rna2949	rna1403
OG0002592	rna2960	rna1384
OG0002593	rna2713	rna2324
OG0002594	rna6030	rna2744
OG0002595	rna2041	rna522
OG0002596	rna1472	rna17
OG0002597	rna3300	rna858
OG0002598	rna4271	rna5800
OG0002599	rna4801	rna3396
OG0002600	rna3952	rna2862
OG0002601	rna2605	rna682
OG0002603	rna3419	rna1626, rna1637, rna3877
OG0002604	rna5662	rna1717
OG0002604	rna5929	rna2650
OG0002605	rna2833	rna4522
OG0002606	rna2835	rna4524
OG0002607	rna3754	rna317
OG0002608	rna3753	rna318
OG0002609	rna2839	rna4527
OG0002610	rna2842	rna4530
OG0002611	rna1930	rna4496
OG0002612	rna1926	rna4493
OG0002613	rna1976	rna3692
OG0002614	rna1979	rna3695
OG0002615	rna1623	rna4486
OG0002616	rna1619	rna4484
OG0002617	rna1983	rna3698
OG0002618	rna1615	rna4481
OG0002619	rna1989	rna3709
OG0002620	rna4460	rna5206
OG0002621	rna1519	rna1268
OG0002622	rna1369	rna1266
OG0002623	rna4423	rna5200
OG0002624	rna4424	rna3702
OG0002625	rna5573	rna5197
OG0002626	rna5574	rna5196
OG0002627	rna5576	rna5194
OG0002628	rna4210	rna356
OG0002629	rna2262	rna216
OG0002630	rna3662	rna502
OG0002631	rna3663	rna501
OG0002632	rna3664	rna500
OG0002633	rna1879	rna889
OG0002634	rna17	rna781
OG0002635	rna5776	rna5337
OG0002636	rna21	rna769
OG0002637	rna5774	rna5335
OG0002638	rna5771	rna5332
OG0002639	rna47	rna4261
OG0002640	rna2383	rna3117
OG0002641	rna2188	rna161
OG0002642	rna207	rna349
OG0002643	rna208	rna350
OG0002644	rna2475	rna4062
OG0002645	rna2752	rna3288
OG0002646	rna2474	rna4059
OG0002647	rna2471	rna4056
OG0002648	rna2464	rna4134
OG0002649	rna3123	rna5586
OG0002650	rna3112	rna5592
OG0002651	rna3111	rna5593
OG0002652	rna3110	rna5594
OG0002653	rna3109	rna2431
OG0002654	rna3106	rna5595
OG0002655	rna3075	rna5620
OG0002656	rna3080	rna5616
OG0002657	rna3082	rna5614
OG0002658	rna3084	rna5612
OG0002659	rna3478	rna2451
OG0002660	rna3480	rna2449
OG0002661	rna3483	rna2446
OG0002662	rna2674	rna5133
OG0002663	rna1202	rna824
OG0002664	rna5443	rna735
OG0002665	rna1428	rna826
OG0002666	rna5442	rna4590
OG0002667	rna5285, rna4855	rna1038, rna3001
OG0002668	rna5288	rna3003
OG0002669	rna4860	rna1033
OG0002670	rna4861	rna1032
OG0002671	rna4862	rna1031
OG0002672	rna5294	rna3009
OG0002673	rna5295	rna3010
OG0002674	rna5496	rna4541
OG0002675	rna5495	rna4542
OG0002676	rna3737	rna4547
OG0002677	rna4418	rna4942
OG0002678	rna3317	rna1363
OG0002679	rna3318	rna1364
OG0002680	rna4416	rna4847
OG0002681	rna4414	rna4849
OG0002682	rna4413	rna1368, rna4850
OG0002683	rna4412	rna4851
OG0002684	rna1900	rna931
OG0002685	rna2590	rna933
OG0002686	rna2592	rna935
OG0002687	rna2593	rna936
OG0002688	rna591	rna3040
OG0002689	rna74	rna5745
OG0002690	rna2201	rna665
OG0002691	rna2200	rna666
OG0002692	rna2764	rna3279
OG0002693	rna2768	rna4298
OG0002694	rna2770	rna4300
OG0002695	rna4787	rna4318
OG0002696	rna2489	rna4073
OG0002697	rna2493	rna4077
OG0002698	rna2496	rna4308
OG0002699	rna4796	rna3437
OG0002700	rna4809	rna3390
OG0002701	rna264	rna5490, rna5099
OG0002702	rna961	rna1084
OG0002703	rna1882	rna3203
OG0002704	rna608	rna882
OG0002705	rna613	rna879
OG0002706	rna1559	rna4845
OG0002707	rna1557	rna4844
OG0002708	rna5001	rna4730
OG0002709	rna2709	rna2317
OG0002710	rna1611	rna4478
OG0002712	rna1613	rna4479
OG0002713	rna1614	rna4480
OG0002714	rna4454	rna5213
OG0002715	rna1389	rna4208
OG0002716	rna4448	rna5218
OG0002717	rna4446	rna5220
OG0002718	rna1391	rna4210
OG0002719	rna1392	rna4211
OG0002720	rna4442	rna5224
OG0002721	rna1394	rna4212
OG0002722	rna1395	rna4213
OG0002723	rna1397	rna4217
OG0002724	rna1398, rna4441	rna5225, rna4218
OG0002725	rna4436	rna5231
OG0002726	rna4434	rna5233
OG0002727	rna4432	rna5235
OG0002728	rna2066	rna3569
OG0002729	rna2139	rna3578
OG0002730	rna2137	rna3580
OG0002731	rna3466	rna266
OG0002732	rna3468	rna264
OG0002733	rna3469	rna263
OG0002734	rna3472	rna261
OG0002735	rna4266	rna5797
OG0002736	rna869	rna250
OG0002737	rna4261	rna5793
OG0002739	rna4254	rna5786
OG0002740	rna2791, rna3413	rna656, rna5858
OG0002741	rna3407	rna652
OG0002742	rna3402	rna5854
OG0002743	rna2784	rna649
OG0002744	rna3401	rna5853
OG0002745	rna2783	rna5851
OG0002746	rna2779	rna644
OG0002747	rna2778	rna643
OG0002748	rna4380	rna638
OG0002749	rna4382	rna635
OG0002750	rna4383	rna634
OG0002751	rna4387	rna630
OG0002752	rna4388	rna629
OG0002753	rna4394	rna623
OG0002754	rna4304	rna5836
OG0002755	rna4398	rna619
OG0002756	rna4301	rna5832
OG0002757	rna4400	rna286
OG0002758	rna4292	rna5822
OG0002759	rna2246	rna207
OG0002760	rna2241	rna201
OG0002761	rna2237	rna197
OG0002762	rna4195	rna5712
OG0002763	rna2228	rna194
OG0002764	rna6101	rna2962
OG0002765	rna3558	rna542
OG0002766	rna3559, rna4559	rna4170
OG0002767	rna3324	rna4854
OG0002768	rna1905	rna2337
OG0002769	rna262	rna5492
OG0002770	rna259	rna5494
OG0002771	rna3100	rna5600
OG0002772	rna3101	rna5599
OG0002773	rna3722	rna2435
OG0002774	rna3068	rna5630
OG0002775	rna4229	rna5760
OG0002776	rna4227	rna691
OG0002777	rna2274	rna226
OG0002778	rna4224	rna5758
OG0002779	rna2272	rna224
OG0002780	rna4223	rna223
OG0002781	rna4222	rna5757
OG0002782	rna5707	rna1660
OG0002783	rna6145	rna1150
OG0002784	rna4751	rna2582
OG0002785	rna4747	rna2586
OG0002786	rna346	rna5407
OG0002787	rna344	rna5409
OG0002788	rna342	rna5411
OG0002789	rna6162	rna1170
OG0002790	rna6159	rna1167
OG0002791	rna6156	rna1164
OG0002792	rna6154	rna1163
OG0002793	rna331	rna5427
OG0002794	rna379	rna1830
OG0002795	rna6038	rna2751
OG0002796	rna376	rna1833
OG0002797	rna1433	rna1835
OG0002798	rna5841	rna4613
OG0002799	rna5915	rna5059
OG0002800	rna202	rna2288
OG0002801	rna6267	rna1576
OG0002802	rna4316	rna4962
OG0002803	rna6228	rna4446
OG0002804	rna2334	rna3760
OG0002805	rna2330	rna3755
OG0002806	rna6220	rna1224
OG0002807	rna6219	rna1223
OG0002808	rna2327	rna3752
OG0002809	rna1594	rna3871
OG0002810	rna1592	rna3872
OG0002811	rna3002	rna4194
OG0002812	rna3010	rna4191
OG0002813	rna3012	rna4163
OG0002814	rna321	rna5437
OG0002815	rna319	rna5439
OG0002816	rna316	rna5440
OG0002817	rna313	rna5442
OG0002818	rna6138	rna5443
OG0002819	rna173	rna1142
OG0002820	rna174	rna1140
OG0002821	rna175	rna5444
OG0002822	rna177	rna1137
OG0002823	rna4595	rna4277
OG0002824	rna4592	rna4276
OG0002825	rna3521	rna433
OG0002826	rna4591	rna4245
OG0002827	rna4588	rna437
OG0002828	rna3527	rna441
OG0002829	rna3528	rna442
OG0002830	rna3529	rna443
OG0002831	rna4581	rna4237
OG0002832	rna2322	rna3746
OG0002833	rna4723	rna2607
OG0002834	rna2266	rna218
OG0002835	rna2264	rna5751
OG0002837	rna3334	rna1282
OG0002838	rna3451	rna1284
OG0002839	rna3450	rna4860
OG0002840	rna3449	rna1285
OG0002841	rna3447	rna4865
OG0002842	rna2458	rna4141
OG0002844	rna534	rna2525
OG0002845	rna542	rna2518
OG0002846	rna1482	rna13
OG0002847	rna1469	rna20
OG0002848	rna553	rna2509
OG0002849	rna1466	rna23
OG0002850	rna557	rna2505
OG0002851	rna562	rna2500
OG0002852	rna563	rna2499
OG0002853	rna565	rna2497
OG0002854	rna566	rna2496
OG0002855	rna567	rna2495
OG0002856	rna1459	rna2473
OG0002857	rna1457	rna2474
OG0002858	rna1452	rna34
OG0002859	rna4040	rna2478
OG0002860	rna4045	rna42, rna2483
OG0002861	rna4047	rna2485
OG0002862	rna1598	rna2486
OG0002863	rna646	rna2489
OG0002864	rna645	rna2361
OG0002865	rna1505	rna5818
OG0002866	rna4893	rna51
OG0002867	rna4900	rna57
OG0002868	rna4902	rna59
OG0002869	rna1001	rna5248
OG0002870	rna4905	rna62
OG0002871	rna4906	rna63
OG0002872	rna4911	rna68
OG0002873	rna3364	rna4997
OG0002874	rna4917	rna74
OG0002875	rna3060	rna4100
OG0002876	rna1435	rna5565
OG0002877	rna5314	rna3032
OG0002878	rna913	rna5524
OG0002879	rna5351	rna2900
OG0002880	rna3026	rna3656
OG0002881	rna922	rna5503
OG0002882	rna926	rna5508
OG0002883	rna359	rna5544
OG0002884	rna5334	rna2131
OG0002885	rna2284	rna2126
OG0002886	rna4139	rna3459
OG0002887	rna4143	rna3462
OG0002888	rna4145	rna3464
OG0002889	rna4149	rna3467
OG0002890	rna5604	rna4132
OG0002891	rna4156	rna3472
OG0002892	rna434	rna5024
OG0002893	rna2145	rna3483
OG0002894	rna2144	rna3482
OG0002895	rna2142	rna3480
OG0002896	rna5413	rna3370
OG0002897	rna4339	rna1615
OG0002898	rna5562	rna5187
OG0002899	rna1354	rna5183
OG0002900	rna1356	rna1253
OG0002901	rna1358	rna1255
OG0002902	rna1359	rna1256
OG0002903	rna4714	rna2616
OG0002904	rna5694	rna1647
OG0002905	rna4710	rna2621
OG0002906	rna4708	rna2623
OG0002907	rna4707	rna1645
OG0002908	rna4704	rna1644
OG0002909	rna5690	rna1643
OG0002910	rna4703	rna2626
OG0002911	rna4702	rna2627
OG0002912	rna4701	rna2628
OG0002913	rna5682	rna1634
OG0002914	rna5679	rna1632
OG0002915	rna1673	rna4016
OG0002916	rna1672	rna1431
OG0002917	rna2921	rna1429
OG0002918	rna1669	rna4013
OG0002919	rna2922	rna1428
OG0002920	rna1661	rna4005
OG0002921	rna2925	rna1424
OG0002923	rna2931	rna3995
OG0002924	rna2935	rna1417
OG0002925	rna2936	rna1416
OG0002926	rna1646	rna3990
OG0002928	rna668	rna3624
OG0002929	rna667	rna3623
OG0002930	rna658	rna3614
OG0002931	rna5181	rna463
OG0002932	rna1677	rna4028
OG0002933	rna5678	rna1631
OG0002934	rna5677	rna1629
OG0002935	rna5672	rna1710
OG0002936	rna5919	rna2635
OG0002937	rna5918	rna2637
OG0002938	rna5917	rna2638
OG0002939	rna5669	rna2641
OG0002940	rna5924	rna2645
OG0002941	rna5666	rna1713
OG0002942	rna5926	rna2647
OG0002943	rna5927	rna2648
OG0002944	rna5928	rna2649
OG0002945	rna5930	rna2651
OG0002946	rna5931	rna1718
OG0002947	rna1251	rna683
OG0002948	rna1249	rna4367
OG0002949	rna2610	rna127
OG0002950	rna1243	rna4362
OG0002951	rna2611	rna129
OG0002952	rna1242	rna4363
OG0002953	rna1241	rna4354
OG0002954	rna2612	rna130
OG0002955	rna1234	rna4347
OG0002956	rna2626	rna673
OG0002957	rna2622	rna156
OG0002958	rna1227	rna4342
OG0002959	rna2849	rna2270
OG0002960	rna2848	rna2271
OG0002961	rna5068	rna2272
OG0002962	rna2375	rna3113
OG0002963	rna203	rna345
OG0002964	rna1769	rna373
OG0002965	rna1024	rna2014
OG0002966	rna1760	rna380
OG0002967	rna1027	rna2011
OG0002968	rna1028	rna2010
OG0002969	rna1030	rna2008
OG0002970	rna2367	rna184
OG0002971	rna5299	rna3014
OG0002972	rna4876	rna1017
OG0002973	rna4879	rna5582
OG0002974	rna5302	rna4670
OG0002975	rna1447	rna5572
OG0002976	rna1443	rna5574
OG0002977	rna5308	rna3035
OG0002978	rna4506	rna1342
OG0002979	rna4854	rna1040
OG0002980	rna5769	rna3885
OG0002981	rna29	rna777
OG0002982	rna5766	rna3889
OG0002983	rna5522	rna2296
OG0002984	rna5521	rna2294
OG0002985	rna5050	rna4771
OG0002986	rna5051	rna4772
OG0002987	rna5519	rna2293
OG0002988	rna5052	rna4773
OG0002989	rna5055	rna4775
OG0002990	rna5514	rna2287
OG0002991	rna5510	rna2283
OG0002992	rna5504	rna2278
OG0002993	rna5062	rna4781
OG0002994	rna5063	rna4782
OG0002995	rna5066	rna4785
OG0002996	rna2499	rna4083
OG0002997	rna2500	rna4084
OG0002998	rna2502	rna4086
OG0002999	rna2503	rna4087
OG0003000	rna3536	rna450
OG0003001	rna4579	rna4234
OG0003002	rna4744	rna2588
OG0003003	rna301	rna5455
OG0003004	rna1258	rna4380
OG0003005	rna2640	rna154
OG0003006	rna1255	rna4374
OG0003007	rna4429	rna5238
OG0003008	rna1175	rna1865
OG0003009	rna1176	rna1864
OG0003010	rna748	rna2783
OG0003011	rna1178	rna1862
OG0003012	rna1180	rna1860
OG0003013	rna1184	rna1856
OG0003014	rna1185	rna1855
OG0003015	rna1188	rna1851
OG0003016	rna2127	rna3539
OG0003017	rna2288	rna3789
OG0003018	rna2287	rna5515
OG0003019	rna354	rna5398
OG0003020	rna4664	rna3558
OG0003021	rna3073	rna2459
OG0003022	rna791	rna1469
OG0003023	rna790	rna1470
OG0003024	rna1272	rna4387
OG0003025	rna4374, rna4335	rna1611, rna2545
OG0003026	rna4334	rna1610
OG0003028	rna2025	rna2945, rna2058
OG0003029	rna2034	rna2062
OG0003030	rna6111	rna2955
OG0003031	rna3796	rna3130
OG0003032	rna1038	rna2000
OG0003033	rna1773	rna2082
OG0003034	rna1776	rna2085
OG0003035	rna2219	rna535
OG0003036	rna2218	rna534
OG0003037	rna2217	rna533
OG0003038	rna4176	rna5733
OG0003039	rna5208	rna566
OG0003040	rna5211	rna575
OG0003042	rna3437	rna3515
OG0003043	rna3054	rna7
OG0003044	rna5824	rna3380
OG0003045	rna5822	rna3378
OG0003046	rna1514	rna4103
OG0003047	rna5828	rna3375
OG0003048	rna5419	rna3424
OG0003049	rna1508	rna5031
OG0003050	rna5420	rna3423
OG0003051	rna4464, rna4465	rna5026
OG0003052	rna4778	rna2557
OG0003053	rna4776	rna2559
OG0003054	rna4341	rna1619
OG0003055	rna4343	rna1621
OG0003056	rna4344	rna1622
OG0003057	rna4350	rna1704
OG0003058	rna4351	rna1702
OG0003059	rna4764	rna2570
OG0003060	rna3676	rna2380
OG0003061	rna3670	rna2375
OG0003062	rna4284	rna5814
OG0003063	rna3460	rna272
OG0003064	rna4283	rna5812
OG0003065	rna4282	rna5811
OG0003066	rna5890	rna102
OG0003067	rna2131	rna3541
OG0003068	rna241	rna1063
OG0003069	rna5336	rna2123
OG0003070	rna3586	rna5264
OG0003071	rna2282	rna2556
OG0003072	rna3809	rna612
OG0003073	rna2535	rna3133
OG0003074	rna3791	rna4316
OG0003075	rna2223	rna189
OG0003076	rna4186	rna5721
OG0003077	rna606	rna884
OG0003078	rna1893	rna3199
OG0003079	rna1894	rna3198
OG0003080	rna5157	rna4874
OG0003081	rna579	rna3027
OG0003082	rna2021	rna2156
OG0003083	rna3892	rna5671
OG0003084	rna1829	rna5670
OG0003085	rna1826	rna3821
OG0003086	rna3896	rna5666
OG0003087	rna3897	rna5665
OG0003088	rna3902	rna3818
OG0003089	rna3905	rna5657
OG0003090	rna3907	rna5655
OG0003091	rna1817	rna5521
OG0003092	rna5938	rna2657
OG0003093	rna5934	rna2653
OG0003094	rna5933	rna2652
OG0003095	rna3187	rna966
OG0003096	rna509	rna2369
OG0003097	rna5969	rna2661
OG0003098	rna5632	rna1724
OG0003099	rna5635	rna2671
OG0003100	rna5636	rna1728
OG0003101	rna5959	rna2674
OG0003102	rna5637	rna1729
OG0003103	rna5644	rna1735
OG0003105	rna5652	rna1744
OG0003106	rna1854	rna2932
OG0003107	rna1853	rna2931
OG0003108	rna1850	rna2928
OG0003109	rna2725	rna3190
OG0003110	rna4989	rna4713
OG0003111	rna4987	rna4711
OG0003112	rna2726	rna3189
OG0003113	rna4986	rna4710
OG0003114	rna4985	rna4709
OG0003115	rna4984	rna4708
OG0003116	rna4981	rna4705
OG0003117	rna4975	rna4699
OG0003118	rna4968	rna4687
OG0003119	rna1236	rna4345
OG0003120	rna3046	rna4958
OG0003121	rna4671	rna3553
OG0003122	rna6170	rna1177
OG0003123	rna6169	rna1176
OG0003124	rna350	rna5402
OG0003125	rna997	rna1120
OG0003126	rna1723	rna2057
OG0003127	rna2627	rna674
OG0003128	rna2419	rna737
OG0003129	rna3267	rna3443
OG0003130	rna3265	rna3446
OG0003131	rna4651	rna3237
OG0003132	rna4652	rna3236
OG0003133	rna4361	rna2541
OG0003134	rna4368	rna1606
OG0003135	rna4333	rna2534
OG0003136	rna4311	rna1567, rna4971
OG0003137	rna3391	rna4972
OG0003138	rna3373	rna4982
OG0003139	rna3374	rna4983
OG0003140	rna4997	rna4721
OG0003141	rna2719	rna2330
OG0003142	rna4999	rna4718
OG0003143	rna4489	rna1325
OG0003144	rna4656	rna3567
OG0003145	rna1933	rna4501
OG0003146	rna1201	rna1840
OG0003147	rna1200	rna1841
OG0003149	rna1198	rna2765, rna1842
OG0003150	rna6066	rna2774
OG0003151	rna6074	rna2777
OG0003152	rna783	rna1478
OG0003153	rna4061	rna3958
OG0003154	rna2	rna3662
OG0003155	rna4676	rna3547
OG0003156	rna4675	rna3548
OG0003157	rna5847	rna4621
OG0003158	rna5848	rna4622
OG0003159	rna5850	rna4624
OG0003162	rna1275	rna4390
OG0003163	rna2660	rna5120
OG0003164	rna2607	rna680
OG0003165	rna2979	rna5361, rna4165
OG0003166	rna1587	rna5384
OG0003167	rna2997	rna1380
OG0003168	rna1585	rna5386
OG0003169	rna1579	rna3875, rna3876
OG0003170	rna1575	rna5390
OG0003171	rna2993	rna1371
OG0003172	rna1571	rna5393
OG0003173	rna2991	rna3836
OG0003174	rna1568	rna5327
OG0003175	rna2987	rna1376
OG0003176	rna4476	rna4186
OG0003177	rna5434	rna5373
OG0003178	rna2543	rna4243
OG0003179	rna2295	rna3784
OG0003180	rna2296	rna3783
OG0003181	rna6195	rna1198
OG0003182	rna2301	rna3778
OG0003183	rna6200	rna1204
OG0003184	rna6202	rna1205
OG0003185	rna6203	rna1207
OG0003186	rna2310	rna3769
OG0003187	rna2312	rna3767
OG0003188	rna2313	rna3766
OG0003189	rna2314	rna3765
OG0003190	rna6210	rna1214
OG0003191	rna2323	rna3748
OG0003192	rna477	rna3867
OG0003193	rna479	rna3865
OG0003194	rna2974	rna1301
OG0003195	rna1911, rna2972	rna1303, rna3859
OG0003196	TCONS_novel_00000195-1	rna3850
OG0003197	rna1090	rna1954
OG0003198	rna3958	rna2856
OG0003199	rna3961	rna2854
OG0003200	rna3963	rna2853
OG0003201	rna1102	rna1935
OG0003202	rna1105	rna1932
OG0003203	rna3965	rna2851
OG0003204	rna3966	rna2850
OG0003206	rna3972	rna2844
OG0003207	rna1108	rna1929
OG0003208	rna3975	rna2841
OG0003209	rna3979	rna1922
OG0003210	rna1124	rna1909
OG0003211	rna1125	rna1908
OG0003212	rna4026	rna2819
OG0003213	rna1131	rna1903
OG0003214	rna1134	rna2812
OG0003215	rna1135	rna2811
OG0003216	rna1141	rna1898
OG0003217	rna1143	rna1896
OG0003218	rna1146	rna1893
OG0003219	rna1147	rna2803
OG0003221	rna4952	rna4667
OG0003222	rna4948	rna4663
OG0003223	rna721	rna3163
OG0003224	rna4947	rna4661
OG0003225	rna4944	rna4658
OG0003226	rna4942	rna4656
OG0003227	rna4941	rna4655
OG0003228	rna4938	rna4651
OG0003229	rna715	rna3157
OG0003230	rna4926	rna4639
OG0003231	rna4924	rna80
OG0003232	rna4923	rna79
OG0003233	rna4920	rna77
OG0003235	rna2530	rna3142
OG0003236	rna3786	rna301
OG0003237	rna2536	rna298
OG0003238	rna2537	rna3132
OG0003239	rna3792	rna297
OG0003240	rna3794	rna295
OG0003241	rna1758	rna383
OG0003242	rna1023	rna2016
OG0003243	rna1754	rna387
OG0003244	rna890	rna238
OG0003245	rna891	rna237
OG0003246	rna4636	rna3252
OG0003247	rna848	rna2191
OG0003248	rna4638	rna3250
OG0003249	rna847	rna2192
OG0003250	rna4643	rna3247
OG0003251	rna843	rna2196
OG0003252	rna4646	rna3243
OG0003253	rna5204	rna562
OG0003254	rna5258	rna2967
OG0003255	rna4832	rna3793
OG0003256	rna4833	rna3794
OG0003257	rna4834	rna3795
OG0003258	rna4836	rna2976
OG0003259	rna1323	rna4440
OG0003260	rna1324	rna4441
OG0003261	rna5537	rna5155
OG0003262	rna1328	rna1229
OG0003263	rna5543	rna5163
OG0003264	rna1344	rna1243
OG0003265	rna5551	rna5174
OG0003266	rna5552	rna5175
OG0003267	rna5553	rna5176
OG0003268	rna5559	rna5180
