Genes	Orthogroup	Clade	Node
rna2077	OG0004069	l_waltii_v3_group	N1
rna2094	OG0004070	l_waltii_v3_group	N1
rna2828	OG0004071	l_waltii_v3_group	N1
rna1438	OG0004073	l_waltii_v3_group	N1
rna5229	OG0004076	l_waltii_v3_group	N1
rna3171	OG0004080	l_waltii_v3_group	N1
rna3823	OG0004082	l_waltii_v3_group	N1
rna4616	OG0004087	l_waltii_v3_group	N1
rna2373	OG0004091	l_waltii_v3_group	N1
rna3915	OG0004092	l_waltii_v3_group	N1
rna3919	OG0004093	l_waltii_v3_group	N1
rna1078	OG0004095	l_waltii_v3_group	N1
rna4963	OG0004098	l_waltii_v3_group	N1
rna1288	OG0004099	l_waltii_v3_group	N1
rna2608	OG0004100	l_waltii_v3_group	N1
rna1890	OG0004102	l_waltii_v3_group	N1
rna5529	OG0004104	l_waltii_v3_group	N1
rna2545	OG0004110	l_waltii_v3_group	N1
rna2552	OG0004111	l_waltii_v3_group	N1
rna1485	OG0004113	l_waltii_v3_group	N1
rna4517	OG0004115	l_waltii_v3_group	N1
rna6084	OG0004116	l_waltii_v3_group	N1
rna429	OG0004118	l_waltii_v3_group	N1
rna4678	OG0004119	l_waltii_v3_group	N1
rna4125	OG0004121	l_waltii_v3_group	N1
rna3879	OG0004122	l_waltii_v3_group	N1
rna5764	OG0004124	l_waltii_v3_group	N1
rna538	OG0004125	l_waltii_v3_group	N1
rna3701	OG0004126	l_waltii_v3_group	N1
rna3700	OG0004127	l_waltii_v3_group	N1
rna254	OG0004128	l_waltii_v3_group	N1
rna372	OG0004129	l_waltii_v3_group	N1
rna4345	OG0004130	l_waltii_v3_group	N1
rna954	OG0004131	l_waltii_v3_group	N1
rna3204	OG0004133	l_waltii_v3_group	N1
rna5386	OG0004134	l_waltii_v3_group	N1
rna3423	OG0004136	l_waltii_v3_group	N1
rna4500	OG0004137	l_waltii_v3_group	N1
rna865	OG0004139	l_waltii_v3_group	N1
rna6236	OG0004140	l_waltii_v3_group	N1
rna4048	OG0004141	l_waltii_v3_group	N1
rna3348	OG0004142	l_waltii_v3_group	N1
rna6259	OG0004143	l_waltii_v3_group	N1
rna6279	OG0004144	l_waltii_v3_group	N1
rna1377	OG0004145	l_waltii_v3_group	N1
rna1235	OG0004146	l_waltii_v3_group	N1
rna3495	OG0004147	l_waltii_v3_group	N1
rna3277	OG0004148	l_waltii_v3_group	N1
rna4251	OG0004149	l_waltii_v3_group	N1
rna5687	OG0004150	l_waltii_v3_group	N1
rna6027	OG0004152	l_waltii_v3_group	N1
rna4505	OG0004153	l_waltii_v3_group	N1
rna3930	OG0004154	l_waltii_v3_group	N1
rna1072	OG0004155	l_waltii_v3_group	N1
rna2220	OG0004156	l_waltii_v3_group	N1
rna2217	OG0004157	l_waltii_v3_group	N1
rna2029	OG0004158	l_waltii_v3_group	N1
rna2527	OG0004159	l_waltii_v3_group	N1
rna3781	OG0004160	l_waltii_v3_group	N1
rna3661	OG0004165	l_waltii_v3_group	N1
rna3417	OG0004166	l_waltii_v3_group	N1
rna16	OG0004167	l_waltii_v3_group	N1
rna3123	OG0004168	l_waltii_v3_group	N1
rna5218	OG0004173	l_waltii_v3_group	N1
rna4452	OG0004176	l_waltii_v3_group	N1
rna4253	OG0004178	l_waltii_v3_group	N1
rna3067	OG0004182	l_waltii_v3_group	N1
rna2276	OG0004183	l_waltii_v3_group	N1
rna4223	OG0004184	l_waltii_v3_group	N1
rna3523	OG0004189	l_waltii_v3_group	N1
rna540	OG0004192	l_waltii_v3_group	N1
rna5345	OG0004194	l_waltii_v3_group	N1
rna4699	OG0004196	l_waltii_v3_group	N1
rna659	OG0004197	l_waltii_v3_group	N1
rna4172	OG0004202	l_waltii_v3_group	N1
rna3812	OG0004207	l_waltii_v3_group	N1
rna3893	OG0004208	l_waltii_v3_group	N1
rna4700	OG0004209	l_waltii_v3_group	N1
rna1604	OG0004210	l_waltii_v3_group	N1
rna1955	OG0004211	l_waltii_v3_group	N1
rna6052	OG0004213	l_waltii_v3_group	N1
rna5845	OG0004214	l_waltii_v3_group	N1
rna4674	OG0004215	l_waltii_v3_group	N1
rna3104	OG0004219	l_waltii_v3_group	N1
rna1097	OG0004220	l_waltii_v3_group	N1
rna1127	OG0004222	l_waltii_v3_group	N1
rna1758	OG0004223	l_waltii_v3_group	N1
rna4249	OG0004226	l_waltii_v3_group	N1
rna3358	OG0004227	l_waltii_v3_group	N1
rna430	OG0004230	l_waltii_v3_group	N1
rna194	OG0004232	l_waltii_v3_group	N1
rna6096	OG0004234	l_waltii_v3_group	N1
rna6091	OG0004235	l_waltii_v3_group	N1
rna2426	OG0004236	l_waltii_v3_group	N1
rna948	OG0004238	l_waltii_v3_group	N1
rna3562	OG0004239	l_waltii_v3_group	N1
rna2123	OG0004241	l_waltii_v3_group	N1
rna4052	OG0004242	l_waltii_v3_group	N1
rna775	OG0004243	l_waltii_v3_group	N1
rna4840	OG0004245	l_waltii_v3_group	N1
rna406	OG0004247	l_waltii_v3_group	N1
rna10	OG0004249	l_waltii_v3_group	N1
rna5723	OG0004252	l_waltii_v3_group	N1
rna1865	OG0004254	l_waltii_v3_group	N1
rna1165	OG0004256	l_waltii_v3_group	N1
rna3156	OG0004257	l_waltii_v3_group	N1
rna3871	OG0004258	l_waltii_v3_group	N1
rna3864	OG0004259	l_waltii_v3_group	N1
rna5714	OG0004262	l_waltii_v3_group	N1
rna2824	OG0004264	l_waltii_v3_group	N1
rna4548	OG0004265	l_waltii_v3_group	N1
rna330	OG0004267	l_waltii_v3_group	N1
rna6190	OG0004268	l_waltii_v3_group	N1
rna3591	OG0004269	l_waltii_v3_group	N1
rna1792	OG0004270	l_waltii_v3_group	N1
rna568	OG0004271	l_waltii_v3_group	N1
rna3053	OG0004272	l_waltii_v3_group	N1
rna4079	OG0004274	l_waltii_v3_group	N1
rna969	OG0004275	l_waltii_v3_group	N1
rna4109	OG0004276	l_waltii_v3_group	N1
rna1115	OG0004277	l_waltii_v3_group	N1
rna77	OG0004277	l_waltii_v3_group	N1
rna4111	OG0004277	l_waltii_v3_group	N1
rna5164	OG0004279	l_waltii_v3_group	N1
rna5819	OG0004280	l_waltii_v3_group	N1
rna5409	OG0004281	l_waltii_v3_group	N1
rna548	OG0004282	l_waltii_v3_group	N1
rna4593	OG0004285	l_waltii_v3_group	N1
rna2868	OG0004287	l_waltii_v3_group	N1
rna1931	OG0004288	l_waltii_v3_group	N1
rna118	OG0004291	l_waltii_v3_group	N1
rna3344	OG0004292	l_waltii_v3_group	N1
rna1382	OG0004293	l_waltii_v3_group	N1
rna2623	OG0004295	l_waltii_v3_group	N1
rna2625	OG0004296	l_waltii_v3_group	N1
rna4306	OG0004297	l_waltii_v3_group	N1
rna4089	OG0004299	l_waltii_v3_group	N1
rna3580	OG0004316	l_waltii_v3_group	N1
rna693	OG0004330	l_waltii_v3_group	N1
rna92	OG0004334	l_waltii_v3_group	N1
rna4705	OG0004336	l_waltii_v3_group	N1
rna4169	OG0004344	l_waltii_v3_group	N1
rna5852	OG0004353	l_waltii_v3_group	N1
rna6289	OG0004355	l_waltii_v3_group	N1
rna6294	OG0004356	l_waltii_v3_group	N1
rna5438	OG0004367	l_waltii_v3_group	N1
rna2172	OG0004368	l_waltii_v3_group	N1
rna2028	OG0004372	l_waltii_v3_group	N1
rna2460	OG0004374	l_waltii_v3_group	N1
rna6185	OG0004383	l_waltii_v3_group	N1
rna2082	OG0004392	l_waltii_v3_group	N1
rna3422	OG0004393	l_waltii_v3_group	N1
rna6072	OG0004394	l_waltii_v3_group	N1
rna4207	OG0004395	l_waltii_v3_group	N1
rna3697	OG0004396	l_waltii_v3_group	N1
rna297	OG0004397	l_waltii_v3_group	N1
rna622	OG0004398	l_waltii_v3_group	N1
rna288	OG0004401	l_waltii_v3_group	N1
rna2955	OG0004402	l_waltii_v3_group	N1
rna4921	OG0004403	l_waltii_v3_group	N1
rna1262	OG0004404	l_waltii_v3_group	N1
rna3288	OG0004406	l_waltii_v3_group	N1
rna2737	OG0004407	l_waltii_v3_group	N1
rna420	OG0004409	l_waltii_v3_group	N1
rna6023	OG0004410	l_waltii_v3_group	N1
rna3840	OG0004411	l_waltii_v3_group	N1
rna4254	OG0004438	l_waltii_v3_group	N1
rna955	OG0004441	l_waltii_v3_group	N1
rna5357	OG0004443	l_waltii_v3_group	N1
rna341	OG0004444	l_waltii_v3_group	N1
rna6219	OG0004445	l_waltii_v3_group	N1
rna310	OG0004447	l_waltii_v3_group	N1
rna1510	OG0004470	l_waltii_v3_group	N1
rna4989	OG0004478	l_waltii_v3_group	N1
rna2718	OG0004482	l_waltii_v3_group	N1
rna1275	OG0004483	l_waltii_v3_group	N1
rna4947	OG0004491	l_waltii_v3_group	N1
rna3276	OG0004498	l_waltii_v3_group	N1
rna5500	OG0004502	l_waltii_v3_group	N1
rna898	OG0004503	l_waltii_v3_group	N1
rna3196	OG0004511	l_waltii_v3_group	N1
rna5147	OG0004519	l_waltii_v3_group	N1
rna5463	OG0004522	l_waltii_v3_group	N1
rna1067	OG0004524	l_waltii_v3_group	N1
rna5033	OG0004528	l_waltii_v3_group	N1
rna3884	OG0004531	l_waltii_v3_group	N1
rna1938	OG0004537	l_waltii_v3_group	N1
rna6058	OG0004538	l_waltii_v3_group	N1
rna5381	OG0004539	l_waltii_v3_group	N1
rna4164	OG0004620	l_waltii_v3_group	N1
rna4185	OG0004621	l_waltii_v3_group	N1
rna1953	OG0004633	l_waltii_v3_group	N1
rna1015	OG0004650	l_waltii_v3_group	N1
rna182	OG0004654	l_waltii_v3_group	N1
rna280	OG0004678	l_waltii_v3_group	N1
rna6095	OG0004690	l_waltii_v3_group	N1
rna1496	OG0004692	l_waltii_v3_group	N1
rna1497	OG0004693	l_waltii_v3_group	N1
rna4220	OG0004849	l_waltii_v3_group	N1
rna2919	OG0004861	l_waltii_v3_group	N1
rna3973	OG0004889	l_waltii_v3_group	N1
rna5721	OG0004937	l_waltii_v3_group	N1
rna5718	OG0004957	l_waltii_v3_group	N1
rna3130	OG0004962	l_waltii_v3_group	N1
rna171	OG0004969	l_waltii_v3_group	N1
rna1320	OG0005328	l_waltii_v3_group	N1
rna3233	OG0000002	schizo_pombe	N0
rna3803	OG0000002	schizo_pombe	N0
rna66	OG0000002	schizo_pombe	N0
rna1504	OG0000005	schizo_pombe	N0
rna528	OG0000005	schizo_pombe	N0
rna3763	OG0000005	schizo_pombe	N0
rna2525	OG0000005	schizo_pombe	N0
rna2520	OG0000005	schizo_pombe	N0
rna1944	OG0000006	schizo_pombe	N0
rna3038	OG0000006	schizo_pombe	N0
rna1945	OG0000006	schizo_pombe	N0
rna3950	OG0000006	schizo_pombe	N0
rna3949	OG0000006	schizo_pombe	N0
rna2975	OG0000006	schizo_pombe	N0
rna5257	OG0000007	schizo_pombe	N0
rna2166	OG0000007	schizo_pombe	N0
rna2049	OG0000007	schizo_pombe	N0
rna1489	OG0000007	schizo_pombe	N0
rna3048	OG0000010	schizo_pombe	N0
rna2509	OG0000010	schizo_pombe	N0
rna2818	OG0000010	schizo_pombe	N0
rna3044	OG0000010	schizo_pombe	N0
rna5251	OG0000010	schizo_pombe	N0
rna523	OG0000010	schizo_pombe	N0
rna2512	OG0000010	schizo_pombe	N0
rna4562	OG0000012	schizo_pombe	N0
rna4800	OG0000012	schizo_pombe	N0
rna6105	OG0000013	schizo_pombe	N0
rna6106	OG0000013	schizo_pombe	N0
rna1729	OG0000016	schizo_pombe	N0
rna5912	OG0000016	schizo_pombe	N0
rna1388	OG0000016	schizo_pombe	N0
rna4449	OG0000016	schizo_pombe	N0
rna915	OG0000018	schizo_pombe	N0
rna317	OG0000018	schizo_pombe	N0
rna100	OG0000018	schizo_pombe	N0
rna2809	OG0000018	schizo_pombe	N0
rna318	OG0000018	schizo_pombe	N0
rna5232	OG0000019	schizo_pombe	N0
rna950	OG0000019	schizo_pombe	N0
rna6034	OG0000019	schizo_pombe	N0
rna824	OG0000021	schizo_pombe	N0
rna3105	OG0000021	schizo_pombe	N0
rna1224	OG0000021	schizo_pombe	N0
rna1475	OG0000021	schizo_pombe	N0
rna195	OG0000022	schizo_pombe	N0
rna696	OG0000022	schizo_pombe	N0
rna5228	OG0000022	schizo_pombe	N0
rna698	OG0000022	schizo_pombe	N0
rna697	OG0000022	schizo_pombe	N0
rna2817	OG0000022	schizo_pombe	N0
rna3043	OG0000022	schizo_pombe	N0
rna5227	OG0000022	schizo_pombe	N0
rna520	OG0000024	schizo_pombe	N0
rna1814	OG0000024	schizo_pombe	N0
rna2510	OG0000024	schizo_pombe	N0
rna6290	OG0000024	schizo_pombe	N0
rna3208	OG0000025	schizo_pombe	N0
rna2415	OG0000025	schizo_pombe	N0
rna4803	OG0000026	schizo_pombe	N0
rna4473	OG0000030	schizo_pombe	N0
rna1717	OG0000031	schizo_pombe	N0
rna3874	OG0000032	schizo_pombe	N0
rna3960	OG0000032	schizo_pombe	N0
rna2294	OG0000032	schizo_pombe	N0
rna971	OG0000033	schizo_pombe	N0
rna272	OG0000033	schizo_pombe	N0
rna621	OG0000033	schizo_pombe	N0
rna960	OG0000034	schizo_pombe	N0
rna2765	OG0000035	schizo_pombe	N0
rna5921	OG0000035	schizo_pombe	N0
rna5888	OG0000036	schizo_pombe	N0
rna878	OG0000039	schizo_pombe	N0
rna3926	OG0000040	schizo_pombe	N0
rna5749	OG0000040	schizo_pombe	N0
rna5019	OG0000041	schizo_pombe	N0
rna699	OG0000041	schizo_pombe	N0
rna4320	OG0000041	schizo_pombe	N0
rna5127	OG0000043	schizo_pombe	N0
rna226	OG0000043	schizo_pombe	N0
rna3760	OG0000047	schizo_pombe	N0
rna6018	OG0000048	schizo_pombe	N0
rna1631	OG0000048	schizo_pombe	N0
rna225	OG0000049	schizo_pombe	N0
rna5128	OG0000049	schizo_pombe	N0
rna5086	OG0000050	schizo_pombe	N0
rna2057	OG0000050	schizo_pombe	N0
rna307	OG0000051	schizo_pombe	N0
rna2427	OG0000051	schizo_pombe	N0
rna2293	OG0000052	schizo_pombe	N0
rna6086	OG0000052	schizo_pombe	N0
rna214	OG0000053	schizo_pombe	N0
rna1171	OG0000053	schizo_pombe	N0
rna3888	OG0000054	schizo_pombe	N0
rna488	OG0000054	schizo_pombe	N0
rna196	OG0000055	schizo_pombe	N0
rna2251	OG0000055	schizo_pombe	N0
rna3695	OG0000058	schizo_pombe	N0
rna2526	OG0000059	schizo_pombe	N0
rna5884	OG0000059	schizo_pombe	N0
rna2864	OG0000060	schizo_pombe	N0
rna5705	OG0000060	schizo_pombe	N0
rna5515	OG0000061	schizo_pombe	N0
rna6209	OG0000062	schizo_pombe	N0
rna5832	OG0000062	schizo_pombe	N0
rna5353	OG0000062	schizo_pombe	N0
rna5699	OG0000063	schizo_pombe	N0
rna5700	OG0000063	schizo_pombe	N0
rna709	OG0000064	schizo_pombe	N0
rna3425	OG0000064	schizo_pombe	N0
rna1809	OG0000064	schizo_pombe	N0
rna4828	OG0000064	schizo_pombe	N0
rna741	OG0000065	schizo_pombe	N0
rna6090	OG0000066	schizo_pombe	N0
rna3085	OG0000067	schizo_pombe	N0
rna3772	OG0000068	schizo_pombe	N0
rna5733	OG0000069	schizo_pombe	N0
rna2985	OG0000069	schizo_pombe	N0
rna4739	OG0000069	schizo_pombe	N0
rna4928	OG0000071	schizo_pombe	N0
rna4896	OG0000071	schizo_pombe	N0
rna5414	OG0000072	schizo_pombe	N0
rna4537	OG0000074	schizo_pombe	N0
rna1825	OG0000074	schizo_pombe	N0
rna5646	OG0000075	schizo_pombe	N0
rna4536	OG0000076	schizo_pombe	N0
rna1170	OG0000077	schizo_pombe	N0
rna215	OG0000077	schizo_pombe	N0
rna598	OG0000078	schizo_pombe	N0
rna6005	OG0000079	schizo_pombe	N0
rna2484	OG0000081	schizo_pombe	N0
rna6060	OG0000082	schizo_pombe	N0
rna380	OG0000082	schizo_pombe	N0
rna4654	OG0000085	schizo_pombe	N0
rna4653	OG0000085	schizo_pombe	N0
rna1816	OG0000086	schizo_pombe	N0
rna5276	OG0000086	schizo_pombe	N0
rna1596	OG0000090	schizo_pombe	N0
rna4568	OG0000090	schizo_pombe	N0
rna4575	OG0000094	schizo_pombe	N0
rna1808	OG0000094	schizo_pombe	N0
rna4827	OG0000094	schizo_pombe	N0
rna1365	OG0000095	schizo_pombe	N0
rna5571	OG0000095	schizo_pombe	N0
rna6056	OG0000096	schizo_pombe	N0
rna2196	OG0000096	schizo_pombe	N0
rna4821	OG0000097	schizo_pombe	N0
rna5804	OG0000097	schizo_pombe	N0
rna5810	OG0000097	schizo_pombe	N0
rna2860	OG0000098	schizo_pombe	N0
rna3056	OG0000098	schizo_pombe	N0
rna4712	OG0000099	schizo_pombe	N0
rna5695	OG0000099	schizo_pombe	N0
rna4820	OG0000100	schizo_pombe	N0
rna5811	OG0000100	schizo_pombe	N0
rna5803	OG0000100	schizo_pombe	N0
rna1483	OG0000100	schizo_pombe	N0
rna239	OG0000101	schizo_pombe	N0
rna3027	OG0000101	schizo_pombe	N0
rna2711	OG0000102	schizo_pombe	N0
rna1827	OG0000102	schizo_pombe	N0
rna4004	OG0000103	schizo_pombe	N0
rna4019	OG0000103	schizo_pombe	N0
rna4015	OG0000103	schizo_pombe	N0
rna4008	OG0000103	schizo_pombe	N0
rna1273	OG0000103	schizo_pombe	N0
rna1047	OG0000105	schizo_pombe	N0
rna1784	OG0000105	schizo_pombe	N0
rna3424	OG0000107	schizo_pombe	N0
rna703	OG0000107	schizo_pombe	N0
rna5242	OG0000107	schizo_pombe	N0
rna4829	OG0000107	schizo_pombe	N0
rna710	OG0000107	schizo_pombe	N0
rna1807	OG0000110	schizo_pombe	N0
rna4826	OG0000110	schizo_pombe	N0
rna4574	OG0000110	schizo_pombe	N0
rna2003	OG0000111	schizo_pombe	N0
rna4858	OG0000112	schizo_pombe	N0
rna5290	OG0000112	schizo_pombe	N0
rna4309	OG0000113	schizo_pombe	N0
rna1187	OG0000114	schizo_pombe	N0
rna3526	OG0000115	schizo_pombe	N0
rna4583	OG0000115	schizo_pombe	N0
rna918	OG0000118	schizo_pombe	N0
rna4167	OG0000120	schizo_pombe	N0
rna1569	OG0000121	schizo_pombe	N0
rna2763	OG0000121	schizo_pombe	N0
rna850	OG0000122	schizo_pombe	N0
rna851	OG0000122	schizo_pombe	N0
rna1279	OG0000124	schizo_pombe	N0
rna2663	OG0000124	schizo_pombe	N0
rna5084	OG0000126	schizo_pombe	N0
rna2859	OG0000126	schizo_pombe	N0
rna4745	OG0000127	schizo_pombe	N0
rna3732	OG0000127	schizo_pombe	N0
rna516	OG0000129	schizo_pombe	N0
rna3920	OG0000129	schizo_pombe	N0
rna4958	OG0000130	schizo_pombe	N0
rna4519	OG0000131	schizo_pombe	N0
rna4520	OG0000131	schizo_pombe	N0
rna1946	OG0000132	schizo_pombe	N0
rna5799	OG0000132	schizo_pombe	N0
rna2467	OG0000136	schizo_pombe	N0
rna2747	OG0000136	schizo_pombe	N0
rna1608	OG0000138	schizo_pombe	N0
rna2786	OG0000139	schizo_pombe	N0
rna2785	OG0000139	schizo_pombe	N0
rna2810	OG0000141	schizo_pombe	N0
rna328	OG0000143	schizo_pombe	N0
rna2275	OG0000143	schizo_pombe	N0
rna6260	OG0000144	schizo_pombe	N0
rna1451	OG0000147	schizo_pombe	N0
rna4042	OG0000148	schizo_pombe	N0
rna2739	OG0000149	schizo_pombe	N0
rna4903	OG0000149	schizo_pombe	N0
rna4633	OG0000152	schizo_pombe	N0
rna5431	OG0000154	schizo_pombe	N0
rna1349	OG0000154	schizo_pombe	N0
rna905	OG0000158	schizo_pombe	N0
rna3015	OG0000158	schizo_pombe	N0
rna3421	OG0000163	schizo_pombe	N0
rna5963	OG0000166	schizo_pombe	N0
rna5630	OG0000166	schizo_pombe	N0
rna1656	OG0000168	schizo_pombe	N0
rna1859	OG0000168	schizo_pombe	N0
rna5145	OG0000169	schizo_pombe	N0
rna2720	OG0000169	schizo_pombe	N0
rna4025	OG0000172	schizo_pombe	N0
rna1123	OG0000172	schizo_pombe	N0
rna801	OG0000177	schizo_pombe	N0
rna2060	OG0000178	schizo_pombe	N0
rna2743	OG0000180	schizo_pombe	N0
rna2462	OG0000180	schizo_pombe	N0
rna6001	OG0000186	schizo_pombe	N0
rna224	OG0000194	schizo_pombe	N0
rna1994	OG0000196	schizo_pombe	N0
rna1609	OG0000196	schizo_pombe	N0
rna1622	OG0000202	schizo_pombe	N0
rna1293	OG0000206	schizo_pombe	N0
rna3393	OG0000216	schizo_pombe	N0
rna6213	OG0000224	schizo_pombe	N0
rna4596	OG0000227	schizo_pombe	N0
rna4804	OG0000250	schizo_pombe	N0
rna3775	OG0000255	schizo_pombe	N0
rna1951	OG0000261	schizo_pombe	N0
rna3034	OG0000273	schizo_pombe	N0
rna3035	OG0000273	schizo_pombe	N0
rna468	OG0000288	schizo_pombe	N0
rna902	OG0000296	schizo_pombe	N0
rna981	OG0000303	schizo_pombe	N0
rna3568	OG0000312	schizo_pombe	N0
rna6044	OG0000312	schizo_pombe	N0
rna594	OG0000322	schizo_pombe	N0
rna6151	OG0000334	schizo_pombe	N0
rna2606	OG0000335	schizo_pombe	N0
rna5861	OG0000345	schizo_pombe	N0
rna3438	OG0000348	schizo_pombe	N0
rna4288	OG0000351	schizo_pombe	N0
rna832	OG0000351	schizo_pombe	N0
rna3505	OG0000353	schizo_pombe	N0
rna707	OG0000355	schizo_pombe	N0
rna3427	OG0000355	schizo_pombe	N0
rna2995	OG0000364	schizo_pombe	N0
rna5447	OG0000374	schizo_pombe	N0
rna6113	OG0000375	schizo_pombe	N0
rna982	OG0000376	schizo_pombe	N0
rna983	OG0000376	schizo_pombe	N0
rna984	OG0000376	schizo_pombe	N0
rna4569	OG0000381	schizo_pombe	N0
rna864	OG0000388	schizo_pombe	N0
rna5096	OG0000396	schizo_pombe	N0
rna4697	OG0000400	schizo_pombe	N0
rna4728	OG0000415	schizo_pombe	N0
rna4336	OG0000422	schizo_pombe	N0
rna3512	OG0000424	schizo_pombe	N0
rna695	OG0000427	schizo_pombe	N0
rna5603	OG0000430	schizo_pombe	N0
rna3939	OG0000431	schizo_pombe	N0
rna2826	OG0000432	schizo_pombe	N0
rna2790	OG0000435	schizo_pombe	N0
rna4298	OG0000436	schizo_pombe	N0
rna337	OG0000439	schizo_pombe	N0
rna4725	OG0000440	schizo_pombe	N0
rna4917	OG0000443	schizo_pombe	N0
rna1471	OG0000445	schizo_pombe	N0
rna4142	OG0000449	schizo_pombe	N0
rna1858	OG0000450	schizo_pombe	N0
rna510	OG0000451	schizo_pombe	N0
rna360	OG0000456	schizo_pombe	N0
rna4812	OG0000457	schizo_pombe	N0
rna1897	OG0000458	schizo_pombe	N0
rna4966	OG0000460	schizo_pombe	N0
rna4329	OG0000461	schizo_pombe	N0
rna3390	OG0000462	schizo_pombe	N0
rna3022	OG0000465	schizo_pombe	N0
rna108	OG0000470	schizo_pombe	N0
rna122	OG0000471	schizo_pombe	N0
rna268	OG0000485	schizo_pombe	N0
rna52	OG0000487	schizo_pombe	N0
rna2160	OG0000489	schizo_pombe	N0
rna2009	OG0000491	schizo_pombe	N0
rna996	OG0000492	schizo_pombe	N0
rna4103	OG0000493	schizo_pombe	N0
rna2669	OG0000494	schizo_pombe	N0
rna4521	OG0000500	schizo_pombe	N0
rna1503	OG0000503	schizo_pombe	N0
rna6288	OG0000503	schizo_pombe	N0
rna3037	OG0000505	schizo_pombe	N0
rna1988	OG0000508	schizo_pombe	N0
rna1369	OG0000509	schizo_pombe	N0
rna1367	OG0000510	schizo_pombe	N0
rna1747	OG0000511	schizo_pombe	N0
rna19	OG0000512	schizo_pombe	N0
rna1427	OG0000513	schizo_pombe	N0
rna5737	OG0000514	schizo_pombe	N0
rna4148	OG0000516	schizo_pombe	N0
rna4153	OG0000517	schizo_pombe	N0
rna2195	OG0000519	schizo_pombe	N0
rna2476	OG0000520	schizo_pombe	N0
rna2468	OG0000522	schizo_pombe	N0
rna3715	OG0000524	schizo_pombe	N0
rna629	OG0000525	schizo_pombe	N0
rna1290	OG0000526	schizo_pombe	N0
rna5490	OG0000527	schizo_pombe	N0
rna3738	OG0000528	schizo_pombe	N0
rna2591	OG0000529	schizo_pombe	N0
rna2202	OG0000530	schizo_pombe	N0
rna2190	OG0000531	schizo_pombe	N0
rna2795	OG0000533	schizo_pombe	N0
rna607	OG0000534	schizo_pombe	N0
rna3272	OG0000537	schizo_pombe	N0
rna1992	OG0000538	schizo_pombe	N0
rna1381	OG0000539	schizo_pombe	N0
rna4453	OG0000540	schizo_pombe	N0
rna4433	OG0000542	schizo_pombe	N0
rna4265	OG0000543	schizo_pombe	N0
rna872	OG0000544	schizo_pombe	N0
rna4260	OG0000545	schizo_pombe	N0
rna2793	OG0000546	schizo_pombe	N0
rna3411	OG0000547	schizo_pombe	N0
rna4396	OG0000548	schizo_pombe	N0
rna4291	OG0000549	schizo_pombe	N0
rna4204	OG0000550	schizo_pombe	N0
rna4197	OG0000551	schizo_pombe	N0
rna3555	OG0000552	schizo_pombe	N0
rna3556	OG0000553	schizo_pombe	N0
rna1906	OG0000555	schizo_pombe	N0
rna5802	OG0000556	schizo_pombe	N0
rna5812	OG0000556	schizo_pombe	N0
rna3093	OG0000557	schizo_pombe	N0
rna3103	OG0000558	schizo_pombe	N0
rna2270	OG0000559	schizo_pombe	N0
rna347	OG0000560	schizo_pombe	N0
rna332	OG0000562	schizo_pombe	N0
rna6153	OG0000563	schizo_pombe	N0
rna329	OG0000564	schizo_pombe	N0
rna6033	OG0000565	schizo_pombe	N0
rna3029	OG0000568	schizo_pombe	N0
rna311	OG0000569	schizo_pombe	N0
rna4589	OG0000570	schizo_pombe	N0
rna5712	OG0000571	schizo_pombe	N0
rna3653	OG0000572	schizo_pombe	N0
rna2562	OG0000573	schizo_pombe	N0
rna3561	OG0000574	schizo_pombe	N0
rna3441	OG0000575	schizo_pombe	N0
rna4890	OG0000578	schizo_pombe	N0
rna3363	OG0000579	schizo_pombe	N0
rna3055	OG0000580	schizo_pombe	N0
rna3064	OG0000581	schizo_pombe	N0
rna636	OG0000582	schizo_pombe	N0
rna912	OG0000583	schizo_pombe	N0
rna920	OG0000584	schizo_pombe	N0
rna923	OG0000585	schizo_pombe	N0
rna4154	OG0000586	schizo_pombe	N0
rna5607	OG0000587	schizo_pombe	N0
rna1357	OG0000588	schizo_pombe	N0
rna1654	OG0000589	schizo_pombe	N0
rna5188	OG0000590	schizo_pombe	N0
rna5185	OG0000591	schizo_pombe	N0
rna663	OG0000592	schizo_pombe	N0
rna5667	OG0000594	schizo_pombe	N0
rna3231	OG0000596	schizo_pombe	N0
rna364	OG0000597	schizo_pombe	N0
rna3602	OG0000598	schizo_pombe	N0
rna3599	OG0000599	schizo_pombe	N0
rna4502	OG0000600	schizo_pombe	N0
rna5283	OG0000601	schizo_pombe	N0
rna2289	OG0000604	schizo_pombe	N0
rna6180	OG0000605	schizo_pombe	N0
rna798	OG0000606	schizo_pombe	N0
rna4063	OG0000607	schizo_pombe	N0
rna1724	OG0000608	schizo_pombe	N0
rna4166	OG0000609	schizo_pombe	N0
rna1770	OG0000610	schizo_pombe	N0
rna2207	OG0000612	schizo_pombe	N0
rna1513	OG0000613	schizo_pombe	N0
rna1511	OG0000614	schizo_pombe	N0
rna5422	OG0000615	schizo_pombe	N0
rna2213	OG0000616	schizo_pombe	N0
rna5703	OG0000617	schizo_pombe	N0
rna2136	OG0000618	schizo_pombe	N0
rna5887	OG0000619	schizo_pombe	N0
rna243	OG0000620	schizo_pombe	N0
rna5152	OG0000621	schizo_pombe	N0
rna3904	OG0000622	schizo_pombe	N0
rna1820	OG0000623	schizo_pombe	N0
