Genes	Orthogroup	Clade	Node
rna6048	OG0001572	schizo_pombe	N0
rna6050	OG0001573	schizo_pombe	N0
rna6051	OG0001574	schizo_pombe	N0
rna6061	OG0001576	schizo_pombe	N0
rna6062	OG0001577	schizo_pombe	N0
rna6063	OG0001578	schizo_pombe	N0
rna1194	OG0001579	schizo_pombe	N0
rna1191	OG0001580	schizo_pombe	N0
rna6067	OG0001581	schizo_pombe	N0
rna6068	OG0001582	schizo_pombe	N0
rna4055	OG0001583	schizo_pombe	N0
rna4057	OG0001584	schizo_pombe	N0
rna4058	OG0001585	schizo_pombe	N0
rna781	OG0001586	schizo_pombe	N0
rna782	OG0001587	schizo_pombe	N0
rna784	OG0001588	schizo_pombe	N0
rna4680	OG0001589	schizo_pombe	N0
rna5849	OG0001590	schizo_pombe	N0
rna5851	OG0001591	schizo_pombe	N0
rna2656	OG0001592	schizo_pombe	N0
rna2658	OG0001593	schizo_pombe	N0
rna1276	OG0001594	schizo_pombe	N0
rna1277	OG0001595	schizo_pombe	N0
rna1278	OG0001596	schizo_pombe	N0
rna2661	OG0001597	schizo_pombe	N0
rna2998	OG0001598	schizo_pombe	N0
rna1586	OG0001599	schizo_pombe	N0
rna1582	OG0001600	schizo_pombe	N0
rna1581	OG0001601	schizo_pombe	N0
rna6171	OG0001602	schizo_pombe	N0
rna1580	OG0001603	schizo_pombe	N0
rna1577	OG0001604	schizo_pombe	N0
rna2994	OG0001605	schizo_pombe	N0
rna1574	OG0001606	schizo_pombe	N0
rna2986	OG0001607	schizo_pombe	N0
rna5831	OG0001608	schizo_pombe	N0
rna2982	OG0001609	schizo_pombe	N0
rna5830	OG0001610	schizo_pombe	N0
rna5424	OG0001611	schizo_pombe	N0
rna5380	OG0001612	schizo_pombe	N0
rna4475	OG0001613	schizo_pombe	N0
rna6192	OG0001614	schizo_pombe	N0
rna2298	OG0001615	schizo_pombe	N0
rna6196	OG0001616	schizo_pombe	N0
rna2299	OG0001617	schizo_pombe	N0
rna6198	OG0001618	schizo_pombe	N0
rna2303	OG0001619	schizo_pombe	N0
rna6199	OG0001620	schizo_pombe	N0
rna2306	OG0001621	schizo_pombe	N0
rna2307	OG0001622	schizo_pombe	N0
rna2308	OG0001623	schizo_pombe	N0
rna2309	OG0001624	schizo_pombe	N0
rna2311	OG0001625	schizo_pombe	N0
rna6204	OG0001626	schizo_pombe	N0
rna476	OG0001627	schizo_pombe	N0
rna3005	OG0001628	schizo_pombe	N0
rna478	OG0001629	schizo_pombe	N0
rna3006	OG0001630	schizo_pombe	N0
rna481	OG0001631	schizo_pombe	N0
rna2973	OG0001632	schizo_pombe	N0
rna1909	OG0001633	schizo_pombe	N0
rna1910	OG0001634	schizo_pombe	N0
rna1913	OG0001635	schizo_pombe	N0
rna1916	OG0001636	schizo_pombe	N0
rna2971	OG0001637	schizo_pombe	N0
rna2970	OG0001638	schizo_pombe	N0
rna2969	OG0001639	schizo_pombe	N0
rna2968	OG0001640	schizo_pombe	N0
rna2346	OG0001642	schizo_pombe	N0
rna3953	OG0001643	schizo_pombe	N0
rna3954	OG0001644	schizo_pombe	N0
rna3955	OG0001645	schizo_pombe	N0
rna1093	OG0001646	schizo_pombe	N0
rna1096	OG0001647	schizo_pombe	N0
rna1100	OG0001648	schizo_pombe	N0
rna1101	OG0001649	schizo_pombe	N0
rna3964	OG0001650	schizo_pombe	N0
rna1103	OG0001651	schizo_pombe	N0
rna1104	OG0001652	schizo_pombe	N0
rna3967	OG0001653	schizo_pombe	N0
rna1106	OG0001654	schizo_pombe	N0
rna3971	OG0001655	schizo_pombe	N0
rna1107	OG0001656	schizo_pombe	N0
rna3974	OG0001657	schizo_pombe	N0
rna1109	OG0001658	schizo_pombe	N0
rna1110	OG0001659	schizo_pombe	N0
rna3976	OG0001660	schizo_pombe	N0
rna3978	OG0001661	schizo_pombe	N0
rna1118	OG0001662	schizo_pombe	N0
rna1117	OG0001663	schizo_pombe	N0
rna1120	OG0001664	schizo_pombe	N0
rna1121	OG0001665	schizo_pombe	N0
rna1126	OG0001666	schizo_pombe	N0
rna1128	OG0001667	schizo_pombe	N0
rna4027	OG0001668	schizo_pombe	N0
rna1130	OG0001669	schizo_pombe	N0
rna4101	OG0001670	schizo_pombe	N0
rna4100	OG0001671	schizo_pombe	N0
rna4099	OG0001672	schizo_pombe	N0
rna1136	OG0001673	schizo_pombe	N0
rna1137	OG0001674	schizo_pombe	N0
rna4098	OG0001675	schizo_pombe	N0
rna4097	OG0001676	schizo_pombe	N0
rna4096	OG0001677	schizo_pombe	N0
rna1139	OG0001678	schizo_pombe	N0
rna1142	OG0001679	schizo_pombe	N0
rna1144	OG0001680	schizo_pombe	N0
rna4094	OG0001681	schizo_pombe	N0
rna1148	OG0001682	schizo_pombe	N0
rna4955	OG0001683	schizo_pombe	N0
rna4951	OG0001684	schizo_pombe	N0
rna4946	OG0001685	schizo_pombe	N0
rna4945	OG0001686	schizo_pombe	N0
rna4943	OG0001687	schizo_pombe	N0
rna718	OG0001688	schizo_pombe	N0
rna4940	OG0001689	schizo_pombe	N0
rna716	OG0001690	schizo_pombe	N0
rna4939	OG0001691	schizo_pombe	N0
rna4937	OG0001692	schizo_pombe	N0
rna714	OG0001693	schizo_pombe	N0
rna4935	OG0001694	schizo_pombe	N0
rna4934	OG0001695	schizo_pombe	N0
rna4931	OG0001697	schizo_pombe	N0
rna4929	OG0001698	schizo_pombe	N0
rna4927	OG0001699	schizo_pombe	N0
rna4922	OG0001700	schizo_pombe	N0
rna4919	OG0001701	schizo_pombe	N0
rna712	OG0001702	schizo_pombe	N0
rna4918	OG0001703	schizo_pombe	N0
rna2533	OG0001705	schizo_pombe	N0
rna3787	OG0001706	schizo_pombe	N0
rna2534	OG0001707	schizo_pombe	N0
rna3789	OG0001708	schizo_pombe	N0
rna3793	OG0001709	schizo_pombe	N0
rna3795	OG0001710	schizo_pombe	N0
rna1021	OG0001712	schizo_pombe	N0
rna4237	OG0001713	schizo_pombe	N0
rna4235	OG0001714	schizo_pombe	N0
rna893	OG0001715	schizo_pombe	N0
rna849	OG0001716	schizo_pombe	N0
rna4637	OG0001717	schizo_pombe	N0
rna4639	OG0001718	schizo_pombe	N0
rna846	OG0001719	schizo_pombe	N0
rna844	OG0001720	schizo_pombe	N0
rna4645	OG0001721	schizo_pombe	N0
rna5259	OG0001722	schizo_pombe	N0
rna5261	OG0001723	schizo_pombe	N0
rna5262	OG0001724	schizo_pombe	N0
rna5263	OG0001725	schizo_pombe	N0
rna5264	OG0001726	schizo_pombe	N0
rna4830	OG0001727	schizo_pombe	N0
rna4831	OG0001728	schizo_pombe	N0
rna5265	OG0001729	schizo_pombe	N0
rna4835	OG0001730	schizo_pombe	N0
rna1326	OG0001731	schizo_pombe	N0
rna5538	OG0001732	schizo_pombe	N0
rna1327	OG0001733	schizo_pombe	N0
rna5539	OG0001734	schizo_pombe	N0
rna5540	OG0001735	schizo_pombe	N0
rna1331	OG0001736	schizo_pombe	N0
rna1333	OG0001737	schizo_pombe	N0
rna1335	OG0001738	schizo_pombe	N0
rna5542	OG0001739	schizo_pombe	N0
rna5547	OG0001741	schizo_pombe	N0
rna1343	OG0001742	schizo_pombe	N0
rna1345	OG0001743	schizo_pombe	N0
rna1347	OG0001744	schizo_pombe	N0
rna5550	OG0001745	schizo_pombe	N0
rna5554	OG0001746	schizo_pombe	N0
rna5555	OG0001747	schizo_pombe	N0
rna1350	OG0001748	schizo_pombe	N0
rna5560	OG0001749	schizo_pombe	N0
rna1423	OG0001750	schizo_pombe	N0
rna2584	OG0001751	schizo_pombe	N0
rna2582	OG0001752	schizo_pombe	N0
rna1420	OG0001753	schizo_pombe	N0
rna1419	OG0001754	schizo_pombe	N0
rna1418	OG0001755	schizo_pombe	N0
rna2580	OG0001756	schizo_pombe	N0
rna2579	OG0001757	schizo_pombe	N0
rna1416	OG0001758	schizo_pombe	N0
rna2577	OG0001759	schizo_pombe	N0
rna1415	OG0001760	schizo_pombe	N0
rna2349	OG0001762	schizo_pombe	N0
rna6240	OG0001763	schizo_pombe	N0
rna2959	OG0001764	schizo_pombe	N0
rna1627	OG0001765	schizo_pombe	N0
rna2958	OG0001766	schizo_pombe	N0
rna1630	OG0001767	schizo_pombe	N0
rna2953	OG0001768	schizo_pombe	N0
rna1632	OG0001769	schizo_pombe	N0
rna1634	OG0001770	schizo_pombe	N0
rna1635	OG0001771	schizo_pombe	N0
rna2951	OG0001772	schizo_pombe	N0
rna1636	OG0001773	schizo_pombe	N0
rna2339	OG0001774	schizo_pombe	N0
rna6271	OG0001776	schizo_pombe	N0
rna6272	OG0001777	schizo_pombe	N0
rna4319	OG0001778	schizo_pombe	N0
rna4252	OG0001779	schizo_pombe	N0
rna879	OG0001780	schizo_pombe	N0
rna881	OG0001781	schizo_pombe	N0
rna4248	OG0001782	schizo_pombe	N0
rna883	OG0001783	schizo_pombe	N0
rna4242	OG0001784	schizo_pombe	N0
rna885	OG0001785	schizo_pombe	N0
rna4241	OG0001786	schizo_pombe	N0
rna4240	OG0001787	schizo_pombe	N0
rna4239	OG0001788	schizo_pombe	N0
rna4238	OG0001789	schizo_pombe	N0
rna888	OG0001790	schizo_pombe	N0
rna3369	OG0001791	schizo_pombe	N0
rna3381	OG0001792	schizo_pombe	N0
rna163	OG0001793	schizo_pombe	N0
rna3379	OG0001794	schizo_pombe	N0
rna3357	OG0001795	schizo_pombe	N0
rna3354	OG0001796	schizo_pombe	N0
rna6132	OG0001797	schizo_pombe	N0
rna3352	OG0001798	schizo_pombe	N0
rna6131	OG0001799	schizo_pombe	N0
rna6130	OG0001800	schizo_pombe	N0
rna3350	OG0001801	schizo_pombe	N0
rna3349	OG0001802	schizo_pombe	N0
rna6128	OG0001803	schizo_pombe	N0
rna6127	OG0001804	schizo_pombe	N0
rna109	OG0001805	schizo_pombe	N0
rna111	OG0001806	schizo_pombe	N0
rna6121	OG0001808	schizo_pombe	N0
rna117	OG0001809	schizo_pombe	N0
rna6116	OG0001810	schizo_pombe	N0
rna1716	OG0001811	schizo_pombe	N0
rna121	OG0001812	schizo_pombe	N0
rna123	OG0001813	schizo_pombe	N0
rna1714	OG0001813	schizo_pombe	N0
rna124	OG0001814	schizo_pombe	N0
rna125	OG0001815	schizo_pombe	N0
rna127	OG0001816	schizo_pombe	N0
rna1710	OG0001817	schizo_pombe	N0
rna5272	OG0001818	schizo_pombe	N0
rna5273	OG0001819	schizo_pombe	N0
rna4842	OG0001820	schizo_pombe	N0
rna4843	OG0001821	schizo_pombe	N0
rna4845	OG0001822	schizo_pombe	N0
rna4848	OG0001823	schizo_pombe	N0
rna4850	OG0001824	schizo_pombe	N0
rna5277	OG0001825	schizo_pombe	N0
rna4852	OG0001826	schizo_pombe	N0
rna4853	OG0001827	schizo_pombe	N0
rna5281	OG0001828	schizo_pombe	N0
rna3593	OG0001829	schizo_pombe	N0
rna4501	OG0001830	schizo_pombe	N0
rna4499	OG0001831	schizo_pombe	N0
rna4497	OG0001832	schizo_pombe	N0
rna3606	OG0001833	schizo_pombe	N0
rna4496	OG0001834	schizo_pombe	N0
rna5077	OG0001835	schizo_pombe	N0
rna3033	OG0001836	schizo_pombe	N0
rna3632	OG0001837	schizo_pombe	N0
rna3628	OG0001838	schizo_pombe	N0
rna5132	OG0001839	schizo_pombe	N0
rna2903	OG0001840	schizo_pombe	N0
rna2902	OG0001841	schizo_pombe	N0
rna5135	OG0001842	schizo_pombe	N0
rna2900	OG0001843	schizo_pombe	N0
rna5137	OG0001844	schizo_pombe	N0
rna2899	OG0001845	schizo_pombe	N0
rna5138	OG0001846	schizo_pombe	N0
rna5139	OG0001847	schizo_pombe	N0
rna5122	OG0001848	schizo_pombe	N0
rna5116	OG0001849	schizo_pombe	N0
rna2896	OG0001850	schizo_pombe	N0
rna2895	OG0001851	schizo_pombe	N0
rna5126	OG0001852	schizo_pombe	N0
rna2907	OG0001853	schizo_pombe	N0
rna2910	OG0001854	schizo_pombe	N0
rna2051	OG0001856	schizo_pombe	N0
rna2053	OG0001857	schizo_pombe	N0
rna2055	OG0001858	schizo_pombe	N0
rna829	OG0001859	schizo_pombe	N0
rna2056	OG0001860	schizo_pombe	N0
rna830	OG0001861	schizo_pombe	N0
rna835	OG0001862	schizo_pombe	N0
rna1424	OG0001863	schizo_pombe	N0
rna5437	OG0001864	schizo_pombe	N0
rna3836	OG0001865	schizo_pombe	N0
rna3835	OG0001866	schizo_pombe	N0
rna3269	OG0001867	schizo_pombe	N0
rna3832	OG0001868	schizo_pombe	N0
rna5217	OG0001869	schizo_pombe	N0
rna2417	OG0001870	schizo_pombe	N0
rna2416	OG0001871	schizo_pombe	N0
rna3275	OG0001872	schizo_pombe	N0
rna3365	OG0001873	schizo_pombe	N0
rna3366	OG0001874	schizo_pombe	N0
rna1750	OG0001875	schizo_pombe	N0
rna1748	OG0001876	schizo_pombe	N0
rna1016	OG0001877	schizo_pombe	N0
rna1013	OG0001878	schizo_pombe	N0
rna1745	OG0001879	schizo_pombe	N0
rna1743	OG0001880	schizo_pombe	N0
rna190	OG0001881	schizo_pombe	N0
rna191	OG0001882	schizo_pombe	N0
rna192	OG0001883	schizo_pombe	N0
rna197	OG0001884	schizo_pombe	N0
rna2179	OG0001885	schizo_pombe	N0
rna2178	OG0001886	schizo_pombe	N0
rna2365	OG0001887	schizo_pombe	N0
rna2364	OG0001888	schizo_pombe	N0
rna2362	OG0001889	schizo_pombe	N0
rna4762	OG0001890	schizo_pombe	N0
rna4758	OG0001891	schizo_pombe	N0
rna4756	OG0001892	schizo_pombe	N0
rna4754	OG0001893	schizo_pombe	N0
rna324	OG0001894	schizo_pombe	N0
rna2603	OG0001895	schizo_pombe	N0
rna2602	OG0001896	schizo_pombe	N0
rna2601	OG0001897	schizo_pombe	N0
rna2600	OG0001898	schizo_pombe	N0
rna3225	OG0001899	schizo_pombe	N0
rna3501	OG0001900	schizo_pombe	N0
rna604	OG0001901	schizo_pombe	N0
rna3944	OG0001902	schizo_pombe	N0
rna3515	OG0001903	schizo_pombe	N0
rna3517	OG0001904	schizo_pombe	N0
rna184	OG0001905	schizo_pombe	N0
rna1005	OG0001907	schizo_pombe	N0
rna1000	OG0001908	schizo_pombe	N0
rna2647	OG0001909	schizo_pombe	N0
rna2648	OG0001910	schizo_pombe	N0
rna1264	OG0001911	schizo_pombe	N0
rna2649	OG0001912	schizo_pombe	N0
rna2650	OG0001913	schizo_pombe	N0
rna6041	OG0001914	schizo_pombe	N0
rna1431	OG0001915	schizo_pombe	N0
rna1959	OG0001916	schizo_pombe	N0
rna3749	OG0001917	schizo_pombe	N0
rna2844	OG0001918	schizo_pombe	N0
rna2845	OG0001919	schizo_pombe	N0
rna2846	OG0001920	schizo_pombe	N0
rna3748	OG0001921	schizo_pombe	N0
rna4864	OG0001922	schizo_pombe	N0
rna4865	OG0001923	schizo_pombe	N0
rna4869	OG0001924	schizo_pombe	N0
rna4870	OG0001925	schizo_pombe	N0
rna897	OG0001926	schizo_pombe	N0
rna5337	OG0001927	schizo_pombe	N0
rna899	OG0001928	schizo_pombe	N0
rna6114	OG0001929	schizo_pombe	N0
rna1720	OG0001930	schizo_pombe	N0
rna1721	OG0001931	schizo_pombe	N0
rna1722	OG0001932	schizo_pombe	N0
rna3255	OG0001933	schizo_pombe	N0
rna3509	OG0001934	schizo_pombe	N0
rna3508	OG0001935	schizo_pombe	N0
rna3506	OG0001936	schizo_pombe	N0
rna1878	OG0001937	schizo_pombe	N0
rna6094	OG0001938	schizo_pombe	N0
rna1875	OG0001939	schizo_pombe	N0
rna1873	OG0001940	schizo_pombe	N0
rna6088	OG0001941	schizo_pombe	N0
rna1870	OG0001942	schizo_pombe	N0
rna1869	OG0001943	schizo_pombe	N0
rna6087	OG0001944	schizo_pombe	N0
rna2062	OG0001946	schizo_pombe	N0
rna2061	OG0001947	schizo_pombe	N0
rna3141	OG0001948	schizo_pombe	N0
rna3137	OG0001949	schizo_pombe	N0
rna3135	OG0001950	schizo_pombe	N0
rna3134	OG0001951	schizo_pombe	N0
rna3133	OG0001952	schizo_pombe	N0
rna3132	OG0001953	schizo_pombe	N0
rna3131	OG0001954	schizo_pombe	N0
rna3127	OG0001955	schizo_pombe	N0
rna3706	OG0001956	schizo_pombe	N0
rna2459	OG0001958	schizo_pombe	N0
rna2455	OG0001959	schizo_pombe	N0
rna2453	OG0001960	schizo_pombe	N0
rna2452	OG0001961	schizo_pombe	N0
rna2449	OG0001962	schizo_pombe	N0
rna2732	OG0001963	schizo_pombe	N0
rna2731	OG0001964	schizo_pombe	N0
rna2444	OG0001965	schizo_pombe	N0
rna2443	OG0001966	schizo_pombe	N0
rna2441	OG0001967	schizo_pombe	N0
rna2440	OG0001968	schizo_pombe	N0
rna2439	OG0001969	schizo_pombe	N0
rna2435	OG0001970	schizo_pombe	N0
rna2434	OG0001971	schizo_pombe	N0
rna2432	OG0001972	schizo_pombe	N0
rna2431	OG0001973	schizo_pombe	N0
rna2429	OG0001974	schizo_pombe	N0
rna2425	OG0001975	schizo_pombe	N0
rna1280	OG0001976	schizo_pombe	N0
rna1283	OG0001977	schizo_pombe	N0
rna1284	OG0001978	schizo_pombe	N0
rna220	OG0001979	schizo_pombe	N0
rna219	OG0001980	schizo_pombe	N0
rna218	OG0001981	schizo_pombe	N0
rna940	OG0001982	schizo_pombe	N0
rna939	OG0001983	schizo_pombe	N0
rna213	OG0001984	schizo_pombe	N0
rna945	OG0001985	schizo_pombe	N0
rna223	OG0001986	schizo_pombe	N0
rna227	OG0001988	schizo_pombe	N0
rna930	OG0001989	schizo_pombe	N0
rna5333	OG0001991	schizo_pombe	N0
rna5332	OG0001992	schizo_pombe	N0
rna5330	OG0001993	schizo_pombe	N0
rna5072	OG0001994	schizo_pombe	N0
rna3635	OG0001996	schizo_pombe	N0
rna3025	OG0001997	schizo_pombe	N0
rna3637	OG0001998	schizo_pombe	N0
rna3639	OG0001999	schizo_pombe	N0
rna3641	OG0002000	schizo_pombe	N0
rna3642	OG0002001	schizo_pombe	N0
rna3643	OG0002002	schizo_pombe	N0
rna3021	OG0002003	schizo_pombe	N0
rna4552	OG0002004	schizo_pombe	N0
rna3624	OG0002005	schizo_pombe	N0
rna3625	OG0002006	schizo_pombe	N0
rna3626	OG0002007	schizo_pombe	N0
rna513	OG0002008	schizo_pombe	N0
rna512	OG0002009	schizo_pombe	N0
rna2109	OG0002010	schizo_pombe	N0
rna2110	OG0002011	schizo_pombe	N0
rna5909	OG0002012	schizo_pombe	N0
rna2111	OG0002013	schizo_pombe	N0
rna2113	OG0002014	schizo_pombe	N0
rna5904	OG0002015	schizo_pombe	N0
rna2118	OG0002016	schizo_pombe	N0
rna2119	OG0002017	schizo_pombe	N0
rna2121	OG0002018	schizo_pombe	N0
rna5901	OG0002019	schizo_pombe	N0
rna2124	OG0002020	schizo_pombe	N0
rna5896	OG0002021	schizo_pombe	N0
rna5895	OG0002022	schizo_pombe	N0
rna4053	OG0002023	schizo_pombe	N0
rna4051	OG0002024	schizo_pombe	N0
rna777	OG0002025	schizo_pombe	N0
rna4049	OG0002026	schizo_pombe	N0
rna1680	OG0002027	schizo_pombe	N0
rna1681	OG0002028	schizo_pombe	N0
rna159	OG0002029	schizo_pombe	N0
rna157	OG0002030	schizo_pombe	N0
rna1685	OG0002031	schizo_pombe	N0
rna155	OG0002032	schizo_pombe	N0
rna1686	OG0002033	schizo_pombe	N0
rna151	OG0002034	schizo_pombe	N0
rna1691	OG0002035	schizo_pombe	N0
rna139	OG0002036	schizo_pombe	N0
rna137	OG0002037	schizo_pombe	N0
rna136	OG0002038	schizo_pombe	N0
rna134	OG0002039	schizo_pombe	N0
rna1703	OG0002040	schizo_pombe	N0
rna132	OG0002041	schizo_pombe	N0
rna1704	OG0002042	schizo_pombe	N0
rna1706	OG0002043	schizo_pombe	N0
rna131	OG0002044	schizo_pombe	N0
rna129	OG0002045	schizo_pombe	N0
rna5269	OG0002046	schizo_pombe	N0
rna4839	OG0002047	schizo_pombe	N0
rna4838	OG0002048	schizo_pombe	N0
rna5267	OG0002049	schizo_pombe	N0
rna1317	OG0002050	schizo_pombe	N0
rna5531	OG0002051	schizo_pombe	N0
rna2694	OG0002052	schizo_pombe	N0
rna1311	OG0002053	schizo_pombe	N0
rna1310	OG0002054	schizo_pombe	N0
rna495	OG0002055	schizo_pombe	N0
rna1306	OG0002056	schizo_pombe	N0
rna2689	OG0002057	schizo_pombe	N0
rna5453	OG0002058	schizo_pombe	N0
rna1219	OG0002059	schizo_pombe	N0
rna5455	OG0002060	schizo_pombe	N0
rna5456	OG0002061	schizo_pombe	N0
rna4623	OG0002062	schizo_pombe	N0
rna1534	OG0002063	schizo_pombe	N0
rna1535	OG0002064	schizo_pombe	N0
rna1536	OG0002065	schizo_pombe	N0
rna1541	OG0002066	schizo_pombe	N0
rna1546	OG0002067	schizo_pombe	N0
rna3303	OG0002068	schizo_pombe	N0
rna3302	OG0002069	schizo_pombe	N0
rna3301	OG0002070	schizo_pombe	N0
rna1547	OG0002071	schizo_pombe	N0
rna1549	OG0002072	schizo_pombe	N0
rna3297	OG0002073	schizo_pombe	N0
rna3296	OG0002074	schizo_pombe	N0
rna1552	OG0002075	schizo_pombe	N0
rna1553	OG0002076	schizo_pombe	N0
rna5003	OG0002077	schizo_pombe	N0
rna2487	OG0002079	schizo_pombe	N0
rna427	OG0002080	schizo_pombe	N0
rna6028	OG0002081	schizo_pombe	N0
rna6026	OG0002082	schizo_pombe	N0
rna5011	OG0002083	schizo_pombe	N0
rna425	OG0002084	schizo_pombe	N0
rna6019	OG0002085	schizo_pombe	N0
rna6016	OG0002086	schizo_pombe	N0
rna415	OG0002087	schizo_pombe	N0
rna412	OG0002088	schizo_pombe	N0
rna6012	OG0002089	schizo_pombe	N0
rna409	OG0002089	schizo_pombe	N0
rna6010	OG0002090	schizo_pombe	N0
rna6009	OG0002091	schizo_pombe	N0
rna6008	OG0002092	schizo_pombe	N0
rna6007	OG0002093	schizo_pombe	N0
rna6002	OG0002094	schizo_pombe	N0
rna6000	OG0002095	schizo_pombe	N0
rna5999	OG0002096	schizo_pombe	N0
rna398	OG0002097	schizo_pombe	N0
rna5997	OG0002098	schizo_pombe	N0
rna5995	OG0002099	schizo_pombe	N0
rna5994	OG0002100	schizo_pombe	N0
rna5991	OG0002101	schizo_pombe	N0
rna396	OG0002102	schizo_pombe	N0
rna5989	OG0002103	schizo_pombe	N0
rna394	OG0002104	schizo_pombe	N0
rna392	OG0002105	schizo_pombe	N0
rna391	OG0002106	schizo_pombe	N0
rna5986	OG0002107	schizo_pombe	N0
rna389	OG0002108	schizo_pombe	N0
rna3031	OG0002109	schizo_pombe	N0
rna387	OG0002110	schizo_pombe	N0
rna5614	OG0002111	schizo_pombe	N0
rna5978	OG0002112	schizo_pombe	N0
rna5616	OG0002113	schizo_pombe	N0
rna5618	OG0002114	schizo_pombe	N0
rna5976	OG0002115	schizo_pombe	N0
rna5619	OG0002116	schizo_pombe	N0
rna5624	OG0002117	schizo_pombe	N0
rna5623	OG0002118	schizo_pombe	N0
rna5972	OG0002119	schizo_pombe	N0
rna3211	OG0002120	schizo_pombe	N0
rna3206	OG0002121	schizo_pombe	N0
rna3205	OG0002122	schizo_pombe	N0
rna3200	OG0002123	schizo_pombe	N0
rna3199	OG0002124	schizo_pombe	N0
rna493	OG0002125	schizo_pombe	N0
rna492	OG0002126	schizo_pombe	N0
rna3197	OG0002127	schizo_pombe	N0
rna491	OG0002128	schizo_pombe	N0
rna490	OG0002129	schizo_pombe	N0
rna3195	OG0002130	schizo_pombe	N0
rna502	OG0002131	schizo_pombe	N0
rna3191	OG0002132	schizo_pombe	N0
rna505	OG0002133	schizo_pombe	N0
rna486	OG0002134	schizo_pombe	N0
rna482	OG0002135	schizo_pombe	N0
rna3216	OG0002136	schizo_pombe	N0
rna5752	OG0002137	schizo_pombe	N0
rna35	OG0002138	schizo_pombe	N0
rna5748	OG0002139	schizo_pombe	N0
rna5747	OG0002140	schizo_pombe	N0
rna37	OG0002141	schizo_pombe	N0
rna38	OG0002142	schizo_pombe	N0
rna5745	OG0002143	schizo_pombe	N0
rna5319	OG0002144	schizo_pombe	N0
rna4576	OG0002146	schizo_pombe	N0
rna3539	OG0002147	schizo_pombe	N0
rna4806	OG0002149	schizo_pombe	N0
rna2504	OG0002150	schizo_pombe	N0
rna2507	OG0002151	schizo_pombe	N0
rna3376	OG0002152	schizo_pombe	N0
rna5089	OG0002153	schizo_pombe	N0
rna5090	OG0002154	schizo_pombe	N0
rna5091	OG0002155	schizo_pombe	N0
rna5092	OG0002156	schizo_pombe	N0
rna5093	OG0002157	schizo_pombe	N0
rna2872	OG0002158	schizo_pombe	N0
rna2874	OG0002159	schizo_pombe	N0
rna2875	OG0002160	schizo_pombe	N0
rna5101	OG0002161	schizo_pombe	N0
rna2880	OG0002162	schizo_pombe	N0
rna2882	OG0002163	schizo_pombe	N0
rna5106	OG0002164	schizo_pombe	N0
rna5110	OG0002165	schizo_pombe	N0
rna2887	OG0002166	schizo_pombe	N0
rna2888	OG0002167	schizo_pombe	N0
rna5114	OG0002168	schizo_pombe	N0
rna5119	OG0002169	schizo_pombe	N0
rna2893	OG0002170	schizo_pombe	N0
rna5118	OG0002171	schizo_pombe	N0
rna273	OG0002172	schizo_pombe	N0
rna970	OG0002173	schizo_pombe	N0
rna967	OG0002174	schizo_pombe	N0
rna966	OG0002175	schizo_pombe	N0
rna2865	OG0002176	schizo_pombe	N0
rna2862	OG0002177	schizo_pombe	N0
rna2861	OG0002178	schizo_pombe	N0
rna5081	OG0002179	schizo_pombe	N0
rna5080	OG0002180	schizo_pombe	N0
rna5079	OG0002181	schizo_pombe	N0
rna3608	OG0002182	schizo_pombe	N0
rna800	OG0002185	schizo_pombe	N0
rna4071	OG0002186	schizo_pombe	N0
rna802	OG0002187	schizo_pombe	N0
rna804	OG0002188	schizo_pombe	N0
rna4072	OG0002189	schizo_pombe	N0
rna755	OG0002190	schizo_pombe	N0
rna757	OG0002191	schizo_pombe	N0
rna760	OG0002192	schizo_pombe	N0
rna810	OG0002193	schizo_pombe	N0
rna764	OG0002194	schizo_pombe	N0
rna766	OG0002195	schizo_pombe	N0
rna814	OG0002196	schizo_pombe	N0
rna821	OG0002198	schizo_pombe	N0
rna771	OG0002199	schizo_pombe	N0
rna823	OG0002200	schizo_pombe	N0
rna2914	OG0002201	schizo_pombe	N0
rna650	OG0002202	schizo_pombe	N0
rna649	OG0002203	schizo_pombe	N0
rna5177	OG0002204	schizo_pombe	N0
rna5176	OG0002205	schizo_pombe	N0
rna5174	OG0002206	schizo_pombe	N0
rna5172	OG0002207	schizo_pombe	N0
rna5171	OG0002208	schizo_pombe	N0
rna5170	OG0002209	schizo_pombe	N0
rna4463	OG0002210	schizo_pombe	N0
rna4695	OG0002211	schizo_pombe	N0
rna4693	OG0002212	schizo_pombe	N0
rna4692	OG0002213	schizo_pombe	N0
rna5167	OG0002214	schizo_pombe	N0
rna5166	OG0002215	schizo_pombe	N0
rna5165	OG0002216	schizo_pombe	N0
rna4689	OG0002217	schizo_pombe	N0
rna472	OG0002218	schizo_pombe	N0
rna2106	OG0002219	schizo_pombe	N0
rna471	OG0002220	schizo_pombe	N0
rna2102	OG0002221	schizo_pombe	N0
rna470	OG0002222	schizo_pombe	N0
rna3036	OG0002223	schizo_pombe	N0
rna2101	OG0002224	schizo_pombe	N0
rna467	OG0002225	schizo_pombe	N0
rna5199	OG0002226	schizo_pombe	N0
rna5198	OG0002227	schizo_pombe	N0
rna5197	OG0002228	schizo_pombe	N0
rna676	OG0002229	schizo_pombe	N0
rna5196	OG0002230	schizo_pombe	N0
rna5195	OG0002231	schizo_pombe	N0
